Arabic Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
خلق,0,0,0,0,0,0,0,0,0,0
خلاق,0,0,0,0,0,0,1,0,0,0
المنشئ,0,0,0,0,0,0,0,0,0,0
مخلوق,0,0,1,1,0,1,0,0,0,0
المصداقية,0,0,0,0,0,0,1,0,0,1
الاعتماد,0,0,0,0,0,0,1,0,0,1
أوراق اعتماد,0,0,0,0,0,0,0,0,0,0
مصداقية,0,0,0,0,0,0,1,0,0,1
معقول,0,0,0,0,0,0,1,0,0,1
الإئتمان,0,0,0,0,0,0,1,0,0,1
جدير بالثقة,0,0,0,0,0,0,1,0,0,1
الفضل,0,0,0,0,0,0,1,0,0,0
ائتمان,0,0,0,0,0,0,0,0,0,0
الدائن,0,0,0,0,0,0,0,0,0,0
العقيدة,0,0,0,0,0,0,0,0,0,0
جدول,0,0,0,0,0,0,0,0,0,0
زحف,0,0,0,0,0,1,0,0,0,0
زحف,0,1,0,0,0,0,0,0,0,0
حرق الجثة,0,0,0,0,0,0,0,1,0,0
كريول,0,0,0,0,0,0,0,0,0,0
تصاعد,0,1,0,0,1,0,1,0,1,1
هلال,0,0,0,0,0,0,0,0,0,0
شق,0,0,0,0,0,0,0,0,0,0
طاقم,0,0,0,0,0,0,0,0,0,1
سرير,0,0,0,0,0,0,0,0,0,0
كريكيت,0,0,0,0,0,0,0,0,0,0
جريمة,1,0,0,0,0,1,0,0,0,0
مجرم,1,0,1,1,0,1,0,0,0,0
الإجرام,1,0,1,1,0,1,0,0,0,0
تجعيد,0,0,0,0,0,0,0,0,0,0
قرمزي,0,0,0,0,0,0,0,0,0,0
قرفص,0,0,1,1,0,1,0,1,0,0
شل,0,0,0,1,0,1,0,1,0,0
مشلول,0,0,0,0,0,1,0,1,0,0
أزمة,0,0,0,0,0,1,0,0,0,0
هش,0,0,0,0,0,1,0,0,0,1
معيار,0,0,0,0,0,0,0,0,0,0
الناقد,0,0,0,0,0,1,0,0,0,0
نقد,1,0,0,0,0,1,0,1,0,0
ينتقد,1,0,1,1,0,1,0,1,0,0
نقد,0,0,0,0,0,0,1,0,0,0
المخلوق,0,0,1,0,0,0,0,0,0,0
تشاءم,0,0,0,0,0,0,0,0,0,0
الفخار,0,0,0,0,0,0,0,0,0,0
الأواني الفخارية,0,0,0,0,0,0,0,0,0,0
تمساح,0,0,0,1,0,0,0,0,0,0
حقل صغير مسور,0,0,0,0,0,0,0,0,0,0
المحتال,0,0,0,0,0,1,0,0,0,0
ا & قتصاص,0,0,0,0,0,0,0,0,0,0
كروكيه,0,0,0,0,0,0,0,0,0,0
الاعتراض,1,0,0,1,0,1,0,1,0,0
القوس والنشاب,0,0,0,0,0,0,0,0,0,0
عبرت,0,0,0,0,0,0,0,0,0,0
العبور,0,0,0,0,0,0,0,0,0,0
المنشعب,0,0,0,0,0,0,0,0,0,0
انحنى,0,0,0,1,0,0,0,0,0,0
جاثمة,0,0,0,0,0,0,0,0,0,0
رابض,0,0,0,1,0,1,0,0,0,0
موزع الورق,0,0,0,0,0,0,0,0,0,0
الغراب,0,0,0,0,0,0,0,0,0,0
يحشد,0,0,0,0,0,0,0,0,0,0
مزدحما,0,0,0,0,0,0,0,0,0,0
تاج,0,0,0,0,0,0,0,0,0,0
تتويج,0,1,0,0,1,0,1,0,1,1
مهم,0,0,0,0,0,0,1,0,0,1
صليبي,0,0,0,0,0,1,0,0,0,0
صليب,0,0,0,0,0,0,0,0,0,0
صلب,1,0,1,1,0,1,0,1,0,0
الخام,0,0,1,0,0,1,0,0,0,0
قاسية,1,0,1,1,0,1,0,1,0,0
بقسوة,1,0,0,1,0,1,0,0,0,0
القسوة,1,0,1,1,0,1,0,1,0,0
رحلة بحرية,0,0,0,0,0,0,0,0,0,0
طراد,0,0,0,0,0,0,0,0,0,0
كسرة خبز,0,0,0,0,0,0,0,0,0,0
تنهار,0,0,0,0,0,1,0,1,0,0
سحق,1,0,0,0,0,1,0,0,0,0
حملة صليبية,1,0,0,1,0,1,0,0,0,0
معجب,0,0,0,0,0,0,0,0,0,0
سحقت,1,0,1,1,0,1,0,1,0,0
سحق,1,0,1,1,0,1,0,0,0,0
قشرة,0,0,0,0,0,0,0,0,0,0
يابس,0,0,1,0,0,1,0,0,0,0
عكاز,0,0,0,0,0,0,0,0,0,0
جوهر,0,0,0,0,0,0,0,0,0,0
بكاء,0,0,0,0,0,1,0,1,0,0
بكاء,0,0,0,0,0,1,0,1,0,0
سرداب,0,0,0,1,0,1,0,1,0,0
مشفر,0,0,0,0,0,0,0,0,0,0
التشفير,0,0,0,0,0,0,0,0,0,0
كريستال,0,0,0,0,0,0,1,0,0,0
بلوري,0,0,0,0,0,0,0,0,0,0
بلورة,0,0,0,0,0,0,0,0,0,0
الشبل,0,0,0,0,0,0,0,0,0,0
مكعب,0,0,0,0,0,0,0,0,0,1
زاوية,0,0,0,0,0,0,0,0,0,0
ديوث,0,0,1,0,0,1,0,0,0,0
الوقواق,0,0,0,0,0,1,0,0,0,0
يحضن,0,0,0,0,1,0,1,0,0,1
إشارة,0,1,0,0,0,0,0,0,0,0
صفعة,0,0,0,0,0,0,0,0,0,0
أطباق,0,0,0,0,0,0,0,0,0,0
الطهي,0,0,0,0,0,0,1,0,0,1
ذبح,0,0,0,0,0,1,0,0,0,0
تتوج,0,0,0,0,0,0,0,0,0,0
الذروة,0,0,0,0,0,0,1,0,0,0
الذنب,0,0,0,0,0,1,0,0,0,0
مذنب,0,0,0,0,0,1,0,0,0,0
مجرم,0,0,0,0,0,1,0,0,0,0
طائفة دينية,0,0,0,1,0,1,0,0,0,0
زرع او صقل,0,1,0,0,0,0,1,0,0,1
مزروعة,0,0,0,0,0,0,1,0,0,0
زراعة,0,0,0,0,0,0,1,0,0,0
الثقافة,0,0,0,0,0,0,1,0,0,0
عبارة,0,0,0,0,0,0,0,0,0,0
مرهقة,0,0,0,0,0,1,0,1,0,0
الركام,0,0,0,0,0,0,0,0,0,0
الماكرة,0,0,0,0,0,1,1,0,0,0
فنجان,0,0,0,0,0,0,0,0,0,0
مخزنة,0,0,0,0,0,0,0,0,0,0
الحجامة,0,0,1,1,0,1,0,1,0,0
cur,1,0,1,1,0,1,0,0,0,0
قابل للشفاء,0,0,0,0,0,0,1,0,0,1
برعاية,0,0,0,0,0,0,0,0,0,0
علاجي,0,0,0,0,0,0,0,0,0,0
أمين,0,0,0,0,0,0,0,0,0,0
تطويق,0,0,0,0,0,0,0,0,0,0
تخثر,0,0,0,0,0,0,0,0,0,0
حظر التجول,0,0,0,0,0,0,0,0,0,0
حب الاستطلاع,0,1,0,0,0,0,1,0,1,0
لفة,0,0,0,0,0,0,1,0,0,0
الشباك,0,0,0,0,0,0,0,0,0,0
عملة,0,0,0,0,0,0,0,0,0,0
تيار,0,0,0,0,0,0,0,0,0,0
منهاج دراسي,0,0,0,0,0,0,0,0,0,0
كاري,0,0,0,0,0,0,0,0,0,0
لعنة,1,0,1,1,0,1,0,1,0,0
ملعون,1,0,0,1,0,1,0,1,0,0
اللعن,1,0,1,0,0,1,0,0,0,0
سريع,0,0,0,0,0,1,0,0,0,0
كيرت,0,0,0,0,0,0,0,0,0,0
تقليص,0,0,0,0,0,0,0,0,0,0
تقليص,0,0,0,0,0,0,0,0,0,0
ستارة,0,0,0,0,0,0,0,0,0,0
انحناء,0,0,0,0,0,0,0,0,0,0
منحنى,0,0,0,0,0,0,0,0,0,0
منحن,0,0,0,0,0,0,0,0,0,0
منحني الأضلاع,0,0,0,0,0,0,0,0,0,0
وسادة,0,0,0,0,0,0,1,0,0,0
أعتاب,0,0,0,0,0,0,0,0,0,0
لعن,1,0,0,0,0,0,0,0,0,0
وصي,0,0,0,0,0,0,0,0,0,1
عهدة,0,0,0,0,0,0,0,0,0,1
العادة,0,0,0,0,0,0,0,0,0,0
عرفي,0,0,0,0,0,0,0,0,0,0
عميل,0,0,0,0,0,0,1,0,0,0
يقطع,0,0,0,0,0,0,0,0,0,0
الجلدية,0,0,0,0,0,0,0,0,0,0
جذاب,0,0,0,0,0,0,1,0,0,0
بشرة,0,0,0,0,0,0,0,0,0,0
السكاكين,0,0,0,0,0,0,0,0,0,0
القاطع,0,0,0,1,0,1,0,0,0,0
قواطع,0,0,0,0,0,0,1,0,0,0
سفاح,1,0,0,1,0,1,0,0,0,0
قطع,1,0,1,1,0,1,0,1,0,0
قصاصات,0,0,0,0,0,0,0,0,0,0
cwt,0,0,0,0,0,0,0,0,0,0
السيانيد,0,0,0,1,0,1,0,0,0,0
دورة,0,0,0,0,0,0,0,0,0,0
دورية,0,0,0,0,0,0,0,0,0,0
دراج,0,0,0,0,0,0,0,0,0,0
إعصار,0,0,0,1,0,1,0,0,1,0
اسطوانة,0,0,0,0,0,0,0,0,0,0
إسطواني,0,0,0,0,0,0,0,0,0,0
الصنج أداة موسيقية,0,0,0,0,0,0,0,0,0,0
ساخر,0,0,0,0,0,0,0,0,0,0
كيس,0,0,0,1,0,1,0,1,0,0
كيسي,0,0,1,0,0,0,0,0,0,0
فيروس مضخم للخلايا,0,0,0,0,0,1,0,1,0,0
السيتوبلازم,0,0,0,0,0,0,0,0,0,0
قيصر,0,0,0,0,0,0,0,0,0,0
ربت,0,0,0,0,0,0,0,0,0,0
اشتغل,0,0,0,0,0,0,0,0,0,0
التبليل,1,0,1,0,0,1,0,0,0,0
بابا,0,0,0,0,0,0,0,0,0,0
دادو,0,0,0,0,0,0,0,0,0,0
شيطان,1,0,1,1,0,1,0,1,1,0
المعتوه,0,0,1,0,0,1,0,0,0,0
خنجر,0,0,0,1,0,1,0,0,0,0
اليومي,0,1,0,0,0,0,0,0,0,0
لذيذ,0,0,0,0,0,0,0,0,0,0
ألبان,0,0,0,0,0,0,0,0,0,0
داك,0,0,0,0,0,0,0,0,0,0
دايل,0,0,0,0,0,0,0,0,0,0
سد,0,0,0,0,0,0,0,0,0,0
تلف,1,0,1,0,0,1,0,1,0,0
الأضرار,0,0,0,0,0,1,0,1,0,0
سيدة,1,0,1,0,0,0,1,0,0,1
اللعنة,1,0,1,0,0,1,0,0,0,0
اللعنة,1,0,0,1,0,1,0,1,0,0
ملعون,0,0,0,0,0,1,0,0,0,0
رطوبة,0,0,0,0,0,0,0,0,0,0
رطب,0,0,0,0,0,0,0,0,0,0
المثبط,0,0,0,0,0,1,0,0,0,0
الفتاة,0,0,0,0,0,0,0,0,0,0
الرقص,0,0,0,0,1,0,1,0,0,1
راقصة,0,0,0,0,0,0,0,0,0,0
قشرة رأس,0,0,0,0,0,1,0,0,0,0
مدهش,0,0,1,0,0,1,0,0,0,0
خطر,0,0,0,1,0,1,0,1,0,0
خطير,0,0,0,1,0,1,0,0,0,0
استرخى,0,0,0,0,0,0,0,0,0,0
رطب,0,0,1,0,0,0,0,0,0,0
أنيق,0,0,0,0,0,0,0,0,0,0
تجرؤ,0,1,0,0,0,0,0,0,0,1
جرأة,0,0,0,0,0,0,1,0,0,0
مظلم,0,0,0,0,0,0,0,1,0,0
أغمق,0,0,0,1,0,1,0,1,0,0
مظلمة,0,0,0,1,0,1,0,1,0,0
بحزن,0,0,0,0,0,0,0,0,0,0
الظلام,1,0,0,1,0,1,0,1,0,0
حبيبي,0,0,0,0,1,0,1,0,0,1
الرتق,0,0,0,0,0,0,0,0,0,0
سهم,0,0,0,1,0,0,0,0,0,0
اندفاع,0,0,0,0,0,0,0,0,0,0
لوحة القيادة,0,0,0,0,0,0,0,0,0,0
متقطع,1,0,0,1,0,1,0,1,0,0
محطما,0,0,0,0,0,0,1,0,0,0
غذر,1,0,1,1,0,1,0,0,0,0
بيانات,0,0,0,0,0,0,0,0,0,0
قاعدة البيانات,0,0,0,0,0,0,0,0,0,0
تاريخ,0,0,0,0,0,0,0,0,0,0
بنت,0,0,0,0,1,0,1,0,0,0
فَجر,0,1,0,0,1,0,1,0,1,1
يوم,0,0,0,0,0,0,0,0,0,0
الفجر,0,0,0,0,0,0,0,0,0,0
احلام اليقظة,0,0,0,0,0,0,0,0,0,0
دوخ,0,0,0,0,0,0,0,0,0,0
مذهول,0,0,0,0,0,1,0,0,0,0
مبهر,0,0,0,0,0,0,0,0,0,0
الشماس,0,0,0,0,0,0,0,0,0,1
تعطيل,0,0,0,0,0,1,0,0,0,0
طريق مسدود,0,0,0,0,0,1,0,0,0,0
مميت,1,0,1,1,0,1,0,1,0,0
يصم الآذان,0,0,0,0,0,0,0,0,0,0
الصمم,0,0,0,0,0,0,0,0,0,0
صفقة,0,1,0,0,1,0,1,0,1,1
تاجر,0,0,0,0,0,0,0,0,0,0
التعامل,0,0,0,0,0,0,0,0,0,0
التعاملات,0,0,0,0,0,0,0,0,0,1
عميد,0,0,0,0,0,0,0,0,0,0
العزيز,0,0,0,0,0,0,1,0,0,0
ندرة,0,0,0,0,0,0,0,0,0,0
الموت,1,1,1,1,0,1,0,1,1,0
كارثة,0,0,0,1,0,1,0,1,0,0
قابل للنقاش,0,0,0,0,0,0,0,0,0,0
النقاش,0,0,0,0,0,0,1,0,0,0
الفجور,0,0,1,1,0,1,0,0,0,0
السند,0,1,0,0,0,0,0,0,0,0
مدين,0,0,0,0,0,0,0,0,0,0
حطام,0,0,1,0,0,1,0,0,0,0
دَين,0,0,0,0,0,1,0,1,0,0
المدين,0,0,0,0,0,1,0,0,0,0
لاول مرة,0,0,0,0,0,0,0,0,0,0
"عقد، عشر سنوات",0,0,0,0,0,0,0,0,0,0
المصفق,0,0,0,0,0,0,0,0,0,0
تسوس,0,0,0,1,0,1,0,1,0,0
متحللة,0,0,1,0,0,1,0,1,0,0
فقيد,0,0,0,0,0,1,0,1,0,0
خداع,1,0,1,1,0,1,0,1,1,0
مخادع,0,0,1,0,0,1,0,1,0,0
يخدع,1,0,1,0,0,1,0,1,0,0
خدع,1,0,0,0,0,1,0,0,0,0
خداع,0,0,0,0,0,1,0,0,0,1
أدب,0,0,0,0,0,0,1,0,0,0
مقبول,0,0,0,0,0,0,1,0,0,0
الخداع,0,0,0,0,0,1,0,0,0,0
خادع,0,0,0,0,0,1,0,0,0,0
بلا ريب,0,0,0,0,0,0,0,0,0,0
المتساقطة,0,0,0,0,0,0,0,0,0,0
عدد عشري,0,0,0,0,0,0,0,0,0,0
فك,0,0,0,0,0,0,0,0,0,0
قرار,0,0,0,0,0,0,0,0,0,0
حاسم,0,0,0,0,0,0,0,0,0,0
ظهر السفينة,0,0,0,0,0,0,0,0,0,0
إعلان,0,0,0,0,0,0,0,0,0,0
تفسيري,0,0,0,0,0,0,1,0,0,0
يعلن,0,0,0,0,0,0,0,0,0,0
الانحراف,0,0,0,0,0,1,0,0,0,0
انخفاض,0,0,0,0,0,1,0,0,0,0
يتراجع,0,0,0,0,0,1,0,0,0,0
تتحلل,0,0,1,0,0,0,0,0,0,0
متحللة,0,0,0,0,0,0,0,1,0,0
تقسيم,0,0,1,1,0,1,0,1,0,0
تزيين,0,0,0,0,0,0,0,0,0,0
زخرفة,0,0,0,0,0,0,0,0,0,0
اللياقة,0,0,0,0,0,0,0,0,0,0
شرك,0,0,0,0,0,0,0,0,1,0
تخفيض,0,0,0,0,0,1,0,0,0,0
انخفضت,0,0,0,0,0,0,0,0,0,0
تناقص,0,0,0,0,0,0,0,0,0,0
مرسوم,0,0,0,0,0,0,0,0,0,0
التناقص,0,0,0,0,0,1,0,0,0,0
متداعية,0,0,0,0,0,1,0,0,0,0
شجب,1,0,0,0,0,1,0,0,0,0
إخلاص,0,0,0,0,0,0,1,0,0,0
نستنتج,0,0,0,0,0,0,0,0,0,0
خصم,0,0,0,0,0,1,0,0,0,0
المستقطع,0,0,0,0,0,0,0,0,0,0
الفعل,0,0,0,0,0,0,0,0,0,1
تعميق,0,0,0,0,0,0,0,0,0,0
الغزال,0,0,0,0,0,0,0,0,0,0
تشهير,0,0,1,1,0,1,0,0,0,0
تشهيرية,1,0,0,0,0,1,0,0,0,0
إفتراضي,0,0,1,1,0,1,0,1,0,0
يهزم,0,0,0,0,0,1,0,0,0,0
هزم,0,0,0,0,0,1,0,1,0,0
خلل,1,0,0,0,0,1,0,0,0,0
انشقاق,0,0,0,1,0,1,0,0,0,0
معيب,0,0,1,0,0,1,0,0,0,0
الدفاع,0,0,0,1,0,0,1,0,0,0
المدعى عليه,1,0,0,1,0,0,0,1,0,0
دافع,0,0,0,0,0,0,1,0,0,1
مدافع,0,0,0,0,0,0,1,0,0,1
الدفاع,0,0,0,0,0,0,1,0,0,0
دفاع,1,1,0,1,0,0,1,0,0,0
غير محمي,0,0,0,1,0,1,0,1,0,0
يمكن الدفاع عنه,0,0,0,0,0,0,0,0,0,0
دفاعي,0,0,0,0,0,0,0,0,0,0
تأجيل,0,0,0,0,0,0,0,0,0,0
احترام,0,0,0,0,0,0,1,0,0,1
تأجيل,0,0,0,0,0,1,0,0,0,0
تأجيل,0,0,0,0,0,0,0,0,0,0
التحدي,1,0,1,1,0,1,0,0,0,0
غير هياب جريء,1,0,0,0,0,1,0,0,0,0
نقص,0,0,0,0,0,1,0,0,0,0
عجز,0,0,0,0,0,1,0,0,0,0
حدد,0,0,0,0,0,0,0,0,0,0
مُعرف,0,0,0,0,0,0,0,0,0,0
تعريف,0,0,0,0,0,0,0,0,0,0
نهائي,0,0,0,0,0,0,1,0,0,1
ينكمش,1,0,0,0,0,1,0,1,0,0
الانكماش,0,0,0,1,0,1,0,0,0,0
تشتيت,0,0,0,0,0,0,0,0,0,0
انحراف,0,0,0,0,0,0,0,0,0,0
افتضاض,0,0,0,0,0,0,0,0,0,0
تشوه,0,0,1,0,0,1,0,0,0,0
مشوه,0,0,1,0,0,1,0,1,0,0
تشوه,0,0,1,1,0,1,0,1,0,0
احتيال,1,0,1,0,0,1,0,0,0,0
دفعت,0,0,0,0,0,0,0,0,0,0
ماهر,0,0,0,0,0,0,0,0,0,0
البائد,0,0,0,0,0,1,0,1,0,0
يعصي,1,0,0,1,0,1,0,1,1,0
انحطاط,1,0,1,0,0,1,0,1,0,0
تتدهور,0,0,0,0,0,1,0,0,0,0
تنكس,0,0,0,0,0,0,0,0,0,0
انحلال,0,0,0,0,0,1,0,0,0,0
تحط من قدر,0,0,1,0,0,1,0,0,0,0
تدهور,0,0,1,1,0,1,0,1,0,0
الدرجة العلمية,0,0,0,0,0,0,1,0,0,0
مجفف,0,0,0,0,0,0,0,0,0,0
تأخير,1,0,1,1,0,1,0,1,0,0
تأخير,0,0,0,0,0,1,0,0,0,0
لذيذ,0,0,0,0,0,0,1,0,0,0
مندوب,0,0,0,0,0,0,1,0,0,1
وفد,0,0,0,0,0,0,0,0,0,0
ضار,1,0,1,1,0,1,0,0,0,0
حذف,0,0,0,0,0,1,0,0,0,0
متعمد,0,0,0,0,0,0,1,0,0,0
المداولات,0,0,0,0,0,0,0,0,0,0
تداول,0,0,0,0,0,0,0,0,0,0
رقة,0,0,0,0,0,0,0,0,0,0
لذيذ,0,0,0,0,1,0,1,0,0,0
بهجة,0,1,0,0,1,0,1,0,0,0
مسرور,0,1,0,0,1,0,1,0,1,0
مسعد,0,1,0,0,1,0,1,0,0,1
تحدد,0,0,0,0,0,0,0,0,0,0
الترسيم,0,0,0,0,0,0,0,0,0,0
الانحراف,0,0,0,0,0,1,0,0,0,0
مذنب,1,0,1,0,0,1,0,0,0,0
هذياني,0,0,0,0,0,1,0,1,0,0
هذيان,0,0,1,0,0,1,0,1,0,0
خلاص,0,1,0,0,1,0,1,0,0,1
توصيل,0,1,0,0,0,0,1,0,0,0
ديل,0,0,0,0,0,0,0,0,0,0
دلتا,0,0,0,0,0,0,0,0,0,0
غمر,0,0,0,1,0,1,0,1,1,0
الوهم,1,0,0,1,0,1,0,1,0,0
الوهمية,1,0,0,1,0,1,0,0,0,0
يخوض,0,0,0,0,0,0,0,0,0,0
الطلب,1,0,0,0,0,1,0,0,0,0
متطلبا,0,0,0,0,0,1,0,0,0,0
سلوك,0,0,0,0,0,0,0,0,0,0
مجنون,0,0,0,1,0,1,0,0,0,0
مرض عقلي,0,0,0,1,0,1,0,1,0,0
زوال,0,0,0,1,0,1,0,1,0,0
ديمقراطية,0,0,0,0,0,0,1,0,0,0
ديمقراطي,0,0,0,0,0,0,0,0,0,0
هدم,1,0,0,0,0,1,0,1,0,0
هدم,0,0,0,0,0,1,0,0,0,0
شيطان,1,0,1,1,0,1,0,1,0,0
شيطاني,1,0,1,1,0,1,0,1,0,0
يمكن إثباته,0,0,0,0,0,0,1,0,0,0
يتظاهر,0,0,0,0,0,0,0,0,0,0
مُبَرهن,0,0,0,0,0,0,0,0,0,0
مظاهرة,0,0,0,0,0,0,0,0,0,0
برهنة,0,0,0,0,0,0,0,0,0,0
إيضاحي,0,0,0,0,1,0,1,1,0,0
متظاهر,0,0,0,0,0,0,0,0,0,0
محبط,0,0,0,1,0,1,0,1,0,0
العروض,0,0,0,0,0,0,0,0,0,0
عرين,0,0,0,0,0,0,0,0,0,0
إنكار,0,0,0,0,0,1,0,0,0,0
رفض,0,0,0,0,0,1,0,1,0,0
فئة,0,0,0,0,0,0,0,0,0,0
مذهبي,0,0,0,0,0,0,0,0,0,0
المقام - صفة مشتركة - حالة,0,0,0,0,0,0,0,0,0,0
دل,0,0,0,0,0,0,0,0,0,0
التنديد,1,0,1,0,0,1,0,0,0,0
كثيف,0,0,0,0,0,0,0,0,0,0
كثافة,0,0,0,0,0,0,0,0,0,0
صدمه خفيفه,0,0,0,0,0,0,0,0,0,0
طب الأسنان,0,0,0,1,0,0,0,0,0,0
استنكار,1,0,1,1,0,1,0,0,0,0
ينكر,1,0,0,0,0,1,0,0,0,0
إنكار,0,1,0,0,0,1,0,0,0,0
مزيل عرق,0,0,0,0,0,0,0,0,0,0
تغادر,0,1,0,0,0,0,0,1,0,0
الراحل,0,0,0,0,0,1,0,1,0,0
" قسم، أقسام",0,0,0,0,0,0,0,0,0,0
الاقلاع,0,0,0,0,0,1,0,1,0,0
تعتمد,0,1,0,0,0,0,0,0,0,1
يعتمد,0,0,0,0,0,0,0,0,0,0
الاعتماد,0,0,0,1,0,1,0,1,0,0
الاعتماد,0,0,0,0,0,1,0,0,0,0
يعتمد,0,0,0,0,0,1,1,0,0,1
تصف,0,0,0,0,0,0,0,0,0,0
يصور,0,0,0,0,0,0,0,0,0,0
نضوب,0,0,0,0,0,0,0,0,0,0
مؤسف,1,0,1,1,0,1,0,1,0,0
يأسف,1,0,1,0,0,1,0,1,0,0
نشر,0,0,0,0,0,0,0,0,0,0
إبعاد,0,0,0,1,0,1,0,1,0,0
إبعاد,1,0,0,1,0,1,0,1,0,0
الوديعة,0,0,0,0,0,0,0,0,0,0
الوديع,0,0,0,0,0,0,0,0,0,0
إيداع,0,0,0,0,0,0,0,0,0,0
الوديعة,0,0,0,0,0,0,0,0,0,1
مستودع,0,0,0,0,0,0,0,0,0,0
فاسد,1,1,1,1,0,1,0,1,0,0
الفساد,1,0,1,0,0,1,0,0,0,0
تستهلك,1,0,1,0,0,1,0,0,0,0
مستهلكة,1,0,1,1,0,1,0,1,0,0
الاستهلاك,0,0,0,1,0,1,0,0,0,0
خفض,0,0,0,1,0,1,0,1,0,0
مكتئب,1,0,0,1,0,1,0,1,0,0
محزن,0,0,1,0,0,1,0,1,0,0
كآبة,0,0,0,0,0,1,0,1,0,0
اكتئابي,0,0,0,0,0,1,0,1,0,0
الحرمان,1,0,1,1,0,1,0,1,0,0
عمق,0,0,0,0,0,0,1,0,0,1
النائب,0,0,0,0,0,0,0,0,0,1
الخروج عن مساره,0,0,0,0,0,0,0,0,0,0
مختل,1,0,1,1,0,1,0,0,0,0
مهجور,0,0,0,0,0,1,0,0,0,0
السخرية,1,0,1,0,0,1,0,0,0,0
الاشتقاق,0,0,0,0,0,0,0,0,0,0
المشتق,0,0,0,0,0,0,0,0,0,0
استخلاص,0,0,0,0,0,0,0,0,0,0
جلدي,0,0,0,0,0,0,0,0,0,0
طبيب الجلدية,0,0,0,0,0,0,0,0,0,1
الجلدية,0,0,0,0,0,0,0,0,0,0
عدم التقيد,1,0,1,1,0,1,0,1,0,0
ازدراء,1,0,1,1,0,1,0,1,0,0
تنحدر,0,0,0,0,0,0,0,0,0,0
تنازلي,0,0,0,0,0,0,0,0,0,0
سليل,0,0,0,0,0,0,0,0,0,0
تنازلي,0,0,0,0,0,0,0,0,0,0
نزول,0,0,0,1,0,0,0,1,0,0
يصف,0,0,0,0,0,0,0,0,0,0
وصف,0,0,0,0,0,0,0,0,0,0
وصفي,0,0,0,0,0,0,1,0,0,0
تدنيس,1,0,1,1,0,1,0,1,0,0
صحراء,1,0,1,1,0,1,0,1,0,0
مهجور,1,0,1,1,0,1,0,1,0,0
الهجر,0,0,0,0,0,1,0,0,0,0
استحق,1,1,0,0,0,0,1,0,0,1
استحق,0,0,0,0,0,0,1,0,0,0
تستحق,0,0,0,0,0,0,0,0,0,0
التصميم,0,0,0,0,0,0,0,0,0,0
عين,0,0,0,0,0,0,0,0,0,0
تعيين,0,0,0,0,0,0,0,0,0,1
مصمم,0,0,0,0,0,0,0,0,0,0
مصمم,0,0,0,0,0,0,1,0,0,0
تصميم,0,0,0,0,0,0,0,0,0,0
الرغبة,0,0,0,0,0,0,0,0,0,0
مرغوب فيه,0,0,0,0,0,0,1,0,0,0
الرغبة,0,0,0,0,0,0,1,0,0,0
راغب,0,0,0,0,0,0,1,0,0,0
الكف,1,0,1,0,0,1,0,0,0,0
طاولة مكتب,0,0,0,0,0,0,0,0,0,0
الخراب,0,0,0,1,0,1,0,1,0,0
اليأس,1,0,1,1,0,1,0,1,0,0
اليأس,0,0,0,1,0,1,0,1,0,0
إيفاد,0,0,0,0,0,0,0,0,0,0
متحرّق إلى,0,0,0,0,0,1,0,0,0,0
اليأس,0,0,0,0,0,0,0,0,0,0
"حقير، خسيس",1,0,1,0,0,1,0,0,0,0
يحتقر,1,0,1,0,0,1,0,0,0,0
مستبد,0,0,0,1,0,1,0,0,0,0
الاستبداد,1,0,1,1,0,1,0,1,0,0
الحلوى,0,0,0,0,0,0,0,0,0,0
المكان المقصود,0,1,0,1,1,0,1,1,1,0
متجه,0,1,0,0,0,0,0,0,0,0
مصير,0,0,0,0,0,0,0,0,0,0
فقراء,0,0,0,1,0,1,0,1,0,0
دمرت,1,0,0,1,0,1,0,1,0,0
مدمر,1,0,0,1,0,1,0,0,0,0
تدمير,1,0,0,1,0,1,0,1,0,0
دمار,1,0,0,0,0,1,0,0,0,0
مدمرة,1,0,1,1,0,1,0,0,0,0
فصل,0,0,0,0,0,0,0,0,0,0
منفصل,0,0,0,0,0,0,0,0,0,0
انفصال,0,0,0,0,0,1,0,0,0,0
التفاصيل,0,0,0,0,0,0,0,0,0,0
تفاصيل,0,0,0,0,0,0,0,0,0,0
حجز,0,0,0,0,0,1,0,0,0,0
محتجز,1,1,0,1,0,1,0,1,0,0
يكشف,0,0,0,0,0,0,1,0,0,0
قابل للاكتشاف,0,0,0,0,0,0,0,0,0,0
كشف,0,0,0,0,0,0,1,0,0,0
المحقق,0,0,0,0,0,0,0,0,0,0
كاشف,0,0,0,0,0,0,0,0,0,0
احتجاز,0,0,0,0,0,1,0,1,0,0
ردع,0,0,0,0,0,0,0,0,0,0
منظف,0,0,0,0,0,0,0,0,0,0
تتدهور,0,0,0,1,0,1,0,1,0,0
تدهورت,0,0,1,0,0,1,0,1,0,0
تدهور,1,0,1,1,0,1,0,1,0,0
قابل للتحديد,0,0,0,0,0,0,0,0,0,0
تحدد,0,1,0,0,0,0,0,0,0,1
عزم,0,0,0,0,0,0,1,0,0,1
يحدد,0,0,0,0,0,0,1,0,0,0
يكرهون,1,0,1,0,0,1,0,0,0,0
تنفجر,0,0,0,1,0,1,0,0,1,0
تفجير,1,0,0,0,0,0,0,0,0,0
