Polish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
wczesny,0,0,0,0,0,0,0,0,0,0
zarabiać,0,0,0,0,0,0,1,0,0,0
zadatek,0,0,0,0,0,0,1,0,0,0
usilnie,0,0,0,0,0,0,1,0,0,0
gorliwość,0,0,0,0,0,0,1,0,0,0
zyski,0,0,0,0,0,0,0,0,0,0
kolczyk,0,0,0,0,0,0,0,0,0,0
zasięg słuchu,0,0,0,0,0,0,0,0,0,0
Ziemia,0,0,0,0,0,0,0,0,0,0
gliniany,0,0,0,0,0,0,0,0,0,0
ziemski,0,0,0,0,0,0,0,0,0,0
trzęsienie ziemi,1,0,0,1,0,1,0,1,1,0
ziemisty,0,0,0,0,0,0,0,0,0,0
łatwość,0,0,0,0,0,0,1,0,0,0
sztaluga,0,0,0,0,0,0,0,0,0,0
serwitut,0,0,0,0,0,0,1,0,0,0
z łatwością,0,0,0,0,0,0,0,0,0,0
łatwo,0,0,0,0,0,0,0,0,0,0
Na luzie,0,0,0,0,0,0,1,0,0,0
jeść,0,0,0,0,0,0,1,0,0,0
jedzenie,0,0,0,0,0,0,0,0,0,0
podsłuchiwanie,0,0,0,0,0,1,0,0,0,0
odpływ,0,0,0,0,0,0,0,0,0,0
heban,0,0,0,0,0,0,0,0,0,0
ekscentryczny,0,0,0,0,0,0,0,0,0,0
ekscentryczność,0,0,0,0,0,0,0,0,0,0
kościelny,0,0,0,0,0,0,0,0,0,0
Echo,0,0,0,0,0,0,0,0,0,0
eklektyczny,0,0,0,0,0,0,0,0,0,0
zaćmienie,0,0,0,0,0,0,0,0,0,0
ekliptyka,0,0,0,0,0,0,0,0,0,0
ekonomiczny,0,0,0,0,0,0,0,0,0,0
Ekonomia,0,0,0,0,0,0,0,0,0,0
gospodarka,0,0,0,0,0,0,0,0,0,1
ekstaza,0,1,0,0,1,0,1,0,0,0
ekstatyczny,0,1,0,0,1,0,1,0,1,0
ekumeniczny,0,0,0,0,0,0,0,0,0,0
wir,0,0,0,0,0,0,0,0,0,0
Brzeg,0,0,0,0,0,0,0,0,0,0
borta,0,0,0,0,0,0,0,0,0,0
jadalny,0,0,0,0,0,0,0,0,0,0
edykt,0,0,0,1,0,1,0,0,0,0
pozytywny wpływ,0,1,0,0,1,0,1,0,0,1
gmach,0,0,0,0,0,0,0,0,0,0
edytować,0,0,0,0,0,0,0,0,0,0
wydanie,0,1,0,0,0,0,0,0,0,0
redaktor,0,0,0,0,0,0,0,0,0,0
redakcyjny,0,0,0,0,0,0,0,0,0,0
kształcić,0,0,0,0,0,0,1,0,0,0
wykształcony,0,0,0,0,0,0,1,0,0,0
Edukacja,0,0,0,0,0,0,0,0,0,0
edukacyjny,0,0,0,0,0,0,1,0,0,1
węgorz,0,0,0,1,0,0,0,0,0,0
efekt,0,0,0,0,0,0,0,0,0,0
skuteczny,0,0,0,0,0,0,1,0,0,1
efekty,0,0,0,0,0,0,0,0,0,0
skuteczny,0,0,0,0,0,0,0,0,0,0
skutecznie,0,0,0,0,0,0,0,0,0,0
dokonywać,0,0,0,0,0,0,0,0,0,0
zniewieściały,0,0,0,0,0,1,0,0,0,0
skuteczny,0,0,0,0,0,0,0,0,0,0
skuteczność,0,0,0,0,0,0,1,0,0,0
efektywność,0,0,0,0,0,0,1,0,0,0
wydajny,0,1,0,0,0,0,1,0,0,1
wizerunek,1,0,0,0,0,0,0,0,0,0
wysiłek,0,0,0,0,0,0,1,0,0,0
wylanie,0,0,0,0,0,0,0,0,0,0
jajko,0,0,0,0,0,0,0,0,0,0
ego,0,0,0,0,0,0,0,0,0,0
egoistyczny,0,0,1,0,0,1,0,0,0,0
skandaliczny,1,0,1,0,0,1,0,0,0,0
wyjście,0,0,0,0,0,0,0,0,0,0
ósma,0,0,0,0,0,0,0,0,0,0
osiemdziesiąt,0,0,0,0,0,0,0,0,0,0
wykrzykiwać,0,0,0,0,0,0,0,0,0,0
wytrysk,0,1,0,0,1,0,1,0,1,1
wyrzucać,0,0,0,0,0,1,0,0,0,0
wyrzucanie,0,0,0,0,0,1,0,0,0,0
wyszukany,0,0,0,0,0,0,0,0,0,0
opracowanie,0,0,0,0,0,0,1,0,0,0
rozmach,0,0,0,0,0,0,0,0,0,0
upłynąć,0,0,0,0,0,0,0,0,0,0
upłynął,0,0,0,0,0,0,0,0,0,0
elastyczny,0,0,0,0,0,0,0,0,0,0
elastyczność,0,0,0,0,0,0,0,0,0,0
podniecony,0,0,0,0,1,0,1,0,0,0
łokieć,1,0,0,0,0,0,0,0,0,0
pole,0,0,0,0,0,0,0,0,0,0
starszy,0,0,0,0,0,0,1,0,0,1
starsi,0,0,0,0,0,0,1,0,0,1
najstarszy,0,0,0,0,0,0,0,0,0,0
elekt,0,0,0,0,0,0,1,0,0,1
wybór,0,0,0,0,0,0,0,0,0,0
wyborca,0,0,0,0,0,0,0,0,0,0
elektorat,0,0,0,0,0,0,0,0,0,1
elektryczny,0,0,0,0,1,0,1,0,1,0
Elektryczność,0,0,0,0,0,0,1,0,0,0
elegancja,0,1,0,0,1,0,1,0,0,1
elegancki,0,0,0,0,1,0,1,0,0,0
element,0,0,0,0,0,0,0,0,0,0
podstawowy,0,0,0,0,0,0,0,0,0,0
elementy,0,0,0,0,0,0,0,0,0,0
słoń,0,0,0,0,0,0,0,0,0,0
podwyższać,0,0,0,0,0,0,0,0,0,0
podniesienie,0,1,0,1,1,0,1,0,0,1
winda,0,0,0,0,0,0,0,0,0,0
jedenaście,0,0,0,0,0,0,0,0,0,0
jedenasty,0,0,0,0,0,0,0,0,0,0
elf,1,0,1,1,0,0,0,0,0,0
wywołać,0,0,0,0,0,0,0,0,0,0
odpowiedni,0,0,0,0,0,0,1,0,0,0
eliminacja,1,0,1,1,0,1,0,1,0,0
elita,0,1,0,0,1,0,1,0,0,1
jeleń kanadyjski,0,0,0,0,0,0,0,0,0,0
łokieć,0,0,0,0,0,0,0,0,0,0
elipsa,0,0,0,0,0,0,0,0,0,0
elipsa,0,0,0,0,0,0,0,0,0,0
elipsoida,0,0,0,0,0,0,0,0,0,0
eliptyczny,0,0,0,0,0,0,0,0,0,0
eliptyczny,0,0,0,0,0,0,0,0,0,0
wydłużony,0,0,0,0,0,0,0,0,0,0
wydłużenie,0,0,0,0,0,0,0,0,0,0
elokwencja,0,0,0,0,0,0,1,0,0,0
wymowny,0,0,0,0,0,0,1,0,0,0
wyjaśniać,0,0,0,0,0,0,1,0,0,1
wyjaśnienie,0,0,0,0,0,0,0,0,0,0
uniknąć,0,0,0,0,0,0,0,0,0,0
nieuchwytny,0,0,0,0,0,1,0,0,1,0
wychudzony,0,0,0,1,0,1,0,1,0,0
pochodzić,0,0,0,0,0,0,0,0,0,0
emancypacja,0,1,0,0,1,0,1,0,0,0
wał przeciwpowodziowy,0,0,0,0,0,0,0,0,0,0
embargo,0,0,0,0,0,1,0,0,0,0
rozpocząć,0,0,0,0,0,0,0,0,0,0
zawstydzić,0,0,0,0,0,1,0,1,0,0
żenujący,0,0,0,0,0,1,0,0,0,0
zakłopotanie,0,0,0,1,0,1,0,1,1,0
ambasada,0,0,0,0,0,0,0,0,0,0
osadzać,0,0,0,0,0,0,0,0,0,0
ozdobić,0,0,0,0,0,0,0,0,0,0
przystrojenie,0,0,0,0,0,0,0,0,0,0
żar,0,0,0,0,0,0,0,0,0,0
sprzeniewierzenie,0,0,0,0,0,1,0,0,0,0
godło,0,0,0,0,0,0,0,0,0,0
emblematyczny,0,0,0,0,0,0,0,0,0,0
wcielenie,0,0,0,0,0,0,0,0,0,0
embolizm,0,0,0,1,0,1,0,1,0,0
tłoczone,0,0,0,0,0,0,0,0,0,0
uścisk,0,1,0,0,1,0,1,0,1,1
haftowane,0,0,0,0,0,0,0,0,0,0
haft,0,0,0,0,0,0,0,0,0,0
zagmatwany,0,0,0,0,0,1,0,0,0,0
zarodek,0,0,0,0,0,0,0,0,0,0
embrionalny,0,0,0,0,0,0,0,0,0,0
szmaragd,0,0,0,0,0,0,0,0,0,0
pojawić się,0,0,0,0,0,0,0,0,0,0
powstanie,0,0,0,0,0,0,0,0,0,0
nagły wypadek,0,0,0,1,0,1,0,1,1,0
emeryt,0,0,0,0,0,0,1,0,0,0
wyemigrować,0,0,0,0,0,0,0,0,0,0
emigracja,0,0,0,0,0,0,0,0,0,0
eminencja,0,0,0,0,0,0,1,0,0,1
wybitny,0,0,0,0,0,0,1,0,0,0
wybitnie,0,0,0,0,0,0,1,0,0,0
emir,0,0,0,0,0,0,1,0,0,0
emisja,0,0,0,0,0,0,0,0,0,0
wydzielać,0,0,0,0,0,0,0,0,0,0
emocja,0,0,0,0,0,0,0,0,0,0
emocjonalny,0,0,0,0,0,0,0,0,0,0
emocjonalny,0,0,0,0,0,0,0,0,0,0
empatia,0,0,0,0,0,0,1,0,0,0
cesarz,0,0,0,0,0,0,0,0,0,0
podkreślenie,0,0,0,0,0,0,0,0,0,0
podkreślić,0,0,0,0,0,0,0,0,0,1
dobitny,0,0,0,0,0,0,0,0,0,0
imperium,0,0,0,0,0,0,0,0,0,0
empiryczny,0,0,0,0,0,0,0,0,0,0
empiryzm,0,0,0,0,0,0,0,0,0,0
zatrudniać,0,0,0,0,0,0,0,0,0,1
pracodawca,0,0,0,0,0,0,0,0,0,0
zatrudnienie,0,0,0,0,0,0,0,0,0,0
emporium,0,0,0,0,0,0,0,0,0,0
umożliwiać,0,0,0,0,0,0,1,0,0,0
cesarzowa,0,0,0,0,0,0,0,0,0,0
pustka,0,0,0,0,0,0,0,1,0,0
pustka,0,0,0,0,0,0,0,0,0,0
pusty,0,0,0,0,0,0,0,0,0,0
naśladować,0,0,0,0,0,0,1,0,0,0
emulsja,0,0,0,0,0,0,0,0,0,0
włączać,0,0,0,0,0,0,1,0,0,1
włączenie,0,0,0,0,0,0,1,0,0,1
zarządzać,0,0,0,0,0,0,0,0,0,0
wydanie,0,0,0,0,0,0,0,0,0,0
szkliwo,0,0,0,0,0,0,0,0,0,0
obozowisko,0,0,0,0,0,0,0,0,0,0
zaczarować,0,1,0,0,1,0,1,0,1,0
zaczarowany,0,0,0,0,1,0,1,0,0,1
uroczy,0,1,0,0,1,0,1,0,0,0
zachwyt,0,0,0,0,0,0,0,0,0,0
otaczać,0,0,0,0,0,0,0,0,0,0
okołoksiężycowy,0,0,0,0,0,0,0,0,0,0
enklawa,0,0,0,0,0,1,0,0,0,0
ująć,0,0,0,0,0,0,0,0,0,0
kodować,0,0,0,0,0,0,0,0,0,0
objąć,0,0,0,0,0,0,0,0,0,0
Bis,0,0,0,0,0,0,1,0,0,0
spotkanie,0,0,0,0,0,0,0,0,0,0
zachęcać,0,0,0,0,1,0,1,0,0,1
zachęta,0,0,0,0,0,0,1,0,0,0
wkraczać,0,0,0,0,0,0,0,0,0,0
wtargnięcie,0,0,0,1,0,1,0,0,0,0
zaszyfrować,0,0,0,0,0,0,0,0,0,0
obciążenie,1,0,0,1,0,1,0,1,0,0
encyklopedia,0,0,0,0,0,0,1,0,0,1
koniec,0,0,0,0,0,0,0,0,0,0
narazić,0,1,0,1,0,1,0,0,0,0
zagrożony,0,0,0,1,0,1,0,0,0,0
dążyć,0,1,0,0,0,0,1,0,0,0
zakończone,0,0,0,0,0,0,0,0,0,0
endemiczny,0,0,1,1,0,1,0,1,0,0
kończący się,0,0,0,0,0,0,0,0,0,0
nieskończony,1,0,0,1,1,1,1,1,0,1
zapalenie wsierdzia,0,0,0,1,0,0,0,1,0,0
poparcie,0,0,0,0,0,0,0,0,0,0
wyposażyć,0,0,0,0,0,0,1,0,0,1
obdarowany,0,0,0,0,0,0,1,0,0,0
obdarowanie,0,0,0,0,0,0,1,0,0,1
wyklejki,0,0,0,0,0,0,0,0,0,0
punkt końcowy,0,0,0,0,0,0,0,0,0,0
wytrzymałość,0,0,0,0,0,0,1,0,0,0
wytrzymać,0,0,0,0,0,0,1,0,0,0
lewatywa,0,0,1,0,0,0,0,0,0,0
wróg,1,0,1,1,0,1,0,0,0,0
energetyczny,0,0,0,0,0,0,1,0,0,0
energia,0,0,0,0,0,0,0,0,0,0
egzekwować,1,0,0,1,0,1,1,0,0,0
egzekwowanie,0,0,0,0,0,1,0,0,0,0
angażować się,0,0,0,0,0,0,0,0,0,0
zaręczony,0,1,0,0,1,0,1,0,0,1
zaręczyny,0,0,0,0,0,0,0,0,0,0
ujmujący,0,0,0,0,1,0,1,0,0,1
wywołać,0,0,0,0,0,0,0,0,0,0
silnik,0,0,0,0,0,0,0,0,0,0
inżynier,0,0,0,0,0,0,0,0,0,0
Inżynieria,0,0,0,0,0,0,0,0,0,0
grawerować,0,0,0,0,0,0,0,0,0,0
wyryty,0,0,0,0,0,0,0,0,0,0
grawer,0,0,0,0,0,0,0,0,0,0
rytownictwo,0,0,0,0,0,0,0,0,0,0
pochłonięty,0,0,0,0,0,0,0,0,0,0
absorbujący,0,0,0,0,0,0,0,0,0,0
pochłaniać,0,1,0,0,0,0,0,0,0,0
zwiększyć,0,0,0,0,0,0,1,0,0,0
enigma,0,0,0,0,0,0,0,0,0,0
enigmatyczny,0,0,0,1,0,1,0,0,0,0
nakazać,0,0,0,0,0,0,0,0,0,0
smacznego,0,1,0,0,1,0,1,0,0,1
ciesząc,0,1,0,0,1,0,1,0,0,1
powiększony,0,0,0,0,0,0,0,0,0,0
rozszerzenie,0,0,0,0,0,0,0,0,0,0
oświecać,0,0,0,0,1,0,1,0,0,1
oświecenie,0,0,0,0,1,0,1,0,0,1
zwerbować,0,0,0,0,0,0,0,0,0,0
ożywiać,0,0,0,0,1,0,1,0,1,1
wrogość,1,0,0,1,0,1,0,1,0,0
ogrom,0,0,0,0,0,0,0,0,0,0
ogromny,0,0,0,0,0,0,0,0,0,0
ogromnie,0,0,0,0,0,0,0,0,0,0
wzbogacać,0,0,0,0,0,0,1,0,0,0
zapisać,0,1,0,0,0,0,0,0,0,1
ensemble,0,0,0,0,0,0,1,0,0,1
chorąży,0,0,0,0,0,0,1,0,0,0
ujarzmiać,0,0,0,0,0,1,0,0,0,0
zniewolony,1,0,1,1,0,1,0,1,0,0
niewola,0,0,0,0,0,1,0,0,0,0
wynikać,0,0,0,0,0,0,0,0,0,0
zapewnić,0,0,0,0,0,0,0,0,0,0
pociągać za sobą,0,0,0,0,0,0,0,0,0,0
uwikłany,1,0,1,1,0,1,0,1,0,0
splątanie,0,0,0,0,0,1,0,0,0,0
wejść,0,0,0,0,0,0,0,0,0,0
przedsiębiorstwo,0,0,0,0,0,0,0,0,0,0
przedsiębiorczy,0,0,0,0,0,0,1,0,0,0
bawić się,0,0,0,0,1,0,1,0,0,0
rozrywkę,0,0,0,0,1,0,1,0,0,0
rozrywkowy,0,1,0,0,1,0,1,0,0,0
zabawa,0,1,0,0,1,0,1,0,1,1
entuzjazm,0,1,0,0,1,0,1,0,1,0
entuzjasta,0,1,0,0,1,0,1,0,1,0
wabić,0,0,0,0,0,0,0,0,0,0
Cały,0,0,0,0,0,0,0,0,0,0
całość,0,0,0,0,0,0,0,0,0,0
upoważniać,0,0,0,0,0,0,0,0,0,0
podmiot,0,0,0,0,0,0,0,0,0,0
entomologia,0,0,0,0,0,0,0,0,0,0
wnętrzności,0,0,1,0,0,1,0,0,0,0
wejście,0,0,0,0,0,0,0,0,0,0
błagać,0,0,0,0,0,0,0,0,0,0
danie główne,0,0,0,0,0,0,0,0,0,0
przedsiębiorca,0,0,0,0,0,0,0,0,0,0
powierzać,0,0,0,0,0,0,0,0,0,1
wejście,0,0,0,0,0,0,0,0,0,0
wyliczać,0,0,0,0,0,0,0,0,0,0
wyliczenie,0,0,0,0,0,0,0,0,0,0
koperta,0,0,0,0,0,0,0,0,0,0
zazdrosny,0,0,0,0,0,1,0,0,0,0
otaczać,0,0,0,0,0,0,1,0,0,0
środowisko,0,0,0,0,0,0,0,0,0,0
okolica,0,0,0,0,0,0,0,0,0,0
wyobrażać sobie,0,0,0,0,0,0,0,0,0,0
wysłannik,0,0,0,0,0,0,0,0,0,0
efemeryczny,0,0,0,0,0,0,0,0,0,0
efemerydy,0,0,0,0,0,0,1,0,0,0
epicki,0,0,0,0,0,0,1,0,0,0
epidemia,1,1,1,1,0,1,0,1,1,0
naskórek,0,0,0,0,0,0,0,0,0,0
padaczka,0,0,0,0,0,1,0,0,0,0
epilog,0,0,0,0,0,0,0,0,0,0
biskupi,0,0,0,0,0,0,0,0,0,1
epizod,0,0,0,0,0,0,0,0,0,0
epizodyczny,0,0,0,0,0,0,0,0,0,0
epistoła,0,0,0,0,0,0,0,0,0,0
epitafium,0,0,0,0,0,0,0,1,0,0
epitet,0,0,0,0,0,0,0,0,0,0
typowy przykład,0,0,0,0,0,0,1,0,0,0
epoka,0,0,0,0,0,0,0,0,0,0
równy,0,0,0,0,0,0,0,0,0,0
równość,0,0,0,0,1,0,1,0,0,1
wyrównanie,0,0,0,0,0,0,0,0,0,0
wyrównać,0,0,0,0,0,0,0,0,0,0
na równi,0,0,0,0,0,0,1,0,0,0
zrównać,0,0,0,0,0,0,0,0,0,0
równanie,0,0,0,0,0,0,0,0,0,0
równik,0,0,0,0,0,0,0,0,0,0
równikowy,0,0,0,0,0,0,0,0,0,0
konny,0,0,0,0,0,0,0,0,0,0
równoodległy,0,0,0,0,0,0,0,0,0,0
równowaga,0,0,0,0,0,0,0,0,0,0
równowaga,0,0,0,0,0,0,1,0,0,0
wyposażyć,0,0,0,0,0,0,0,0,0,0
ekwipunek,0,0,0,0,0,0,0,0,0,0
sprawiedliwy,0,0,0,0,0,0,0,0,0,0
kapitał,0,0,0,0,0,0,1,0,0,0
równorzędność,0,0,0,0,0,0,0,0,0,0
równowartość,0,0,0,0,0,0,0,0,0,0
dwuznaczny,0,0,0,0,0,0,0,0,0,0
era,0,0,0,0,0,0,0,0,0,0
wytępić,1,0,0,0,0,1,0,0,0,0
likwidacja,1,0,1,1,0,1,0,0,0,0
usuwać,0,0,0,1,0,1,0,0,0,0
skasowanie,0,0,0,0,0,0,0,0,0,0
ere,0,0,0,0,0,0,0,0,0,0
wyprostowany,0,0,0,0,0,0,0,0,0,0
erekcja,0,0,0,0,0,0,0,0,0,0
ergo,0,0,0,0,0,0,0,0,0,0
erodować,0,0,0,0,0,0,0,0,0,0
erozja,0,0,0,0,0,1,0,0,0,0
erotyczny,0,1,0,0,1,1,1,0,1,1
błądzić,0,0,0,0,0,1,0,0,0,0
zadanie,0,1,0,0,0,0,1,0,0,1
błędny,0,0,0,0,0,1,0,0,0,0
niekonsekwentny,0,0,0,0,0,1,0,0,1,0
errata,0,0,0,0,0,1,0,0,0,0
błędny,0,0,0,0,0,1,0,0,0,0
błąd,0,0,0,0,0,1,0,1,0,0
pierwszy,0,0,0,0,0,0,0,0,0,0
erudyta,0,0,0,0,0,0,1,0,0,0
wybuchać,1,0,0,0,0,1,0,0,1,0
wybuch,1,0,0,1,0,1,0,0,1,0
eskalacja,0,0,0,0,0,0,0,0,0,0
zwiększać,1,0,0,0,0,1,0,0,0,0
ruchome schody,0,0,0,0,0,0,0,0,0,0
ucieczka,0,1,0,1,0,1,1,0,0,0
uciekł,0,0,0,1,0,0,0,0,0,0
skarpa,0,0,0,0,0,0,0,0,0,0
unikać,1,0,0,0,0,1,0,1,0,0
eskorta,0,0,0,0,0,0,0,0,0,1
ezoteryczny,0,0,0,0,0,0,0,0,0,0
szczególny,0,0,0,0,0,0,0,0,0,0
szpiegostwo,0,0,0,0,0,1,0,0,0,0
poślubić,0,0,0,0,0,0,0,0,0,0
Esprit,0,0,0,0,0,0,1,0,0,0
Praca pisemna,0,0,0,0,0,0,0,0,0,0
eseista,0,0,0,0,0,0,0,0,0,0
istota,0,0,0,0,0,0,0,0,0,0
niezbędny,0,0,0,0,0,0,1,0,0,0
głównie,0,0,0,0,0,0,0,0,0,0
tworzyć,0,0,0,0,0,0,0,0,0,1
przyjęty,0,0,0,0,1,0,1,0,0,0
ustanowienie,0,0,0,0,0,0,0,0,0,0
osiedle,0,0,0,0,0,0,0,0,0,0
szacunek,0,0,0,0,1,0,1,1,0,1
estetyczny,0,0,0,0,0,0,1,0,0,0
oszacować,0,0,0,0,0,0,0,0,0,0
oszacowanie,0,0,0,0,0,0,0,0,0,0
zarzut,0,0,0,0,0,0,0,0,0,0
obcy,0,0,0,0,0,1,0,0,0,0
estrogen,0,0,0,0,0,0,0,0,0,0
ujście,0,0,0,0,0,0,0,0,0,0
ryć,0,0,0,0,0,0,0,0,0,0
akwaforta,0,0,0,0,0,0,0,0,0,0
wieczny,0,0,0,0,0,0,0,0,0,0
wieczność,0,0,0,0,0,0,0,0,0,0
etanol,0,0,0,0,0,0,0,0,0,0
eter,0,0,0,0,0,0,0,0,0,0
eteryczny,0,0,0,1,0,0,0,0,0,0
etyczny,0,0,0,0,0,0,1,0,0,0
etyka,0,0,0,0,0,0,1,0,0,0
etnografia,0,0,0,0,0,0,0,0,0,0
etiologia,0,0,0,0,0,0,0,0,0,0
etykieta,0,0,0,0,0,0,0,0,0,0
etymologia,0,0,0,0,0,0,0,0,0,0
Euchre,0,0,0,0,0,0,0,0,0,0
eugenika,0,0,0,0,0,0,0,0,0,0
pochwała,0,0,0,0,0,0,0,0,0,0
eufemizm,0,0,0,0,0,0,0,0,0,0
eutanazja,0,0,0,1,0,1,0,1,0,0
ewakuuję,0,0,0,1,0,1,0,0,0,0
ewakuacja,0,0,0,0,0,1,0,0,0,0
uchylać się,1,0,1,1,0,1,0,0,0,0
oceniać,0,0,0,0,0,0,0,0,0,0
efemeryczność,0,0,0,0,0,0,0,1,1,0
ewangelicki,0,0,0,0,0,0,0,0,0,0
ewangelista,0,0,0,0,0,0,0,0,0,0
ewangelizacyjny,0,0,0,0,0,0,0,0,0,0
odparowanie,0,0,0,0,0,0,0,0,0,0
uchylanie się,0,0,0,1,0,1,0,1,0,0
przeddzień,0,0,0,0,0,0,0,0,0,0
wieczór,0,0,0,0,0,0,0,0,0,0
wydarzenie,0,0,0,0,0,0,0,0,0,0
urozmaicony,0,0,0,0,0,0,0,0,0,0
Ewentualny,0,1,0,0,0,0,0,0,0,0
ewentualność,0,1,0,1,0,0,0,0,0,0
zimozielony,0,0,0,0,1,0,1,0,0,1
wieczny,0,0,0,0,0,0,1,0,0,0
na zawsze,0,0,0,0,0,0,0,0,0,0
codzienny,0,0,0,0,0,0,0,0,0,0
eksmitować,0,0,0,0,0,1,0,1,0,0
eksmisja,1,0,1,1,0,1,0,1,0,0
dowód,0,0,0,0,0,0,0,0,0,0
oczywisty,0,0,0,0,0,0,1,0,0,1
zło,1,0,1,1,0,1,0,1,0,0
przywołać,0,0,0,0,0,0,0,0,0,0
ewolucja,0,0,0,0,0,0,1,0,0,0
ewoluować,0,0,0,0,0,0,0,0,0,0
owca,0,0,0,0,0,0,0,0,0,0
pogarszać,0,0,0,0,0,1,0,0,0,0
zaostrzenie,1,0,0,1,0,1,0,0,0,0
wymagający,0,0,0,0,0,1,0,0,0,0
wyolbrzymiać,1,0,0,0,0,1,0,0,0,0
przesadny,0,0,0,0,0,1,0,0,0,0
przesada,0,0,0,0,0,0,0,0,0,0
wywyższać,0,1,0,0,1,0,1,0,0,1
egzaltacja,0,0,0,0,1,0,1,0,0,1
egzaltowany,0,0,0,0,1,0,1,0,0,1
egzamin,0,0,0,0,0,0,0,0,0,0
badanie,0,0,0,1,0,1,0,0,1,0
zbadać,0,0,0,0,0,0,0,0,0,0
egzaminator,0,0,0,0,0,0,0,0,0,0
rozdrażnienie,1,0,1,0,0,1,0,0,0,0
wykopać,0,0,0,0,0,0,0,0,0,0
wykop,0,1,0,0,0,1,0,0,1,0
koparka,0,0,0,0,0,0,0,0,0,0
przekroczyć,0,1,0,0,1,0,1,0,0,0
nadzwyczajny,0,0,0,0,0,0,0,0,0,0
przewyższać,0,1,0,0,1,0,1,0,1,1
doskonałość,0,0,1,0,1,0,1,0,0,1
doskonały,0,0,0,0,1,0,1,0,0,1
z wyjątkiem,0,0,0,0,0,0,0,0,0,0
wyjątek,0,0,0,0,0,0,0,0,0,0
fragment,0,0,0,0,0,0,0,0,0,0
nadmiar,0,0,0,0,0,1,0,0,0,0
nadmierny,0,0,0,0,0,0,0,0,0,0
nadmiernie,0,0,0,0,0,0,0,0,0,0
Wymieniać się,0,0,0,0,0,0,1,0,0,1
akcyza,0,0,0,0,0,1,0,0,0,0
wycięcie,0,0,0,0,0,0,0,0,0,0
pobudliwość,0,0,0,0,0,0,0,0,0,0
pobudliwy,0,0,0,0,0,0,1,0,0,0
pobudzenie,1,1,0,1,1,0,1,0,1,0
podniecać,1,1,0,1,1,0,1,0,1,0
podekscytowany,0,1,0,0,1,0,1,0,1,1
podniecenie,0,1,0,0,1,0,1,0,1,0
ekscytujący,0,1,0,0,1,0,1,0,1,0
zawołać,0,0,0,0,0,0,0,0,1,0
wyłączony,0,0,1,0,0,1,0,1,0,0
nie licząc,0,0,0,0,0,1,0,1,0,0
wykluczenie,0,0,1,1,0,1,0,1,0,0
odchody,0,0,1,0,0,1,0,0,0,0
wydalanie,0,0,1,0,0,0,0,0,0,0
rozdzierający,0,0,0,1,0,1,0,0,0,0
wycieczka,0,0,0,0,0,0,0,0,0,0
wymówka,0,0,0,0,0,1,0,0,0,0
wykonać,0,0,0,0,0,0,0,0,0,0
wykonanie,1,0,0,1,0,1,0,1,0,1
kat,1,0,0,1,0,1,0,1,0,0
wykonawczy,0,0,0,0,0,0,0,0,0,0
wykonawca,0,0,0,0,0,0,0,0,0,1
egzegeza,0,0,0,0,0,0,0,0,0,0
wzór,0,0,0,0,0,0,0,0,0,0
przykładowy,0,0,0,0,0,0,1,0,0,0
egzemplifikować,0,0,0,0,0,0,0,0,0,0
zwolniony,0,0,0,0,0,0,0,0,0,0
zwolnienie,0,0,0,0,0,0,1,0,0,0
ćwiczenie,0,0,0,0,0,0,0,0,0,0
wywierać,0,0,0,0,0,0,0,0,0,0
wysiłek,0,0,0,0,0,0,0,0,0,0
wydychać,0,0,0,0,0,0,0,0,0,0
wydechowy,0,0,0,0,0,1,0,0,0,0
wyczerpany,0,0,0,0,0,1,0,1,0,0
wyczerpanie,0,1,0,0,0,1,0,1,0,0
wyczerpujący,0,0,0,0,0,0,0,0,0,1
eksponować,0,0,0,0,0,0,0,0,0,0
wystawa,0,0,0,0,0,0,0,0,0,0
podekscytowanie,0,0,0,0,1,0,1,0,1,0
nawoływać,0,0,0,0,0,0,1,0,0,0
napomnienie,0,0,0,0,0,0,1,0,0,0
wymagający,0,1,1,1,0,1,0,0,1,0
wygnanie,1,0,0,1,0,1,0,1,0,0
istnieć,0,0,0,0,0,0,0,0,0,0
istnienie,0,0,0,0,0,0,1,0,0,0
istniejący,0,0,0,0,0,0,0,0,0,0
istniejący,0,0,0,0,0,0,0,0,0,0
Wyjście,0,0,0,0,0,0,0,0,0,0
exodus,0,0,0,0,0,0,0,0,0,0
wygórowany,0,0,0,0,0,0,0,0,0,0
egzorcyzm,0,0,0,1,0,1,0,1,0,0
egzorcysta,0,0,0,0,0,0,0,0,0,0
egzotyczny,0,0,0,0,0,0,1,0,0,0
zwiększać,0,0,0,0,0,0,0,0,0,0
rozszerzony,0,0,0,0,0,0,0,0,0,0
przestrzeń,0,0,0,0,0,0,0,0,0,0
ekspansja,0,0,0,0,0,0,0,0,0,0
ekspansywny,0,0,0,0,0,0,0,0,0,0
wygnaniec,0,0,0,0,0,1,0,0,0,0
oczekiwać,0,1,0,0,0,0,1,0,1,1
oczekiwanie,0,1,0,0,0,0,0,0,0,0
w ciąży,0,1,0,0,0,0,0,0,0,0
oczekiwanie,0,1,0,0,0,0,1,0,0,0
spodziewany,0,1,0,0,0,0,0,0,0,0
przy nadziei,0,1,0,0,0,0,0,0,0,0
celowość,0,0,0,0,0,0,0,0,0,0
