Finnish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
laimennettuna,0,0,0,0,0,0,0,0,0,0
laimennus,0,0,0,0,0,0,0,0,0,0
penniäkään,0,0,0,0,0,0,0,0,0,0
ulottuvuus,0,0,0,0,0,0,0,0,0,0
pienentyä,0,0,0,0,0,1,0,1,0,0
vähentynyt,0,0,0,0,0,1,0,0,0,0
pieneneminen,0,0,0,0,0,0,0,0,0,0
deminutiivi,0,0,0,0,0,0,0,0,0,0
din,0,0,0,0,0,1,0,0,0,0
ruokailla,0,0,0,0,0,0,0,0,0,0
ruokailija,0,0,0,0,0,0,0,0,0,0
päivällinen,0,0,0,0,0,0,1,0,0,0
dinosaurus,0,0,0,1,0,0,0,0,0,0
dint,0,0,0,0,0,0,0,0,0,0
hiippakunnan,0,0,0,0,0,0,0,0,0,0
hiippakunta,0,0,0,0,0,0,0,0,0,0
dioraama,0,0,0,0,0,0,0,0,0,0
dip,0,0,0,0,0,0,0,0,0,0
tutkintotodistus,0,0,0,0,0,0,0,0,0,0
diplomatia,0,1,0,0,0,0,1,0,0,1
diplomaatti,0,0,0,0,0,0,0,0,0,0
diplomaattinen,0,0,0,0,0,0,1,0,0,1
kauheaa,0,0,1,1,0,1,0,1,1,0
ohjattu,0,0,0,0,0,0,0,0,0,0
suunta,0,0,0,0,0,0,0,0,0,0
suoraan,0,0,0,0,0,0,0,0,0,0
johtaja,0,0,0,0,0,0,1,0,0,1
hakemistosta,0,0,0,0,0,0,0,0,0,0
lika,0,0,1,0,0,1,0,0,0,0
likainen,0,0,1,0,0,1,0,0,0,0
vammaisuus,0,0,0,0,0,1,0,1,0,0
Poista käytöstä,0,0,0,1,0,1,0,1,0,0
liikuntarajoitteinen,0,0,0,1,0,1,0,1,0,0
haittaa,0,0,0,0,0,0,0,0,0,0
tyytymätön,0,0,0,0,0,1,0,0,0,0
eri mieltä,1,0,0,0,0,1,0,0,0,0
vastenmielinen,0,0,0,0,0,0,0,0,0,0
eri mieltä,1,0,0,0,0,1,0,1,0,0
erimielisyyttä,1,0,0,0,0,1,0,1,0,0
kieltää,0,0,0,0,0,0,0,0,0,0
kielletty,1,0,1,1,0,1,0,1,0,0
kadota,0,0,0,1,0,0,0,0,0,0
katoaminen,0,0,0,0,0,0,0,0,0,0
katoamassa,0,0,0,0,0,0,0,0,0,0
pettää,1,0,1,0,0,1,0,1,0,0
pettynyt,1,0,1,0,0,1,0,1,0,0
pettymys,0,0,0,0,0,1,0,1,0,0
pettymys,0,0,1,0,0,1,0,1,0,0
paheksuntaa,0,0,0,0,0,1,0,1,0,0
hylätä,1,0,1,1,0,1,0,1,0,0
hylätty,1,0,0,0,0,1,0,1,0,0
paheksuttavaa,1,0,1,0,0,1,0,1,0,0
riisua aseista,0,0,0,0,0,0,0,0,0,0
epäjärjestystä,0,0,0,0,0,0,0,0,0,0
katastrofi,1,0,1,1,0,1,0,1,1,0
tuhoisa,1,0,0,1,0,1,0,1,0,0
hajota,0,0,0,0,0,0,0,0,0,0
epäusko,0,0,0,0,0,0,0,0,0,0
uskoa,0,0,0,0,0,1,0,0,0,0
maksaa,0,0,0,0,0,0,0,0,0,0
maksu,0,0,0,0,0,0,0,0,0,0
levy,0,0,0,0,0,0,0,0,0,0
hylätty,0,0,0,0,0,0,0,0,0,0
heittää pois,0,0,0,0,0,1,0,0,0,0
erottaa,0,0,0,0,0,0,0,0,0,0
havaittavissa,0,0,0,0,0,0,0,0,0,0
huomaavainen,0,0,0,0,0,0,0,0,0,0
erottelukykyä,0,0,0,0,0,0,0,0,0,0
purkaa,0,0,0,0,0,1,0,0,0,0
opetuslapsi,0,0,0,0,0,0,0,0,0,1
kurinalaisuutta,0,0,0,1,0,1,0,0,0,0
kieltäytyä,1,0,1,0,0,1,0,0,0,1
Vastuuvapauslauseke,0,0,0,0,0,0,0,0,0,0
paljastaa,0,0,0,0,0,0,0,0,0,0
paljastettu,0,0,0,0,0,0,0,0,0,1
paljastaminen,0,0,0,0,0,0,0,0,0,0
värjäytymistä,0,0,1,0,0,1,0,0,0,0
värjäytynyt,0,0,1,0,0,1,0,1,0,0
epämukavuutta,0,0,0,0,0,1,0,1,0,0
katkaista,0,0,0,0,0,1,0,1,0,0
irti,0,0,0,0,0,1,0,1,0,0
yhteyden katkeaminen,0,0,0,0,0,1,0,0,0,0
tyytymättömyys,1,0,1,1,0,1,0,1,0,0
keskeyttäminen,0,0,0,0,0,0,0,0,0,0
lopettaa,0,0,0,0,0,1,0,0,0,0
katkonaisuus,0,0,1,1,0,1,0,1,0,0
epäjatkuva,0,0,0,0,0,0,0,0,0,0
ristiriitaa,1,0,1,0,0,1,0,0,0,0
alennus,0,0,0,0,0,0,0,0,0,0
alennettu,0,0,0,0,0,0,0,0,0,0
lannistaa,0,0,0,1,0,1,0,1,0,0
masentunut,0,0,0,0,0,0,0,0,0,0
masennusta,0,0,0,0,0,1,0,0,0,0
keskustelua,0,0,0,0,0,0,0,0,0,0
löytää,0,0,0,0,0,0,0,0,0,0
löytö,0,0,0,0,0,0,1,0,0,0
häpäistä,0,0,0,0,0,1,0,0,0,0
hienotunteinen,0,1,0,0,0,0,1,0,0,0
ristiriita,0,0,0,0,0,0,0,0,0,0
diskreetti,0,0,0,0,0,0,0,0,0,0
harkintavaltaa,0,1,0,0,0,0,1,0,0,1
harkinnanvarainen,0,0,0,0,0,0,1,0,0,0
syrjiä,1,0,0,0,0,1,0,1,0,0
syrjivä,0,0,1,0,0,1,0,0,0,0
syrjintää,1,0,1,1,0,1,0,1,0,0
kiekko,0,0,0,0,0,0,0,0,0,0
keskustella,0,0,0,0,0,0,0,0,0,0
keskustelua,0,0,0,0,0,0,1,0,0,0
halveksuntaa,1,0,1,0,0,1,0,0,0,0
sairaus,1,0,1,1,0,1,0,1,0,0
sairaana,0,0,1,1,0,1,0,1,0,0
ruumiittomia,0,0,0,1,0,1,0,1,0,0
irrottaa,0,0,0,0,0,0,0,0,0,0
irrottautuminen,0,0,0,0,0,1,0,0,0,0
vääristynyt,1,0,1,1,0,1,0,1,0,0
häpeä,1,0,1,0,0,1,0,1,0,0
häpeäksi,1,0,1,0,0,1,0,1,0,0
häpeällistä,1,0,1,0,0,1,0,0,0,0
tyytymätön,1,0,1,0,0,1,0,1,0,0
naamioida,0,0,0,0,0,0,0,0,0,0
naamioitunut,0,0,0,0,0,0,0,0,0,0
inho,1,0,1,1,0,1,0,1,0,0
ällöttävä,1,0,1,1,0,1,0,0,0,0
ruokalaji,0,0,0,0,0,0,0,0,0,0
masentunut,0,0,0,0,0,1,0,1,0,0
masentavaa,0,0,0,0,0,1,0,1,0,0
epärehellinen,1,0,1,0,0,1,0,1,0,0
epärehellisyys,0,0,1,0,0,1,0,0,0,0
häpeä,1,0,1,1,0,1,0,1,0,0
pettymys,1,0,1,0,0,1,0,1,0,0
desinfioida,0,0,0,0,0,0,0,0,0,0
desinfiointiaine,0,0,0,0,0,0,0,0,0,0
desinfiointi,0,0,0,0,0,0,1,0,0,0
disinformaatiota,1,0,0,1,0,1,0,0,0,0
epärehellistä,0,0,1,0,0,1,0,0,0,0
hajota,0,0,1,1,0,1,0,0,0,0
hajoaminen,0,0,0,0,0,1,0,0,0,0
välinpitämätön,0,0,0,0,0,1,0,0,0,0
epäyhtenäinen,0,0,0,0,0,0,0,0,0,0
hajanainen,0,0,0,0,0,0,0,0,0,0
disjunktiivinen,0,0,0,0,0,0,0,0,0,0
levy,0,0,0,0,0,0,0,0,0,0
levyke,0,0,0,0,0,0,0,0,0,0
ei pidä,1,0,1,0,0,1,0,0,0,0
ei pitänyt,1,0,0,0,0,1,0,1,0,0
sijoiltaan sijoiltaan,1,0,1,1,0,1,0,1,0,0
dislokaatio,0,0,0,0,0,0,0,0,0,0
irrottaa,0,0,0,0,0,0,0,0,0,0
synkkä,0,0,1,1,0,1,0,1,0,0
tyrmistystä,1,1,0,1,0,1,0,1,1,0
pilkkominen,0,0,1,1,0,1,0,1,0,0
hylätä,0,0,0,0,0,0,0,0,0,0
hylkääminen,1,0,1,1,0,1,0,1,1,0
nousta,0,0,0,0,0,0,0,0,0,0
tottelemattomuus,1,0,1,0,0,1,0,0,0,0
tottelematon,1,0,0,0,0,1,0,0,0,0
olla tottelematon,1,0,1,0,0,1,0,0,0,0
häiriö,0,0,0,1,0,1,0,0,0,0
sekava,0,0,0,0,0,1,0,0,0,0
epäjärjestynyt,0,0,0,0,0,1,0,0,0,0
väheksyä,1,0,1,0,0,1,0,1,0,0
väheksyvä,1,0,1,0,0,1,0,1,0,0
erilaisia,0,0,0,0,0,0,0,0,0,0
eriarvoisuutta,1,0,1,0,0,1,0,1,0,0
intohimoinen,0,0,0,0,0,1,0,1,0,0
lähettää,0,0,0,0,0,0,0,0,0,0
hälventää,0,0,0,0,0,1,0,1,0,0
vapautus,0,0,0,0,0,0,0,0,0,0
annostella,0,0,0,0,0,0,0,0,0,0
hajottaa,0,0,0,0,0,0,0,0,0,0
hajallaan,0,0,0,0,0,0,0,0,0,0
dispersio,0,0,0,0,0,1,0,0,0,0
syrjäyttää,0,0,0,0,0,1,0,0,0,0
siirretty,1,0,0,1,0,0,0,1,0,0
siirtymä,0,0,0,0,0,0,0,0,0,0
näyttö,0,0,0,0,0,0,0,0,0,0
ärsyyntynyt,1,0,1,1,0,1,0,1,0,0
tyytymättömyyttä,0,0,1,0,0,1,0,0,0,0
hävittäminen,0,0,0,0,0,1,0,0,0,0
hävittää,0,0,1,0,0,0,0,0,0,0
hävitetty,0,1,0,0,0,0,1,0,0,1
taipumus,0,0,0,0,0,0,0,0,0,0
koditon,1,0,0,1,0,1,0,1,0,0
kiistää,0,0,0,0,0,0,0,0,0,0
riitaa,1,0,0,0,0,1,0,0,0,0
hylkääminen,0,0,0,0,0,1,0,0,0,0
hylätty,1,0,1,0,0,1,0,1,0,0
hylätä,0,0,0,0,0,1,0,1,0,0
huomioimatta,0,0,0,0,0,1,0,0,0,0
huomioimatta,0,0,1,0,0,1,0,0,0,0
huonomaineinen,1,0,1,1,0,1,0,0,0,0
huonomaineisuutta,0,0,0,0,0,0,0,0,0,0
epäkunnioitusta,1,0,0,0,0,1,0,0,0,0
epäkunnioittava,1,0,1,1,0,1,0,1,0,0
häiriötä,1,0,0,1,0,1,0,0,1,0
tyytymättömyys,0,0,0,0,0,1,0,0,0,0
tyytymätön,0,0,0,0,0,0,0,0,0,0
leikellä,0,0,0,0,0,0,0,0,0,0
dissektio,0,0,1,0,0,0,0,0,0,0
levittää,0,0,0,0,0,0,1,0,0,0
levittäminen,0,0,0,0,0,0,0,0,0,0
erimielisyyttä,1,0,0,0,0,1,0,0,0,0
erimielisyys,0,0,0,0,0,0,0,0,0,0
eri mieltä,0,0,0,0,0,1,0,0,0,0
väitöskirja,0,0,0,0,0,0,0,0,0,0
karhunpalvelus,1,0,1,0,0,1,0,1,0,0
toisinajattelija,1,0,0,1,0,1,0,0,0,0
erilaisia,0,0,0,0,0,0,0,0,0,0
haihtua,0,0,0,0,0,0,0,0,0,0
hajallaan,0,0,0,0,0,0,0,0,0,0
dissosiaatio,0,0,0,0,0,0,0,0,0,0
liukeneminen,1,0,0,1,0,1,0,1,1,0
liueta,0,0,0,0,0,0,0,0,0,0
dissonanssi,1,0,0,0,0,1,0,0,0,0
luopua,0,0,0,0,0,0,0,0,0,0
distaalinen,0,0,0,0,0,0,0,0,0,0
etäisyys,0,0,0,0,0,0,0,0,0,0
kaukana,0,0,0,0,0,0,0,0,0,0
vastenmielistä,0,0,1,0,0,1,0,0,0,0
vastenmielistä,0,0,1,0,0,1,0,0,0,0
tisle,0,0,0,0,0,0,0,0,0,0
tislaus,0,0,0,0,0,0,1,0,0,0
erottelu,0,0,0,0,0,0,1,0,0,0
erottuva,0,0,0,0,0,0,0,0,0,0
erottaa,0,0,0,0,0,0,0,0,0,0
erottuva,0,0,0,0,0,0,0,0,0,0
erottuva,0,0,0,0,0,0,0,0,0,0
erottava,0,0,0,0,0,0,0,0,0,0
vääristynyt,0,0,1,0,0,1,0,0,0,0
vääristymä,0,0,0,0,0,1,0,0,0,0
harhauttaa,0,0,0,0,0,1,0,0,0,0
hajamielinen,1,0,0,0,0,1,0,0,0,0
häiritsevä,1,1,0,0,0,1,0,0,0,0
häiriötekijä,0,0,0,0,0,1,0,0,0,0
suunniltaan,0,0,0,0,0,1,0,1,0,0
tuskaa,1,0,1,1,0,1,0,1,1,0
ahdistunut,0,0,0,1,0,1,0,0,0,0
ahdistavaa,1,0,0,1,0,1,0,0,0,0
jakaa,0,0,0,0,0,0,0,0,0,0
jakelu,0,0,0,0,0,0,0,0,0,0
kaupunginosa,0,0,0,0,0,0,0,0,0,0
epäluottamus,1,0,1,1,0,1,0,0,0,0
häiriötä,1,0,0,1,0,1,0,1,1,0
häiriintynyt,1,0,0,0,0,1,0,1,0,0
käyttämättä,0,0,0,0,0,1,0,0,0,0
käyttämättä,1,0,0,0,0,1,0,0,0,0
oja,0,0,0,0,0,0,0,0,0,0
sama,0,0,0,0,0,0,0,0,0,0
laulelma,0,0,0,0,1,0,1,0,0,0
päivällinen,0,0,0,0,0,0,0,0,0,0
divaani,0,0,0,0,0,0,0,0,0,1
sukeltaa,0,0,0,0,0,0,0,0,0,0
sukeltaja,0,0,0,0,0,0,0,0,0,0
erota,0,0,0,0,0,0,0,0,0,0
eroa,0,0,0,0,0,0,0,0,0,0
poikkeava,0,0,0,0,0,1,0,0,1,0
poikkeavia,0,0,0,0,0,0,0,0,0,0
sukeltajat,0,0,0,0,0,0,0,0,0,0
monipuolinen,0,0,0,0,0,1,1,0,0,0
monipuolista,0,0,0,0,0,0,1,0,0,0
monipuolistaa,0,0,0,0,0,0,0,0,0,0
poikkeaminen,0,0,0,0,0,0,1,0,1,0
monimuotoisuus,0,0,0,0,0,0,0,0,0,0
ohjata,0,0,0,0,0,0,0,0,0,0
suuntaamalla,0,0,0,0,0,0,0,0,0,0
luovuttaa,0,0,0,0,0,0,0,0,0,0
myyty,0,0,0,0,0,1,0,0,0,0
luopuminen,0,0,0,0,0,1,0,0,0,0
jakaa,0,0,0,0,0,0,0,0,0,0
jaettu,0,0,0,0,0,0,0,0,0,0
osinkoa,0,0,0,0,0,0,0,0,0,0
ennustaminen,0,1,0,0,0,0,0,0,0,0
jumalallinen,0,0,0,0,0,0,0,0,0,0
jumaluus,0,0,0,0,0,0,1,0,0,0
jaollinen,0,0,0,0,0,0,0,0,0,0
jako,0,0,0,0,0,0,0,0,0,0
jakaja,0,0,0,0,0,0,0,0,0,0
avioero,1,0,1,1,0,1,0,1,1,1
paljastaa,0,0,0,0,0,0,0,0,0,0
huimaus,0,0,0,0,0,1,0,0,0,0
huimausta,0,0,0,0,0,1,0,0,0,0
oppivainen,0,0,0,0,0,0,0,0,0,0
telakka,0,0,0,0,0,0,0,0,0,0
telakoituna,0,0,0,0,0,1,0,0,0,0
etiketti,0,0,0,0,0,0,0,0,0,0
lääkäri,0,0,0,0,0,0,1,0,0,1
opillinen,0,0,0,0,0,0,0,0,0,0
oppia,0,0,0,0,0,0,0,0,0,1
asiakirja,0,0,0,0,0,0,0,0,0,0
dokumentti,0,0,0,0,0,0,0,0,0,0
väistää,0,0,0,0,0,0,0,0,0,0
väistelee,0,0,0,0,0,0,0,0,0,0
tehdä,0,0,0,0,0,0,0,0,0,0
tekijä,0,0,0,0,0,0,1,0,0,0
koira,0,0,0,0,0,0,0,0,0,0
sitkeä,0,0,0,0,0,0,1,0,0,0
dogma,0,0,0,0,0,0,0,0,0,1
dogmaattinen,0,0,0,0,0,0,0,0,0,0
puuhat,0,0,0,0,0,0,0,0,0,0
tee,0,0,0,0,0,1,0,0,0,0
lamakausi,0,0,0,0,0,1,0,1,0,0
dole,0,0,0,0,0,1,0,1,0,0
nukke,0,0,0,0,1,0,0,0,0,0
dollari,0,0,0,0,0,0,0,0,0,0
väri,0,0,0,0,0,1,0,1,0,0
delfiini,0,0,0,0,1,0,1,0,1,1
verkkotunnus,0,0,0,0,0,0,0,0,0,0
kupoli,0,0,0,0,0,0,0,0,0,0
kotimainen,0,0,0,0,0,0,0,0,0,0
kesytetty,0,0,0,0,0,0,0,0,0,0
kesyttäminen,0,0,0,0,0,0,0,0,0,0
kotipaikka,0,0,0,0,0,0,0,0,0,0
kotipaikka,0,0,0,0,0,0,0,0,0,0
valta-asema,0,0,0,0,0,0,0,0,0,0
hallitseva,0,0,0,1,0,1,0,0,0,0
dominoida,1,0,0,1,0,1,1,0,0,0
hallitseva,0,0,0,0,0,0,0,0,0,0
ylivaltaa,1,0,0,1,0,1,0,1,0,0
valta,0,0,0,1,0,0,0,0,0,1
domino,0,0,0,0,0,0,0,0,0,0
don,0,0,0,0,0,0,1,0,0,1
lahjoitus,0,0,0,0,0,0,1,0,0,0
aasi,0,0,1,0,0,1,0,0,0,0
luovuttaja,0,0,0,0,0,0,0,0,0,0
doodle,0,0,0,0,0,1,0,0,0,0
tuho,0,0,0,1,0,1,0,0,0,0
tuhoon tuomittu,0,0,0,1,0,1,0,1,0,0
tuomiopäivä,1,1,1,1,0,1,0,1,0,0
ovi,0,0,0,0,0,0,0,0,0,0
ovikello,0,0,0,0,0,0,0,0,0,0
oviaukko,0,0,0,0,0,0,0,0,0,0
lepotilassa,0,0,0,0,0,0,0,0,0,0
asuntola,0,0,0,0,0,0,0,0,0,0
selkä-,0,0,0,0,0,0,0,0,0,0
annos,0,0,0,0,0,0,0,0,0,0
piste,0,0,0,0,0,0,0,0,0,0
kaksinkertainen,0,0,0,0,0,0,0,0,0,0
kaksinkertaistunut,0,0,0,0,0,0,0,0,0,0
dubletti,0,0,0,0,0,0,0,0,0,0
kaksinkertaistaminen,0,0,0,0,0,0,0,0,0,0
epäillä,0,0,0,1,0,1,0,1,0,1
epäilyttävää,0,0,0,0,0,1,0,0,0,0
epäilevästi,0,0,0,0,0,1,0,0,0,0
epäilemättä,0,0,0,0,0,0,1,0,0,1
suihku,0,0,0,0,0,1,0,0,0,0
taikina,0,0,0,0,0,0,0,0,0,0
donitsi,0,0,0,0,0,0,0,0,0,0
ilkeä,0,0,0,0,0,1,0,0,0,0
kyyhkynen,0,1,0,0,1,0,1,0,0,1
masentunut,0,0,0,0,0,0,0,0,0,0
kaatuminen,0,0,0,1,0,1,0,1,0,0
alamäkeen,0,0,0,0,0,0,0,0,0,0
kaatosade,0,0,0,0,0,0,0,0,0,0
suorastaan,0,0,0,0,0,0,0,0,0,1
untuvainen,0,0,0,0,0,0,1,0,0,0
myötäjäiset,0,0,0,0,0,0,0,0,0,0
torkkua,0,0,0,0,0,0,0,0,0,0
tusina,0,0,0,0,0,0,0,0,0,0
ikävä,0,0,0,0,0,1,0,1,0,0
luonnos,0,1,0,0,0,0,0,0,0,0
raahata,0,0,0,0,0,0,0,0,0,0
lohikäärme,0,0,0,1,0,0,0,0,0,0
valua,0,0,0,0,0,0,0,0,0,0
viemäröinti,0,0,0,0,0,1,0,0,0,0
valutettu,0,0,0,0,0,0,0,0,0,0
drake,0,0,0,0,0,0,0,0,0,0
draama,0,0,0,0,0,0,0,0,0,0
dramaattinen,0,0,0,0,0,0,0,0,0,0
levittää,0,0,0,0,0,0,0,0,0,0
kangas,0,0,0,0,0,0,0,0,0,0
rajuja,0,0,0,0,0,0,0,0,0,0
luonnos,0,0,0,0,0,0,0,0,0,0
piirtää,0,0,0,0,0,0,0,0,0,0
haittapuoli,0,0,0,0,0,1,0,0,0,0
laatikko,0,0,0,0,0,0,0,0,0,0
laatikot,0,0,0,0,0,0,0,0,0,0
piirustus,0,0,0,0,0,0,0,0,0,0
kauhu,0,1,0,1,0,1,0,0,0,0
kauheaa,1,1,1,1,0,1,0,1,0,0
hirveästi,0,0,1,1,0,1,0,1,1,0
unelma,0,0,0,0,0,0,0,0,0,0
uneksija,0,0,0,0,0,0,0,0,0,0
unelmoimista,0,0,0,0,0,0,0,0,0,0
unenomainen,0,0,0,0,0,0,0,0,0,0
kolkko,0,0,0,0,0,1,0,1,0,0
ruopata,0,0,0,0,0,0,0,0,0,0
likomärkä,0,0,0,0,0,0,0,0,0,0
pukeutuja,0,0,0,0,0,0,0,0,0,0
tiputtaa,0,0,0,0,0,0,0,0,0,0
kuivattu,0,0,0,0,0,0,0,0,0,0
kuivain,0,0,0,0,0,0,0,0,0,0
ajelehtia,0,0,0,0,0,0,0,0,0,0
ajautui,0,0,0,0,0,0,0,0,0,0
porata,0,0,0,0,0,0,0,0,0,0
juoda,0,0,0,0,0,0,0,0,0,0
juominen,0,0,0,0,0,1,0,0,0,0
tippua,0,0,0,0,0,0,0,0,0,0
tippuu,0,0,0,0,0,0,0,0,0,0
ajeleminen,0,0,1,0,0,1,0,0,0,0
kuljettaja,0,0,0,0,0,0,0,0,0,0
ajotieltä,0,0,0,0,0,0,0,0,0,0
tihkusade,0,0,0,0,0,0,0,0,0,0
rullata,0,0,0,0,0,0,0,0,0,0
lennokki,0,0,0,0,0,1,0,0,0,0
kuolata,0,0,1,0,0,0,0,0,0,0
roikkuu,0,0,0,0,0,1,0,0,0,0
pudota,0,0,0,0,0,0,0,0,0,0
pisara,0,0,0,0,0,0,0,0,0,0
kuivuus,0,0,0,0,0,1,0,0,0,0
ajoi,0,0,0,0,0,0,0,0,0,0
hukkua,0,0,0,1,0,1,0,1,0,0
uneliaisuus,0,0,0,0,0,1,0,0,0,0
unelias,0,0,0,0,0,0,0,0,0,0
raatamista,0,0,0,0,0,1,0,0,0,0
huume,0,0,0,0,0,0,0,0,0,0
huumaava,0,0,0,0,0,0,0,1,0,0
apteekki,0,0,0,0,0,0,0,0,0,0
druidi,0,0,0,0,0,0,0,0,0,0
rumpu,0,0,0,0,0,0,0,0,0,0
rumpali,0,0,0,0,0,0,0,0,0,0
rummutusta,0,0,0,0,0,0,0,0,0,0
humalainen,0,0,1,0,0,1,0,0,0,0
juopuminen,0,0,0,0,0,1,0,0,0,0
kuiva,0,0,0,0,0,0,0,0,0,0
kuivuus,0,0,0,0,0,0,0,0,0,0
kaksinkertainen,0,0,0,0,0,0,0,0,0,0
dualismi,0,0,0,0,0,0,0,0,0,0
kaksinaisuus,0,0,0,0,0,0,0,0,0,0
dub,0,0,0,0,0,0,0,0,0,0
kyseenalaista,0,0,0,1,0,1,0,0,0,1
ankaaminen,0,0,0,0,0,0,0,0,0,0
kanava,0,0,0,0,0,0,0,0,0,0
sitkeä,0,0,0,0,0,0,0,0,0,0
tyhmiä,0,0,0,0,0,0,0,0,0,0
erääntyy,0,0,0,0,0,0,0,0,0,0
kaksintaistelu,1,1,0,1,0,0,0,0,0,0
maksuja,0,0,0,0,0,0,0,0,0,0
duetto,0,0,0,0,0,0,1,0,0,0
korsu,0,0,0,0,0,0,0,0,0,0
herttua,0,0,0,0,0,0,1,0,0,0
tylsä,0,0,0,0,0,1,0,1,0,0
tyhmä,0,0,0,0,0,1,0,0,0,0
nukke,0,0,0,0,0,1,0,0,0,0
kaatopaikka,0,0,0,0,0,0,0,0,0,0
kaatopaikat,1,0,0,0,0,1,0,1,0,0
dun,0,0,0,0,0,1,0,0,0,0
dyyni,0,0,0,0,0,0,0,0,0,0
lantaa,0,0,1,0,0,0,0,0,0,0
vankityrmä,0,0,0,1,0,1,0,0,0,0
duo,0,0,0,0,0,0,0,0,0,0
huiputtaa,1,0,0,0,0,1,0,0,0,0
kaksipuolinen,0,0,0,0,0,0,0,0,0,0
kaksoiskappale,0,0,0,0,0,0,0,0,0,0
päällekkäisyyttä,0,0,0,0,0,0,0,0,0,0
kaksinaamaisuus,1,0,0,0,0,1,0,0,0,0
kestävyys,0,0,0,0,0,0,1,0,0,1
kestävä,0,0,0,0,0,0,1,0,0,1
kesto,0,0,0,0,0,0,0,0,0,0
pakko,1,0,1,1,0,1,0,1,0,0
hämärä,0,0,0,0,0,0,0,0,0,0
tumma,0,0,0,0,0,0,0,0,0,0
pöly,0,0,0,0,0,1,0,0,0,0
siivoustakki,0,0,0,0,0,0,0,0,0,0
pölyinen,0,0,0,0,0,0,0,0,0,0
velvollisuudentuntoinen,0,1,0,0,0,0,1,0,0,1
kääpiö,0,0,0,0,0,0,0,0,0,0
kääpiö,0,0,0,1,0,1,0,1,0,0
asua,0,0,0,0,0,0,0,0,0,0
asukas,0,0,0,0,0,0,0,0,0,0
asunto,0,0,0,0,0,0,0,0,0,0
väriaine,0,0,0,0,0,0,0,0,0,0
kuolee,1,0,1,1,0,1,0,1,0,0
pato,0,0,0,0,0,0,0,0,0,0
dynaaminen,0,0,0,0,0,0,0,0,1,0
dynaaminen,0,0,0,0,0,0,0,0,0,0
dynamiikka,0,0,0,0,0,0,0,0,0,0
dynamiitti,0,0,0,0,0,0,0,0,0,0
dynastia,0,0,0,0,0,0,0,0,0,0
punatauti,0,0,1,0,0,1,0,1,0,0
dyspepsia,0,0,0,0,0,0,0,0,0,0
innokas,0,1,0,0,1,0,1,0,1,1
into,0,1,0,0,1,0,1,0,0,1
kotka,0,0,0,0,0,0,0,0,0,1
korva,0,0,0,0,0,0,0,0,0,0
Earl,0,0,0,0,0,0,1,0,0,0
aikaisemmin,0,0,0,0,0,0,0,0,0,0
aikaisin,0,0,0,0,0,0,0,0,0,0
ansaita,0,0,0,0,0,0,1,0,0,0
tosissaan,0,0,0,0,0,0,1,0,0,0
tosissaan,0,0,0,0,0,0,1,0,0,0
vakavuus,0,0,0,0,0,0,1,0,0,0
tulot,0,0,0,0,0,0,0,0,0,0
korvarengas,0,0,0,0,0,0,0,0,0,0
kuuloväli,0,0,0,0,0,0,0,0,0,0
maata,0,0,0,0,0,0,0,0,0,0
keramiikka,0,0,0,0,0,0,0,0,0,0
maallinen,0,0,0,0,0,0,0,0,0,0
maanjäristys,1,0,0,1,0,1,0,1,1,0
maanläheinen,0,0,0,0,0,0,0,0,0,0
helppous,0,0,0,0,0,0,1,0,0,0
maalausteline,0,0,0,0,0,0,0,0,0,0
helpotus,0,0,0,0,0,0,1,0,0,0
helposti,0,0,0,0,0,0,0,0,0,0
helppo,0,0,0,0,0,0,0,0,0,0
rento,0,0,0,0,0,0,1,0,0,0
syödä,0,0,0,0,0,0,1,0,0,0
syöminen,0,0,0,0,0,0,0,0,0,0
salakuuntelu,0,0,0,0,0,1,0,0,0,0
aallokko,0,0,0,0,0,0,0,0,0,0
eebenpuu,0,0,0,0,0,0,0,0,0,0
eksentrinen,0,0,0,0,0,0,0,0,0,0
epäkeskisyys,0,0,0,0,0,0,0,0,0,0
kirkollinen,0,0,0,0,0,0,0,0,0,0
kaiku,0,0,0,0,0,0,0,0,0,0
eklektinen,0,0,0,0,0,0,0,0,0,0
pimennys,0,0,0,0,0,0,0,0,0,0
ekliptiikka,0,0,0,0,0,0,0,0,0,0
taloudellinen,0,0,0,0,0,0,0,0,0,0
taloustiede,0,0,0,0,0,0,0,0,0,0
taloutta,0,0,0,0,0,0,0,0,0,1
ekstaasi,0,1,0,0,1,0,1,0,0,0
hurmioitunut,0,1,0,0,1,0,1,0,1,0
ekumeeninen,0,0,0,0,0,0,0,0,0,0
pyörre,0,0,0,0,0,0,0,0,0,0
reuna,0,0,0,0,0,0,0,0,0,0
reunus,0,0,0,0,0,0,0,0,0,0
syötävää,0,0,0,0,0,0,0,0,0,0
edikti,0,0,0,1,0,1,0,0,0,0
rakentaminen,0,1,0,0,1,0,1,0,0,1
rakennus,0,0,0,0,0,0,0,0,0,0
muokata,0,0,0,0,0,0,0,0,0,0
painos,0,1,0,0,0,0,0,0,0,0
toimittaja,0,0,0,0,0,0,0,0,0,0
Pääkirjoitus,0,0,0,0,0,0,0,0,0,0
kouluttaa,0,0,0,0,0,0,1,0,0,0
koulutettuja,0,0,0,0,0,0,1,0,0,0
koulutus,0,0,0,0,0,0,0,0,0,0
