Hebrew Word	 anger	 anticipation	 disgust	 fear	 joy	 negative	 positive	 sadness	 surprise	 trust	 Hebrew Word
יוונ	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 חָרִיצוּת
צורה ישירה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 חָרוּץ
נהל	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מדלל
דריכ	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 לְדַלֵל
עפר	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דָלִיל
לכ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מְהִילָה
נכות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דַיִם
ית	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מֵמַד
נכה	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 לְהַפחִית
חסרונ	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 מְמוּעָט
א מרוצה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 הַפחָתָה
א מסכימ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 צוּרַת הַקטָנָה
א נעימ	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 רַעַשׁ
א מסכימ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לִסעוֹד
חלוקת	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מסעדה
א לאפשר	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 אֲרוּחַת עֶרֶב
אסור	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 דינוזאור
עלמ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דיט
עלמות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דיוקזי
נעלמ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מָחוֹז הַבִּשׁוֹף
אכזב	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דיורמה
אוכזב	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לִטבּוֹל
אכזב	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דיפלומה
אכזבה	 0	 1	 0	 0	 0	 0	 1	 0	 0	 1	 דִיפּלוֹמָטִיָה
אי הסכמה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דִיפּלוֹמָט
א לאשר	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 דִיפּלוֹמָטִי
א אושרה	 0	 0	 1	 1	 0	 1	 0	 1	 1	 0	 נוֹרָא
סתייג	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מְכוּוָן
פרוק מנשקו	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 כיוון
אי סדר	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 בצורה ישירה
אסונ	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 מְנַהֵל
אסונ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מַדרִיך
פרק	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 עפר
חוסר אמונ	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 מְלוּכלָך
א להאמינ	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 נָכוּת
למ	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0	 להשבית
תשלומ	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0	 נָכֶה
דיסק	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 חִסָרוֹן
לכ	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 לא מרוצה
יכ	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 לא מסכים
חינ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לֹא נָעִים
ניתנ להבחינ	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 לא מסכים
נבונ	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 מחלוקת
חנה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לא לאפשר
פריקה	 1	 0	 1	 1	 0	 1	 0	 1	 0	 0	 אסור
תלמיד	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 לְהֵעָלֵם
עת	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 הֵעָלְמוּת
תנערות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 נעלם
תב ויתור	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 לְאַכזֵב
חשופ	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 מְאוּכזָב
נחשפ	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 מְאַכזֵב
חשיפה	 0	 0	 1	 0	 0	 1	 0	 1	 0	 0	 אַכזָבָה
דהוי	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 אי הסכמה
דהוי	 1	 0	 1	 1	 0	 1	 0	 1	 0	 0	 לא לאשר
אי נוחות	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 לא אושרה
נתק	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 מסתייג
נותק	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לפרוק מנשקו
ניתוק	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 אִי סֶדֵר
אי שביעות רצונ	 1	 0	 1	 1	 0	 1	 0	 1	 1	 0	 אסון
פסקה	 1	 0	 0	 1	 0	 1	 0	 1	 0	 0	 אסון
פסיק	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְפַרֵק
אי רציפות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 חוֹסֶר אֵמוּן
תי רציפ	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 לֹא לְהֶאֱמִין
חלוקת	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לשלם
נחה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 תַשְׁלוּם
נחה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דיסק
דכא	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מוּשׁלָך
יואש	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 משליך
רפיונ רוח	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְהַבחִין
יח	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 ניתן להבחין
גלות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 נָבוֹן
תגלית	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 הַבחָנָה
פגוע באמינות	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 פְּרִיקָה
דיסקרטי	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 תַלמִיד
אי התאמה	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 משמעת
נבדל	 1	 0	 1	 0	 0	 1	 0	 0	 0	 1	 התנערות
יקול דעת	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 כתב ויתור
יקול דעת	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לחשוף
פלות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 נחשף
פלה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 חשיפה
אפליה	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 דִהוּי
דיסקוס	 0	 0	 1	 0	 0	 1	 0	 1	 0	 0	 דהוי
דונ	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 אִי נוֹחוּת
דיונ	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 לְנַתֵק
וז	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 מְנוּתָק
חלה	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 ניתוק
נגוע	 1	 0	 1	 1	 0	 1	 0	 1	 0	 0	 אִי שְׂבִיעוּת רָצוֹן
חסר גופ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 הפסקה
נתק	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 לְהַפְסִיק
תנתקות	 0	 0	 1	 1	 0	 1	 0	 1	 0	 0	 אִי רְצִיפוּת
עוות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 בלתי רציף
חרפה	 1	 0	 1	 0	 0	 1	 0	 0	 0	 0	 מַחֲלוֹקֶת
זה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 הנחה
חפיר	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 בהנחה
רמר	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0	 לדכא
סוות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מיואש
חופש	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 רִפיוֹן רוּחַ
גועל	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 שִׂיחַ
געיל	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְגַלוֹת
צלחת	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 תַגלִית
אוכזבימ	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 לִפְגוֹעַ בְּאֲמִינוּת
ייאש	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 דִיסקרֶטִי
א ישר	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 אִי הַתְאָמָה
אי יושר	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 נִבדָל
חרפה	 0	 1	 0	 0	 0	 0	 1	 0	 0	 1	 שיקול דעת
תפכחות	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 שיקול דעת
חטא	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 לְהָפלוֹת
חטא	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 מפלה
חיטוי	 1	 0	 1	 1	 0	 1	 0	 1	 0	 0	 אַפלָיָה
ידע מטעה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דִיסקוּס
א הגיוני	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לָדוּן
תפורר	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 דִיוּן
תפוררות	 1	 0	 1	 0	 0	 1	 0	 0	 0	 0	 בּוּז
חסר ענינ	 1	 0	 1	 1	 0	 1	 0	 1	 0	 0	 מַחֲלָה
נותקימ	 0	 0	 1	 1	 0	 1	 0	 1	 0	 0	 נָגוּעַ
קטוע	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0	 חֲסַר גוּף
פריד	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְנַתֵק
דיסק	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 התנתקות
תקליטונ	 1	 0	 1	 1	 0	 1	 0	 1	 0	 0	 מעוות
נוא	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 חרפה
א אהב	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 מבוזה
נקע	 1	 0	 1	 0	 0	 1	 0	 0	 0	 0	 מַחְפִּיר
נקע	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 מְמוּרמָר
נשל	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְהַסווֹת
עגומ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מְחוּפָּשׂ
תדהמה	 1	 0	 1	 1	 0	 1	 0	 1	 0	 0	 גועל
פירוק	 1	 0	 1	 1	 0	 1	 0	 0	 0	 0	 מגעיל
חרר	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 צַלַחַת
דחה	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 מאוכזבים
רדת	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 מייאש
אי ציות	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 לֹא יָשָׁר
סרבני	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 אִי יִוֹשֶׁר
רות	 1	 0	 1	 1	 0	 1	 0	 1	 0	 0	 חֶרפָּה
פרעה	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 הִתפַּכְּחוּת
פרוע	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְחַטֵא
א מאורגנ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מְחַטֵא
זלזל	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 חיטוי
זלזל	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 מֵידָע מַטעֶה
פורד	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 לא הגיוני
פער	 0	 0	 1	 1	 0	 1	 0	 0	 0	 0	 לְהִתְפּוֹרֵר
קר רוח	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 הִתפּוֹרְרוּת
גר	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 חֲסַר עִניָן
פזר	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מנותקים
פטור	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 קָטוּעַ
חלק	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מַפרִיד
פזר	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דִיסק
פוזר	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 תַקלִיטוֹן
פזירה	 1	 0	 1	 0	 0	 1	 0	 0	 0	 0	 לִשְׂנוֹא
עקור	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 לא אהב
עקור	 1	 0	 1	 1	 0	 1	 0	 1	 0	 0	 נקע
תזוזה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 נקע
ציג	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְנַשֵׁל
א מרוצה	 0	 0	 1	 1	 0	 1	 0	 1	 0	 0	 עָגוּם
אי שביעות רצונ	 1	 1	 0	 1	 0	 1	 0	 1	 1	 0	 תַדְהֵמָה
רשות	 0	 0	 1	 1	 0	 1	 0	 1	 0	 0	 פירוק
יפטר	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לשחרר
נפטר	 1	 0	 1	 1	 0	 1	 0	 1	 1	 0	 הֲדָחָה
זג	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לָרֶדֶת
נושל	 1	 0	 1	 0	 0	 1	 0	 0	 0	 0	 אי ציות
פריכ	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 סָרְבָנִי
חלוקת	 1	 0	 1	 0	 0	 1	 0	 0	 0	 0	 לְהַמרוֹת
פסילה	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 הפרעה
פסול	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 פָּרוּעַ
פסול	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 לא מאורגן
תעלמות	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 לִזַלזֵל
תעלמו	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 מזלזל
א מכובד	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מְפוּרָד
 רע	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 פַּעַר
זלזול	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 קַר רוּחַ
חסר כבוד	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְשַׁגֵר
פרעה	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 לְפַזֵר
חוסר שביעות רצונ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 פטור
א מרוצה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְחַלֵק
נתח	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְפַזֵר
דיסקציה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מְפוּזָר
פיצ	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 פְּזִירָה
פצה	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 לַעֲקוֹר
חלוקת	 1	 0	 0	 1	 0	 0	 0	 1	 0	 0	 עָקוּר
תנגדות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 תְזוּזָה
תנגדימ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְהַצִיג
סה	 1	 0	 1	 1	 0	 1	 0	 1	 0	 0	 לא מרוצה
רות דוב	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 אִי שְׂבִיעוּת רָצוֹן
פורש	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 רְשׁוּת
נה	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 להיפטר
פזר	 0	 1	 0	 0	 0	 0	 1	 0	 0	 1	 נפטר
תפוגג	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מֶזֶג
דיסוציאציה	 1	 0	 0	 1	 0	 1	 0	 1	 0	 0	 נושל
תפרקות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְהַפְרִיך
תמוסס	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 מַחֲלוֹקֶת
צרימה	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 פְּסִילָה
ניא	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 פָּסוּל
דיסטלי	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 לִפְסוֹל
רחק	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 הִתעַלְמוּת
רחוק	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 התעלמו
סלידה	 1	 0	 1	 1	 0	 1	 0	 0	 0	 0	 לֹא מְכוּבָּד
א נעימ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 שֵׁם רַע
תזקיק	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 זִלזוּל
זקוק	 1	 0	 1	 1	 0	 1	 0	 1	 0	 0	 חסר כבוד
חנה	 1	 0	 0	 1	 0	 1	 0	 0	 1	 0	 הפרעה
יוחד	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 חוסר שביעות רצון
חינ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לא מרוצה
ניתנ להבחינ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְנַתֵחַ
נכבד	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 דיסקציה
דיל	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 לְהָפִיץ
עוות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 הֲפָצָה
עיוות	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 מַחֲלוֹקֶת
סיח את הדעה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 התנגדות
פוזר	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 מתנגדים
סיח דעת	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מַסָה
סחת הדעת	 1	 0	 1	 0	 0	 1	 0	 1	 0	 0	 שֵׁרוּת דוֹב
פוזר	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 פּוֹרֵשׁ
צוקה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 שׁוֹנֶה
צוקה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְפַזֵר
צער	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 התפוגג
פיצ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דיסוציאציה
פצה	 1	 0	 0	 1	 0	 1	 0	 1	 1	 0	 התפרקות
חוז	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְהִתְמוֹסֵס
חוסר אמונ	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 צרימה
פרעה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְהַנִיאַ
טרד	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דיסטלי
אי שמוש	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מֶרְחָק
א בשימוש	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 רָחוֹק
נטוש	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 סְלִידָה
נל	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 לֹא נָעִים
פזמונ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 תַזקִיק
יומי	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 זִקוּק
דרגש	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 הבחנה
צלול	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מְיוּחָד
צוללנ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְהַבחִין
סטות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 ניתן להבחין
סתעפות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 נִכבָּד
סתעפ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מַבדִיל
תפצלימ	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 מְעוּוָת
צוללנימ	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 עיוות
גוונ	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 להסיח את הדעה
גוונ	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 מְפוּזָר
נמר	 1	 1	 0	 0	 0	 1	 0	 0	 0	 0	 מסיח דעת
סחה	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 הַסָחַת הַדַעַת
גוונ	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 מְפוּזָר
פנות	 1	 0	 1	 1	 0	 1	 0	 1	 1	 0	 מְצוּקָה
פנה	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 במצוקה
קיע	 1	 0	 0	 1	 0	 1	 0	 0	 0	 0	 מְצַעֵר
נמכר	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְהָפִיץ
ימוש	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 הפצה
חלק	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מָחוֹז
חולק	 1	 0	 1	 1	 0	 1	 0	 0	 0	 0	 חוסר אמון
דיבידנד	 1	 0	 0	 1	 0	 1	 0	 1	 1	 0	 הפרעה
קסמ	 1	 0	 0	 0	 0	 1	 0	 1	 0	 0	 מוטרד
אלוהי	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 אִי שִׁמוּשׁ
אלוהות	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 לא בשימוש
תחלק	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לִנְטוֹשׁ
חלוקה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 כנל
חלק	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 פִּזמוֹן
תגרש	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 יוֹמִי
גלות סוד	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 דַרגָשׁ
סחרחורת	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לִצְלוֹל
סחרחר	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 צוֹלְלָן
נוע	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לִסְטוֹת
עגונ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 הִסתַעֲפוּת
עגנה	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 מִסתַעֵף
תוית	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מתפצלים
דוקטור	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 צוללנים
דוקטרינרית	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 מְגוּוָן
דוקטרינה	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 מְגוּוָן
סמכ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְנַמֵר
תיעודי	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 הַסָחָה
תחמק	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מגוון
חמיקה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 להפנות
צביה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מפנה
רמאי	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לְהוֹקִיעַ
לב	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 נמכר
עיקש	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 מימוש
דוגמה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לחלק
דוגמטי	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מחולק
עשייה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דיבידנד
תעשה את זה	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 קֶסֶם
צב רוח עגומ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 אלוהי
קצבה	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 אֱלוֹהוּת
בה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מִתחַלֵק
דולר	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 חֲלוּקָה
דולפינ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מְחַלֵק
תחומ	 1	 0	 1	 1	 0	 1	 0	 1	 1	 1	 לְהִתְגַרֵשׁ
יפה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לגלות סוד
יתי	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 סְחַרחוֹרֶת
ית	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 סְחַרחַר
יות	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 כָּנוּעַ
קומ מושב	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 לַעֲגוֹן
כנ	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 עגנה
יטה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 תָוִית
דומיננטי	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 דוֹקטוֹר
וט	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דוקטרינרית
לט	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 דוֹקטרִינָה
יטה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 מסמך
יטה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 תיעודי
דומינו	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 להתחמק
דונ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 חֲמִיקָה
תרומה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 צְבִיָה
חמור	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 רַמַאִי
תורמ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 כֶּלֶב
רבט	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 עיקש
אבדונ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 דוֹגמָה
נידונ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דוֹגמָטִי
יומ הדינ	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 עשייה
דלת	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 תעשה את זה
פעמונ דלת	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 מַצַב רוּחַ עָגוּם
פתח	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 קִצבָּה
רדומ	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 בּוּבָּה
פנימיה	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 דוֹלָר
גב	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 dolor
