Czech Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
dítě,0,1,0,0,1,0,1,0,0,0
porod,0,0,0,0,0,0,0,0,0,0
dětství,0,0,0,0,1,0,1,0,0,0
dětinský,0,0,0,0,0,1,0,0,0,0
chlad,0,0,0,0,0,0,0,0,0,0
chladně,0,0,0,0,0,1,0,0,0,0
rozeznít,0,0,0,0,0,0,0,0,0,0
chiméra,0,0,0,1,0,0,0,0,1,0
zvonkohry,0,0,0,0,0,0,0,0,0,0
komín,0,0,0,0,0,0,0,0,0,0
Čína,0,0,0,0,0,0,0,0,0,0
čína,0,0,0,0,0,0,0,0,0,0
chinook,0,0,0,0,0,0,0,0,0,0
čip,0,0,0,0,0,0,0,0,0,0
čipování,0,0,0,0,0,0,0,0,0,0
cvrlikání,0,0,0,0,1,0,1,0,0,0
dláto,0,0,0,0,0,0,1,0,0,0
paragon,0,0,0,0,0,0,0,0,0,0
rytířství,0,0,0,0,0,0,1,0,0,0
chloroform,0,0,0,0,0,1,0,0,0,0
čokoláda,0,1,0,0,1,0,1,0,0,1
výběr,0,0,0,0,0,0,1,0,0,0
pěvecký sbor,0,0,0,0,1,0,1,0,0,1
dávit se,1,0,0,0,0,1,0,1,0,0
cholera,0,0,1,1,0,1,0,1,0,0
Vybrat,0,0,0,0,0,0,0,0,0,0
vybírání,0,0,0,0,0,0,0,0,0,0
kotleta,0,0,0,0,0,1,0,0,0,0
sekání,0,0,0,0,0,0,0,0,0,0
kotlety,0,0,0,0,0,0,0,0,0,0
chorál,0,0,0,0,1,0,1,0,0,0
akordy,0,0,0,0,0,0,0,0,0,0
fuška,0,0,0,0,0,1,0,0,0,0
refrén,0,0,0,0,0,0,1,0,0,0
vybráno,0,0,0,0,0,0,1,0,0,0
polévka,0,0,0,0,0,0,1,0,0,0
křest,0,0,0,0,0,0,0,0,0,0
chromatický,0,0,0,0,0,0,0,0,0,0
chromatografií,0,0,0,0,0,0,0,0,0,0
chromozóm,0,0,0,0,0,0,0,0,0,0
chronický,0,0,0,0,0,1,0,1,0,0
kronika,0,0,0,0,0,0,1,0,0,1
chronograf,0,0,0,0,0,0,0,0,0,0
chronologický,0,0,0,0,0,0,0,0,0,0
sklíčidlo,0,0,0,0,0,0,0,0,0,0
smát se,0,1,0,0,1,0,1,0,1,1
kus,0,0,0,0,0,0,0,0,0,0
tlustý,0,0,0,0,0,0,0,0,0,0
kostel,0,1,0,0,1,0,1,0,0,1
hřbitov,0,0,0,0,0,0,0,0,0,0
máselnice,0,0,0,0,0,0,0,0,0,0
padák,0,0,0,0,0,0,0,0,0,0
chutney,0,0,0,0,0,0,0,0,0,0
Čau,0,0,0,0,0,0,0,0,0,0
jablečný mošt,0,0,0,0,0,0,1,0,0,0
doutník,0,0,0,0,0,0,0,0,0,0
cigareta,0,0,0,0,0,1,0,0,0,0
cinch,0,0,0,0,0,0,0,0,0,0
oharek,0,0,0,0,0,0,0,0,0,0
kino,0,0,0,0,0,0,0,0,0,0
kameraman,0,0,0,0,0,0,0,0,0,0
kinematografie,0,0,0,0,0,0,0,0,0,0
skořice,0,0,0,0,0,0,0,0,0,0
šifra,0,0,0,0,0,0,0,0,0,0
kruh,0,0,0,0,0,0,0,0,0,0
kroužení,0,0,0,0,0,0,0,0,0,0
obvod,0,0,0,0,0,0,0,0,0,0
oběžník,0,0,0,0,0,0,0,0,0,0
obíhat,0,0,0,0,0,0,0,0,0,0
oběh,0,0,0,0,0,0,0,0,0,0
obřízka,0,0,0,0,0,0,1,0,0,0
obvod,0,0,0,0,0,0,0,0,0,0
obvodový,0,0,0,0,0,0,0,0,0,0
vymezený,0,0,0,0,0,0,0,0,0,0
okolnost,0,0,0,0,0,0,0,0,0,0
nepřímé,0,0,0,0,0,0,0,0,0,0
obcházení,0,0,0,0,0,1,1,0,0,0
cirkus,0,0,0,0,0,0,0,0,0,0
cirrus,0,0,0,0,0,0,0,0,0,0
cisterna,0,0,0,0,0,0,0,0,0,0
citadela,0,0,0,0,0,0,0,0,0,0
citace,0,0,0,0,0,0,0,0,0,0
občan,0,0,0,0,0,0,1,0,0,0
citrín,0,0,0,0,0,0,0,0,0,0
město,0,0,0,0,0,0,0,0,0,0
občanský,0,0,0,0,0,0,0,0,0,0
civilní,0,0,0,0,0,0,1,0,0,0
civilní,0,0,0,0,0,0,0,0,0,0
zdvořilost,0,0,0,0,0,0,1,0,0,0
civilizace,0,0,0,0,0,0,1,0,0,1
civilizovaný,0,0,0,0,1,0,1,0,0,1
oblečený,0,0,0,0,0,0,0,0,0,0
Nárok,0,0,0,0,0,0,0,0,0,0
žadatel,1,0,1,0,0,0,0,0,0,0
jasnovidec,0,0,0,0,0,0,1,0,0,0
škeble,0,0,0,0,0,0,0,0,0,0
křik,1,1,1,0,0,1,0,0,1,0
svorka,0,0,0,0,0,0,0,0,0,0
klan,0,0,0,0,0,0,0,0,0,1
tajný,0,0,0,0,0,0,0,0,0,0
tleskat,0,1,0,0,1,0,1,0,0,1
vyjasnit,0,0,0,0,0,0,1,0,0,0
klarinet,0,0,0,0,0,0,0,0,0,0
Clarion,0,0,0,0,0,0,0,0,0,0
jasnost,0,0,0,0,0,0,0,0,0,0
střet,1,0,0,0,0,1,0,0,0,0
střetávání,1,0,0,1,0,1,0,0,0,0
spona,0,0,0,0,0,0,0,0,0,0
třída,0,0,0,0,0,0,0,0,0,0
klasický,0,0,0,0,0,0,1,0,0,0
klasický,0,0,0,0,0,0,1,0,0,0
klasika,0,0,0,0,1,0,1,0,0,0
klasifikace,0,0,0,0,0,0,0,0,0,0
klasifikovat,0,0,0,0,0,0,1,0,0,0
spolužák,0,0,0,0,0,0,0,0,0,0
klapot,0,0,0,0,0,0,0,0,0,0
doložka,0,0,0,0,0,0,0,0,0,0
doložky,0,0,0,0,0,0,0,0,0,0
dráp,1,0,0,1,0,1,0,0,0,0
drápy,0,0,0,0,0,0,0,0,0,0
jíl,0,0,0,0,0,0,0,0,0,0
čistý,0,0,0,0,1,0,1,0,0,1
čištění,0,0,0,0,0,0,1,0,0,0
čistota,0,0,0,0,0,0,1,0,0,0
čistě,0,0,0,0,0,0,1,0,0,0
očistit,0,0,0,0,0,0,1,0,0,0
čištění,0,0,0,0,0,0,1,0,0,0
odbavení,0,0,0,0,0,0,1,0,0,1
zúčtování,0,0,0,0,0,0,0,0,0,0
průzračnost,0,0,0,0,0,0,1,0,0,0
výstřih,0,0,0,0,0,0,0,0,0,0
rozštípnout,0,0,0,1,0,0,0,0,0,0
klíč,0,0,0,0,0,0,0,0,0,0
rozštěp,0,0,0,0,0,0,0,0,0,0
shovívavost,0,0,0,0,0,0,0,0,0,0
duchovenstvo,0,0,0,0,0,0,0,0,0,0
duchovní,0,0,0,0,0,0,0,0,0,0
úřednický,0,0,0,0,0,0,1,0,0,1
úředník,0,0,0,0,0,0,0,0,0,0
stáž,0,0,0,0,0,0,0,0,0,0
chytrý,0,0,0,0,0,0,1,0,0,0
chytrost,0,0,0,0,0,0,1,0,0,0
klikněte,0,0,0,0,0,0,0,0,0,0
klienta,0,0,0,0,0,0,0,0,0,0
klientela,0,0,0,0,0,0,0,0,0,0
útes,0,0,0,1,0,0,0,0,0,0
klima,0,0,0,0,0,0,0,0,0,0
klimatologie,0,0,0,0,0,0,0,0,0,0
vyvrcholení,0,1,0,0,1,0,1,0,1,1
stoupat,0,0,0,0,0,0,0,0,0,0
lpět,0,0,0,0,0,0,0,0,0,0
klip,0,0,0,0,0,0,0,0,0,0
klipr,0,0,0,0,0,0,0,0,0,0
výstřižek,0,0,0,0,0,0,0,0,0,0
klika,0,0,0,0,0,0,0,0,0,0
plášť,0,0,0,0,0,0,0,0,0,0
hodiny,0,1,0,0,0,0,0,0,0,0
hodinový strojek,0,0,0,0,0,0,0,0,0,0
dřevák,0,0,0,0,0,0,0,0,0,0
klášter,0,0,0,0,0,1,0,0,0,0
zavřít,0,0,0,0,0,0,0,0,0,0
ZAVŘENO,0,0,0,0,0,0,0,0,0,0
blízkost,0,0,0,0,1,0,1,0,0,1
skříň,0,0,0,0,0,0,0,0,0,0
uzavření,0,1,0,0,1,0,1,1,0,0
sraženina,0,0,0,0,0,0,0,0,0,0
tkanina,0,0,0,0,0,0,0,0,0,0
oblečení,0,0,0,0,0,0,1,0,0,0
oblečení,0,0,0,0,0,0,0,0,0,0
prádelní šňůra,0,0,0,0,0,0,0,0,0,0
oblečení,0,0,0,0,0,0,0,0,0,0
mrak,0,0,0,0,0,0,0,0,0,0
zatažený,0,0,0,0,0,1,0,1,0,0
oblačnost,0,0,0,1,0,1,0,0,0,0
zataženo,0,0,0,0,0,0,0,1,0,0
jetel,0,0,0,0,0,0,0,0,0,0
hřebíček,0,0,0,0,0,0,0,0,0,0
klaun,0,1,0,0,1,0,1,0,1,0
klub,0,0,0,0,0,0,0,0,0,0
klubovna,0,0,0,0,0,0,0,0,0,0
kluby,0,0,0,0,0,0,0,0,0,0
vodítko,0,1,0,0,0,0,0,0,0,0
shluk,0,0,0,0,0,1,0,0,0,0
nemotorný,0,0,1,0,0,1,0,0,0,0
shluk,0,0,0,0,0,0,0,0,0,0
spojka,0,0,0,0,0,0,0,0,0,0
spojky,0,0,0,0,0,0,0,0,0,0
nepořádek,0,0,0,0,0,0,0,0,0,0
trenér,0,0,0,0,0,0,0,0,0,1
koagulace,0,0,0,0,0,0,0,0,0,0
uhlí,0,0,0,0,0,0,0,0,0,0
splývat,0,0,0,0,0,0,0,0,0,1
koalice,0,0,0,0,0,0,1,0,0,0
pobřeží,0,0,0,0,0,0,1,0,0,0
pobřežní,0,0,0,0,0,0,0,0,0,0
tácek,0,0,0,0,0,0,0,0,0,0
kabát,0,0,0,0,0,0,0,0,0,0
povlak,0,0,0,0,0,0,0,0,0,0
přemluvit,0,0,0,0,0,0,0,0,0,1
kobalt,0,0,0,0,0,0,0,0,0,0
valoun,0,0,0,0,0,0,0,0,0,0
Švec,0,0,0,0,0,0,0,0,0,0
kobra,0,0,0,1,0,0,0,0,0,0
kokain,0,0,0,0,0,1,0,1,0,0
kohout,0,0,0,0,0,0,0,0,0,0
kokpitu,0,0,0,0,0,0,0,0,0,0
koktejl,0,0,0,0,0,0,0,0,0,0
kakao,0,0,0,0,0,0,0,0,0,0
kokon,0,0,0,0,0,0,0,0,0,0
treska,0,0,0,0,0,0,0,0,0,0
kód,0,0,0,0,0,0,0,0,0,0
kodex,0,0,0,0,0,0,0,0,0,0
kodifikace,0,0,0,0,0,0,0,0,0,0
kodifikovat,0,0,0,0,0,0,0,0,0,0
součinitel,0,0,0,0,0,0,0,0,0,0
donutit,1,0,1,1,0,1,0,0,0,0
donucování,1,0,1,1,0,1,0,1,0,0
donucovací,0,0,0,0,0,0,0,0,0,0
koexistovat,0,0,0,0,0,0,1,0,0,1
soužití,0,0,0,0,0,0,0,0,0,0
koexistující,0,0,0,0,0,0,0,0,0,1
káva,0,0,0,0,0,0,0,0,0,0
rakev,0,0,0,1,0,1,0,1,0,0
ozubené kolo,0,0,0,0,0,0,0,0,0,0
přesvědčivý,0,0,0,0,0,0,1,0,0,1
příbuzný,0,0,0,0,0,0,0,0,0,0
poznání,0,0,0,0,0,0,0,0,0,0
poznávací,0,0,0,0,0,0,1,0,0,0
soužití,0,0,0,0,0,0,0,0,0,0
soudržnost,0,0,0,0,0,0,1,0,0,0
koherentní,0,0,0,0,0,0,1,0,0,0
soudržnost,0,0,0,0,0,0,0,0,0,1
soudržný,0,0,0,0,0,0,1,0,0,1
kohorta,0,0,0,0,0,0,0,0,0,0
cívka,0,0,0,0,0,0,0,0,0,0
stočený,0,0,0,0,0,0,0,0,0,0
mince,0,0,0,0,0,0,0,0,0,0
ražba,0,0,0,0,0,0,0,0,0,0
se shodovat,0,0,0,0,0,0,0,0,0,0
náhoda,0,0,0,0,0,0,0,0,1,0
náhoda,0,0,0,0,0,0,0,0,0,0
shodující se,0,0,0,0,0,0,0,0,0,0
Kola,0,0,0,0,0,0,0,0,0,0
Studený,0,0,0,0,0,1,0,0,0,0
chladně,0,0,0,0,0,1,0,0,0,0
chlad,1,0,1,1,0,1,0,1,0,0
kolika,0,0,0,0,0,1,0,0,0,0
spolupracovník,0,0,0,0,0,0,0,0,0,1
kolaps,0,0,1,1,0,1,0,1,0,0
límec,0,0,0,0,0,0,0,0,0,0
skládat,0,0,0,0,0,0,0,0,0,0
vedlejší,0,0,0,0,0,0,0,0,0,1
řazení,0,0,0,0,0,0,0,0,0,0
kolega,0,0,0,0,0,0,0,0,0,0
sbírat,0,0,0,0,0,0,0,0,0,0
shromážděné,0,0,0,0,0,0,0,0,0,0
sbírka,0,0,0,0,0,0,0,0,0,0
kolektivní,0,0,0,0,0,0,0,0,0,0
kolektivně,0,0,0,0,0,0,1,0,0,1
kolektor,0,0,0,0,0,0,0,0,0,0
vysoká škola,0,0,0,0,0,0,0,0,0,0
kolegiátní,0,0,0,0,0,0,0,0,0,0
kolidovat,0,0,0,0,0,0,0,0,0,0
kolie,0,0,0,0,0,0,0,0,0,0
kolize,1,0,0,0,0,1,0,0,0,0
kolokace,0,0,0,0,0,0,0,0,0,0
hovorový,0,0,0,0,0,0,0,0,0,0
koluze,1,0,1,1,0,1,0,1,0,0
dvojtečka,0,0,0,0,0,0,0,0,0,0
plukovník,0,0,0,0,0,0,1,0,0,1
koloniální,0,0,0,0,0,0,0,0,0,0
kolonie,0,0,0,0,0,0,0,0,0,0
tiráž,0,0,0,0,0,0,0,0,0,0
barva,0,0,0,0,0,0,0,0,0,0
zbarvení,0,0,0,0,0,0,0,0,0,0
barevný,0,0,0,0,0,0,0,0,0,0
zbarvení,0,0,0,0,0,0,0,0,0,0
bezbarvý,0,0,0,0,0,0,0,0,0,0
barvy,0,0,0,0,0,0,0,0,0,0
kolosální,0,0,0,0,0,0,1,0,0,0
hříbě,0,0,0,0,0,0,0,0,0,0
sloupec,0,0,0,0,0,0,0,0,0,0
sloupovitý,0,0,0,0,0,0,0,0,0,0
kóma,0,0,0,1,0,1,0,1,0,0
komatózní,0,0,0,1,0,1,0,1,0,0
Hřeben,0,0,0,0,0,0,0,0,0,0
boj,1,0,0,1,0,1,0,0,0,0
bojovník,1,0,0,1,0,1,0,0,0,0
bojovný,1,0,0,1,0,1,0,0,0,0
kombinace,0,0,0,0,0,0,0,0,0,0
kombinační,0,0,0,0,0,0,0,0,0,0
kombajn,0,0,0,0,0,0,0,0,0,0
kombinovaný,0,0,0,0,0,0,0,0,0,0
hořlavý,0,0,0,0,0,0,0,0,0,0
spalování,0,0,0,0,0,0,0,0,0,0
komedie,0,0,0,0,0,0,0,0,0,0
kometa,0,0,0,0,0,0,0,0,0,0
pohodlí,0,1,0,0,1,0,1,0,0,1
šidítko,0,0,0,0,0,0,0,0,0,0
komik,0,0,0,0,0,0,0,0,0,0
komický,0,0,0,0,0,0,0,0,0,0
příchod,0,1,0,0,0,0,0,0,0,0
čárka,0,0,0,0,0,0,0,0,0,0
příkaz,0,0,0,0,0,0,0,0,0,0
velitel,0,0,0,0,0,0,1,0,0,1
velitel,0,0,0,0,0,0,0,0,0,0
velící,0,0,0,0,0,0,1,0,0,1
připomínat,0,1,0,0,1,0,1,1,0,0
připomenutí,0,1,0,0,1,0,1,0,0,0
pamětní,0,1,0,0,0,0,1,0,0,0
zahájit,0,0,0,0,0,0,0,0,0,0
chválit,0,0,0,0,0,0,1,0,0,0
chvályhodné,0,0,0,0,1,0,1,0,0,1
úměrné,0,0,0,0,0,0,0,0,0,0
komentář,0,0,0,0,0,0,0,0,0,0
komentář,0,0,0,0,0,0,0,0,0,0
komentátor,0,0,0,0,0,0,1,0,0,0
komerce,0,0,0,0,0,0,0,0,0,1
komerční,0,0,0,0,0,0,0,0,0,0
komisař,0,0,0,0,0,0,0,0,0,0
komise,0,0,0,0,0,0,0,0,0,1
komisař,0,0,0,0,0,0,0,0,0,0
spáchat,0,0,0,0,0,0,0,0,0,0
závazek,0,0,0,0,0,1,0,1,0,0
angažovaný,0,0,0,0,0,0,1,0,0,1
výbor,0,0,0,0,0,0,0,0,0,1
zboží,0,0,0,0,0,0,0,0,0,0
komodor,0,0,0,0,0,0,1,0,0,1
společný,0,0,0,0,0,0,0,0,0,0
běžně,0,0,0,0,0,0,0,0,0,0
všední,0,1,0,0,0,0,0,0,0,1
commons,0,0,0,0,0,0,0,0,0,0
společenstvi,0,0,0,0,0,0,1,0,0,1
rozruch,1,0,0,0,0,1,0,0,0,0
komuna,0,0,0,0,0,0,0,0,0,0
sdělitelný,0,0,0,0,0,0,0,0,0,0
komunikovat,0,0,0,0,0,0,1,0,0,1
sdělení,0,0,0,0,0,0,0,0,0,1
komunikativní,0,0,0,0,0,0,1,0,0,0
společenství,0,0,0,0,1,0,1,0,0,1
komunismu,1,0,0,1,0,1,0,1,0,0
komunistický,0,0,0,0,0,1,0,0,0,0
společenství,0,0,0,0,0,0,1,0,0,0
komutace,0,0,0,0,0,0,1,0,0,0
komutativní,0,0,0,0,0,0,0,0,0,0
dojíždět,0,0,0,0,0,0,1,0,0,0
dojíždějící,0,0,0,0,0,0,0,0,0,0
kompaktní,0,0,0,0,0,0,0,0,0,1
zhutnění,0,0,0,0,0,0,0,0,0,0
kompaktnost,0,0,0,0,0,0,0,0,0,0
společník,0,0,0,0,1,0,1,0,0,1
společnost,0,0,0,0,0,0,0,0,0,0
společnost,0,0,0,0,0,0,0,0,0,0
srovnatelný,0,0,0,0,0,0,0,0,0,0
srovnávací,0,0,0,0,0,0,0,0,0,0
poměrně,0,0,0,0,0,0,0,0,0,0
srovnání,0,0,0,0,0,0,0,0,0,0
přihrádka,0,0,0,0,0,0,0,0,0,0
kompas,0,0,0,0,0,0,0,0,0,1
soucit,0,0,0,1,0,0,1,0,0,0
soucitný,0,0,0,0,0,0,1,0,0,0
kompatibilita,0,0,0,0,0,0,1,0,0,0
kompatibilní,0,0,0,0,0,0,1,0,0,0
přinutit,0,0,0,0,0,0,0,0,0,0
nuceni,0,0,0,0,0,0,0,0,0,0
přesvědčivé,0,0,0,0,0,0,1,0,0,0
kompendium,0,0,0,0,0,0,0,0,0,0
kompenzovat,0,1,0,0,1,0,1,0,1,1
kompenzace,0,0,0,0,0,0,0,0,0,0
náhradní,0,0,0,0,0,0,1,0,0,0
odborná způsobilost,0,0,0,0,0,0,1,0,0,1
kompetence,0,0,0,0,0,0,1,0,0,1
kompetentní,0,0,0,0,0,0,1,0,0,1
soutěž,0,1,0,0,0,1,0,0,0,0
konkurenční,0,0,0,0,0,0,0,0,0,0
konkurent,0,0,0,0,0,0,0,0,0,0
sestavení,0,0,0,0,0,0,0,0,0,0
kompilovat,0,0,0,0,0,0,0,0,0,0
uspokojení,0,0,0,0,0,0,1,0,0,0
samolibý,0,0,0,0,0,0,0,0,0,0
stěžovat si,1,0,0,0,0,1,0,1,0,0
stížnost,1,0,0,0,0,1,0,0,0,0
doplněk,0,1,0,0,1,0,1,0,1,1
komplementární,0,0,0,0,0,0,1,0,0,0
dokončeno,0,0,0,0,0,0,0,0,0,0
zcela,0,0,0,0,0,0,1,0,0,0
úplnost,0,0,0,0,0,0,1,0,0,0
dokončení,0,1,0,0,1,0,1,0,0,0
dokončení,0,1,0,0,1,0,1,0,0,0
komplex,0,0,0,0,0,0,0,0,0,0
zakomplexovaný,0,0,0,0,0,1,0,0,0,0
pleť,0,0,0,0,0,0,0,0,0,0
složitost,0,0,0,0,0,1,0,0,0,0
dodržování,0,0,0,0,0,0,1,0,0,1
v souladu,0,0,0,0,0,0,1,0,0,0
komplikovat,1,0,0,0,0,1,0,0,0,0
složitý,0,0,0,0,0,1,0,0,0,0
komplikace,0,0,0,0,0,1,0,0,0,0
spoluúčast,0,0,0,0,0,1,1,0,0,0
kompliment,0,1,0,0,1,0,1,0,1,1
dodržovat,0,0,0,0,0,0,0,0,0,0
vyhovující,0,0,0,0,0,0,0,0,0,0
kompo,0,0,0,0,0,0,0,0,0,0
komponent,0,0,0,0,0,0,0,0,0,0
komponovat,0,0,0,0,0,0,0,0,0,0
složen,0,0,0,0,0,0,1,0,0,0
skladatel,0,0,0,0,0,0,1,0,0,0
kompozitní,0,0,0,0,0,0,0,0,0,0
složení,0,0,0,0,0,0,0,0,0,0
kompost,0,0,1,0,0,1,0,0,0,0
klid,0,0,0,0,0,0,1,0,0,0
sloučenina,0,0,0,0,0,0,0,0,0,0
pochopit,0,0,0,0,0,0,1,0,0,0
pochopení,0,0,0,0,0,0,0,0,0,0
obsáhlý,0,0,0,0,0,0,1,0,0,0
komprimovat,1,0,0,0,0,0,0,0,0,0
stlačený,0,0,0,0,0,0,0,0,0,0
stlačitelný,0,0,0,0,0,0,0,0,0,0
komprese,0,0,0,0,0,0,0,0,0,0
obsahovat,0,0,0,0,0,0,0,0,0,0
kompromis,0,0,0,0,0,0,0,0,0,0
kontrolor,0,0,0,0,0,0,0,0,0,1
nutkání,1,0,0,0,0,1,0,0,0,0
povinný,0,0,0,0,0,1,0,0,0,0
vypočitatelný,0,0,0,0,0,0,0,0,0,0
výpočet,0,0,0,0,0,0,0,0,0,0
vypočítat,0,0,0,0,0,0,0,0,0,0
počítač,0,0,0,0,0,0,0,0,0,0
soudruh,0,0,0,0,0,0,1,0,0,1
ošidit,0,0,0,0,0,0,0,0,0,0
zřetězení,0,0,0,0,0,0,0,0,0,0
konkávní,0,0,0,0,0,0,0,0,0,0
skrývat,0,0,0,0,0,1,0,1,0,0
skrytý,0,1,0,1,0,1,0,0,1,0
zatajení,1,1,0,1,0,1,0,0,0,0
domýšlivost,0,0,0,0,0,1,0,0,0,0
domýšlivý,0,0,0,0,0,1,0,0,0,0
myslitelné,0,0,0,0,0,0,0,0,0,0
soustřeď se,0,0,0,0,0,0,0,0,0,0
koncentrace,0,0,0,0,0,0,0,0,0,0
koncentrický,0,0,0,0,0,0,1,0,0,0
početí,0,0,0,0,0,0,0,0,0,0
znepokojení,0,0,0,0,0,0,0,0,0,0
znepokojený,0,0,0,1,0,0,0,1,0,0
koncert,0,0,0,0,0,0,0,0,0,0
koncese,0,0,0,0,0,0,0,0,0,0
zvýhodněné,0,0,0,0,0,0,0,0,0,0
concierge,0,0,0,0,0,0,0,0,0,0
smíření,0,0,0,0,1,0,1,0,0,1
stručný,0,0,0,0,0,0,0,0,0,0
konkláve,0,0,0,0,0,0,0,0,0,0
uzavřít,0,0,0,0,0,0,0,0,0,0
uzavírání,0,0,0,0,0,0,1,0,0,0
závěr,0,0,0,0,0,0,0,0,0,0
směs,0,0,0,0,0,0,0,0,0,0
průvodní,0,0,0,0,0,0,0,0,0,0
svornost,0,0,0,0,0,0,1,0,0,1
konkordance,0,0,0,0,0,0,1,0,0,1
souhlasí,0,0,0,0,0,0,0,0,0,0
dav,0,0,0,0,0,0,0,0,0,0
beton,0,0,0,0,0,0,0,0,0,0
souběh,0,0,0,0,0,0,0,0,0,0
souběžný,0,0,0,0,0,0,0,0,0,0
souhlasný,0,0,0,0,0,0,0,0,0,0
otřes mozku,1,0,0,0,0,1,0,1,0,0
odsoudit,1,0,0,0,0,1,0,0,0,0
odsouzení,1,1,1,1,0,1,0,1,0,0
kondenzace,0,0,0,0,0,0,0,0,0,0
kondenzované,0,0,0,0,0,0,0,0,0,0
blahosklonný,0,0,0,0,0,1,0,0,0,0
blahosklonnost,1,0,1,0,0,1,0,1,0,0
koření,0,0,0,0,0,0,0,0,0,0
stav,0,0,0,0,0,0,0,0,0,0
podmiňovací způsob,0,0,0,0,0,0,0,0,0,0
podmíněně,0,0,0,0,0,0,0,0,0,0
podmíněný,0,0,0,0,0,0,0,0,0,0
podmínky,0,0,0,0,0,0,0,0,0,0
soustrast,0,0,0,0,0,0,1,1,0,0
přehlížet,0,0,0,0,0,0,1,0,0,0
příznivé,0,0,0,0,0,0,1,0,0,0
chování,0,0,0,0,0,0,0,0,0,0
vedení,0,0,0,0,0,0,0,0,0,0
vodivost,0,0,0,0,0,0,1,0,0,0
dirigent,0,0,0,0,0,0,0,0,0,0
potrubí,0,0,0,0,0,0,0,0,0,0
kužel,0,0,0,0,0,0,0,0,0,0
komplic,0,0,0,0,0,0,1,0,0,1
konfederace,0,0,0,0,0,0,0,0,0,0
udělit,0,0,0,0,0,0,0,0,0,0
konference,0,0,0,0,0,0,0,0,0,0
Přiznej se,0,0,0,0,0,1,1,0,0,1
zpověď,0,1,0,1,0,1,0,1,1,0
zpovědní,0,0,0,1,0,0,0,0,0,1
zpovědi,0,0,0,0,0,0,0,0,0,0
svěřit se,0,0,0,0,0,0,0,0,0,1
důvěra,0,0,0,1,1,0,1,0,0,1
sebejistý,0,0,0,0,1,0,1,0,0,1
důvěrné,0,0,0,0,0,0,0,0,0,1
důvěrně,0,0,0,0,0,0,0,0,0,1
konfigurace,0,0,0,0,0,0,0,0,0,0
omezit,1,0,0,1,0,1,0,1,0,0
stísněný,1,0,1,1,0,1,0,1,0,0
vězení,1,0,0,1,0,1,0,1,0,0
hranice,0,0,0,0,0,0,0,0,0,0
potvrdit,0,0,0,0,0,0,0,0,0,0
potvrzení,0,0,0,0,0,0,0,0,0,1
potvrzující,0,0,0,0,0,0,0,0,0,0
potvrzeno,0,0,0,0,0,0,1,0,0,1
zabavit,1,0,0,0,0,1,0,1,0,0
konfiskace,0,0,0,0,0,1,0,0,0,0
požár,1,0,0,1,0,1,0,0,0,0
konflikt,1,0,0,1,0,1,0,1,0,0
konfliktní,0,0,0,0,0,1,0,0,0,0
soutok,0,0,0,0,0,0,0,0,0,0
vyhovění,0,0,0,0,0,0,1,0,0,0
konformace,0,0,0,0,0,0,0,0,0,0
shoda,0,0,0,0,0,0,0,0,0,1
zmást,0,0,0,0,0,1,0,0,0,0
zmatený,0,0,0,0,0,1,0,0,0,0
konfrontovat,1,0,0,0,0,0,0,0,0,0
zmást,0,0,0,0,0,1,0,0,0,0
zmatek,1,0,0,1,0,1,0,0,0,0
kongeniální,0,0,0,0,0,0,1,0,0,0
kongenitální,0,0,0,0,0,0,0,0,0,0
přetížení,0,0,0,0,0,1,0,0,0,0
konglomerát,0,0,0,0,0,0,0,0,0,1
konglomerát,0,0,0,0,0,0,0,0,0,0
blahopřejný,0,0,0,0,1,0,1,0,0,0
shromáždit se,0,0,0,0,0,0,0,0,0,0
kongregace,0,0,0,0,0,0,1,0,0,1
kongres,0,0,1,0,0,0,0,0,0,1
parlamentní,0,0,0,0,0,0,0,0,0,0
kongresman,0,0,0,0,0,0,0,0,0,1
shoda,0,0,0,0,0,0,1,0,0,1
kónický,0,0,0,0,0,0,0,0,0,0
kuželovitý,0,0,0,0,0,0,0,0,0,0
dohad,0,1,0,0,0,0,0,0,0,0
manželský,0,0,0,0,0,0,0,0,0,0
sdružené,0,0,0,0,0,0,0,0,0,0
časování,0,0,0,0,0,0,0,0,0,0
spojení,0,0,0,0,0,0,0,0,0,0
konjunktivní,0,0,0,0,0,0,0,0,0,0
vykouzlit,0,1,0,0,0,0,0,0,1,0
kouzlení,0,0,0,0,0,1,0,0,0,0
připojit,0,0,0,0,0,0,0,0,0,0
připojeno,0,0,0,0,0,0,0,0,0,0
spojení,0,0,0,0,0,0,0,0,0,0
spojovací,0,0,0,0,0,0,0,0,0,1
znalec,0,0,0,0,1,0,1,0,0,1
dobýt,0,0,0,0,0,0,0,0,0,0
dobyvatel,0,0,0,0,0,0,0,0,0,0
dobytí,1,0,0,1,0,1,0,0,0,0
svědomí,0,0,0,0,0,0,1,0,0,1
svědomitý,0,0,0,0,0,0,1,0,0,1
vědomí,0,0,0,0,0,0,1,0,0,0
odvod,0,0,0,0,0,0,0,0,0,0
zasvěcení,0,1,0,0,1,0,1,1,0,1
po sobě,0,0,0,0,0,0,0,0,0,0
souhlas,0,0,0,0,0,0,0,0,0,0
