Hebrew Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
עריסה,0,0,0,0,0,0,0,0,0,0
קרִיקֶט,0,0,0,0,0,0,0,0,0,0
פֶּשַׁע,1,0,0,0,0,1,0,0,0,0
פְּלִילִי,1,0,1,1,0,1,0,0,0,0
עבריינות,1,0,1,1,0,1,0,0,0,0
לחיצה,0,0,0,0,0,0,0,0,0,0
אַרגָמָן,0,0,0,0,0,0,0,0,0,0
לִזחוֹל,0,0,1,1,0,1,0,1,0,0
נָכֶה,0,0,0,1,0,1,0,1,0,0
נָכֶה,0,0,0,0,0,1,0,1,0,0
מַשׁבֵּר,0,0,0,0,0,1,0,0,0,0
פָּרִיך,0,0,0,0,0,1,0,0,0,1
קרִיטֶרִיוֹן,0,0,0,0,0,0,0,0,0,0
מְבַקֵר,0,0,0,0,0,1,0,0,0,0
ביקורת,1,0,0,0,0,1,0,1,0,0
לְבַקֵר,1,0,1,1,0,1,0,1,0,0
ביקורת,0,0,0,0,0,0,1,0,0,0
יצור,0,0,1,0,0,0,0,0,0,0
קִרקוּר,0,0,0,0,0,0,0,0,0,0
חֶרֶס,0,0,0,0,0,0,0,0,0,0
כְּלֵי חֶרֶס,0,0,0,0,0,0,0,0,0,0
תַנִין,0,0,0,1,0,0,0,0,0,0
חַוָה קְטָנָה,0,0,0,0,0,0,0,0,0,0
נוכל,0,0,0,0,0,1,0,0,0,0
יְבוּל,0,0,0,0,0,0,0,0,0,0
קרוֹקֶט,0,0,0,0,0,0,0,0,0,0
לַחֲצוֹת,1,0,0,1,0,1,0,1,0,0
קשת צולבת,0,0,0,0,0,0,0,0,0,0
חצה,0,0,0,0,0,0,0,0,0,0
מעבר,0,0,0,0,0,0,0,0,0,0
מִפשָׂעָה,0,0,0,0,0,0,0,0,0,0
לִכרוֹעַ,0,0,0,1,0,0,0,0,0,0
שָׁפוּף,0,0,0,0,0,0,0,0,0,0
שְׁפִיפָה,0,0,0,1,0,1,0,0,0,0
קוּפַּאִי,0,0,0,0,0,0,0,0,0,0
עורב,0,0,0,0,0,0,0,0,0,0
קָהָל,0,0,0,0,0,0,0,0,0,0
צָפוּף,0,0,0,0,0,0,0,0,0,0
כֶּתֶר,0,0,0,0,0,0,0,0,0,0
גוּלַת הַכּוֹתֶרֶת,0,1,0,0,1,0,1,0,1,1
מַכרִיעַ,0,0,0,0,0,0,1,0,0,1
לצלוב,0,0,0,0,0,1,0,0,0,0
צְלָב,0,0,0,0,0,0,0,0,0,0
צְלִיבָה,1,0,1,1,0,1,0,1,0,0
גס,0,0,1,0,0,1,0,0,0,0
אַכְזָרִי,1,0,1,1,0,1,0,1,0,0
באכזריות,1,0,0,1,0,1,0,0,0,0
אַכְזָרִיוּת,1,0,1,1,0,1,0,1,0,0
לְשַׁיֵט,0,0,0,0,0,0,0,0,0,0
סַיֶרֶת,0,0,0,0,0,0,0,0,0,0
פֵּרוּר,0,0,0,0,0,0,0,0,0,0
הִתפּוֹרְרוּת,0,0,0,0,0,1,0,1,0,0
לִכסוֹס,1,0,0,0,0,1,0,0,0,0
מַסָע צְלָב,1,0,0,1,0,1,0,0,0,0
לִמְחוֹץ,0,0,0,0,0,0,0,0,0,0
כָּתוּשׁ,1,0,1,1,0,1,0,1,0,0
גְרִיסָה,1,0,1,1,0,1,0,0,0,0
קרום,0,0,0,0,0,0,0,0,0,0
קְרוּמִי,0,0,1,0,0,1,0,0,0,0
קַב,0,0,0,0,0,0,0,0,0,0
נקודה מכרעת,0,0,0,0,0,0,0,0,0,0
בוכה,0,0,0,0,0,1,0,1,0,0
בְּכִי,0,0,0,0,0,1,0,1,0,0
כּוּך,0,0,0,1,0,1,0,1,0,0
נִסתָר,0,0,0,0,0,0,0,0,0,0
קריפטוגרפיה,0,0,0,0,0,0,0,0,0,0
גָבִישׁ,0,0,0,0,0,0,1,0,0,0
גְבִישִׁי,0,0,0,0,0,0,0,0,0,0
הִתגַבְּשׁוּת,0,0,0,0,0,0,0,0,0,0
גוּר,0,0,0,0,0,0,0,0,0,0
קוּבִּיָה,0,0,0,0,0,0,0,0,0,1
חַדרוֹן,0,0,0,0,0,0,0,0,0,0
קַרנָן,0,0,1,0,0,1,0,0,0,0
קוּקִיָה,0,0,0,0,0,1,0,0,0,0
לְהִתְרַפֵּק,0,0,0,0,1,0,1,0,0,1
רְמִיזָה,0,1,0,0,0,0,0,0,0,0
יָדָה,0,0,0,0,0,0,0,0,0,0
מִטְבָּח,0,0,0,0,0,0,0,0,0,0
שֶׁל הַמִטבָּח,0,0,0,0,0,0,1,0,0,1
לִברוֹר,0,0,0,0,0,1,0,0,0,0
להגיע לַפִּסגָה,0,0,0,0,0,0,0,0,0,0
פִּסגָה,0,0,0,0,0,0,1,0,0,0
אשמה,0,0,0,0,0,1,0,0,0,0
אָשֵׁם,0,0,0,0,0,1,0,0,0,0
עֲבַרְיָן,0,0,0,0,0,1,0,0,0,0
כת,0,0,0,1,0,1,0,0,0,0
לְטַפֵּחַ,0,1,0,0,0,0,1,0,0,1
מְתוּרבָּת,0,0,0,0,0,0,1,0,0,0
טיפוח,0,0,0,0,0,0,1,0,0,0
תַרְבּוּת,0,0,0,0,0,0,1,0,0,0
גִשׁרוֹן,0,0,0,0,0,0,0,0,0,0
מסורבל,0,0,0,0,0,1,0,1,0,0
תְלוּלִית,0,0,0,0,0,0,0,0,0,0
עַרמוּמִי,0,0,0,0,0,1,1,0,0,0
גָבִיעַ,0,0,0,0,0,0,0,0,0,0
אָרוֹן,0,0,0,0,0,0,0,0,0,0
הַקָזַת דָם,0,0,1,1,0,1,0,1,0,0
cur,1,0,1,1,0,1,0,0,0,0
בַּר רִפוּי,0,0,0,0,0,0,1,0,0,1
עוֹזֵר לְכּוֹמֶר,0,0,0,0,0,0,0,0,0,0
מְרַפֵּא,0,0,0,0,0,0,0,0,0,0
אוֹצֵר,0,0,0,0,0,0,0,0,0,0
לְרַסֵן,0,0,0,0,0,0,0,0,0,0
קָרִישׁ,0,0,0,0,0,0,0,0,0,0
עוצר,0,0,0,0,0,0,0,0,0,0
סַקרָנוּת,0,1,0,0,0,0,1,0,1,0
סִלְסוּל,0,0,0,0,0,0,1,0,0,0
סִלְסוּל,0,0,0,0,0,0,0,0,0,0
מַטְבֵּעַ,0,0,0,0,0,0,0,0,0,0
נוֹכְחִי,0,0,0,0,0,0,0,0,0,0
תוכנית לימודים,0,0,0,0,0,0,0,0,0,0
קָארִי,0,0,0,0,0,0,0,0,0,0
קללה,1,0,1,1,0,1,0,1,0,0
קילל את,1,0,0,1,0,1,0,1,0,0
קללות,1,0,1,0,0,1,0,0,0,0
שִׁטחִי,0,0,0,0,0,1,0,0,0,0
קָצָר,0,0,0,0,0,0,0,0,0,0
לְקַצֵר,0,0,0,0,0,0,0,0,0,0
הִתקַצְרוּת,0,0,0,0,0,0,0,0,0,0
וִילוֹן,0,0,0,0,0,0,0,0,0,0
עַקמוּמִיוּת,0,0,0,0,0,0,0,0,0,0
עֲקוּמָה,0,0,0,0,0,0,0,0,0,0
מְעוּקָל,0,0,0,0,0,0,0,0,0,0
עקום,0,0,0,0,0,0,0,0,0,0
כרית,0,0,0,0,0,0,1,0,0,0
נִיב,0,0,0,0,0,0,0,0,0,0
מקולל,1,0,0,0,0,0,0,0,0,0
אַפּוֹטרוֹפּוֹס,0,0,0,0,0,0,0,0,0,1
משמורת,0,0,0,0,0,0,0,0,0,1
המותאם אישית,0,0,0,0,0,0,0,0,0,0
נָהוּג,0,0,0,0,0,0,0,0,0,0
צרכן,0,0,0,0,0,0,1,0,0,0
גזירה,0,0,0,0,0,0,0,0,0,0
עורית,0,0,0,0,0,0,0,0,0,0
חָמוּד,0,0,0,0,0,0,1,0,0,0
לציפורן,0,0,0,0,0,0,0,0,0,0
סכום,0,0,0,0,0,0,0,0,0,0
מַחתֵך,0,0,0,1,0,1,0,0,0,0
מִספָּרַיִם,0,0,0,0,0,0,1,0,0,0
רַצחָנִי,1,0,0,1,0,1,0,0,0,0
גְזִירָה,1,0,1,1,0,1,0,1,0,0
ייחורים,0,0,0,0,0,0,0,0,0,0
cwt,0,0,0,0,0,0,0,0,0,0
צִיאָנִיד,0,0,0,1,0,1,0,0,0,0
מחזור,0,0,0,0,0,0,0,0,0,0
מחזורית,0,0,0,0,0,0,0,0,0,0
רוכב אופניים,0,0,0,0,0,0,0,0,0,0
צִיקלוֹן,0,0,0,1,0,1,0,0,1,0
צִילִינדֶר,0,0,0,0,0,0,0,0,0,0
גְלִילִי,0,0,0,0,0,0,0,0,0,0
מְצִלָה,0,0,0,0,0,0,0,0,0,0
צִינִיקָן,0,0,0,0,0,0,0,0,0,0
כִּיס,0,0,0,1,0,1,0,1,0,0
סיסטיק,0,0,1,0,0,0,0,0,0,0
ציטומגלווירוס,0,0,0,0,0,1,0,1,0,0
ציטופלזמה,0,0,0,0,0,0,0,0,0,0
צָאר,0,0,0,0,0,0,0,0,0,0
טְפִיחָה,0,0,0,0,0,0,0,0,0,0
לְהִשְׁתַכְשֵׁך,0,0,0,0,0,0,0,0,0,0
שִׁכשׁוּך,1,0,1,0,0,1,0,0,0,0
אַבָּא,0,0,0,0,0,0,0,0,0,0
דאדו,0,0,0,0,0,0,0,0,0,0
דמון,1,0,1,1,0,1,0,1,1,0
שׁוֹטֶה,0,0,1,0,0,1,0,0,0,0
פִּגיוֹן,0,0,0,1,0,1,0,0,0,0
יום יומי,0,1,0,0,0,0,0,0,0,0
מְעַדֵן,0,0,0,0,0,0,0,0,0,0
מַחלָבָה,0,0,0,0,0,0,0,0,0,0
דאק,0,0,0,0,0,0,0,0,0,0
דייל,0,0,0,0,0,0,0,0,0,0
סֶכֶר,0,0,0,0,0,0,0,0,0,0
נֵזֶק,1,0,1,0,0,1,0,1,0,0
נְזִיקִין,0,0,0,0,0,1,0,1,0,0
גְבֶרֶת,1,0,1,0,0,0,1,0,0,1
לעזאזל,1,0,1,0,0,1,0,0,0,0
קְלָלָה,1,0,0,1,0,1,0,1,0,0
אָרוּר,0,0,0,0,0,1,0,0,0,0
לח,0,0,0,0,0,0,0,0,0,0
רטוב,0,0,0,0,0,0,0,0,0,0
מַנחֵת,0,0,0,0,0,1,0,0,0,0
עַלמָה,0,0,0,0,0,0,0,0,0,0
לִרְקוֹד,0,0,0,0,1,0,1,0,0,1
רַקדָן,0,0,0,0,0,0,0,0,0,0
קַשׂקַשִׂים,0,0,0,0,0,1,0,0,0,0
גַנדְרָן,0,0,1,0,0,1,0,0,0,0
סַכָּנָה,0,0,0,1,0,1,0,1,0,0
מְסוּכָּן,0,0,0,1,0,1,0,0,0,0
לִהיוֹת תָלוּי וּמִתנַדנֵד,0,0,0,0,0,0,0,0,0,0
טָחוּב,0,0,1,0,0,0,0,0,0,0
נָאֶה,0,0,0,0,0,0,0,0,0,0
לְהַעֵז,0,1,0,0,0,0,0,0,0,1
נועז,0,0,0,0,0,0,1,0,0,0
אפל,0,0,0,0,0,0,0,1,0,0
לְהַכּהוֹת,0,0,0,1,0,1,0,1,0,0
חשוך,0,0,0,1,0,1,0,1,0,0
בחושך,0,0,0,0,0,0,0,0,0,0
חוֹשֶׁך,1,0,0,1,0,1,0,1,0,0
מוֹתֶק,0,0,0,0,1,0,1,0,0,1
לְתַקֵן,0,0,0,0,0,0,0,0,0,0
חץ,0,0,0,1,0,0,0,0,0,0
לזנק,0,0,0,0,0,0,0,0,0,0
לוּחַ מַחווָנִים,0,0,0,0,0,0,0,0,0,0
מקווקו,1,0,0,1,0,1,0,1,0,0
נִמרָץ,0,0,0,0,0,0,1,0,0,0
מגוחך,1,0,1,1,0,1,0,0,0,0
נתונים,0,0,0,0,0,0,0,0,0,0
מאגר מידע,0,0,0,0,0,0,0,0,0,0
תַאֲרִיך,0,0,0,0,0,0,0,0,0,0
בַּת,0,0,0,0,1,0,1,0,0,0
שַׁחַר,0,1,0,0,1,0,1,0,1,1
יְוֹם,0,0,0,0,0,0,0,0,0,0
אור יום,0,0,0,0,0,0,0,0,0,0
חלומות בהקיץ,0,0,0,0,0,0,0,0,0,0
מעורפל,0,0,0,0,0,0,0,0,0,0
מוּכֶּה תַדְהֵמָה,0,0,0,0,0,1,0,0,0,0
הִסתַנוְרוּת,0,0,0,0,0,0,0,0,0,0
כּוֹמֶר זוּטָר,0,0,0,0,0,0,0,0,0,1
להשבית,0,0,0,0,0,1,0,0,0,0
מָבוֹי סָתוּם,0,0,0,0,0,1,0,0,0,0
קטלני,1,0,1,1,0,1,0,1,0,0
מַחרִישׁ,0,0,0,0,0,0,0,0,0,0
חֵרשׁוּת,0,0,0,0,0,0,0,0,0,0
עִסקָה,0,1,0,0,1,0,1,0,1,1
סוֹחֵר,0,0,0,0,0,0,0,0,0,0
התמודדות,0,0,0,0,0,0,0,0,0,0
עסקאות,0,0,0,0,0,0,0,0,0,1
דֵיקָן,0,0,0,0,0,0,0,0,0,0
יָקָר,0,0,0,0,0,0,1,0,0,0
צִמצוּם,0,0,0,0,0,0,0,0,0,0
מוות,1,1,1,1,0,1,0,1,1,0
תקלה,0,0,0,1,0,1,0,1,0,0
שָׁנוּי בְּמַחֲלוֹקֶת,0,0,0,0,0,0,0,0,0,0
עימות,0,0,0,0,0,0,1,0,0,0
הוֹלֵלוּת,0,0,1,1,0,1,0,0,0,0
אִגֶרֶת חוֹב,0,1,0,0,0,0,0,0,0,0
חוֹבָה,0,0,0,0,0,0,0,0,0,0
מַפּוֹלֶת,0,0,1,0,0,1,0,0,0,0
חוֹב,0,0,0,0,0,1,0,1,0,0
בַּעַל חוֹב,0,0,0,0,0,1,0,0,0,0
הוֹפָעָה רִאשׁוֹנָה,0,0,0,0,0,0,0,0,0,0
עָשׂוֹר,0,0,0,0,0,0,0,0,0,0
בַּקבּוּק,0,0,0,0,0,0,0,0,0,0
ריקבון,0,0,0,1,0,1,0,1,0,0
רָקוּב,0,0,1,0,0,1,0,1,0,0
נפטר,0,0,0,0,0,1,0,1,0,0
תַרמִית,1,0,1,1,0,1,0,1,1,0
מְרַמֶה,0,0,1,0,0,1,0,1,0,0
להטעות,1,0,1,0,0,1,0,1,0,0
מְרוּמֶה,1,0,0,0,0,1,0,0,0,0
מרמה,0,0,0,0,0,1,0,0,0,1
הֲגִינוּת,0,0,0,0,0,0,1,0,0,0
הָגוּן,0,0,0,0,0,0,1,0,0,0
הונאה,0,0,0,0,0,1,0,0,0,0
מתעתע,0,0,0,0,0,1,0,0,0,0
בהחלט,0,0,0,0,0,0,0,0,0,0
נשירים,0,0,0,0,0,0,0,0,0,0
נקודה,0,0,0,0,0,0,0,0,0,0
לְפַעֲנֵחַ,0,0,0,0,0,0,0,0,0,0
הַחְלָטָה,0,0,0,0,0,0,0,0,0,0
מַכרִיעַ,0,0,0,0,0,0,0,0,0,0
סִיפּוּן,0,0,0,0,0,0,0,0,0,0
הַצהָרָה,0,0,0,0,0,0,0,0,0,0
הצהרתי,0,0,0,0,0,0,1,0,0,0
לְהַכרִיז,0,0,0,0,0,0,0,0,0,0
דחיה,0,0,0,0,0,1,0,0,0,0
יְרִידָה,0,0,0,0,0,1,0,0,0,0
בירידה,0,0,0,0,0,1,0,0,0,0
לְפַרֵק,0,0,1,0,0,0,0,0,0,0
מפורק,0,0,0,0,0,0,0,1,0,0
הִתפָּרְקוּת,0,0,1,1,0,1,0,1,0,0
לְקַשֵׁט,0,0,0,0,0,0,0,0,0,0
תַפאוּרָה,0,0,0,0,0,0,0,0,0,0
הֲגִינוּת,0,0,0,0,0,0,0,0,0,0
לִפתוֹת,0,0,0,0,0,0,0,0,1,0
לְהַקְטִין,0,0,0,0,0,1,0,0,0,0
ירד,0,0,0,0,0,0,0,0,0,0
פּוֹחֵת,0,0,0,0,0,0,0,0,0,0
צו,0,0,0,0,0,0,0,0,0,0
ירידה,0,0,0,0,0,1,0,0,0,0
תָשׁוּשׁ,0,0,0,0,0,1,0,0,0,0
לִזַלזֵל,1,0,0,0,0,1,0,0,0,0
הַקדָשָׁה,0,0,0,0,0,0,1,0,0,0
לְהַסִיק,0,0,0,0,0,0,0,0,0,0
לְנַכּוֹת,0,0,0,0,0,1,0,0,0,0
ניכוי,0,0,0,0,0,0,0,0,0,0
מעשה,0,0,0,0,0,0,0,0,0,1
לְהַעֲמִיק,0,0,0,0,0,0,0,0,0,0
צְבִי,0,0,0,0,0,0,0,0,0,0
השמצה,0,0,1,1,0,1,0,0,0,0
מַשׁמִיץ,1,0,0,0,0,1,0,0,0,0
בְּרִירַת מֶחדָל,0,0,1,1,0,1,0,1,0,0
לִהַבִיס,0,0,0,0,0,1,0,0,0,0
מוּבָס,0,0,0,0,0,1,0,1,0,0
פְּגָם,1,0,0,0,0,1,0,0,0,0
עָרִיקָה,0,0,0,1,0,1,0,0,0,0
פָּגוּם,0,0,1,0,0,1,0,0,0,0
לְהַגֵן,0,0,0,1,0,0,1,0,0,0
נֶאְשָׁם,1,0,0,1,0,0,0,1,0,0
מוּגָן,0,0,0,0,0,0,1,0,0,1
מָגֵן,0,0,0,0,0,0,1,0,0,1
מגן,0,0,0,0,0,0,1,0,0,0
הֲגָנָה,1,1,0,1,0,0,1,0,0,0
חסרי הגנה,0,0,0,1,0,1,0,1,0,0
ניתן להגנה,0,0,0,0,0,0,0,0,0,0
הֲגַנָתִי,0,0,0,0,0,0,0,0,0,0
לִדחוֹת,0,0,0,0,0,0,0,0,0,0
כָּבוֹד,0,0,0,0,0,0,1,0,0,1
דחייה,0,0,0,0,0,1,0,0,0,0
דחיית,0,0,0,0,0,0,0,0,0,0
הִתנַגְדוּת,1,0,1,1,0,1,0,0,0,0
מתריס,1,0,0,0,0,1,0,0,0,0
מחסור ב,0,0,0,0,0,1,0,0,0,0
גֵרָעוֹן,0,0,0,0,0,1,0,0,0,0
לְהַגדִיר,0,0,0,0,0,0,0,0,0,0
מוּגדָר,0,0,0,0,0,0,0,0,0,0
הַגדָרָה,0,0,0,0,0,0,0,0,0,0
סוֹפִי,0,0,0,0,0,0,1,0,0,1
לְהוֹצִיא אֲוִיר,1,0,0,0,0,1,0,1,0,0
דפלציה,0,0,0,1,0,1,0,0,0,0
לְהַסִיט,0,0,0,0,0,0,0,0,0,0
הֲטָיָה,0,0,0,0,0,0,0,0,0,0
דפלורציה,0,0,0,0,0,0,0,0,0,0
לְעַוֵת צוּרָה,0,0,1,0,0,1,0,0,0,0
מְעוּוָת,0,0,1,0,0,1,0,1,0,0
מוּם,0,0,1,1,0,1,0,1,0,0
לְהוֹנוֹת,1,0,1,0,0,1,0,0,0,0
לִפְרוֹעַ,0,0,0,0,0,0,0,0,0,0
זָרִיז,0,0,0,0,0,0,0,0,0,0
נִפטָר,0,0,0,0,0,1,0,1,0,0
לְהַתְרִיס,1,0,0,1,0,1,0,1,1,0
ניוון,1,0,1,0,0,1,0,1,0,0
דֵגֵנֵרָט,0,0,0,0,0,1,0,0,0,0
נִווּן,0,0,0,0,0,0,0,0,0,0
הַשׁפָּלָה,0,0,0,0,0,1,0,0,0,0
לְהַשְׁפִּיל,0,0,1,0,0,1,0,0,0,0
מַשׁפִּיל,0,0,1,1,0,1,0,1,0,0
תוֹאַר,0,0,0,0,0,0,1,0,0,0
מְיוֹבָּשׁ,0,0,0,0,0,0,0,0,0,0
לְעַכֵּב,1,0,1,1,0,1,0,1,0,0
מוּשׁהֶה,0,0,0,0,0,1,0,0,0,0
טָעִים,0,0,0,0,0,0,1,0,0,0
נָצִיג,0,0,0,0,0,0,1,0,0,1
מִשׁלַחַת,0,0,0,0,0,0,0,0,0,0
מזיק,1,0,1,1,0,1,0,0,0,0
מְחִיקָה,0,0,0,0,0,1,0,0,0,0
מְכוּוָן,0,0,0,0,0,0,1,0,0,0
דִיוּן,0,0,0,0,0,0,0,0,0,0
דיוני,0,0,0,0,0,0,0,0,0,0
מַעֲדָן,0,0,0,0,0,0,0,0,0,0
טָעִים מְאוֹד,0,0,0,0,1,0,1,0,0,0
תַעֲנוּג,0,1,0,0,1,0,1,0,0,0
שַׂמֵחַ,0,1,0,0,1,0,1,0,1,0
מְהַנֶה,0,1,0,0,1,0,1,0,0,1
לְהַתווֹת,0,0,0,0,0,0,0,0,0,0
תיחום,0,0,0,0,0,0,0,0,0,0
עבריינות,0,0,0,0,0,1,0,0,0,0
עבריין,1,0,1,0,0,1,0,0,0,0
הוזה,0,0,0,0,0,1,0,1,0,0
הֲזָיָה,0,0,1,0,0,1,0,1,0,0
יְשׁוּעָה,0,1,0,0,1,0,1,0,0,1
מְסִירָה,0,1,0,0,0,0,1,0,0,0
dell,0,0,0,0,0,0,0,0,0,0
דֶלתָא,0,0,0,0,0,0,0,0,0,0
מַבּוּל,0,0,0,1,0,1,0,1,1,0
אשליה,1,0,0,1,0,1,0,1,0,0
הוזה,1,0,0,1,0,1,0,0,0,0
לְהִתְעַמֵק,0,0,0,0,0,0,0,0,0,0
דרש,1,0,0,0,0,1,0,0,0,0
תוֹבְעָנִי,0,0,0,0,0,1,0,0,0,0
הִתְנַהֲגוּת,0,0,0,0,0,0,0,0,0,0
מְטוּרָף,0,0,0,1,0,1,0,0,0,0
דמנציה,0,0,0,1,0,1,0,1,0,0
פְּטִירָה,0,0,0,1,0,1,0,1,0,0
דֵמוֹקרָטִיָה,0,0,0,0,0,0,1,0,0,0
דֵמוֹקרָט,0,0,0,0,0,0,0,0,0,0
לַהֲרוֹס,1,0,0,0,0,1,0,1,0,0
הֲרִיסָה,0,0,0,0,0,1,0,0,0,0
שֵׁד,1,0,1,1,0,1,0,1,0,0
שֵׁדִי,1,0,1,1,0,1,0,1,0,0
נִתַן לְהוֹכָחָה,0,0,0,0,0,0,1,0,0,0
לְהַפְגִין,0,0,0,0,0,0,0,0,0,0
הפגינו,0,0,0,0,0,0,0,0,0,0
מפגין,0,0,0,0,0,0,0,0,0,0
הפגנה,0,0,0,0,0,0,0,0,0,0
הַפגָנָתִי,0,0,0,0,1,0,1,1,0,0
מַפגִין,0,0,0,0,0,0,0,0,0,0
מדוכדך,0,0,0,1,0,1,0,1,0,0
הדגמות,0,0,0,0,0,0,0,0,0,0
מְאוּרָה,0,0,0,0,0,0,0,0,0,0
הַכחָשָׁה,0,0,0,0,0,1,0,0,0,0
הוכחש,0,0,0,0,0,1,0,1,0,0
פלג דתי,0,0,0,0,0,0,0,0,0,0
דתי,0,0,0,0,0,0,0,0,0,0
מְכַנֶה,0,0,0,0,0,0,0,0,0,0
לציין,0,0,0,0,0,0,0,0,0,0
לְהוֹקִיעַ,1,0,1,0,0,1,0,0,0,0
צָפוּף,0,0,0,0,0,0,0,0,0,0
צְפִיפוּת,0,0,0,0,0,0,0,0,0,0
שֶׁקַע,0,0,0,0,0,0,0,0,0,0
רפואת שיניים,0,0,0,1,0,0,0,0,0,0
הוֹקָעָה,1,0,1,1,0,1,0,0,0,0
לְהַכּחִישׁ,1,0,0,0,0,1,0,0,0,0
מכחיש,0,1,0,0,0,1,0,0,0,0
דֶאוֹדוֹרַנט,0,0,0,0,0,0,0,0,0,0
לַעֲזוֹב,0,1,0,0,0,0,0,1,0,0
עזב,0,0,0,0,0,1,0,1,0,0
מַחלָקָה,0,0,0,0,0,0,0,0,0,0
יְצִיאָה,0,0,0,0,0,1,0,1,0,0
לִסְמוֹך,0,1,0,0,0,0,0,0,0,1
תלוי,0,0,0,0,0,0,0,0,0,0
תלות,0,0,0,1,0,1,0,1,0,0
תלות,0,0,0,0,0,1,0,0,0,0
תלוי,0,0,0,0,0,1,1,0,0,1
לתאר,0,0,0,0,0,0,0,0,0,0
מתאר,0,0,0,0,0,0,0,0,0,0
דִלדוּל,0,0,0,0,0,0,0,0,0,0
מְצַעֵר,1,0,1,1,0,1,0,1,0,0
לִבכּוֹת,1,0,1,0,0,1,0,1,0,0
לפרוס,0,0,0,0,0,0,0,0,0,0
לְגַרֵשׁ,0,0,0,1,0,1,0,1,0,0
גֵרוּשׁ,1,0,0,1,0,1,0,1,0,0
לְהַפְקִיד,0,0,0,0,0,0,0,0,0,0
פקיד פקדון,0,0,0,0,0,0,0,0,0,0
תַצהִיר,0,0,0,0,0,0,0,0,0,0
מאגר,0,0,0,0,0,0,0,0,0,1
מַחסָן,0,0,0,0,0,0,0,0,0,0
מושחת,1,1,1,1,0,1,0,1,0,0
שְׁחִיתוּת,1,0,1,0,0,1,0,0,0,0
לָרֶדֶת בְּעֵרכּוֹ,1,0,1,0,0,1,0,0,0,0
מופחת,1,0,1,1,0,1,0,1,0,0
פְּחָת,0,0,0,1,0,1,0,0,0,0
לְדַכֵּא,0,0,0,1,0,1,0,1,0,0
מְדוּכָּא,1,0,0,1,0,1,0,1,0,0
מְדַכֵּא,0,0,1,0,0,1,0,1,0,0
דִכָּאוֹן,0,0,0,0,0,1,0,1,0,0
דיכאוני,0,0,0,0,0,1,0,1,0,0
מַחְסוֹר,1,0,1,1,0,1,0,1,0,0
עוֹמֶק,0,0,0,0,0,0,1,0,0,1
סְגָן,0,0,0,0,0,0,0,0,0,1
לְהוֹרִיד מֵהַפָּסִים,0,0,0,0,0,0,0,0,0,0
מטורלל,1,0,1,1,0,1,0,0,0,0
נָטוּשׁ,0,0,0,0,0,1,0,0,0,0
לַעַג,1,0,1,0,0,1,0,0,0,0
גִזרָה,0,0,0,0,0,0,0,0,0,0
נגזר,0,0,0,0,0,0,0,0,0,0
לְהָפִיק,0,0,0,0,0,0,0,0,0,0
עוֹרִי,0,0,0,0,0,0,0,0,0,0
דֶרמָטוֹלוֹג,0,0,0,0,0,0,0,0,0,1
דֶרמָטוֹלוֹגִיָה,0,0,0,0,0,0,0,0,0,0
חריגה,1,0,1,1,0,1,0,1,0,0
פּוֹגֵעַ,1,0,1,1,0,1,0,1,0,0
לָרֶדֶת,0,0,0,0,0,0,0,0,0,0
צאֱצא,0,0,0,0,0,0,0,0,0,0
צאצא,0,0,0,0,0,0,0,0,0,0
יורד,0,0,0,0,0,0,0,0,0,0
מוֹצָא,0,0,0,1,0,0,0,1,0,0
לְתַאֵר,0,0,0,0,0,0,0,0,0,0
תיאור,0,0,0,0,0,0,0,0,0,0
תיאור,0,0,0,0,0,0,1,0,0,0
חילול קודש,1,0,1,1,0,1,0,1,0,0
מִדבָּר,1,0,1,1,0,1,0,1,0,0
נָטוּשׁ,1,0,1,1,0,1,0,1,0,0
עריקה,0,0,0,0,0,1,0,0,0,0
מגיע,1,1,0,0,0,0,1,0,0,1
ראוי,0,0,0,0,0,0,1,0,0,0
רָאוּי,0,0,0,0,0,0,0,0,0,0
לְעַצֵב,0,0,0,0,0,0,0,0,0,0
לייעד,0,0,0,0,0,0,0,0,0,0
יִעוּד,0,0,0,0,0,0,0,0,0,1
מְעוּצָב,0,0,0,0,0,0,0,0,0,0
מְעַצֵב,0,0,0,0,0,0,1,0,0,0
תִכנוּן,0,0,0,0,0,0,0,0,0,0
כְּדָאִיוּת,0,0,0,0,0,0,0,0,0,0
רצוי,0,0,0,0,0,0,1,0,0,0
הִתאַוּוּת,0,0,0,0,0,0,1,0,0,0
צָמֵא,0,0,0,0,0,0,1,0,0,0
לַחְדוֹל,1,0,1,0,0,1,0,0,0,0
שׁוּלְחָן כְּתִיבָה,0,0,0,0,0,0,0,0,0,0
שְׁמָמָה,0,0,0,1,0,1,0,1,0,0
יאוש,1,0,1,1,0,1,0,1,0,0
מיואש,0,0,0,1,0,1,0,1,0,0
לְשַׁגֵר,0,0,0,0,0,0,0,0,0,0
נוֹאָשׁ,0,0,0,0,0,1,0,0,0,0
יֵאוּשׁ,0,0,0,0,0,0,0,0,0,0
בזוי,1,0,1,0,0,1,0,0,0,0
לָבוּז,1,0,1,0,0,1,0,0,0,0
רוֹדָנִי,0,0,0,1,0,1,0,0,0,0
עָרִיצוּת,1,0,1,1,0,1,0,1,0,0
