Georgian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
საფარი,0,0,0,0,0,0,0,0,0,1
დაფარული,0,0,0,0,0,0,0,0,0,0
დაფარვა,0,0,0,0,0,0,0,0,0,0
ფარული,0,0,0,0,0,0,0,0,0,0
სანატრელი,0,0,0,0,0,1,0,0,0,0
ძროხა,0,0,0,0,0,0,0,0,0,0
მშიშარა,0,0,1,1,0,1,0,1,0,0
სიმხდალე,0,0,0,1,0,1,0,0,0,0
მშიშარა,0,0,0,1,0,1,0,0,0,0
კოვბოი,0,0,0,0,0,0,0,0,0,0
ძროხის კანი,0,0,0,0,0,0,0,0,0,0
cowl,0,0,0,0,0,0,0,0,0,0
თანამშრომელი,0,0,0,0,0,0,0,0,0,0
სიმახინჯე,0,0,0,1,0,0,0,0,0,0
კოიოტი,0,0,0,1,0,0,0,0,0,0
კიბორჩხალა,0,0,0,0,0,0,0,0,0,0
კრაბი,1,0,0,0,0,1,0,0,0,0
ბზარი,0,0,0,0,0,1,0,0,0,0
დაბზარული,1,0,0,1,0,1,0,0,0,0
კრეკერი,0,0,0,0,0,0,0,0,0,0
ბზარი,0,0,0,0,0,1,0,0,0,0
ხრაშუნა,0,0,0,0,0,0,0,0,0,0
აკვანი,0,1,0,0,1,0,1,0,0,1
ხელობა,0,0,0,0,0,0,1,0,0,0
ხელოსანი,0,0,0,0,0,0,1,0,0,0
მზაკვრული,0,0,0,0,0,0,0,0,0,0
კრეგი,0,0,0,0,0,0,0,0,0,0
ჩაჭედილი,0,0,0,0,0,0,0,0,0,0
კრუნჩხვა,0,1,0,0,0,1,0,0,0,0
შევიწროებული,0,0,0,0,0,1,0,0,0,0
ამწე,0,0,0,0,0,0,0,0,0,0
კრანიუმი,0,0,0,0,0,0,0,0,0,0
ამწე,0,0,0,0,0,1,0,0,0,0
ცელქი,1,0,0,0,0,1,0,0,0,0
სისულელე,0,0,1,0,0,1,0,0,0,0
კრაპები,0,1,0,0,0,0,0,0,0,0
ავარია,0,0,0,1,0,1,0,1,1,0
ყუთი,0,0,0,0,0,0,0,0,0,0
კრატერი,0,0,0,0,0,0,0,0,0,0
სწყურია,0,1,0,0,0,0,0,0,0,0
ლტოლვა,0,1,0,0,0,0,0,0,0,0
კიბო,0,0,0,0,0,0,0,0,0,0
სეირნობა,0,0,1,0,0,1,0,0,0,0
ფანქრები,0,0,0,0,0,0,0,0,0,0
სიგიჟე,0,0,0,0,0,0,0,0,0,0
გაგიჟებული,1,0,0,1,0,1,0,0,0,0
გიჟი,1,0,0,1,0,1,0,1,0,0
ხრაშუნა,0,0,0,0,0,1,0,0,0,0
კრემი,0,1,0,0,1,0,1,0,1,0
კრემისებური,0,0,0,0,0,0,0,0,0,0
კრემისებრი,0,0,0,0,0,0,0,0,0,0
ნაკეცები,0,0,0,0,0,0,0,0,0,0
შექმნა,0,0,0,0,1,0,1,0,0,0
შექმნა,0,0,0,0,0,0,0,0,0,0
შემოქმედებითი,0,0,0,0,0,0,1,0,0,0
შემოქმედი,0,0,0,0,0,0,0,0,0,0
არსება,0,0,1,1,0,1,0,0,0,0
სარწმუნოება,0,0,0,0,0,0,1,0,0,1
რწმუნებათა სიგელები,0,0,0,0,0,0,1,0,0,1
რწმუნებათა სიგელები,0,0,0,0,0,0,0,0,0,0
სანდოობა,0,0,0,0,0,0,1,0,0,1
სანდო,0,0,0,0,0,0,1,0,0,1
საკრედიტო,0,0,0,0,0,0,1,0,0,1
საკრედიტო,0,0,0,0,0,0,1,0,0,1
დაკრედიტდება,0,0,0,0,0,0,1,0,0,0
დაკრედიტება,0,0,0,0,0,0,0,0,0,0
კრედიტორი,0,0,0,0,0,0,0,0,0,0
სარწმუნოება,0,0,0,0,0,0,0,0,0,0
ნაკადი,0,0,0,0,0,0,0,0,0,0
მიპარვა,0,0,0,0,0,1,0,0,0,0
მცოცავი,0,1,0,0,0,0,0,0,0,0
კრემაცია,0,0,0,0,0,0,0,1,0,0
კრეოლური,0,0,0,0,0,0,0,0,0,0
კრეშჩენდო,0,1,0,0,1,0,1,0,1,1
ნახევარმთვარე,0,0,0,0,0,0,0,0,0,0
ნაპრალი,0,0,0,0,0,0,0,0,0,0
ეკიპაჟი,0,0,0,0,0,0,0,0,0,1
საწოლი,0,0,0,0,0,0,0,0,0,0
კრიკეტი,0,0,0,0,0,0,0,0,0,0
დანაშაული,1,0,0,0,0,1,0,0,0,0
დამნაშავე,1,0,1,1,0,1,0,0,0,0
კრიმინალი,1,0,1,1,0,1,0,0,0,0
დაჭიმვა,0,0,0,0,0,0,0,0,0,0
ჟოლოსფერი,0,0,0,0,0,0,0,0,0,0
შეჭმუხნული,0,0,1,1,0,1,0,1,0,0
ინვალიდი,0,0,0,1,0,1,0,1,0,0
დაშალეს,0,0,0,0,0,1,0,1,0,0
კრიზისი,0,0,0,0,0,1,0,0,0,0
ხრაშუნა,0,0,0,0,0,1,0,0,0,1
კრიტერიუმი,0,0,0,0,0,0,0,0,0,0
კრიტიკოსი,0,0,0,0,0,1,0,0,0,0
კრიტიკა,1,0,0,0,0,1,0,1,0,0
აკრიტიკებენ,1,0,1,1,0,1,0,1,0,0
კრიტიკა,0,0,0,0,0,0,1,0,0,0
არსება,0,0,1,0,0,0,0,0,0,0
ყიყინი,0,0,0,0,0,0,0,0,0,0
ჭურჭელი,0,0,0,0,0,0,0,0,0,0
ჭურჭელი,0,0,0,0,0,0,0,0,0,0
ნიანგი,0,0,0,1,0,0,0,0,0,0
croft,0,0,0,0,0,0,0,0,0,0
თაღლითი,0,0,0,0,0,1,0,0,0,0
მოსავალი,0,0,0,0,0,0,0,0,0,0
კროკეტი,0,0,0,0,0,0,0,0,0,0
ჯვარი,1,0,0,1,0,1,0,1,0,0
არბალეტი,0,0,0,0,0,0,0,0,0,0
გადაკვეთა,0,0,0,0,0,0,0,0,0,0
გადაკვეთა,0,0,0,0,0,0,0,0,0,0
crotch,0,0,0,0,0,0,0,0,0,0
კრაუჩი,0,0,0,1,0,0,0,0,0,0
ჩახრილი,0,0,0,0,0,0,0,0,0,0
ჩახშობა,0,0,0,1,0,1,0,0,0,0
კრუპიე,0,0,0,0,0,0,0,0,0,0
ყვავი,0,0,0,0,0,0,0,0,0,0
ბრბო,0,0,0,0,0,0,0,0,0,0
ხალხმრავალი,0,0,0,0,0,0,0,0,0,0
გვირგვინი,0,0,0,0,0,0,0,0,0,0
გვირგვინი,0,1,0,0,1,0,1,0,1,1
გადამწყვეტი,0,0,0,0,0,0,1,0,0,1
ჯვარედინი,0,0,0,0,0,1,0,0,0,0
ჯვარცმა,0,0,0,0,0,0,0,0,0,0
ჯვარცმა,1,0,1,1,0,1,0,1,0,0
ნედლი,0,0,1,0,0,1,0,0,0,0
სასტიკი,1,0,1,1,0,1,0,1,0,0
სასტიკად,1,0,0,1,0,1,0,0,0,0
სისასტიკე,1,0,1,1,0,1,0,1,0,0
კრუიზი,0,0,0,0,0,0,0,0,0,0
კრეისერი,0,0,0,0,0,0,0,0,0,0
crumb,0,0,0,0,0,0,0,0,0,0
დამსხვრეული,0,0,0,0,0,1,0,1,0,0
კრუნჩხვა,1,0,0,0,0,1,0,0,0,0
ჯვაროსნული ლაშქრობა,1,0,0,1,0,1,0,0,0,0
დამსხვრევა,0,0,0,0,0,0,0,0,0,0
დამსხვრეული,1,0,1,1,0,1,0,1,0,0
გამანადგურებელი,1,0,1,1,0,1,0,0,0,0
ქერქი,0,0,0,0,0,0,0,0,0,0
ქერქი,0,0,1,0,0,1,0,0,0,0
ყავარჯენი,0,0,0,0,0,0,0,0,0,0
კრუქსი,0,0,0,0,0,0,0,0,0,0
ტირილი,0,0,0,0,0,1,0,1,0,0
ტირილით,0,0,0,0,0,1,0,1,0,0
საძვალე,0,0,0,1,0,1,0,1,0,0
საიდუმლოებით მოცული,0,0,0,0,0,0,0,0,0,0
კრიპტოგრაფია,0,0,0,0,0,0,0,0,0,0
ბროლის,0,0,0,0,0,0,1,0,0,0
კრისტალური,0,0,0,0,0,0,0,0,0,0
კრისტალიზაცია,0,0,0,0,0,0,0,0,0,0
ბელი,0,0,0,0,0,0,0,0,0,0
კუბი,0,0,0,0,0,0,0,0,0,1
კაბინეტი,0,0,0,0,0,0,0,0,0,0
ყაჩაღობა,0,0,1,0,0,1,0,0,0,0
გუგული,0,0,0,0,0,1,0,0,0,0
ჩახუტება,0,0,0,0,1,0,1,0,0,1
მინიშნება,0,1,0,0,0,0,0,0,0,0
მანჟეტი,0,0,0,0,0,0,0,0,0,0
სამზარეულო,0,0,0,0,0,0,0,0,0,0
კულინარიული,0,0,0,0,0,0,1,0,0,1
ამოღება,0,0,0,0,0,1,0,0,0,0
კულმინაციას,0,0,0,0,0,0,0,0,0,0
კულმინაცია,0,0,0,0,0,0,1,0,0,0
ბრალდება,0,0,0,0,0,1,0,0,0,0
დამნაშავე,0,0,0,0,0,1,0,0,0,0
დამნაშავე,0,0,0,0,0,1,0,0,0,0
საკულტო,0,0,0,1,0,1,0,0,0,0
ამუშავებენ,0,1,0,0,0,0,1,0,0,1
გაშენებული,0,0,0,0,0,0,1,0,0,0
გაშენება,0,0,0,0,0,0,1,0,0,0
კულტურა,0,0,0,0,0,0,1,0,0,0
წყალგამტარი,0,0,0,0,0,0,0,0,0,0
უხერხული,0,0,0,0,0,1,0,1,0,0
კუმულუსი,0,0,0,0,0,0,0,0,0,0
ეშმაკობა,0,0,0,0,0,1,1,0,0,0
ჭიქა,0,0,0,0,0,0,0,0,0,0
კარადა,0,0,0,0,0,0,0,0,0,0
ჩასხმა,0,0,1,1,0,1,0,1,0,0
განკურნება,1,0,1,1,0,1,0,0,0,0
განკურნებადი,0,0,0,0,0,0,1,0,0,1
კურატორი,0,0,0,0,0,0,0,0,0,0
სამკურნალო,0,0,0,0,0,0,0,0,0,0
კურატორი,0,0,0,0,0,0,0,0,0,0
ასალაგმად,0,0,0,0,0,0,0,0,0,0
ხაჭო,0,0,0,0,0,0,0,0,0,0
კომენდანტის საათი,0,0,0,0,0,0,0,0,0,0
ცნობისმოყვარეობა,0,1,0,0,0,0,1,0,1,0
დახვევა,0,0,0,0,0,0,1,0,0,0
დახვევა,0,0,0,0,0,0,0,0,0,0
ვალუტა,0,0,0,0,0,0,0,0,0,0
მიმდინარე,0,0,0,0,0,0,0,0,0,0
სასწავლო გეგმა,0,0,0,0,0,0,0,0,0,0
კარი,0,0,0,0,0,0,0,0,0,0
წყევლა,1,0,1,1,0,1,0,1,0,0
დაწყევლილი,1,0,0,1,0,1,0,1,0,0
ლანძღვა,1,0,1,0,0,1,0,0,0,0
ზედაპირული,0,0,0,0,0,1,0,0,0,0
ჭრელი,0,0,0,0,0,0,0,0,0,0
შეკვეცა,0,0,0,0,0,0,0,0,0,0
შემცირება,0,0,0,0,0,0,0,0,0,0
ფარდა,0,0,0,0,0,0,0,0,0,0
გამრუდება,0,0,0,0,0,0,0,0,0,0
მრუდი,0,0,0,0,0,0,0,0,0,0
მოხრილი,0,0,0,0,0,0,0,0,0,0
მრუდი,0,0,0,0,0,0,0,0,0,0
ბალიში,0,0,0,0,0,0,1,0,0,0
კუსპი,0,0,0,0,0,0,0,0,0,0
ლანძღავდა,1,0,0,0,0,0,0,0,0,0
მეურვე,0,0,0,0,0,0,0,0,0,1
მეურვეობა,0,0,0,0,0,0,0,0,0,1
საბაჟო,0,0,0,0,0,0,0,0,0,0
ჩვეულებითი,0,0,0,0,0,0,0,0,0,0
მომხმარებელს,0,0,0,0,0,0,1,0,0,0
გაჭრა,0,0,0,0,0,0,0,0,0,0
კანის,0,0,0,0,0,0,0,0,0,0
საყვარელი,0,0,0,0,0,0,1,0,0,0
კუტიკულა,0,0,0,0,0,0,0,0,0,0
დანაჩანგალი,0,0,0,0,0,0,0,0,0,0
საჭრელი,0,0,0,1,0,1,0,0,0,0
საჭრელები,0,0,0,0,0,0,1,0,0,0
საჭრელი,1,0,0,1,0,1,0,0,0,0
ჭრის,1,0,1,1,0,1,0,1,0,0
კალმები,0,0,0,0,0,0,0,0,0,0
cwt,0,0,0,0,0,0,0,0,0,0
ციანიდი,0,0,0,1,0,1,0,0,0,0
ციკლი,0,0,0,0,0,0,0,0,0,0
ციკლური,0,0,0,0,0,0,0,0,0,0
ველოსიპედისტი,0,0,0,0,0,0,0,0,0,0
ციკლონი,0,0,0,1,0,1,0,0,1,0
ცილინდრი,0,0,0,0,0,0,0,0,0,0
ცილინდრული,0,0,0,0,0,0,0,0,0,0
ციმბალი,0,0,0,0,0,0,0,0,0,0
ცინიკოსი,0,0,0,0,0,0,0,0,0,0
კისტა,0,0,0,1,0,1,0,1,0,0
კისტოზური,0,0,1,0,0,0,0,0,0,0
ციტომეგალოვირუსი,0,0,0,0,0,1,0,1,0,0
ციტოპლაზმა,0,0,0,0,0,0,0,0,0,0
მეფე,0,0,0,0,0,0,0,0,0,0
დაბნეულობა,0,0,0,0,0,0,0,0,0,0
დაბნეულობა,0,0,0,0,0,0,0,0,0,0
მოფერება,1,0,1,0,0,1,0,0,0,0
მამა,0,0,0,0,0,0,0,0,0,0
დადო,0,0,0,0,0,0,0,0,0,0
დემონი,1,0,1,1,0,1,0,1,1,0
დაფტი,0,0,1,0,0,1,0,0,0,0
ხანჯალი,0,0,0,1,0,1,0,0,0,0
ყოველდღიურად,0,1,0,0,0,0,0,0,0,0
დახვეწილი,0,0,0,0,0,0,0,0,0,0
რძის,0,0,0,0,0,0,0,0,0,0
ბნელი,0,0,0,0,0,0,0,0,0,0
დეილი,0,0,0,0,0,0,0,0,0,0
კაშხალი,0,0,0,0,0,0,0,0,0,0
დაზიანება,1,0,1,0,0,1,0,1,0,0
ზიანი,0,0,0,0,0,1,0,1,0,0
ქალბატონი,1,0,1,0,0,0,1,0,0,1
ჯანდაბა,1,0,1,0,0,1,0,0,0,0
წყევლა,1,0,0,1,0,1,0,1,0,0
დაწყევლილი,0,0,0,0,0,1,0,0,0,0
ნესტიანი,0,0,0,0,0,0,0,0,0,0
დატენიანებული,0,0,0,0,0,0,0,0,0,0
დემპერი,0,0,0,0,0,1,0,0,0,0
ქალბატონი,0,0,0,0,0,0,0,0,0,0
ცეკვა,0,0,0,0,1,0,1,0,0,1
მოცეკვავე,0,0,0,0,0,0,0,0,0,0
ქერტლი,0,0,0,0,0,1,0,0,0,0
დენდი,0,0,1,0,0,1,0,0,0,0
საფრთხე,0,0,0,1,0,1,0,1,0,0
საშიში,0,0,0,1,0,1,0,0,0,0
დაკიდება,0,0,0,0,0,0,0,0,0,0
სველი,0,0,1,0,0,0,0,0,0,0
დაფქული,0,0,0,0,0,0,0,0,0,0
გაბედე,0,1,0,0,0,0,0,0,0,1
გაბედული,0,0,0,0,0,0,1,0,0,0
ბნელი,0,0,0,0,0,0,0,1,0,0
დაბნელდება,0,0,0,1,0,1,0,1,0,0
ჩაბნელებული,0,0,0,1,0,1,0,1,0,0
ბნელი,0,0,0,0,0,0,0,0,0,0
სიბნელე,1,0,0,1,0,1,0,1,0,0
საყვარელო,0,0,0,0,1,0,1,0,0,1
დარდი,0,0,0,0,0,0,0,0,0,0
ისარი,0,0,0,1,0,0,0,0,0,0
ტირე,0,0,0,0,0,0,0,0,0,0
დაფა,0,0,0,0,0,0,0,0,0,0
წყვეტილი,1,0,0,1,0,1,0,1,0,0
გაბედული,0,0,0,0,0,0,1,0,0,0
საზიზღრად,1,0,1,1,0,1,0,0,0,0
მონაცემები,0,0,0,0,0,0,0,0,0,0
მონაცემთა ბაზა,0,0,0,0,0,0,0,0,0,0
თარიღი,0,0,0,0,0,0,0,0,0,0
ქალიშვილი,0,0,0,0,1,0,1,0,0,0
გამთენიისას,0,1,0,0,1,0,1,0,1,1
დღის,0,0,0,0,0,0,0,0,0,0
გათენება,0,0,0,0,0,0,0,0,0,0
დღის ოცნებები,0,0,0,0,0,0,0,0,0,0
დაბნეული,0,0,0,0,0,0,0,0,0,0
გაბრუებული,0,0,0,0,0,1,0,0,0,0
კაშკაშა,0,0,0,0,0,0,0,0,0,0
დიაკვანი,0,0,0,0,0,0,0,0,0,1
გამორთეთ,0,0,0,0,0,1,0,0,0,0
ჩიხი,0,0,0,0,0,1,0,0,0,0
მომაკვდინებელი,1,0,1,1,0,1,0,1,0,0
ყრუ,0,0,0,0,0,0,0,0,0,0
სიყრუე,0,0,0,0,0,0,0,0,0,0
გარიგება,0,1,0,0,1,0,1,0,1,1
დილერი,0,0,0,0,0,0,0,0,0,0
საქმე,0,0,0,0,0,0,0,0,0,0
გარიგებები,0,0,0,0,0,0,0,0,0,1
დეკანი,0,0,0,0,0,0,0,0,0,0
ძვირფასო,0,0,0,0,0,0,1,0,0,0
სიმცირე,0,0,0,0,0,0,0,0,0,0
სიკვდილი,1,1,1,1,0,1,0,1,1,0
დეგუსტაცია,0,0,0,1,0,1,0,1,0,0
სადავო,0,0,0,0,0,0,0,0,0,0
დებატი,0,0,0,0,0,0,1,0,0,0
გარყვნილება,0,0,1,1,0,1,0,0,0,0
ბანკნოტი,0,1,0,0,0,0,0,0,0,0
სადებეტო,0,0,0,0,0,0,0,0,0,0
ნამსხვრევები,0,0,1,0,0,1,0,0,0,0
ვალი,0,0,0,0,0,1,0,1,0,0
მოვალე,0,0,0,0,0,1,0,0,0,0
დებიუტი,0,0,0,0,0,0,0,0,0,0
ათწლეული,0,0,0,0,0,0,0,0,0,0
დეკანტერი,0,0,0,0,0,0,0,0,0,0
გაფუჭება,0,0,0,1,0,1,0,1,0,0
გაფუჭებული,0,0,1,0,0,1,0,1,0,0
გარდაცვლილი,0,0,0,0,0,1,0,1,0,0
მოტყუება,1,0,1,1,0,1,0,1,1,0
მატყუარა,0,0,1,0,0,1,0,1,0,0
მოტყუება,1,0,1,0,0,1,0,1,0,0
მოატყუეს,1,0,0,0,0,1,0,0,0,0
მოტყუება,0,0,0,0,0,1,0,0,0,1
წესიერება,0,0,0,0,0,0,1,0,0,0
წესიერი,0,0,0,0,0,0,1,0,0,0
მოტყუება,0,0,0,0,0,1,0,0,0,0
მატყუარა,0,0,0,0,0,1,0,0,0,0
მტკიცედ,0,0,0,0,0,0,0,0,0,0
ფოთლოვანი,0,0,0,0,0,0,0,0,0,0
ათობითი,0,0,0,0,0,0,0,0,0,0
გაშიფვრა,0,0,0,0,0,0,0,0,0,0
გადაწყვეტილება,0,0,0,0,0,0,0,0,0,0
გადამწყვეტი,0,0,0,0,0,0,0,0,0,0
გემბანი,0,0,0,0,0,0,0,0,0,0
დეკლარაცია,0,0,0,0,0,0,0,0,0,0
დეკლარაციული,0,0,0,0,0,0,1,0,0,0
აცხადებენ,0,0,0,0,0,0,0,0,0,0
დახრილობა,0,0,0,0,0,1,0,0,0,0
კლება,0,0,0,0,0,1,0,0,0,0
მცირდება,0,0,0,0,0,1,0,0,0,0
დაშლა,0,0,1,0,0,0,0,0,0,0
დაშლილი,0,0,0,0,0,0,0,1,0,0
დაშლა,0,0,1,1,0,1,0,1,0,0
დაამშვენებს,0,0,0,0,0,0,0,0,0,0
გაფორმება,0,0,0,0,0,0,0,0,0,0
დეკორატიულობა,0,0,0,0,0,0,0,0,0,0
მატყუარა,0,0,0,0,0,0,0,0,1,0
შემცირება,0,0,0,0,0,1,0,0,0,0
შემცირდა,0,0,0,0,0,0,0,0,0,0
მცირდება,0,0,0,0,0,0,0,0,0,0
განკარგულება,0,0,0,0,0,0,0,0,0,0
შემცირება,0,0,0,0,0,1,0,0,0,0
დამღუპველი,0,0,0,0,0,1,0,0,0,0
გაკიცხვა,1,0,0,0,0,1,0,0,0,0
თავდადება,0,0,0,0,0,0,1,0,0,0
დასკვნა,0,0,0,0,0,0,0,0,0,0
გამოქვითვა,0,0,0,0,0,1,0,0,0,0
გამოქვითვა,0,0,0,0,0,0,0,0,0,0
სიგელი,0,0,0,0,0,0,0,0,0,1
გაღრმავება,0,0,0,0,0,0,0,0,0,0
ირმის,0,0,0,0,0,0,0,0,0,0
ცილისწამება,0,0,1,1,0,1,0,0,0,0
ცილისმწამებლური,1,0,0,0,0,1,0,0,0,0
ნაგულისხმევი,0,0,1,1,0,1,0,1,0,0
დამარცხება,0,0,0,0,0,1,0,0,0,0
დამარცხებული,0,0,0,0,0,1,0,1,0,0
დეფექტი,1,0,0,0,0,1,0,0,0,0
დეფექცია,0,0,0,1,0,1,0,0,0,0
დეფექტური,0,0,1,0,0,1,0,0,0,0
დაიცავი,0,0,0,1,0,0,1,0,0,0
მოპასუხე,1,0,0,1,0,0,0,1,0,0
დაიცვა,0,0,0,0,0,0,1,0,0,1
დამცველი,0,0,0,0,0,0,1,0,0,1
იცავდა,0,0,0,0,0,0,1,0,0,0
დაცვა,1,1,0,1,0,0,1,0,0,0
დაუცველი,0,0,0,1,0,1,0,1,0,0
დასაცავი,0,0,0,0,0,0,0,0,0,0
თავდაცვითი,0,0,0,0,0,0,0,0,0,0
გადადება,0,0,0,0,0,0,0,0,0,0
პატივისცემა,0,0,0,0,0,0,1,0,0,1
გადავადება,0,0,0,0,0,1,0,0,0,0
გადადება,0,0,0,0,0,0,0,0,0,0
დაუმორჩილებლობა,1,0,1,1,0,1,0,0,0,0
გამომწვევი,1,0,0,0,0,1,0,0,0,0
დეფიციტი,0,0,0,0,0,1,0,0,0,0
დეფიციტი,0,0,0,0,0,1,0,0,0,0
განსაზღვრა,0,0,0,0,0,0,0,0,0,0
განსაზღვრული,0,0,0,0,0,0,0,0,0,0
განმარტება,0,0,0,0,0,0,0,0,0,0
საბოლოო,0,0,0,0,0,0,1,0,0,1
გაფუჭება,1,0,0,0,0,1,0,1,0,0
დეფლაცია,0,0,0,1,0,1,0,0,0,0
გადახვევა,0,0,0,0,0,0,0,0,0,0
გადახრა,0,0,0,0,0,0,0,0,0,0
დეფლორაცია,0,0,0,0,0,0,0,0,0,0
დეფორმირება,0,0,1,0,0,1,0,0,0,0
დეფორმირებული,0,0,1,0,0,1,0,1,0,0
დეფორმაცია,0,0,1,1,0,1,0,1,0,0
მოტყუება,1,0,1,0,0,1,0,0,0,0
დაფარვა,0,0,0,0,0,0,0,0,0,0
მოხერხებული,0,0,0,0,0,0,0,0,0,0
გაუქმებული,0,0,0,0,0,1,0,1,0,0
ეწინააღმდეგება,1,0,0,1,0,1,0,1,1,0
დეგენერაცია,1,0,1,0,0,1,0,1,0,0
დეგენერატი,0,0,0,0,0,1,0,0,0,0
დეგენერაცია,0,0,0,0,0,0,0,0,0,0
დეგრადაცია,0,0,0,0,0,1,0,0,0,0
დეგრადირება,0,0,1,0,0,1,0,0,0,0
დამამცირებელი,0,0,1,1,0,1,0,1,0,0
ხარისხი,0,0,0,0,0,0,1,0,0,0
გაუწყლოებული,0,0,0,0,0,0,0,0,0,0
დაგვიანებით,1,0,1,1,0,1,0,1,0,0
გადაიდო,0,0,0,0,0,1,0,0,0,0
სასიამოვნო,0,0,0,0,0,0,1,0,0,0
დელეგატი,0,0,0,0,0,0,1,0,0,1
დელეგაცია,0,0,0,0,0,0,0,0,0,0
მავნე,1,0,1,1,0,1,0,0,0,0
წაშლა,0,0,0,0,0,1,0,0,0,0
განზრახ,0,0,0,0,0,0,1,0,0,0
განხილვა,0,0,0,0,0,0,0,0,0,0
სათათბირო,0,0,0,0,0,0,0,0,0,0
დელიკატესი,0,0,0,0,0,0,0,0,0,0
გემრიელი,0,0,0,0,1,0,1,0,0,0
აღფრთოვანება,0,1,0,0,1,0,1,0,0,0
აღფრთოვანებული,0,1,0,0,1,0,1,0,1,0
ლაღი,0,1,0,0,1,0,1,0,0,1
გამოკვეთა,0,0,0,0,0,0,0,0,0,0
დახაზვა,0,0,0,0,0,0,0,0,0,0
სამართალდარღვევა,0,0,0,0,0,1,0,0,0,0
დამნაშავის,1,0,1,0,0,1,0,0,0,0
ბოდვითი,0,0,0,0,0,1,0,1,0,0
დელირიუმი,0,0,1,0,0,1,0,1,0,0
ხსნა,0,1,0,0,1,0,1,0,0,1
მიწოდება,0,1,0,0,0,0,1,0,0,0
dell,0,0,0,0,0,0,0,0,0,0
დელტა,0,0,0,0,0,0,0,0,0,0
წარღვნა,0,0,0,1,0,1,0,1,1,0
ბოდვა,1,0,0,1,0,1,0,1,0,0
ბოდვითი,1,0,0,1,0,1,0,0,0,0
ჩაღრმავება,0,0,0,0,0,0,0,0,0,0
მოთხოვნა,1,0,0,0,0,1,0,0,0,0
მომთხოვნი,0,0,0,0,0,1,0,0,0,0
ქცევა,0,0,0,0,0,0,0,0,0,0
გონებადაკარგული,0,0,0,1,0,1,0,0,0,0
დემენცია,0,0,0,1,0,1,0,1,0,0
დაღუპვა,0,0,0,1,0,1,0,1,0,0
დემოკრატია,0,0,0,0,0,0,1,0,0,0
დემოკრატი,0,0,0,0,0,0,0,0,0,0
დანგრევა,1,0,0,0,0,1,0,1,0,0
დანგრევა,0,0,0,0,0,1,0,0,0,0
დემონი,1,0,1,1,0,1,0,1,0,0
დემონური,1,0,1,1,0,1,0,1,0,0
საჩვენებელი,0,0,0,0,0,0,1,0,0,0
დემონსტრირება,0,0,0,0,0,0,0,0,0,0
აჩვენა,0,0,0,0,0,0,0,0,0,0
დემონსტრირება,0,0,0,0,0,0,0,0,0,0
დემონსტრაცია,0,0,0,0,0,0,0,0,0,0
დემონსტრაციული,0,0,0,0,1,0,1,1,0,0
დემონსტრანტი,0,0,0,0,0,0,0,0,0,0
დემორალიზებული,0,0,0,1,0,1,0,1,0,0
დემოები,0,0,0,0,0,0,0,0,0,0
დენ,0,0,0,0,0,0,0,0,0,0
უარყოფა,0,0,0,0,0,1,0,0,0,0
უარყოფილი,0,0,0,0,0,1,0,1,0,0
დასახელება,0,0,0,0,0,0,0,0,0,0
კონფესიური,0,0,0,0,0,0,0,0,0,0
მნიშვნელი,0,0,0,0,0,0,0,0,0,0
აღნიშნავენ,0,0,0,0,0,0,0,0,0,0
დაგმო,1,0,1,0,0,1,0,0,0,0
მკვრივი,0,0,0,0,0,0,0,0,0,0
სიმჭიდროვე,0,0,0,0,0,0,0,0,0,0
დენტი,0,0,0,0,0,0,0,0,0,0
სტომატოლოგია,0,0,0,1,0,0,0,0,0,0
დენონსაცია,1,0,1,1,0,1,0,0,0,0
უარყოფენ,1,0,0,0,0,1,0,0,0,0
უარყოფს,0,1,0,0,0,1,0,0,0,0
დეზოდორანტი,0,0,0,0,0,0,0,0,0,0
გამგზავრება,0,1,0,0,0,0,0,1,0,0
გაემგზავრა,0,0,0,0,0,1,0,1,0,0
დეპარტამენტი,0,0,0,0,0,0,0,0,0,0
გამგზავრება,0,0,0,0,0,1,0,1,0,0
დამოკიდებული,0,1,0,0,0,0,0,0,0,1
დამოკიდებული,0,0,0,0,0,0,0,0,0,0
დამოკიდებულება,0,0,0,1,0,1,0,1,0,0
დამოკიდებულება,0,0,0,0,0,1,0,0,0,0
დამოკიდებული,0,0,0,0,0,1,1,0,0,1
ასახავს,0,0,0,0,0,0,0,0,0,0
ამსახველი,0,0,0,0,0,0,0,0,0,0
ამოწურვა,0,0,0,0,0,0,0,0,0,0
სავალალო,1,0,1,1,0,1,0,1,0,0
გმობს,1,0,1,0,0,1,0,1,0,0
განლაგება,0,0,0,0,0,0,0,0,0,0
დეპორტაცია,0,0,0,1,0,1,0,1,0,0
დეპორტაცია,1,0,0,1,0,1,0,1,0,0
ანაბარი,0,0,0,0,0,0,0,0,0,0
დეპოზიტარი,0,0,0,0,0,0,0,0,0,0
დეპონირება,0,0,0,0,0,0,0,0,0,0
დეპოზიტარი,0,0,0,0,0,0,0,0,0,1
დეპო,0,0,0,0,0,0,0,0,0,0
გარყვნილი,1,1,1,1,0,1,0,1,0,0
გარყვნილება,1,0,1,0,0,1,0,0,0,0
გაუფასურება,1,0,1,0,0,1,0,0,0,0
გაუფასურდა,1,0,1,1,0,1,0,1,0,0
