Ukrainian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
стеклярус,0,1,0,0,0,0,0,0,0,0
будувати,0,0,0,0,0,0,1,0,0,0
будівельник,0,0,0,0,0,0,0,0,0,0
будівля,0,0,0,0,0,0,1,0,0,0
будівлі,0,0,0,0,0,0,0,0,0,0
цибулина,0,0,0,0,0,0,0,0,0,0
цибулинні,0,0,0,0,0,1,0,0,0,0
опуклість,0,0,0,0,0,0,0,0,0,0
масовий,0,0,0,0,0,0,0,0,0,0
перегородка,0,0,0,0,0,0,0,0,0,0
громіздкий,0,0,0,0,0,0,0,0,0,0
бик,0,0,0,0,0,0,0,0,0,0
бульдог,0,0,0,0,0,0,1,0,0,0
бульдозер,0,0,0,0,0,0,0,0,0,0
куля,0,0,0,0,0,0,0,0,0,0
бюлетень,0,0,0,0,0,0,0,0,0,0
куленепробивний,0,0,0,0,0,0,1,0,0,0
бичок,0,0,0,0,0,0,0,0,0,0
хуліган,1,0,0,1,0,1,0,0,0,0
оплот,0,0,0,0,0,0,0,0,0,0
бомж,0,0,1,0,0,1,0,1,0,0
облом,1,0,1,0,0,1,0,0,0,0
шишка,0,0,0,0,0,0,0,0,0,0
булочка,0,0,0,0,0,0,0,0,0,0
пучок,0,0,0,0,0,0,0,0,0,0
пучок,0,0,0,0,0,0,0,0,0,0
бунгало,0,0,0,0,0,0,0,0,0,0
двоярусна,0,0,0,0,0,0,0,0,0,0
бункер,0,0,0,1,0,0,0,0,0,0
головня,0,0,0,0,0,0,0,0,0,0
буй,0,0,0,0,0,0,1,0,0,0
плавучість,0,0,0,0,0,0,0,0,0,0
бур,0,0,0,0,0,0,0,0,0,0
тягар,0,0,0,0,0,0,0,0,0,0
обтяжливий,0,0,0,1,0,1,0,1,0,0
бюро,0,0,0,0,0,0,0,0,0,0
бюрократія,0,0,0,0,0,1,0,0,0,1
бюрократ,0,0,1,0,0,1,0,0,0,0
грабіжник,0,0,1,1,0,1,0,0,0,0
крадіжка зі зломом,0,0,0,0,0,1,0,0,0,0
поховання,1,0,0,1,0,1,0,1,0,0
похований,0,0,0,1,0,1,0,1,0,0
Берк,1,0,1,1,0,1,0,1,0,0
мішковину,0,0,0,0,0,0,0,0,0,0
бурлеск,0,0,0,0,0,0,0,0,1,0
кремезний,0,0,0,0,0,0,0,0,0,0
спалювати,0,0,0,0,0,0,0,0,0,0
пальник,0,0,0,0,0,0,0,0,0,0
горіння,0,0,0,0,0,0,0,0,0,0
випалений,0,0,0,0,0,0,0,0,0,0
вигоріти,0,0,0,0,0,0,0,0,0,0
спалені,0,0,1,0,0,1,0,0,0,0
задирка,0,0,0,0,0,0,0,0,0,0
нора,0,0,0,0,0,0,0,0,0,0
бурса,0,0,0,0,0,0,0,0,0,1
поховати,0,0,0,0,0,0,0,1,0,0
автобус,0,0,0,0,0,0,0,0,0,0
кущ,0,0,0,0,0,0,0,0,0,0
бушель,0,0,0,0,0,0,0,0,0,0
кущистий,0,0,0,0,0,0,0,0,0,0
бізнес,0,0,0,0,0,0,0,0,0,0
автобус,0,0,0,0,1,0,1,0,0,0
бюст,0,0,0,0,0,0,0,0,0,0
розбитий,1,0,0,1,0,1,0,0,0,0
суєта,0,0,0,0,0,0,0,0,0,0
метушливий,0,0,0,0,0,0,0,0,0,0
зайнятий,0,0,0,0,0,0,0,0,0,0
бутан,0,0,0,0,0,0,0,0,0,0
м'ясник,1,0,1,1,0,1,0,0,0,0
дворецький,0,0,0,0,0,0,1,0,0,1
прикладом,0,0,0,0,0,1,0,0,0,0
вершкове масло,0,0,0,0,0,0,0,0,0,0
метелик,0,0,0,0,0,0,0,0,0,0
маслянистий,0,0,0,0,0,0,1,0,0,0
сідниця,0,0,0,0,0,0,0,0,0,0
кнопку,0,0,0,0,0,0,0,0,0,0
контрфорс,0,0,0,0,0,0,0,0,0,0
грудаста,0,0,0,0,0,0,1,0,0,0
купити,0,0,0,0,0,0,0,0,0,0
покупець,0,0,0,0,0,0,0,0,0,0
купівля,0,0,0,0,0,0,0,0,0,0
дзижчання,0,1,0,1,0,0,1,0,0,0
дзижчав,0,0,0,0,0,1,0,0,0,0
зумер,0,0,0,0,0,0,0,0,0,0
до побачення,0,1,0,0,0,0,0,0,0,0
минулий,0,0,0,0,0,0,0,0,0,0
підзаконний акт,0,0,0,0,0,0,0,0,0,1
спостерігач,0,0,0,0,0,0,0,0,0,0
байт,0,0,0,0,0,0,0,0,0,0
таксі,0,0,0,0,0,0,1,0,0,0
кабала,0,0,0,1,0,1,0,0,0,0
капуста,0,0,0,0,0,0,0,0,0,0
каюта,0,0,0,0,0,0,0,0,0,0
кабінет,0,0,0,0,0,0,1,0,0,1
кабель,0,0,0,0,0,0,0,0,1,0
кабріолет,0,0,0,0,0,0,0,0,0,0
кеш,0,0,0,0,0,0,0,0,0,0
какофонія,1,0,1,0,0,1,0,0,0,0
кад,1,0,1,0,0,1,0,0,0,0
труп,0,0,1,1,0,1,0,1,1,0
кедді,0,0,0,0,0,0,0,0,0,0
каденція,0,0,0,0,0,0,0,0,0,0
курсант,0,0,0,0,0,0,0,0,0,0
кафе,0,0,0,0,0,0,1,0,0,0
клітка,0,0,0,0,0,1,0,1,0,0
Керн,0,0,0,0,0,0,0,0,0,0
торт,0,0,0,0,0,0,0,0,0,0
лихо,0,0,0,0,0,0,0,1,0,0
вапняний,0,0,0,0,0,0,0,0,0,0
розрахувати,0,0,0,0,0,0,0,0,0,0
розрахований,0,0,0,0,0,0,0,0,0,0
обчислення,0,0,0,0,0,1,0,0,0,0
розрахунок,0,1,0,0,0,0,0,0,0,0
калькулятор,0,0,0,0,0,0,1,0,0,1
обчислення,0,0,0,0,0,0,0,0,0,0
календар,0,0,0,0,0,0,0,0,0,0
календар,0,0,0,0,0,0,0,0,0,0
теля,0,0,0,0,1,0,1,0,0,1
калібр,0,0,0,0,0,0,0,0,0,0
відкалібрувати,0,0,0,0,0,0,0,0,0,0
бязь,0,0,0,0,0,0,0,0,0,0
супорти,0,0,0,0,0,0,0,0,0,0
виклик,0,0,0,0,0,0,0,0,0,0
каліграфія,0,0,0,0,0,0,0,0,0,0
виклик,0,0,0,0,0,0,0,0,0,0
черствий,1,0,1,0,0,1,0,0,0,0
дзвінки,0,1,0,0,0,1,0,0,0,1
спокійний,0,0,0,0,0,0,1,0,0,0
спокій,0,0,0,0,0,0,0,0,0,0
калорійність,0,0,0,0,0,0,0,0,0,0
калорійність,0,0,0,0,0,0,0,0,0,0
калориметр,0,0,0,0,0,0,0,0,0,0
кулачок,0,0,0,0,0,0,0,0,0,0
розвал,0,0,0,0,0,0,0,0,0,0
верблюд,0,0,0,0,0,0,0,0,0,0
камео,0,0,0,0,0,0,0,0,0,0
оператор,0,0,0,0,0,0,0,0,0,0
камзол,0,0,0,0,0,0,0,0,0,0
камуфляж,0,0,0,0,0,0,0,0,1,0
закамуфльований,0,0,0,0,0,0,0,0,1,0
табір,0,0,0,0,0,0,0,0,0,0
кампанія,0,0,0,0,0,0,0,0,0,0
агітатор,0,0,0,0,0,0,0,0,0,0
агітація,1,0,0,1,0,1,0,0,0,0
кампус,0,0,0,0,0,0,0,0,0,0
канал,0,0,0,0,0,0,0,0,0,0
канарейка,0,0,0,0,0,0,1,0,0,0
скасувати,0,0,0,0,0,1,0,1,0,0
скасування,0,0,0,0,0,0,0,0,0,0
скасування,0,0,0,0,0,0,0,0,0,0
рак,1,0,1,1,0,1,0,1,0,0
відвертий,0,1,0,0,1,0,1,0,1,1
кандидатуру,0,0,0,0,0,0,0,0,0,0
кандидат,0,0,0,0,0,0,1,0,0,0
цукати,0,0,0,0,0,0,1,0,0,0
свічка,0,0,0,0,0,0,0,0,0,0
світло свічок,0,0,0,0,0,0,0,0,0,0
свічник,0,0,0,0,0,0,0,0,0,0
відвертість,0,0,0,0,0,0,0,0,0,0
цукерки,0,0,0,0,0,0,0,0,0,0
тростина,1,0,0,1,0,0,0,0,0,0
собачий,0,0,0,0,0,0,0,0,0,0
каністра,0,0,0,0,0,0,0,0,0,0
виразка,1,0,1,0,0,1,0,0,0,0
канібал,0,0,1,1,0,1,0,0,0,0
канібалізм,0,0,1,0,0,1,0,0,0,0
консервування,0,0,0,0,0,0,0,0,0,0
гармати,1,0,0,1,0,1,0,0,0,0
каное,0,0,0,0,0,0,0,0,0,0
канон,0,0,0,0,0,0,0,0,0,0
канонічний,0,0,0,0,0,0,0,0,0,0
канони,0,0,0,0,0,0,0,0,0,1
навіс,0,0,0,0,0,0,0,0,0,0
їдальня,0,0,0,0,0,0,0,0,0,0
Кентербері,0,0,0,0,0,0,0,0,0,0
консольний,0,0,0,0,0,0,0,0,0,0
канто,0,0,0,0,0,0,0,0,0,0
кантон,0,0,0,0,0,0,0,0,0,0
полотно,0,0,0,0,0,0,0,0,0,0
полотно,0,0,0,0,0,0,0,0,0,0
шапка,0,1,0,0,0,0,0,0,0,1
здатність,0,0,0,0,0,0,0,0,0,0
здатний,0,0,0,0,0,0,0,0,0,0
місткість,0,0,0,0,0,0,0,0,0,0
мис,0,0,0,0,0,0,0,0,0,0
каперс,0,0,0,0,0,0,0,0,0,0
капілярний,0,0,0,0,0,0,0,0,0,0
капітал,0,0,0,0,0,0,0,0,0,0
капіталістичний,0,0,0,0,0,0,1,0,0,0
столиці,0,0,0,0,0,0,0,0,0,0
подушна сума,0,0,0,0,0,0,0,0,0,0
Капітолій,0,0,0,0,0,0,0,0,0,0
капітуляція,0,0,0,0,0,0,0,0,0,0
каприз,0,0,0,0,0,0,0,0,0,0
примхливий,0,0,0,0,0,0,0,0,0,0
шапки,0,0,0,0,0,0,0,0,0,0
капсула,0,0,0,0,0,0,0,0,0,0
капітан,0,0,0,0,0,0,1,0,0,0
підпис,0,0,0,0,0,0,0,0,0,0
захоплювати,0,1,0,0,1,0,1,0,1,1
захоплюючий,0,0,0,0,0,0,1,0,0,0
полонений,0,0,0,1,0,1,0,1,0,0
полон,0,0,0,0,0,1,0,1,0,0
викрадач,0,0,0,1,0,1,0,0,0,0
захоплення,0,0,0,0,0,1,0,0,0,0
автомобіль,0,0,0,0,0,0,0,0,0,0
карамель,0,0,0,0,0,0,0,0,0,0
карат,0,0,0,0,0,0,0,0,0,0
караван,0,0,0,0,0,0,0,0,0,0
вуглець,0,0,0,0,0,0,0,0,0,0
тушка,0,0,1,1,0,1,0,1,0,0
карцинома,0,0,0,1,0,1,0,1,0,0
картку,0,0,0,0,0,0,0,0,0,0
кардиган,0,0,0,0,0,0,0,0,0,0
кардинал,0,0,0,0,0,0,0,0,0,0
кардіоміопатія,0,0,0,1,0,1,0,1,0,0
картки,0,0,0,0,0,0,0,0,0,0
догляд,0,0,0,0,0,0,0,0,0,0
кар'єра,0,1,0,0,0,0,1,0,0,0
обережний,0,0,0,0,0,0,1,0,0,0
ретельно,0,0,0,0,0,0,1,0,0,0
необережність,1,0,1,0,0,1,0,0,0,0
пестити,0,0,0,0,0,0,1,0,0,0
вставка,0,0,0,0,0,0,0,0,0,0
доглядач,0,0,0,0,0,0,1,0,0,1
вантаж,0,0,0,0,0,0,0,0,0,0
карібу,0,0,0,0,0,0,0,0,0,0
карикатура,0,0,0,0,0,1,0,0,0,0
карієс,0,0,1,0,0,1,0,0,0,0
різанина,1,0,1,1,0,1,0,1,1,0
плотський,0,0,0,0,0,1,0,0,0,0
гвоздика,0,0,0,0,0,0,0,0,0,0
м'ясоїдний,0,0,0,1,0,1,0,0,0,0
колядка,0,0,0,0,1,0,1,0,0,1
карусель,0,0,0,0,0,0,0,0,0,0
столяр,0,0,0,0,0,0,0,0,0,0
карета,0,0,0,0,0,0,0,0,0,0
несли,0,0,0,0,0,0,0,0,0,0
носій,0,0,0,0,0,0,0,0,0,0
нести,0,0,0,0,0,0,0,0,0,0
перенесення,0,0,0,0,0,0,0,0,0,0
візок,0,0,0,0,0,0,0,0,0,0
картель,0,0,0,0,0,1,0,0,0,0
візник,0,0,0,0,0,0,0,0,0,0
хрящ,0,0,0,0,0,0,0,0,0,0
картографічний,0,0,0,0,0,0,0,0,0,0
картографія,0,0,0,0,0,0,0,0,0,0
мультфільм,0,0,0,0,0,0,0,0,0,0
картуш,0,0,0,0,0,0,0,0,0,0
картридж,0,0,0,1,0,0,0,0,0,0
вирізати,0,0,0,0,0,0,0,0,0,0
різьбяр,0,0,0,0,0,0,0,0,0,0
різьблення,0,0,0,0,0,0,0,0,0,0
каскад,0,0,0,0,0,0,1,0,0,0
справа,0,0,0,1,0,1,0,1,0,0
казеїн,0,0,0,0,0,0,0,0,0,0
готівкою,1,1,0,1,1,0,1,0,0,1
касир,0,0,0,0,0,0,0,0,0,1
кашемір,0,0,0,0,0,0,0,0,0,0
кожух,0,0,0,0,0,0,0,0,0,0
казино,0,0,0,0,0,0,0,0,0,0
бочка,0,0,0,0,0,0,0,0,0,0
шкатулка,0,0,0,1,0,1,0,1,0,0
акторський склад,0,0,0,0,0,0,0,0,0,0
каста,0,0,0,0,0,1,0,0,0,0
заклинатель,0,0,0,0,0,0,0,0,0,0
замок,0,0,0,0,0,0,0,0,0,0
рицинова,0,0,0,0,0,0,0,0,0,0
випадковий,0,0,0,0,0,0,0,0,0,0
випадково,0,0,0,0,0,0,0,0,0,0
поранений,1,0,0,1,0,1,0,1,0,0
кіт,0,0,0,0,0,0,0,0,0,0
катаболізм,0,0,0,0,0,0,0,0,0,0
каталог,0,0,0,0,0,0,0,0,0,0
каталог,0,0,0,0,0,0,0,0,0,0
каталіз,0,0,0,0,0,0,0,0,0,0
каталітичний,0,0,0,0,0,0,0,0,0,0
катамаран,0,0,0,0,0,0,0,0,0,0
катапульта,0,0,0,0,0,0,0,0,0,0
катаракта,0,1,0,1,0,1,0,1,0,0
катастрофа,1,0,1,1,0,1,0,1,1,0
виловити,0,0,0,0,0,0,0,0,1,0
ловля,0,0,0,0,0,0,0,0,0,0
катехізис,0,0,1,0,0,0,0,0,0,0
категоричний,0,0,0,0,0,0,1,0,0,0
категорія,0,0,0,0,0,0,0,0,0,0
обслуговувати,0,0,0,0,0,0,1,0,0,0
громадське харчування,0,0,0,0,0,0,0,0,0,0
гусениця,0,0,0,0,0,0,0,0,0,0
котів,0,0,0,0,0,0,0,0,0,0
катартичний,0,0,0,0,0,0,1,0,0,0
собор,0,0,0,0,1,0,1,0,0,1
катетер,0,0,0,0,0,1,0,0,0,0
котяча м'ята,0,0,0,0,0,0,0,0,0,0
велика рогата худоба,0,0,0,0,0,0,0,0,0,0
кокус,0,0,0,0,0,0,0,0,0,0
каудальний,0,0,0,0,0,0,0,0,0,0
конопатити,0,0,0,0,0,0,0,0,0,0
причинний,0,0,0,0,0,0,0,0,0,0
причинність,0,0,0,0,0,0,0,0,0,0
причинно-наслідковий зв'язок,0,0,0,0,0,0,0,0,0,0
спричинений,0,0,0,0,0,0,0,0,0,0
дамба,0,0,0,0,0,0,0,0,0,0
обережність,1,1,0,1,0,1,0,0,0,0
застережливий,0,0,0,1,0,0,0,0,0,0
обережний,0,1,0,1,0,0,1,0,0,1
обережно,0,0,0,1,0,0,1,0,0,0
кіннота,0,0,0,0,0,0,0,0,0,0
печера,0,0,0,0,0,0,0,0,0,0
застереження,0,0,0,0,0,0,0,0,0,0
печера,0,0,0,0,0,0,0,0,0,0
кавернозний,0,0,0,0,0,0,0,0,0,0
порожнина,0,0,0,0,0,0,0,0,0,0
кайенський,0,0,0,0,0,0,0,0,0,0
припинити,0,0,0,0,0,0,0,0,0,0
безперервний,0,0,0,0,0,0,0,0,0,0
поступатися,0,0,0,0,0,1,0,0,0,0
стеля,0,0,0,0,0,0,0,0,0,0
ювіляр,0,0,0,0,0,0,0,0,0,0
відзначається,0,1,0,0,1,0,1,0,0,0
святкування,0,1,0,0,1,0,1,0,0,0
святкування,0,1,0,0,1,0,1,0,1,1
знаменитість,1,1,1,0,1,1,1,0,1,1
небесний,0,1,0,0,1,0,1,0,0,0
целібат,0,0,0,0,0,0,0,0,0,0
клітина,0,0,0,0,0,0,0,0,0,0
льох,0,0,0,0,0,0,0,0,0,0
стільниковий,0,0,0,0,0,0,0,0,0,0
целулоїд,0,0,0,0,0,0,0,0,0,0
цемент,0,1,0,0,0,0,0,0,0,1
цементований,0,0,0,0,0,0,0,0,0,0
кладовище,0,0,0,1,0,1,0,1,0,0
цензор,1,0,1,1,0,1,0,0,0,1
осуд,0,0,0,0,0,1,0,0,0,0
перепис населення,0,0,0,0,0,0,0,0,0,0
цент,0,0,0,0,0,0,0,0,0,0
сторіччя,0,0,0,0,0,0,0,0,0,0
сторіччя,0,0,0,0,0,0,0,0,0,0
центр,0,0,0,0,0,0,1,0,0,1
сантиметр,0,0,0,0,0,0,0,0,0,0
центральний,0,0,0,0,0,0,0,0,0,0
центральність,0,0,0,0,0,0,0,0,0,0
централізація,0,0,0,0,0,0,0,0,0,0
централізувати,0,0,0,0,0,0,0,0,0,0
централізовано,0,0,0,0,0,0,0,0,0,0
відцентровий,0,0,0,0,0,0,0,0,0,0
центрифуга,0,0,0,0,0,0,0,0,0,0
сотник,0,0,0,0,0,0,1,0,0,0
століття,0,0,0,0,0,0,0,0,0,0
кераміка,0,0,0,0,0,0,0,0,0,0
крупа,0,0,0,0,0,0,0,0,0,0
крупи,0,0,0,0,0,0,0,0,0,0
церебральний,0,0,0,0,0,0,1,0,0,0
церемоніальний,0,0,0,0,0,0,0,0,0,0
церемонія,0,0,0,0,1,0,1,0,1,0
визначеність,0,0,0,0,0,0,1,0,0,0
сертифікат,0,0,0,0,0,0,0,0,0,0
засвідчувати,0,0,0,0,0,0,0,0,0,1
cess,0,0,1,0,0,1,0,0,0,0
припинення,0,0,0,0,0,1,0,0,0,0
полова,1,0,0,1,0,1,0,0,0,0
натирання,0,0,0,0,0,1,0,0,0,0
засмучення,0,0,1,0,0,1,0,1,0,0
ланцюг,0,0,0,0,0,0,0,0,0,0
стілець,0,0,0,0,0,0,0,0,0,0
голова,0,0,0,0,0,0,1,0,0,1
голова,0,0,0,0,0,0,0,0,0,0
голова,0,0,0,0,0,0,1,0,0,1
шезлонг,0,0,0,0,0,0,0,0,0,0
шале,0,0,0,0,0,0,0,0,0,0
чаша,0,0,0,0,0,0,0,0,0,0
крейда,0,0,0,0,0,0,0,0,0,0
виклик,1,0,0,1,0,1,0,0,0,0
палата,0,0,0,0,0,0,0,0,0,0
камери,0,0,0,0,0,0,0,0,0,0
хамелеон,0,0,0,0,0,0,0,0,0,0
шампанське,0,0,0,0,0,0,0,0,0,0
чемпіон,0,1,0,0,1,0,1,0,0,1
шанс,0,0,0,0,0,0,0,0,1,0
канцлер,0,0,0,0,0,0,0,0,0,1
люстра,0,0,0,0,0,0,0,0,0,0
Чандлер,0,0,0,0,0,0,0,0,0,0
змінити,0,0,0,1,0,0,0,0,0,0
мінливий,0,1,0,0,0,0,0,0,1,0
змінено,0,0,0,0,0,0,0,0,0,0
чейнджер,0,0,0,0,0,0,0,0,0,0
змінюється,0,0,0,0,0,0,0,0,0,0
канал,0,0,0,0,0,0,0,0,0,0
співати,1,1,0,0,1,0,1,0,1,0
хаос,1,0,0,1,0,1,0,1,0,0
хаотичний,1,0,0,0,0,1,0,0,0,0
розд,0,0,0,0,0,0,0,0,0,0
каплиця,0,0,0,0,0,0,0,0,0,0
капелан,0,0,0,0,0,0,0,0,0,1
chapman,0,0,0,0,0,0,0,0,0,0
чолов,0,0,0,0,0,0,0,0,0,0
розділ,0,0,0,0,0,0,0,0,0,0
char,0,0,0,0,0,0,0,0,0,0
характер,0,0,0,0,0,0,0,0,0,0
характеристика,0,0,0,0,0,0,0,0,0,0
характеризувати,0,0,0,0,0,0,0,0,0,0
шарада,0,0,0,0,0,1,0,0,0,0
деревне вугілля,0,0,0,0,0,0,0,0,0,0
заряд,0,0,0,0,0,0,0,0,0,0
платний,0,0,0,1,0,1,0,1,0,0
зарядний пристрій,0,0,0,0,0,0,1,0,0,0
колісниця,0,0,0,0,0,0,0,0,0,0
благодійний,0,1,0,0,1,0,1,0,0,1
благодійність,0,0,0,0,1,0,1,0,0,0
чарівність,0,0,0,0,0,0,1,0,0,0
зачарований,0,0,0,0,1,1,1,0,0,0
чарівниця,0,0,0,0,0,0,0,0,0,0
чарівний,0,0,0,0,0,0,1,0,0,0
діаграма,0,0,0,0,0,0,0,0,0,1
статут,0,0,0,0,0,0,0,0,0,0
зафрахтований,0,0,0,0,0,0,0,0,0,0
погоня,0,0,0,0,0,1,0,0,0,0
прірва,0,0,0,1,0,0,0,0,0,0
покарання,0,0,0,0,0,1,0,0,0,0
цнотливість,0,1,0,0,0,0,1,0,0,1
чат,0,0,0,0,0,0,0,0,0,0
замок,0,0,0,0,0,0,0,0,0,0
балакучість,0,0,0,0,0,0,0,0,0,0
балакучий,0,0,0,0,0,0,1,0,0,0
балакучий,0,0,0,0,0,1,0,0,0,0
шофер,0,0,0,0,0,0,0,0,0,0
дешевий,0,0,0,0,0,1,0,0,0,0
обманювати,1,0,1,0,0,1,0,0,0,0
перевірити,0,0,0,0,0,0,0,0,0,0
шашка,0,0,0,0,0,0,0,0,0,0
картатий,0,0,0,0,0,0,0,0,0,0
шашки,0,0,0,0,0,0,0,0,0,0
контрольний список,0,0,0,0,0,0,1,0,0,1
щока,0,0,0,0,0,0,0,0,0,0
щоки,0,0,0,0,0,0,0,0,0,0
дешево,0,0,0,0,0,0,0,0,0,0
підбадьорювати,0,1,0,0,1,0,1,0,1,1
веселий,0,0,0,0,1,0,1,0,1,0
життєрадісність,0,1,0,0,1,0,1,0,0,1
підбадьорювання,0,0,0,0,1,0,1,0,0,0
веселий,0,1,0,0,1,0,1,0,0,0
чізкейк,0,0,0,0,0,1,0,0,0,0
гепард,0,0,0,0,0,0,0,0,0,0
сорочка,0,0,0,0,0,0,0,0,0,0
хімік,0,0,0,0,0,0,1,0,0,1
хімія,0,0,0,0,0,0,0,0,0,0
перевірити,0,0,0,0,0,0,0,0,0,0
плекати,0,1,0,0,1,0,1,0,1,1
вишня,0,0,0,0,0,0,1,0,0,0
шахи,0,0,0,0,0,0,0,0,0,0
груди,0,0,0,0,0,0,0,0,0,0
Каштан,0,0,0,0,0,0,0,0,0,0
шеврон,0,0,0,0,0,0,0,0,0,0
жувати,0,0,0,0,0,0,0,0,0,0
шик,0,0,0,0,0,0,0,0,0,0
шикана,0,1,0,0,0,1,0,0,1,1
курка,0,0,0,1,0,0,0,0,0,0
головний,0,0,0,0,0,0,0,0,0,0
в основному,0,0,0,0,0,0,0,0,0,0
отаман,0,0,0,0,0,0,1,0,0,0
дитина,0,1,0,0,1,0,1,0,0,0
пологи,0,0,0,0,0,0,0,0,0,0
дитинство,0,0,0,0,1,0,1,0,0,0
дитячий,0,0,0,0,0,1,0,0,0,0
холод,0,0,0,0,0,0,0,0,0,0
прохолодний,0,0,0,0,0,1,0,0,0,0
дзвінок,0,0,0,0,0,0,0,0,0,0
химера,0,0,0,1,0,0,0,0,1,0
куранти,0,0,0,0,0,0,0,0,0,0
димохід,0,0,0,0,0,0,0,0,0,0
Китай,0,0,0,0,0,0,0,0,0,0
chine,0,0,0,0,0,0,0,0,0,0
чавун,0,0,0,0,0,0,0,0,0,0
чіп,0,0,0,0,0,0,0,0,0,0
сколювання,0,0,0,0,0,0,0,0,0,0
щебетати,0,0,0,0,1,0,1,0,0,0
долото,0,0,0,0,0,0,1,0,0,0
чит,0,0,0,0,0,0,0,0,0,0
лицарство,0,0,0,0,0,0,1,0,0,0
хлороформ,0,0,0,0,0,1,0,0,0,0
шоколад,0,1,0,0,1,0,1,0,0,1
вибір,0,0,0,0,0,0,1,0,0,0
хор,0,0,0,0,1,0,1,0,0,1
задушити,1,0,0,0,0,1,0,1,0,0
холера,0,0,1,1,0,1,0,1,0,0
вибрати,0,0,0,0,0,0,0,0,0,0
вибираючи,0,0,0,0,0,0,0,0,0,0
рубати,0,0,0,0,0,1,0,0,0,0
подрібнення,0,0,0,0,0,0,0,0,0,0
відбивні,0,0,0,0,0,0,0,0,0,0
хоровий,0,0,0,0,1,0,1,0,0,0
акорди,0,0,0,0,0,0,0,0,0,0
рутинна робота,0,0,0,0,0,1,0,0,0,0
приспів,0,0,0,0,0,0,1,0,0,0
обраний,0,0,0,0,0,0,1,0,0,0
чаудер,0,0,0,0,0,0,1,0,0,0
хрещення,0,0,0,0,0,0,0,0,0,0
хроматичний,0,0,0,0,0,0,0,0,0,0
хроматографія,0,0,0,0,0,0,0,0,0,0
хромосома,0,0,0,0,0,0,0,0,0,0
хронічний,0,0,0,0,0,1,0,1,0,0
літопис,0,0,0,0,0,0,1,0,0,1
хронограф,0,0,0,0,0,0,0,0,0,0
хронологічний,0,0,0,0,0,0,0,0,0,0
патрон,0,0,0,0,0,0,0,0,0,0
сміятися,0,1,0,0,1,0,1,0,1,1
шматок,0,0,0,0,0,0,0,0,0,0
кремезний,0,0,0,0,0,0,0,0,0,0
церква,0,1,0,0,1,0,1,0,0,1
церковне подвір'я,0,0,0,0,0,0,0,0,0,0
відтік,0,0,0,0,0,0,0,0,0,0
жолоб,0,0,0,0,0,0,0,0,0,0
чатні,0,0,0,0,0,0,0,0,0,0
чао,0,0,0,0,0,0,0,0,0,0
сидр,0,0,0,0,0,0,1,0,0,0
сигара,0,0,0,0,0,0,0,0,0,0
сигарета,0,0,0,0,0,1,0,0,0,0
підтягнути,0,0,0,0,0,0,0,0,0,0
недогарок,0,0,0,0,0,0,0,0,0,0
кіно,0,0,0,0,0,0,0,0,0,0
кінооператор,0,0,0,0,0,0,0,0,0,0
кінематограф,0,0,0,0,0,0,0,0,0,0
кориця,0,0,0,0,0,0,0,0,0,0
шифр,0,0,0,0,0,0,0,0,0,0
коло,0,0,0,0,0,0,0,0,0,0
кружляючи,0,0,0,0,0,0,0,0,0,0
схема,0,0,0,0,0,0,0,0,0,0
круговий,0,0,0,0,0,0,0,0,0,0
циркулювати,0,0,0,0,0,0,0,0,0,0
тираж,0,0,0,0,0,0,0,0,0,0
обрізання,0,0,0,0,0,0,1,0,0,0
окружність,0,0,0,0,0,0,0,0,0,0
окружний,0,0,0,0,0,0,0,0,0,0
обмежений,0,0,0,0,0,0,0,0,0,0
обставина,0,0,0,0,0,0,0,0,0,0
обставинні,0,0,0,0,0,0,0,0,0,0
обхід,0,0,0,0,0,1,1,0,0,0
цирк,0,0,0,0,0,0,0,0,0,0
циррус,0,0,0,0,0,0,0,0,0,0
цистерна,0,0,0,0,0,0,0,0,0,0
цитадель,0,0,0,0,0,0,0,0,0,0
цитування,0,0,0,0,0,0,0,0,0,0
громадянин,0,0,0,0,0,0,1,0,0,0
цитрин,0,0,0,0,0,0,0,0,0,0
місто,0,0,0,0,0,0,0,0,0,0
громадянський,0,0,0,0,0,0,0,0,0,0
цивільний,0,0,0,0,0,0,1,0,0,0
цивільний,0,0,0,0,0,0,0,0,0,0
ввічливість,0,0,0,0,0,0,1,0,0,0
цивілізація,0,0,0,0,0,0,1,0,0,1
цивілізований,0,0,0,0,1,0,1,0,0,1
одягнений,0,0,0,0,0,0,0,0,0,0
позов,0,0,0,0,0,0,0,0,0,0
позивач,1,0,1,0,0,0,0,0,0,0
ясновидець,0,0,0,0,0,0,1,0,0,0
молюск,0,0,0,0,0,0,0,0,0,0
шум,1,1,1,0,0,1,0,0,1,0
затискач,0,0,0,0,0,0,0,0,0,0
клан,0,0,0,0,0,0,0,0,0,1
підпільний,0,0,0,0,0,0,0,0,0,0
плескати,0,1,0,0,1,0,1,0,0,1
уточнити,0,0,0,0,0,0,1,0,0,0
кларнет,0,0,0,0,0,0,0,0,0,0
крик,0,0,0,0,0,0,0,0,0,0
ясність,0,0,0,0,0,0,0,0,0,0
зіткнення,1,0,0,0,0,1,0,0,0,0
зіткнення,1,0,0,1,0,1,0,0,0,0
