Dutch Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
construeren,0,0,0,0,0,0,1,0,0,0
bouw,0,0,0,0,0,0,0,0,0,0
construeren,0,0,0,0,0,0,0,0,0,0
consul,0,0,0,0,0,0,0,0,0,1
raadplegen,0,0,0,0,0,0,0,0,0,1
overleg,0,0,0,0,0,0,0,0,0,0
consumeren,0,0,0,0,0,0,0,0,0,0
consumeren,0,0,0,0,0,0,0,0,0,0
volmaakt,0,0,0,0,0,0,1,0,0,0
voleinding,0,0,0,0,0,0,0,0,0,0
consumptie,0,0,0,0,0,0,0,0,0,0
contact,0,0,0,0,0,0,1,0,0,0
besmetting,0,1,1,1,0,1,0,0,0,0
besmettelijk,0,0,1,1,0,1,0,0,0,0
insluiting,0,0,0,0,0,0,0,0,0,0
besmetten,0,0,1,0,0,1,0,0,0,0
vervuild,0,0,1,1,0,1,0,1,0,0
besmetting,0,0,1,0,0,1,0,0,0,0
overdenken,0,0,0,0,0,0,0,0,0,0
contemplatie,0,0,0,0,0,0,1,0,0,0
contemplatief,0,0,0,0,0,0,0,0,0,0
gelijktijdig,0,0,0,0,0,0,0,0,0,0
hedendaags,0,0,0,0,0,0,0,0,0,0
minachting,1,0,1,1,0,1,0,0,0,0
verachtelijk,1,0,1,0,0,1,0,0,0,0
minachtend,1,0,0,0,0,1,0,0,0,0
strijden,0,0,0,0,0,0,0,0,0,0
inhoud,0,0,0,0,1,0,1,0,0,1
twist,0,0,0,0,0,0,0,0,0,0
omstreden,1,0,1,1,0,1,0,0,0,0
inhoud,0,0,0,0,0,0,0,0,0,0
context,0,0,0,0,0,0,0,0,0,0
aaneengesloten,0,0,0,0,0,0,0,0,0,0
continentie,0,0,0,0,0,0,0,0,0,0
continent,0,0,0,0,0,0,0,0,0,0
continentaal,0,0,0,0,0,0,0,0,0,0
onvoorspelbaarheid,0,0,0,0,0,0,0,0,0,0
contingent,0,1,0,0,0,0,0,0,0,0
continu,0,0,0,0,0,0,0,0,0,0
voortdurend,0,0,0,0,0,0,0,0,0,0
voortzetting,0,0,0,0,0,0,0,0,0,0
voortzetting,0,1,0,0,0,0,0,0,0,0
doorgaan,0,1,0,0,0,0,1,0,0,1
voortgezet,0,0,0,0,0,0,0,0,0,0
doorgaan,0,0,0,0,0,0,0,0,0,0
continuïteit,0,0,0,0,0,0,0,0,0,0
continu,0,0,0,0,0,0,0,0,0,0
doorlopend,0,0,0,0,0,0,0,0,0,0
contour,0,0,0,0,0,0,1,0,0,0
smokkelwaar,1,0,1,1,0,1,0,0,0,0
contract,0,0,0,0,0,0,0,0,0,0
gecontracteerd,0,0,0,0,0,1,0,0,0,0
contractiel,0,0,0,0,0,0,0,0,0,0
contracteren,0,0,0,0,0,0,0,0,0,0
samentrekking,0,0,0,0,0,0,0,0,0,0
tegenspreken,1,0,0,0,0,1,0,0,0,0
tegenstrijdigheid,0,0,0,0,0,1,0,0,0,0
tegenstrijdig,0,0,0,0,0,1,0,0,0,0
tegendeel,0,0,0,0,0,1,0,0,0,0
contrast,0,0,0,0,0,0,0,0,0,0
gecontrasteerd,0,0,0,0,0,1,0,0,0,0
in strijd zijn met,0,0,0,0,0,1,0,0,0,0
overtreding,0,0,0,0,0,1,0,0,0,0
bijdrage leveren,0,0,0,0,0,0,1,0,0,0
bijdrager,0,0,0,0,0,0,1,0,0,1
gekunsteld,0,0,0,0,0,0,0,0,0,0
controle,0,0,0,0,0,0,0,0,0,0
controverseel,1,0,0,0,0,1,0,0,0,0
controverse,0,0,0,0,0,1,0,0,0,0
raadsel,0,0,0,0,0,0,0,0,0,0
herstellend,0,0,0,0,0,0,0,0,0,0
convectie,0,0,0,0,0,0,0,0,0,0
bijeenroepen,0,0,0,0,0,0,0,0,0,0
gemak,0,0,0,0,0,0,1,0,0,0
gemakken,0,0,0,0,0,0,0,0,0,0
handig,0,0,0,0,0,0,1,0,0,0
klooster,0,0,0,0,0,0,1,0,0,1
conventie,0,0,0,0,0,0,1,0,0,0
gebruikelijke,0,0,0,0,0,0,0,0,0,0
convergeren,0,0,0,0,0,0,0,0,0,0
convergentie,0,1,0,0,0,0,0,0,0,0
convergerend,0,0,0,0,0,0,0,0,0,0
vertrouwd,0,0,0,0,0,0,1,0,0,0
gesprek,0,0,0,0,0,0,0,0,0,0
gemoedelijk,0,0,0,0,0,0,1,0,0,0
converseren,0,0,0,0,0,0,0,0,0,0
in gesprek,0,0,0,0,0,0,0,0,0,0
conversie,0,0,0,0,0,0,0,0,0,0
overzetten,0,0,0,0,0,0,1,0,0,0
bekeerd,0,0,0,0,0,0,0,0,0,0
cabriolet,0,0,0,0,0,0,0,0,0,0
convex,0,0,0,0,0,0,0,0,0,0
convexiteit,0,0,0,0,0,0,0,0,0,0
overdragen,0,0,0,0,0,0,0,0,0,0
vervoermiddel,0,0,0,0,0,0,0,0,0,0
overbrenging,0,0,0,0,0,0,0,0,0,1
veroordelen,1,0,1,1,0,1,0,1,0,0
overtuiging,0,0,0,0,0,1,0,0,0,0
overtuigen,0,1,0,0,0,0,1,0,0,1
overtuigd,0,0,0,0,0,0,0,0,0,1
overtuigend,0,0,0,0,0,0,0,0,0,1
oproeping,0,0,0,0,0,0,0,0,0,0
ingewikkeld,0,0,0,0,0,0,0,0,0,0
convolutie,0,0,0,0,0,0,0,0,0,0
konvooi,0,0,0,0,0,0,0,0,0,0
coo,0,0,0,0,0,0,0,0,0,0
koken,0,0,0,0,0,0,0,0,0,0
koken,0,0,0,0,0,0,0,0,0,0
Koken,0,0,0,0,0,0,0,0,0,0
koel,0,0,0,0,0,0,1,0,0,0
koeler,0,0,0,0,0,0,0,0,0,0
koeling,0,0,0,0,0,0,0,0,0,0
koelte,0,0,0,0,0,0,1,0,0,0
coop,1,0,1,0,0,1,0,0,0,0
samenwerken,0,0,0,0,0,0,1,0,0,0
meewerkend,0,0,0,0,0,0,1,0,0,1
medewerking,0,0,0,0,0,0,1,0,0,1
coöperatief,0,0,0,0,0,0,1,0,0,1
coördineren,0,0,0,0,0,0,0,0,0,0
politieagent,0,0,0,1,0,0,0,0,0,1
overvloedig,0,0,0,0,0,0,0,0,0,0
koper,0,0,0,0,0,0,0,0,0,0
kopiëren,0,0,0,0,0,1,0,0,0,0
copycat,1,0,1,0,0,1,0,0,0,0
kopiëren,0,0,0,0,0,0,0,0,0,0
auteursrechten,0,0,0,0,0,0,0,0,0,0
koraal,0,0,0,0,0,0,0,0,0,0
koord,0,0,0,0,0,0,0,0,0,0
cordon,0,0,0,0,0,0,0,0,0,0
corduroy,0,0,0,0,0,0,0,0,0,0
kern,0,0,0,0,0,0,1,0,0,0
kurk,0,0,0,0,0,0,0,0,0,0
kurketrekker,0,0,0,0,0,0,0,0,0,0
maïs,0,0,0,0,0,0,0,0,0,0
hoornvlies,0,0,0,0,0,0,0,0,0,0
hoek,0,0,0,0,0,0,0,0,0,0
kornet,0,0,0,0,0,0,0,0,0,0
kroonlijst,0,0,0,0,0,0,0,0,0,0
maïszetmeel,0,0,0,0,0,0,0,0,0,0
uitvloeisel,0,0,0,0,0,0,0,0,0,0
corona,0,0,0,0,0,0,0,0,0,0
kroning,0,0,0,0,1,0,1,0,0,1
lijkschouwer,0,0,0,0,0,1,0,0,0,0
korporaal,0,0,0,0,0,1,0,0,0,0
zakelijk,0,0,0,0,0,0,0,0,0,0
bedrijf,0,0,0,0,0,0,1,0,0,1
lichamelijk,0,0,0,0,0,0,1,0,0,0
corps,0,0,0,0,0,0,0,0,0,0
lijk,0,0,1,0,0,1,0,1,0,0
corpus,0,0,0,0,0,0,0,0,0,0
kraal,0,0,0,0,0,0,0,0,0,0
correctie,0,0,0,0,0,1,0,0,0,0
corrigerend,0,0,0,0,0,0,1,0,0,0
juistheid,0,0,0,0,0,0,0,0,0,1
correlatie,0,0,0,0,0,0,0,0,0,0
correlatief,0,0,0,0,0,0,0,0,0,0
corresponderen,0,0,0,0,0,0,0,0,0,0
correspondentie,0,1,0,0,0,0,1,0,0,0
correspondent,0,0,0,0,0,0,0,0,0,0
hal,0,0,0,0,0,0,0,0,0,0
bevestigen,0,0,0,0,0,0,1,0,0,1
bevestiging,0,0,0,0,0,0,0,0,0,1
corrosie,0,0,0,0,0,1,0,0,0,0
corrosief,0,0,0,1,0,1,0,0,0,0
corrupt,0,0,0,0,0,1,0,0,0,0
corrumperen,1,0,1,1,0,1,0,1,0,0
corruptie,0,0,1,0,0,1,0,0,0,0
corse,0,0,0,0,0,0,0,1,0,0
korset,0,0,0,0,0,0,0,0,0,0
cortex,0,0,0,0,0,0,0,0,0,0
corticaal,0,0,0,0,0,0,0,0,0,0
korvet,0,0,0,0,0,0,0,0,0,0
kunstmatig,0,0,0,0,0,0,0,0,0,0
cosmetica,0,0,0,0,0,0,0,0,0,0
kosmisch,0,0,0,0,0,0,0,0,0,0
kosmologie,0,0,0,0,0,0,0,0,0,0
kosmopolitisch,0,0,0,0,0,0,1,0,0,1
kosmos,0,0,0,0,0,0,0,0,0,0
kosten,0,0,0,0,0,0,0,0,0,0
duur,0,0,0,0,0,0,0,0,0,0
kostuum,0,0,0,0,0,0,0,0,0,0
knus,0,0,0,0,0,0,1,0,0,0
kinderbed,0,0,0,0,0,0,0,0,0,0
coté,0,0,0,0,0,0,0,0,0,0
huisje,0,0,0,0,0,0,0,0,0,0
katoen,0,0,0,0,0,0,0,0,0,0
bank,0,0,0,0,0,0,0,1,0,0
poema,0,0,0,0,0,0,0,0,0,0
hoesten,0,0,1,0,0,1,0,0,0,0
raad,0,1,0,0,0,0,1,0,0,1
raad,0,0,0,0,0,0,1,0,0,1
raadgever,1,0,0,1,0,1,0,0,0,1
raadgever,0,0,0,0,0,0,1,0,0,1
graaf,0,0,0,0,0,0,1,0,0,1
aftellen,0,1,0,0,0,0,0,0,0,0
gelaat,0,0,0,0,0,0,0,0,0,0
balie,0,0,0,0,0,0,0,0,0,0
tegengaan,0,0,0,0,0,0,0,0,0,0
tegenwicht,0,0,0,0,0,0,0,0,0,0
tegenvordering,0,0,0,0,0,0,0,0,0,0
tegenhanger,0,0,0,0,0,0,0,0,0,0
gravin,0,0,0,0,0,0,1,0,0,0
ontelbaar,0,0,0,0,0,0,0,0,0,0
land,0,0,0,0,0,0,0,0,0,0
landgenoot,0,0,0,0,0,0,0,0,0,1
telt,0,0,0,0,0,0,0,0,0,0
district,0,0,0,0,0,0,0,0,0,1
staatsgreep,1,0,0,0,0,0,0,0,1,0
stel,0,0,0,0,0,0,0,0,0,0
gekoppeld,0,0,0,0,0,0,0,0,0,0
coupon,0,0,0,0,0,0,0,0,0,0
moed,0,0,0,0,0,0,1,0,0,0
moedig,0,0,0,1,0,0,1,0,0,0
koerier,0,0,0,0,0,0,0,0,0,1
cursussen,0,0,0,0,0,0,0,0,0,0
coursing,0,0,0,0,0,1,0,0,0,0
rechtbank,1,1,0,1,0,0,0,0,0,0
beleefd,0,0,0,0,0,0,1,0,0,0
beleefdheid,0,0,0,0,0,0,1,0,0,0
gerechtsgebouw,0,0,0,0,0,0,0,0,0,0
rechtbanken,0,0,0,0,0,0,0,0,0,0
verkering,0,1,0,0,1,0,1,0,0,1
binnenplaats,0,0,0,0,0,0,0,0,0,0
inham,0,1,1,1,1,0,1,0,0,0
verbond,0,0,0,0,0,0,1,0,0,1
omslag,0,0,0,0,0,0,0,0,0,1
bedekt,0,0,0,0,0,0,0,0,0,0
aan het bedekken,0,0,0,0,0,0,0,0,0,0
heimelijk,0,0,0,0,0,0,0,0,0,0
begeren,0,0,0,0,0,1,0,0,0,0
koe,0,0,0,0,0,0,0,0,0,0
lafaard,0,0,1,1,0,1,0,1,0,0
lafheid,0,0,0,1,0,1,0,0,0,0
laf,0,0,0,1,0,1,0,0,0,0
cowboy,0,0,0,0,0,0,0,0,0,0
koeienhuid,0,0,0,0,0,0,0,0,0,0
kap,0,0,0,0,0,0,0,0,0,0
collega,0,0,0,0,0,0,0,0,0,0
terughoudend,0,0,0,1,0,0,0,0,0,0
coyote,0,0,0,1,0,0,0,0,0,0
krab,0,0,0,0,0,0,0,0,0,0
slechtgehumeurd,1,0,0,0,0,1,0,0,0,0
scheur,0,0,0,0,0,1,0,0,0,0
gebarsten,1,0,0,1,0,1,0,0,0,0
cracker,0,0,0,0,0,0,0,0,0,0
kraken,0,0,0,0,0,1,0,0,0,0
knetteren,0,0,0,0,0,0,0,0,0,0
wieg,0,1,0,0,1,0,1,0,0,1
ambacht,0,0,0,0,0,0,1,0,0,0
ambachtsman,0,0,0,0,0,0,1,0,0,0
sluw,0,0,0,0,0,0,0,0,0,0
craig,0,0,0,0,0,0,0,0,0,0
volgepropt,0,0,0,0,0,0,0,0,0,0
kramp,0,1,0,0,0,1,0,0,0,0
krap,0,0,0,0,0,1,0,0,0,0
kraan,0,0,0,0,0,0,0,0,0,0
schedel,0,0,0,0,0,0,0,0,0,0
zwengel,0,0,0,0,0,1,0,0,0,0
chagrijnig,1,0,0,0,0,1,0,0,0,0
stront,0,0,1,0,0,1,0,0,0,0
craps,0,1,0,0,0,0,0,0,0,0
Botsing,0,0,0,1,0,1,0,1,1,0
krat,0,0,0,0,0,0,0,0,0,0
krater,0,0,0,0,0,0,0,0,0,0
snakken naar,0,1,0,0,0,0,0,0,0,0
verlangen,0,1,0,0,0,0,0,0,0,0
langoesten,0,0,0,0,0,0,0,0,0,0
kruipen,0,0,1,0,0,1,0,0,0,0
kleurpotloden,0,0,0,0,0,0,0,0,0,0
rage,0,0,0,0,0,0,0,0,0,0
gek,1,0,0,1,0,1,0,0,0,0
gek,1,0,0,1,0,1,0,1,0,0
krakend,0,0,0,0,0,1,0,0,0,0
room,0,1,0,0,1,0,1,0,1,0
creamer,0,0,0,0,0,0,0,0,0,0
romig,0,0,0,0,0,0,0,0,0,0
vouw,0,0,0,0,0,0,0,0,0,0
creëren,0,0,0,0,1,0,1,0,0,0
schepping,0,0,0,0,0,0,0,0,0,0
creatief,0,0,0,0,0,0,1,0,0,0
Schepper,0,0,0,0,0,0,0,0,0,0
schepsel,0,0,1,1,0,1,0,0,0,0
geloofsovertuiging,0,0,0,0,0,0,1,0,0,1
legitimatie,0,0,0,0,0,0,1,0,0,1
Inloggegevens,0,0,0,0,0,0,0,0,0,0
geloofwaardigheid,0,0,0,0,0,0,1,0,0,1
geloofwaardig,0,0,0,0,0,0,1,0,0,1
credit,0,0,0,0,0,0,1,0,0,1
verdienstelijk,0,0,0,0,0,0,1,0,0,1
gecrediteerd,0,0,0,0,0,0,1,0,0,0
crediteren,0,0,0,0,0,0,0,0,0,0
schuldeiser,0,0,0,0,0,0,0,0,0,0
geloofsovertuiging,0,0,0,0,0,0,0,0,0,0
kreek,0,0,0,0,0,0,0,0,0,0
kruipen,0,0,0,0,0,1,0,0,0,0
sluipen,0,1,0,0,0,0,0,0,0,0
crematie,0,0,0,0,0,0,0,1,0,0
creools,0,0,0,0,0,0,0,0,0,0
crescendo,0,1,0,0,1,0,1,0,1,1
halve maan,0,0,0,0,0,0,0,0,0,0
spleet,0,0,0,0,0,0,0,0,0,0
bemanning,0,0,0,0,0,0,0,0,0,1
wieg,0,0,0,0,0,0,0,0,0,0
krekel,0,0,0,0,0,0,0,0,0,0
misdrijf,1,0,0,0,0,1,0,0,0,0
crimineel,1,0,1,1,0,1,0,0,0,0
criminaliteit,1,0,1,1,0,1,0,0,0,0
krimpen,0,0,0,0,0,0,0,0,0,0
karmozijnrood,0,0,0,0,0,0,0,0,0,0
in elkaar krimpen,0,0,1,1,0,1,0,1,0,0
kreupel,0,0,0,1,0,1,0,1,0,0
kreupel,0,0,0,0,0,1,0,1,0,0
crisis,0,0,0,0,0,1,0,0,0,0
knapperig,0,0,0,0,0,1,0,0,0,1
criterium,0,0,0,0,0,0,0,0,0,0
criticus,0,0,0,0,0,1,0,0,0,0
kritiek,1,0,0,0,0,1,0,1,0,0
bekritiseren,1,0,1,1,0,1,0,1,0,0
kritiek,0,0,0,0,0,0,1,0,0,0
beestje,0,0,1,0,0,0,0,0,0,0
kwaken,0,0,0,0,0,0,0,0,0,0
kruik,0,0,0,0,0,0,0,0,0,0
serviesgoed,0,0,0,0,0,0,0,0,0,0
krokodil,0,0,0,1,0,0,0,0,0,0
croft,0,0,0,0,0,0,0,0,0,0
oplichter,0,0,0,0,0,1,0,0,0,0
Bijsnijden,0,0,0,0,0,0,0,0,0,0
kroket,0,0,0,0,0,0,0,0,0,0
kruis,1,0,0,1,0,1,0,1,0,0
kruisboog,0,0,0,0,0,0,0,0,0,0
gekruist,0,0,0,0,0,0,0,0,0,0
kruispunt,0,0,0,0,0,0,0,0,0,0
kruis,0,0,0,0,0,0,0,0,0,0
hurken,0,0,0,1,0,0,0,0,0,0
gehurkt,0,0,0,0,0,0,0,0,0,0
gehurkt,0,0,0,1,0,1,0,0,0,0
croupier,0,0,0,0,0,0,0,0,0,0
kraai,0,0,0,0,0,0,0,0,0,0
menigte,0,0,0,0,0,0,0,0,0,0
druk,0,0,0,0,0,0,0,0,0,0
kroon,0,0,0,0,0,0,0,0,0,0
bekroning,0,1,0,0,1,0,1,0,1,1
cruciaal,0,0,0,0,0,0,1,0,0,1
kruisvormig,0,0,0,0,0,1,0,0,0,0
kruisbeeld,0,0,0,0,0,0,0,0,0,0
kruisiging,1,0,1,1,0,1,0,1,0,0
ruw,0,0,1,0,0,1,0,0,0,0
wreed,1,0,1,1,0,1,0,1,0,0
wreed,1,0,0,1,0,1,0,0,0,0
wreedheid,1,0,1,1,0,1,0,1,0,0
cruise,0,0,0,0,0,0,0,0,0,0
kruiser,0,0,0,0,0,0,0,0,0,0
kruimel,0,0,0,0,0,0,0,0,0,0
afbrokkelend,0,0,0,0,0,1,0,1,0,0
kraken,1,0,0,0,0,1,0,0,0,0
kruistocht,1,0,0,1,0,1,0,0,0,0
verbrijzeling,0,0,0,0,0,0,0,0,0,0
verpletterd,1,0,1,1,0,1,0,1,0,0
verpletteren,1,0,1,1,0,1,0,0,0,0
korst,0,0,0,0,0,0,0,0,0,0
knapperig,0,0,1,0,0,1,0,0,0,0
kruk,0,0,0,0,0,0,0,0,0,0
crux,0,0,0,0,0,0,0,0,0,0
schreeuw,0,0,0,0,0,1,0,1,0,0
huilend,0,0,0,0,0,1,0,1,0,0
crypt,0,0,0,1,0,1,0,1,0,0
cryptisch,0,0,0,0,0,0,0,0,0,0
cryptografie,0,0,0,0,0,0,0,0,0,0
kristal,0,0,0,0,0,0,1,0,0,0
kristallijn,0,0,0,0,0,0,0,0,0,0
kristallisatie,0,0,0,0,0,0,0,0,0,0
welp,0,0,0,0,0,0,0,0,0,0
kubus,0,0,0,0,0,0,0,0,0,1
hokje,0,0,0,0,0,0,0,0,0,0
hoorndrager,0,0,1,0,0,1,0,0,0,0
koekoek,0,0,0,0,0,1,0,0,0,0
knuffel,0,0,0,0,1,0,1,0,0,1
keu,0,1,0,0,0,0,0,0,0,0
manchet,0,0,0,0,0,0,0,0,0,0
keuken,0,0,0,0,0,0,0,0,0,0
culinair,0,0,0,0,0,0,1,0,0,1
ruiming,0,0,0,0,0,1,0,0,0,0
culmineren,0,0,0,0,0,0,0,0,0,0
hoogtepunt,0,0,0,0,0,0,1,0,0,0
schuld,0,0,0,0,0,1,0,0,0,0
schuldig,0,0,0,0,0,1,0,0,0,0
dader,0,0,0,0,0,1,0,0,0,0
sekte,0,0,0,1,0,1,0,0,0,0
cultiveren,0,1,0,0,0,0,1,0,0,1
gecultiveerd,0,0,0,0,0,0,1,0,0,0
teelt,0,0,0,0,0,0,1,0,0,0
cultuur,0,0,0,0,0,0,1,0,0,0
duiker,0,0,0,0,0,0,0,0,0,0
moeizaam,0,0,0,0,0,1,0,1,0,0
cumulus,0,0,0,0,0,0,0,0,0,0
sluw,0,0,0,0,0,1,1,0,0,0
beker,0,0,0,0,0,0,0,0,0,0
kast,0,0,0,0,0,0,0,0,0,0
cupping,0,0,1,1,0,1,0,1,0,0
cur,1,0,1,1,0,1,0,0,0,0
geneesbaar,0,0,0,0,0,0,1,0,0,1
curator,0,0,0,0,0,0,0,0,0,0
genezend,0,0,0,0,0,0,0,0,0,0
curator,0,0,0,0,0,0,0,0,0,0
intomen,0,0,0,0,0,0,0,0,0,0
wrongel,0,0,0,0,0,0,0,0,0,0
avondklok,0,0,0,0,0,0,0,0,0,0
nieuwsgierigheid,0,1,0,0,0,0,1,0,1,0
krullen,0,0,0,0,0,0,1,0,0,0
curling,0,0,0,0,0,0,0,0,0,0
munteenheid,0,0,0,0,0,0,0,0,0,0
huidig,0,0,0,0,0,0,0,0,0,0
leerplan,0,0,0,0,0,0,0,0,0,0
kerrie,0,0,0,0,0,0,0,0,0,0
vloek,1,0,1,1,0,1,0,1,0,0
vervloekt,1,0,0,1,0,1,0,1,0,0
vloeken,1,0,1,0,0,1,0,0,0,0
vluchtig,0,0,0,0,0,1,0,0,0,0
kortaf,0,0,0,0,0,0,0,0,0,0
inperken,0,0,0,0,0,0,0,0,0,0
inperking,0,0,0,0,0,0,0,0,0,0
gordijn,0,0,0,0,0,0,0,0,0,0
kromming,0,0,0,0,0,0,0,0,0,0
kromme,0,0,0,0,0,0,0,0,0,0
gebogen,0,0,0,0,0,0,0,0,0,0
kromlijnig,0,0,0,0,0,0,0,0,0,0
kussen,0,0,0,0,0,0,1,0,0,0
cusp,0,0,0,0,0,0,0,0,0,0
vervloekt,1,0,0,0,0,0,0,0,0,0
conciërge,0,0,0,0,0,0,0,0,0,1
hechtenis,0,0,0,0,0,0,0,0,0,1
Op maat,0,0,0,0,0,0,0,0,0,0
gebruikelijk,0,0,0,0,0,0,0,0,0,0
klant,0,0,0,0,0,0,1,0,0,0
snee,0,0,0,0,0,0,0,0,0,0
huid,0,0,0,0,0,0,0,0,0,0
schattig,0,0,0,0,0,0,1,0,0,0
nagelriem,0,0,0,0,0,0,0,0,0,0
bestek,0,0,0,0,0,0,0,0,0,0
snijder,0,0,0,1,0,1,0,0,0,0
snijders,0,0,0,0,0,0,1,0,0,0
moordenaar,1,0,0,1,0,1,0,0,0,0
snijden,1,0,1,1,0,1,0,1,0,0
stekken,0,0,0,0,0,0,0,0,0,0
cwt,0,0,0,0,0,0,0,0,0,0
cyanide,0,0,0,1,0,1,0,0,0,0
fiets,0,0,0,0,0,0,0,0,0,0
cyclisch,0,0,0,0,0,0,0,0,0,0
fietser,0,0,0,0,0,0,0,0,0,0
cycloon,0,0,0,1,0,1,0,0,1,0
cilinder,0,0,0,0,0,0,0,0,0,0
cilindrisch,0,0,0,0,0,0,0,0,0,0
cimbaal,0,0,0,0,0,0,0,0,0,0
cynicus,0,0,0,0,0,0,0,0,0,0
cyste,0,0,0,1,0,1,0,1,0,0
cystisch,0,0,1,0,0,0,0,0,0,0
cytomegalovirus,0,0,0,0,0,1,0,1,0,0
cytoplasma,0,0,0,0,0,0,0,0,0,0
tsaar,0,0,0,0,0,0,0,0,0,0
schar,0,0,0,0,0,0,0,0,0,0
ploeteren,0,0,0,0,0,0,0,0,0,0
ploeteren,1,0,1,0,0,1,0,0,0,0
pa,0,0,0,0,0,0,0,0,0,0
dado,0,0,0,0,0,0,0,0,0,0
demon,1,0,1,1,0,1,0,1,1,0
gek,0,0,1,0,0,1,0,0,0,0
dolk,0,0,0,1,0,1,0,0,0,0
dagelijks,0,1,0,0,0,0,0,0,0,0
sierlijk,0,0,0,0,0,0,0,0,0,0
zuivel,0,0,0,0,0,0,0,0,0,0
dak,0,0,0,0,0,0,0,0,0,0
dal,0,0,0,0,0,0,0,0,0,0
dam,0,0,0,0,0,0,0,0,0,0
schade,1,0,1,0,0,1,0,1,0,0
schade,0,0,0,0,0,1,0,1,0,0
dame,1,0,1,0,0,0,1,0,0,1
verdomd,1,0,1,0,0,1,0,0,0,0
verdoemenis,1,0,0,1,0,1,0,1,0,0
verdoemd,0,0,0,0,0,1,0,0,0,0
vochtig,0,0,0,0,0,0,0,0,0,0
gedempt,0,0,0,0,0,0,0,0,0,0
demper,0,0,0,0,0,1,0,0,0,0
jonkvrouw,0,0,0,0,0,0,0,0,0,0
dans,0,0,0,0,1,0,1,0,0,1
danser,0,0,0,0,0,0,0,0,0,0
roos,0,0,0,0,0,1,0,0,0,0
dandy,0,0,1,0,0,1,0,0,0,0
Gevaar,0,0,0,1,0,1,0,1,0,0
gevaarlijk,0,0,0,1,0,1,0,0,0,0
bengelen,0,0,0,0,0,0,0,0,0,0
dank u,0,0,1,0,0,0,0,0,0,0
goed verzorgd,0,0,0,0,0,0,0,0,0,0
durven,0,1,0,0,0,0,0,0,0,1
gedurfd,0,0,0,0,0,0,1,0,0,0
donker,0,0,0,0,0,0,0,1,0,0
verduisteren,0,0,0,1,0,1,0,1,0,0
verduisterd,0,0,0,1,0,1,0,1,0,0
donker,0,0,0,0,0,0,0,0,0,0
duisternis,1,0,0,1,0,1,0,1,0,0
liefje,0,0,0,0,1,0,1,0,0,1
verdorie,0,0,0,0,0,0,0,0,0,0
darten,0,0,0,1,0,0,0,0,0,0
streepje,0,0,0,0,0,0,0,0,0,0
dashboard,0,0,0,0,0,0,0,0,0,0
gestreept,1,0,0,1,0,1,0,1,0,0
onstuimig,0,0,0,0,0,0,1,0,0,0
lafhartig,1,0,1,1,0,1,0,0,0,0
gegevens,0,0,0,0,0,0,0,0,0,0
database,0,0,0,0,0,0,0,0,0,0
datum,0,0,0,0,0,0,0,0,0,0
dochter,0,0,0,0,1,0,1,0,0,0
ochtendgloren,0,1,0,0,1,0,1,0,1,1
dag,0,0,0,0,0,0,0,0,0,0
aanbreken van de dag,0,0,0,0,0,0,0,0,0,0
dagdromen,0,0,0,0,0,0,0,0,0,0
versuft,0,0,0,0,0,0,0,0,0,0
versuft,0,0,0,0,0,1,0,0,0,0
oogverblindend,0,0,0,0,0,0,0,0,0,0
diaken,0,0,0,0,0,0,0,0,0,1
deactiveren,0,0,0,0,0,1,0,0,0,0
impasse,0,0,0,0,0,1,0,0,0,0
dodelijk,1,0,1,1,0,1,0,1,0,0
oorverdovend,0,0,0,0,0,0,0,0,0,0
doofheid,0,0,0,0,0,0,0,0,0,0
overeenkomst,0,1,0,0,1,0,1,0,1,1
handelaar,0,0,0,0,0,0,0,0,0,0
omgang,0,0,0,0,0,0,0,0,0,0
transacties,0,0,0,0,0,0,0,0,0,1
decaan,0,0,0,0,0,0,0,0,0,0
lief,0,0,0,0,0,0,1,0,0,0
gebrek,0,0,0,0,0,0,0,0,0,0
dood,1,1,1,1,0,1,0,1,1,0
debacle,0,0,0,1,0,1,0,1,0,0
discutabel,0,0,0,0,0,0,0,0,0,0
debat,0,0,0,0,0,0,1,0,0,0
losbandigheid,0,0,1,1,0,1,0,0,0,0
obligatie,0,1,0,0,0,0,0,0,0,0
debiteren,0,0,0,0,0,0,0,0,0,0
brokstukken,0,0,1,0,0,1,0,0,0,0
schuld,0,0,0,0,0,1,0,1,0,0
schuldenaar,0,0,0,0,0,1,0,0,0,0
debuut,0,0,0,0,0,0,0,0,0,0
decennium,0,0,0,0,0,0,0,0,0,0
karaf,0,0,0,0,0,0,0,0,0,0
verval,0,0,0,1,0,1,0,1,0,0
vervallen,0,0,1,0,0,1,0,1,0,0
overleden,0,0,0,0,0,1,0,1,0,0
bedrog,1,0,1,1,0,1,0,1,1,0
bedrieglijk,0,0,1,0,0,1,0,1,0,0
bedriegen,1,0,1,0,0,1,0,1,0,0
bedrogen,1,0,0,0,0,1,0,0,0,0
bedriegen,0,0,0,0,0,1,0,0,0,1
fatsoen,0,0,0,0,0,0,1,0,0,0
redelijk,0,0,0,0,0,0,1,0,0,0
teleurstelling,0,0,0,0,0,1,0,0,0,0
bedrieglijk,0,0,0,0,0,1,0,0,0,0
beslist,0,0,0,0,0,0,0,0,0,0
