Russian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
колли,0,0,0,0,0,0,0,0,0,0
столкновение,1,0,0,0,0,1,0,0,0,0
словосочетание,0,0,0,0,0,0,0,0,0,0
разговорный,0,0,0,0,0,0,0,0,0,0
сговор,1,0,1,1,0,1,0,1,0,0
двоеточие,0,0,0,0,0,0,0,0,0,0
полковник,0,0,0,0,0,0,1,0,0,1
колониальный,0,0,0,0,0,0,0,0,0,0
колония,0,0,0,0,0,0,0,0,0,0
колофон,0,0,0,0,0,0,0,0,0,0
цвет,0,0,0,0,0,0,0,0,0,0
окраска,0,0,0,0,0,0,0,0,0,0
цветной,0,0,0,0,0,0,0,0,0,0
окраска,0,0,0,0,0,0,0,0,0,0
бесцветный,0,0,0,0,0,0,0,0,0,0
цвета,0,0,0,0,0,0,0,0,0,0
колоссальный,0,0,0,0,0,0,1,0,0,0
жеребенок,0,0,0,0,0,0,0,0,0,0
столбец,0,0,0,0,0,0,0,0,0,0
столбчатый,0,0,0,0,0,0,0,0,0,0
кома,0,0,0,1,0,1,0,1,0,0
коматозный,0,0,0,1,0,1,0,1,0,0
гребень,0,0,0,0,0,0,0,0,0,0
бой,1,0,0,1,0,1,0,0,0,0
комбатант,1,0,0,1,0,1,0,0,0,0
боевой,1,0,0,1,0,1,0,0,0,0
комбинация,0,0,0,0,0,0,0,0,0,0
комбинаторный,0,0,0,0,0,0,0,0,0,0
комбинировать,0,0,0,0,0,0,0,0,0,0
комбинированный,0,0,0,0,0,0,0,0,0,0
горючий,0,0,0,0,0,0,0,0,0,0
горение,0,0,0,0,0,0,0,0,0,0
комедия,0,0,0,0,0,0,0,0,0,0
комета,0,0,0,0,0,0,0,0,0,0
комфорт,0,1,0,0,1,0,1,0,0,1
одеяло,0,0,0,0,0,0,0,0,0,0
комикс,0,0,0,0,0,0,0,0,0,0
смешной,0,0,0,0,0,0,0,0,0,0
приходящий,0,1,0,0,0,0,0,0,0,0
запятая,0,0,0,0,0,0,0,0,0,0
команда,0,0,0,0,0,0,0,0,0,0
комендант,0,0,0,0,0,0,1,0,0,1
командир,0,0,0,0,0,0,0,0,0,0
командующий,0,0,0,0,0,0,1,0,0,1
почтить память,0,1,0,0,1,0,1,1,0,0
поминовение,0,1,0,0,1,0,1,0,0,0
памятный,0,1,0,0,0,0,1,0,0,0
начинать,0,0,0,0,0,0,0,0,0,0
хвалить,0,0,0,0,0,0,1,0,0,0
похвально,0,0,0,0,1,0,1,0,0,1
соразмерный,0,0,0,0,0,0,0,0,0,0
комментарий,0,0,0,0,0,0,0,0,0,0
комментарий,0,0,0,0,0,0,0,0,0,0
комментатор,0,0,0,0,0,0,1,0,0,0
коммерция,0,0,0,0,0,0,0,0,0,1
коммерческий,0,0,0,0,0,0,0,0,0,0
магазин,0,0,0,0,0,0,0,0,0,0
комиссия,0,0,0,0,0,0,0,0,0,1
комиссар,0,0,0,0,0,0,0,0,0,0
совершить,0,0,0,0,0,0,0,0,0,0
обязательство,0,0,0,0,0,1,0,1,0,0
преданный идее,0,0,0,0,0,0,1,0,0,1
комитет,0,0,0,0,0,0,0,0,0,1
товар,0,0,0,0,0,0,0,0,0,0
коммодор,0,0,0,0,0,0,1,0,0,1
общий,0,0,0,0,0,0,0,0,0,0
обычно,0,0,0,0,0,0,0,0,0,0
обыденность,0,1,0,0,0,0,0,0,0,1
общины,0,0,0,0,0,0,0,0,0,0
содружество,0,0,0,0,0,0,1,0,0,1
волнение,1,0,0,0,0,1,0,0,0,0
коммуна,0,0,0,0,0,0,0,0,0,0
коммуникабельный,0,0,0,0,0,0,0,0,0,0
общаться,0,0,0,0,0,0,1,0,0,1
коммуникация,0,0,0,0,0,0,0,0,0,1
общительный,0,0,0,0,0,0,1,0,0,0
причастие,0,0,0,0,1,0,1,0,0,1
коммунизм,1,0,0,1,0,1,0,1,0,0
коммунист,0,0,0,0,0,1,0,0,0,0
сообщество,0,0,0,0,0,0,1,0,0,0
коммутация,0,0,0,0,0,0,1,0,0,0
коммутативный,0,0,0,0,0,0,0,0,0,0
ездить,0,0,0,0,0,0,1,0,0,0
пассажир,0,0,0,0,0,0,0,0,0,0
компактный,0,0,0,0,0,0,0,0,0,1
уплотнение,0,0,0,0,0,0,0,0,0,0
компактность,0,0,0,0,0,0,0,0,0,0
компаньон,0,0,0,0,1,0,1,0,0,1
общение,0,0,0,0,0,0,0,0,0,0
Компания,0,0,0,0,0,0,0,0,0,0
сопоставимый,0,0,0,0,0,0,0,0,0,0
Сравнительная степень,0,0,0,0,0,0,0,0,0,0
сравнительно,0,0,0,0,0,0,0,0,0,0
сравнение,0,0,0,0,0,0,0,0,0,0
купе,0,0,0,0,0,0,0,0,0,0
компас,0,0,0,0,0,0,0,0,0,1
сострадание,0,0,0,1,0,0,1,0,0,0
сострадательный,0,0,0,0,0,0,1,0,0,0
совместимость,0,0,0,0,0,0,1,0,0,0
совместимый,0,0,0,0,0,0,1,0,0,0
принуждать,0,0,0,0,0,0,0,0,0,0
вынужденный,0,0,0,0,0,0,0,0,0,0
неотразимый,0,0,0,0,0,0,1,0,0,0
сборник,0,0,0,0,0,0,0,0,0,0
компенсировать,0,1,0,0,1,0,1,0,1,1
компенсация,0,0,0,0,0,0,0,0,0,0
компенсаторный,0,0,0,0,0,0,1,0,0,0
компетентность,0,0,0,0,0,0,1,0,0,1
компетентность,0,0,0,0,0,0,1,0,0,1
компетентный,0,0,0,0,0,0,1,0,0,1
конкуренция,0,1,0,0,0,1,0,0,0,0
конкурентоспособный,0,0,0,0,0,0,0,0,0,0
конкурент,0,0,0,0,0,0,0,0,0,0
компиляция,0,0,0,0,0,0,0,0,0,0
компилировать,0,0,0,0,0,0,0,0,0,0
самодовольство,0,0,0,0,0,0,1,0,0,0
самодовольный,0,0,0,0,0,0,0,0,0,0
жаловаться,1,0,0,0,0,1,0,1,0,0
жалоба,1,0,0,0,0,1,0,0,0,0
дополнять,0,1,0,0,1,0,1,0,1,1
дополнительный,0,0,0,0,0,0,1,0,0,0
завершенный,0,0,0,0,0,0,0,0,0,0
полностью,0,0,0,0,0,0,1,0,0,0
полнота,0,0,0,0,0,0,1,0,0,0
завершение,0,1,0,0,1,0,1,0,0,0
завершение,0,1,0,0,1,0,1,0,0,0
сложный,0,0,0,0,0,0,0,0,0,0
сложный,0,0,0,0,0,1,0,0,0,0
цвет лица,0,0,0,0,0,0,0,0,0,0
сложность,0,0,0,0,0,1,0,0,0,0
согласие,0,0,0,0,0,0,1,0,0,1
совместимый,0,0,0,0,0,0,1,0,0,0
усложнять,1,0,0,0,0,1,0,0,0,0
сложный,0,0,0,0,0,1,0,0,0,0
осложнение,0,0,0,0,0,1,0,0,0,0
соучастие,0,0,0,0,0,1,1,0,0,0
комплимент,0,1,0,0,1,0,1,0,1,1
исполнять,0,0,0,0,0,0,0,0,0,0
соблюдение,0,0,0,0,0,0,0,0,0,0
компо,0,0,0,0,0,0,0,0,0,0
составная часть,0,0,0,0,0,0,0,0,0,0
сочинять,0,0,0,0,0,0,0,0,0,0
составленный,0,0,0,0,0,0,1,0,0,0
композитор,0,0,0,0,0,0,1,0,0,0
составной,0,0,0,0,0,0,0,0,0,0
сочинение,0,0,0,0,0,0,0,0,0,0
компост,0,0,1,0,0,1,0,0,0,0
самообладание,0,0,0,0,0,0,1,0,0,0
сложный,0,0,0,0,0,0,0,0,0,0
постигать,0,0,0,0,0,0,1,0,0,0
понимание,0,0,0,0,0,0,0,0,0,0
всесторонний,0,0,0,0,0,0,1,0,0,0
компресс,1,0,0,0,0,0,0,0,0,0
сжатый,0,0,0,0,0,0,0,0,0,0
сжимаемый,0,0,0,0,0,0,0,0,0,0
компрессия,0,0,0,0,0,0,0,0,0,0
включать,0,0,0,0,0,0,0,0,0,0
компромисс,0,0,0,0,0,0,0,0,0,0
контролер,0,0,0,0,0,0,0,0,0,1
принуждение,1,0,0,0,0,1,0,0,0,0
принудительный,0,0,0,0,0,1,0,0,0,0
вычислимый,0,0,0,0,0,0,0,0,0,0
вычисление,0,0,0,0,0,0,0,0,0,0
вычислять,0,0,0,0,0,0,0,0,0,0
компьютер,0,0,0,0,0,0,0,0,0,0
товарищ,0,0,0,0,0,0,1,0,0,1
против,0,0,0,0,0,0,0,0,0,0
конкатенация,0,0,0,0,0,0,0,0,0,0
вогнутый,0,0,0,0,0,0,0,0,0,0
скрывать,0,0,0,0,0,1,0,1,0,0
скрытый,0,1,0,1,0,1,0,0,1,0
сокрытие,1,1,0,1,0,1,0,0,0,0
тщеславие,0,0,0,0,0,1,0,0,0,0
тщеславный,0,0,0,0,0,1,0,0,0,0
мыслимый,0,0,0,0,0,0,0,0,0,0
сконцентрироваться,0,0,0,0,0,0,0,0,0,0
концентрация,0,0,0,0,0,0,0,0,0,0
концентрический,0,0,0,0,0,0,1,0,0,0
зачатие,0,0,0,0,0,0,0,0,0,0
беспокойство,0,0,0,0,0,0,0,0,0,0
обеспокоенный,0,0,0,1,0,0,0,1,0,0
концерт,0,0,0,0,0,0,0,0,0,0
уступка,0,0,0,0,0,0,0,0,0,0
льготный,0,0,0,0,0,0,0,0,0,0
консьерж,0,0,0,0,0,0,0,0,0,0
примирение,0,0,0,0,1,0,1,0,0,1
лаконичный,0,0,0,0,0,0,0,0,0,0
конклав,0,0,0,0,0,0,0,0,0,0
заключить,0,0,0,0,0,0,0,0,0,0
заключение,0,0,0,0,0,0,1,0,0,0
вывод,0,0,0,0,0,0,0,0,0,0
смесь,0,0,0,0,0,0,0,0,0,0
сопутствующий,0,0,0,0,0,0,0,0,0,0
согласие,0,0,0,0,0,0,1,0,0,1
соответствие,0,0,0,0,0,0,1,0,0,1
конкурсы,0,0,0,0,0,0,0,0,0,0
сборище,0,0,0,0,0,0,0,0,0,0
конкретный,0,0,0,0,0,0,0,0,0,0
совпадение,0,0,0,0,0,0,0,0,0,0
одновременный,0,0,0,0,0,0,0,0,0,0
совпадающий,0,0,0,0,0,0,0,0,0,0
сотрясение,1,0,0,0,0,1,0,1,0,0
осуждать,1,0,0,0,0,1,0,0,0,0
осуждение,1,1,1,1,0,1,0,1,0,0
конденсация,0,0,0,0,0,0,0,0,0,0
сжатый,0,0,0,0,0,0,0,0,0,0
снисходительный,0,0,0,0,0,1,0,0,0,0
снисходительность,1,0,1,0,0,1,0,1,0,0
приправа,0,0,0,0,0,0,0,0,0,0
условие,0,0,0,0,0,0,0,0,0,0
условный,0,0,0,0,0,0,0,0,0,0
условно,0,0,0,0,0,0,0,0,0,0
обусловленный,0,0,0,0,0,0,0,0,0,0
условия,0,0,0,0,0,0,0,0,0,0
соболезнования,0,0,0,0,0,0,1,1,0,0
оправдывать,0,0,0,0,0,0,1,0,0,0
благоприятный,0,0,0,0,0,0,1,0,0,0
руководить,0,0,0,0,0,0,0,0,0,0
проводимость,0,0,0,0,0,0,0,0,0,0
проводимость,0,0,0,0,0,0,1,0,0,0
проводник,0,0,0,0,0,0,0,0,0,0
проводник,0,0,0,0,0,0,0,0,0,0
конус,0,0,0,0,0,0,0,0,0,0
союзник,0,0,0,0,0,0,1,0,0,1
конфедерация,0,0,0,0,0,0,0,0,0,0
даровать,0,0,0,0,0,0,0,0,0,0
конференция,0,0,0,0,0,0,0,0,0,0
признаваться,0,0,0,0,0,1,1,0,0,1
признание,0,1,0,1,0,1,0,1,1,0
конфессиональный,0,0,0,1,0,0,0,0,0,1
признания,0,0,0,0,0,0,0,0,0,0
доверять,0,0,0,0,0,0,0,0,0,1
уверенность,0,0,0,1,1,0,1,0,0,1
уверенная в себе,0,0,0,0,1,0,1,0,0,1
конфиденциальный,0,0,0,0,0,0,0,0,0,1
конфиденциально,0,0,0,0,0,0,0,0,0,1
конфигурация,0,0,0,0,0,0,0,0,0,0
ограничивать,1,0,0,1,0,1,0,1,0,0
замкнутый,1,0,1,1,0,1,0,1,0,0
заключение,1,0,0,1,0,1,0,1,0,0
ограничивает,0,0,0,0,0,0,0,0,0,0
подтверждать,0,0,0,0,0,0,0,0,0,0
подтверждение,0,0,0,0,0,0,0,0,0,1
подтверждающий,0,0,0,0,0,0,0,0,0,0
подтвержденный,0,0,0,0,0,0,1,0,0,1
конфисковать,1,0,0,0,0,1,0,1,0,0
конфискация,0,0,0,0,0,1,0,0,0,0
пожарище,1,0,0,1,0,1,0,0,0,0
конфликт,1,0,0,1,0,1,0,1,0,0
противоречивый,0,0,0,0,0,1,0,0,0,0
слияние,0,0,0,0,0,0,0,0,0,0
соответствие,0,0,0,0,0,0,1,0,0,0
конформация,0,0,0,0,0,0,0,0,0,0
соответствие,0,0,0,0,0,0,0,0,0,1
путать,0,0,0,0,0,1,0,0,0,0
сбитый с толку,0,0,0,0,0,1,0,0,0,0
противостоять,1,0,0,0,0,0,0,0,0,0
путать,0,0,0,0,0,1,0,0,0,0
путаница,1,0,0,1,0,1,0,0,0,0
близкий по духу,0,0,0,0,0,0,1,0,0,0
врожденный,0,0,0,0,0,0,0,0,0,0
скопление,0,0,0,0,0,1,0,0,0,0
конгломерат,0,0,0,0,0,0,0,0,0,1
конгломерат,0,0,0,0,0,0,0,0,0,0
поздравительный,0,0,0,0,1,0,1,0,0,0
собираться,0,0,0,0,0,0,0,0,0,0
собрание,0,0,0,0,0,0,1,0,0,1
конгресс,0,0,1,0,0,0,0,0,0,1
конгрессмен,0,0,0,0,0,0,0,0,0,0
конгрессмен,0,0,0,0,0,0,0,0,0,1
конгруэнтность,0,0,0,0,0,0,1,0,0,1
конический,0,0,0,0,0,0,0,0,0,0
конический,0,0,0,0,0,0,0,0,0,0
предположение,0,1,0,0,0,0,0,0,0,0
супружеский,0,0,0,0,0,0,0,0,0,0
сопряженный,0,0,0,0,0,0,0,0,0,0
спряжение,0,0,0,0,0,0,0,0,0,0
соединение,0,0,0,0,0,0,0,0,0,0
союзный,0,0,0,0,0,0,0,0,0,0
колдовать,0,1,0,0,0,0,0,0,1,0
заклинание,0,0,0,0,0,1,0,0,0,0
соединять,0,0,0,0,0,0,0,0,0,0
связано,0,0,0,0,0,0,0,0,0,0
связь,0,0,0,0,0,0,0,0,0,0
соединительный,0,0,0,0,0,0,0,0,0,1
знаток,0,0,0,0,1,0,1,0,0,1
завоевывать,0,0,0,0,0,0,0,0,0,0
завоеватель,0,0,0,0,0,0,0,0,0,0
завоевание,1,0,0,1,0,1,0,0,0,0
совесть,0,0,0,0,0,0,1,0,0,1
добросовестный,0,0,0,0,0,0,1,0,0,1
сознание,0,0,0,0,0,0,1,0,0,0
воинская повинность,0,0,0,0,0,0,0,0,0,0
освящение,0,1,0,0,1,0,1,1,0,1
последовательный,0,0,0,0,0,0,0,0,0,0
согласие,0,0,0,0,0,0,0,0,0,0
согласие,0,0,0,0,0,0,0,0,0,0
последствие,0,0,0,0,0,0,0,0,0,0
следствие,0,1,0,0,0,0,0,0,0,0
сохранение,0,1,0,0,0,0,1,0,0,1
консерватизм,0,0,0,0,0,0,0,0,0,0
консерватор,0,0,0,0,0,0,0,0,0,0
консерватория,0,0,0,0,0,0,0,0,0,0
сохранить,0,0,0,0,0,0,1,0,0,0
значительный,0,0,0,0,0,0,1,0,0,0
внимательный,0,0,0,0,0,0,1,0,0,1
грузополучатель,0,0,0,0,0,0,0,0,0,0
партия,0,0,0,0,0,0,0,0,0,0
последовательность,0,0,0,0,0,0,1,0,0,1
последовательный,0,0,0,0,0,0,0,0,0,0
утешение,0,0,0,0,0,0,0,0,0,0
приставка,0,0,0,0,0,0,1,1,0,0
консолидировать,0,0,0,0,0,0,0,0,0,0
укрепление,0,0,0,0,0,0,0,0,0,0
согласный,0,0,0,0,0,0,1,0,0,0
консорт,0,0,0,0,0,0,0,0,0,1
бросающийся в глаза,0,0,0,0,0,0,0,0,0,0
заговор,0,0,0,1,0,0,0,0,0,0
заговорщик,1,1,1,1,0,1,0,0,0,0
сговориться,0,0,0,1,0,1,0,0,0,0
констебль,0,0,0,0,0,0,0,0,0,1
постоянство,0,0,0,0,0,0,1,0,0,1
постоянный,0,0,0,0,0,0,1,0,0,1
постоянно,0,0,0,0,0,0,0,0,0,1
созвездие,0,0,0,0,0,0,0,0,0,0
ужас,1,0,0,1,0,1,0,0,0,0
запор,0,0,1,0,0,1,0,0,0,0
составляющая,0,0,0,0,0,0,0,0,0,0
составляющие,0,0,0,0,0,0,0,0,0,0
составляют,0,0,0,0,0,0,0,0,0,1
конституция,0,0,0,0,0,0,0,0,0,0
конституционный,0,0,0,0,0,0,1,0,0,1
конституционность,0,0,0,0,0,0,0,0,0,0
ограничивать,0,0,0,1,0,1,0,0,0,0
ограниченный,0,0,0,0,0,1,0,0,0,0
ограничение,1,0,0,1,0,1,0,1,0,0
построить,0,0,0,0,0,0,1,0,0,0
строительство,0,0,0,0,0,0,0,0,0,0
толковать,0,0,0,0,0,0,0,0,0,0
консул,0,0,0,0,0,0,0,0,0,1
консультироваться,0,0,0,0,0,0,0,0,0,1
консультация,0,0,0,0,0,0,0,0,0,0
потреблять,0,0,0,0,0,0,0,0,0,0
потребление,0,0,0,0,0,0,0,0,0,0
непревзойденный,0,0,0,0,0,0,1,0,0,0
завершение,0,0,0,0,0,0,0,0,0,0
потребление,0,0,0,0,0,0,0,0,0,0
контакт,0,0,0,0,0,0,1,0,0,0
заражение,0,1,1,1,0,1,0,0,0,0
заразительный,0,0,1,1,0,1,0,0,0,0
сдерживание,0,0,0,0,0,0,0,0,0,0
загрязнять,0,0,1,0,0,1,0,0,0,0
загрязненный,0,0,1,1,0,1,0,1,0,0
загрязнение,0,0,1,0,0,1,0,0,0,0
созерцать,0,0,0,0,0,0,0,0,0,0
созерцание,0,0,0,0,0,0,1,0,0,0
созерцательный,0,0,0,0,0,0,0,0,0,0
современный,0,0,0,0,0,0,0,0,0,0
современный,0,0,0,0,0,0,0,0,0,0
презрение,1,0,1,1,0,1,0,0,0,0
презренный,1,0,1,0,0,1,0,0,0,0
презрительный,1,0,0,0,0,1,0,0,0,0
борьба,0,0,0,0,0,0,0,0,0,0
содержание,0,0,0,0,1,0,1,0,0,1
спор,0,0,0,0,0,0,0,0,0,0
спорный,1,0,1,1,0,1,0,0,0,0
содержание,0,0,0,0,0,0,0,0,0,0
контекст,0,0,0,0,0,0,0,0,0,0
смежный,0,0,0,0,0,0,0,0,0,0
воздержание,0,0,0,0,0,0,0,0,0,0
континент,0,0,0,0,0,0,0,0,0,0
континентальный,0,0,0,0,0,0,0,0,0,0
случайность,0,0,0,0,0,0,0,0,0,0
контингент,0,1,0,0,0,0,0,0,0,0
постоянный,0,0,0,0,0,0,0,0,0,0
постоянно,0,0,0,0,0,0,0,0,0,0
продолжение,0,0,0,0,0,0,0,0,0,0
продолжение,0,1,0,0,0,0,0,0,0,0
Продолжать,0,1,0,0,0,0,1,0,0,1
продолжение,0,0,0,0,0,0,0,0,0,0
продолжение,0,0,0,0,0,0,0,0,0,0
преемственность,0,0,0,0,0,0,0,0,0,0
непрерывный,0,0,0,0,0,0,0,0,0,0
непрерывно,0,0,0,0,0,0,0,0,0,0
контур,0,0,0,0,0,0,1,0,0,0
контрабанда,1,0,1,1,0,1,0,0,0,0
договор,0,0,0,0,0,0,0,0,0,0
контракт,0,0,0,0,0,1,0,0,0,0
сократительный,0,0,0,0,0,0,0,0,0,0
заключение контракта,0,0,0,0,0,0,0,0,0,0
сокращение,0,0,0,0,0,0,0,0,0,0
противоречить,1,0,0,0,0,1,0,0,0,0
противоречие,0,0,0,0,0,1,0,0,0,0
противоречивый,0,0,0,0,0,1,0,0,0,0
вопреки,0,0,0,0,0,1,0,0,0,0
контраст,0,0,0,0,0,0,0,0,0,0
противопоставляется,0,0,0,0,0,1,0,0,0,0
противоречить,0,0,0,0,0,1,0,0,0,0
нарушение,0,0,0,0,0,1,0,0,0,0
делать вклад,0,0,0,0,0,0,1,0,0,0
участник,0,0,0,0,0,0,1,0,0,1
надуманный,0,0,0,0,0,0,0,0,0,0
контроль,0,0,0,0,0,0,0,0,0,0
спорный,1,0,0,0,0,1,0,0,0,0
полемика,0,0,0,0,0,1,0,0,0,0
загадка,0,0,0,0,0,0,0,0,0,0
выздоравливающий,0,0,0,0,0,0,0,0,0,0
конвекция,0,0,0,0,0,0,0,0,0,0
созывать,0,0,0,0,0,0,0,0,0,0
удобство,0,0,0,0,0,0,1,0,0,0
удобства,0,0,0,0,0,0,0,0,0,0
удобный,0,0,0,0,0,0,1,0,0,0
монастырь,0,0,0,0,0,0,1,0,0,1
соглашение,0,0,0,0,0,0,1,0,0,0
общепринятый,0,0,0,0,0,0,0,0,0,0
сходятся,0,0,0,0,0,0,0,0,0,0
конвергенция,0,1,0,0,0,0,0,0,0,0
сходящийся,0,0,0,0,0,0,0,0,0,0
сведущий,0,0,0,0,0,0,1,0,0,0
беседа,0,0,0,0,0,0,0,0,0,0
разговорный,0,0,0,0,0,0,1,0,0,0
беседовать,0,0,0,0,0,0,0,0,0,0
разговаривая,0,0,0,0,0,0,0,0,0,0
преобразование,0,0,0,0,0,0,0,0,0,0
конвертировать,0,0,0,0,0,0,1,0,0,0
преобразованный,0,0,0,0,0,0,0,0,0,0
кабриолет,0,0,0,0,0,0,0,0,0,0
выпуклый,0,0,0,0,0,0,0,0,0,0
выпуклость,0,0,0,0,0,0,0,0,0,0
передавать,0,0,0,0,0,0,0,0,0,0
перевозка,0,0,0,0,0,0,0,0,0,0
передача,0,0,0,0,0,0,0,0,0,1
признать виновным,1,0,1,1,0,1,0,1,0,0
убеждение,0,0,0,0,0,1,0,0,0,0
убеждать,0,1,0,0,0,0,1,0,0,1
убежденный,0,0,0,0,0,0,0,0,0,1
убедительный,0,0,0,0,0,0,0,0,0,1
созыв,0,0,0,0,0,0,0,0,0,0
запутанный,0,0,0,0,0,0,0,0,0,0
свертка,0,0,0,0,0,0,0,0,0,0
конвой,0,0,0,0,0,0,0,0,0,0
ворковать,0,0,0,0,0,0,0,0,0,0
готовить пищу,0,0,0,0,0,0,0,0,0,0
кулинария,0,0,0,0,0,0,0,0,0,0
приготовление еды,0,0,0,0,0,0,0,0,0,0
Круто,0,0,0,0,0,0,1,0,0,0
кулер,0,0,0,0,0,0,0,0,0,0
охлаждение,0,0,0,0,0,0,0,0,0,0
прохлада,0,0,0,0,0,0,1,0,0,0
курятник,1,0,1,0,0,1,0,0,0,0
сотрудничать,0,0,0,0,0,0,1,0,0,0
сотрудничество,0,0,0,0,0,0,1,0,0,1
сотрудничество,0,0,0,0,0,0,1,0,0,1
кооператив,0,0,0,0,0,0,1,0,0,1
координировать,0,0,0,0,0,0,0,0,0,0
полицейский,0,0,0,1,0,0,0,0,0,1
обильный,0,0,0,0,0,0,0,0,0,0
медь,0,0,0,0,0,0,0,0,0,0
копировать,0,0,0,0,0,1,0,0,0,0
подражатель,1,0,1,0,0,1,0,0,0,0
копирование,0,0,0,0,0,0,0,0,0,0
Авторские права,0,0,0,0,0,0,0,0,0,0
коралл,0,0,0,0,0,0,0,0,0,0
шнур,0,0,0,0,0,0,0,0,0,0
кордон,0,0,0,0,0,0,0,0,0,0
вельвет,0,0,0,0,0,0,0,0,0,0
основной,0,0,0,0,0,0,1,0,0,0
пробка,0,0,0,0,0,0,0,0,0,0
штопор,0,0,0,0,0,0,0,0,0,0
кукуруза,0,0,0,0,0,0,0,0,0,0
роговица,0,0,0,0,0,0,0,0,0,0
угол,0,0,0,0,0,0,0,0,0,0
корнет,0,0,0,0,0,0,0,0,0,0
карниз,0,0,0,0,0,0,0,0,0,0
кукурузный крахмал,0,0,0,0,0,0,0,0,0,0
следствие,0,0,0,0,0,0,0,0,0,0
корона,0,0,0,0,0,0,0,0,0,0
коронация,0,0,0,0,1,0,1,0,0,1
коронер,0,0,0,0,0,1,0,0,0,0
капрал,0,0,0,0,0,1,0,0,0,0
корпоративный,0,0,0,0,0,0,0,0,0,0
корпорация,0,0,0,0,0,0,1,0,0,1
телесный,0,0,0,0,0,0,1,0,0,0
корпус,0,0,0,0,0,0,0,0,0,0
труп,0,0,1,0,0,1,0,1,0,0
корпус,0,0,0,0,0,0,0,0,0,0
загон,0,0,0,0,0,0,0,0,0,0
исправление,0,0,0,0,0,1,0,0,0,0
корректирующий,0,0,0,0,0,0,1,0,0,0
правильность,0,0,0,0,0,0,0,0,0,1
корреляция,0,0,0,0,0,0,0,0,0,0
соотносительный,0,0,0,0,0,0,0,0,0,0
вести переписку,0,0,0,0,0,0,0,0,0,0
переписка,0,1,0,0,0,0,1,0,0,0
корреспондент,0,0,0,0,0,0,0,0,0,0
коридор,0,0,0,0,0,0,0,0,0,0
подтверждать,0,0,0,0,0,0,1,0,0,1
подтверждение,0,0,0,0,0,0,0,0,0,1
коррозия,0,0,0,0,0,1,0,0,0,0
коррозионный,0,0,0,1,0,1,0,0,0,0
коррумпированный,0,0,0,0,0,1,0,0,0,0
развращающий,1,0,1,1,0,1,0,1,0,0
коррупция,0,0,1,0,0,1,0,0,0,0
Корс,0,0,0,0,0,0,0,1,0,0
корсет,0,0,0,0,0,0,0,0,0,0
кора,0,0,0,0,0,0,0,0,0,0
корковый,0,0,0,0,0,0,0,0,0,0
корвет,0,0,0,0,0,0,0,0,0,0
косметический,0,0,0,0,0,0,0,0,0,0
косметика,0,0,0,0,0,0,0,0,0,0
космический,0,0,0,0,0,0,0,0,0,0
космология,0,0,0,0,0,0,0,0,0,0
космополит,0,0,0,0,0,0,1,0,0,1
космос,0,0,0,0,0,0,0,0,0,0
Стоимость,0,0,0,0,0,0,0,0,0,0
дорого,0,0,0,0,0,0,0,0,0,0
костюм,0,0,0,0,0,0,0,0,0,0
уютный,0,0,0,0,0,0,1,0,0,0
детская кроватка,0,0,0,0,0,0,0,0,0,0
берег,0,0,0,0,0,0,0,0,0,0
коттедж,0,0,0,0,0,0,0,0,0,0
хлопок,0,0,0,0,0,0,0,0,0,0
диван,0,0,0,0,0,0,0,1,0,0
пума,0,0,0,0,0,0,0,0,0,0
кашель,0,0,1,0,0,1,0,0,0,0
совет,0,1,0,0,0,0,1,0,0,1
адвокат,0,0,0,0,0,0,1,0,0,1
советник,1,0,0,1,0,1,0,0,0,1
советник,0,0,0,0,0,0,1,0,0,1
считать,0,0,0,0,0,0,1,0,0,1
обратный отсчет,0,1,0,0,0,0,0,0,0,0
лицо,0,0,0,0,0,0,0,0,0,0
прилавок,0,0,0,0,0,0,0,0,0,0
противодействовать,0,0,0,0,0,0,0,0,0,0
противовес,0,0,0,0,0,0,0,0,0,0
встречный иск,0,0,0,0,0,0,0,0,0,0
аналог,0,0,0,0,0,0,0,0,0,0
графиня,0,0,0,0,0,0,1,0,0,0
бесчисленное количество,0,0,0,0,0,0,0,0,0,0
страна,0,0,0,0,0,0,0,0,0,0
земляк,0,0,0,0,0,0,0,0,0,1
считает,0,0,0,0,0,0,0,0,0,0
округ,0,0,0,0,0,0,0,0,0,1
удачный ход,1,0,0,0,0,0,0,0,1,0
пара,0,0,0,0,0,0,0,0,0,0
соединенный,0,0,0,0,0,0,0,0,0,0
купон,0,0,0,0,0,0,0,0,0,0
храбрость,0,0,0,0,0,0,1,0,0,0
смелый,0,0,0,1,0,0,1,0,0,0
курьер,0,0,0,0,0,0,0,0,0,1
курсы,0,0,0,0,0,0,0,0,0,0
бегущий,0,0,0,0,0,1,0,0,0,0
корт,1,1,0,1,0,0,0,0,0,0
вежливый,0,0,0,0,0,0,1,0,0,0
учтивость,0,0,0,0,0,0,1,0,0,0
здание суда,0,0,0,0,0,0,0,0,0,0
суды,0,0,0,0,0,0,0,0,0,0
ухаживание,0,1,0,0,1,0,1,0,0,1
двор,0,0,0,0,0,0,0,0,0,0
бухта,0,1,1,1,1,0,1,0,0,0
завет,0,0,0,0,0,0,1,0,0,1
покрытие,0,0,0,0,0,0,0,0,0,1
покрытый,0,0,0,0,0,0,0,0,0,0
