Croatian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
prijelaz,0,0,0,0,0,0,0,0,0,0
prepone,0,0,0,0,0,0,0,0,0,0
čučnuti,0,0,0,1,0,0,0,0,0,0
zgrčena,0,0,0,0,0,0,0,0,0,0
čučeći,0,0,0,1,0,1,0,0,0,0
krupije,0,0,0,0,0,0,0,0,0,0
vrana,0,0,0,0,0,0,0,0,0,0
gužva,0,0,0,0,0,0,0,0,0,0
natrpan,0,0,0,0,0,0,0,0,0,0
kruna,0,0,0,0,0,0,0,0,0,0
krunidba,0,1,0,0,1,0,1,0,1,1
presudno,0,0,0,0,0,0,1,0,0,1
križni,0,0,0,0,0,1,0,0,0,0
raspelo,0,0,0,0,0,0,0,0,0,0
raspeće,1,0,1,1,0,1,0,1,0,0
sirove,0,0,1,0,0,1,0,0,0,0
okrutan,1,0,1,1,0,1,0,1,0,0
okrutno,1,0,0,1,0,1,0,0,0,0
okrutnost,1,0,1,1,0,1,0,1,0,0
krstarenje,0,0,0,0,0,0,0,0,0,0
kruzer,0,0,0,0,0,0,0,0,0,0
mrvica,0,0,0,0,0,0,0,0,0,0
raspadajući se,0,0,0,0,0,1,0,1,0,0
škripanje,1,0,0,0,0,1,0,0,0,0
križarski rat,1,0,0,1,0,1,0,0,0,0
simpatija,0,0,0,0,0,0,0,0,0,0
zgnječen,1,0,1,1,0,1,0,1,0,0
drobljenje,1,0,1,1,0,1,0,0,0,0
kora,0,0,0,0,0,0,0,0,0,0
skoren,0,0,1,0,0,1,0,0,0,0
štaka,0,0,0,0,0,0,0,0,0,0
srž,0,0,0,0,0,0,0,0,0,0
plakati,0,0,0,0,0,1,0,1,0,0
plač,0,0,0,0,0,1,0,1,0,0
kripta,0,0,0,1,0,1,0,1,0,0
zagonetan,0,0,0,0,0,0,0,0,0,0
kriptografija,0,0,0,0,0,0,0,0,0,0
kristal,0,0,0,0,0,0,1,0,0,0
kristalan,0,0,0,0,0,0,0,0,0,0
kristalizacija,0,0,0,0,0,0,0,0,0,0
mladunče,0,0,0,0,0,0,0,0,0,0
kocka,0,0,0,0,0,0,0,0,0,1
kabina,0,0,0,0,0,0,0,0,0,0
rogonja,0,0,1,0,0,1,0,0,0,0
kukavica,0,0,0,0,0,1,0,0,0,0
maziti,0,0,0,0,1,0,1,0,0,1
znak,0,1,0,0,0,0,0,0,0,0
lisičine za ruke,0,0,0,0,0,0,0,0,0,0
kuhinja,0,0,0,0,0,0,0,0,0,0
kulinarski,0,0,0,0,0,0,1,0,0,1
izbaciti,0,0,0,0,0,1,0,0,0,0
kulminirati,0,0,0,0,0,0,0,0,0,0
kulminacija,0,0,0,0,0,0,1,0,0,0
krivnja,0,0,0,0,0,1,0,0,0,0
kriv,0,0,0,0,0,1,0,0,0,0
krivac,0,0,0,0,0,1,0,0,0,0
kult,0,0,0,1,0,1,0,0,0,0
kultivirati,0,1,0,0,0,0,1,0,0,1
kultiviran,0,0,0,0,0,0,1,0,0,0
uzgoj,0,0,0,0,0,0,1,0,0,0
Kultura,0,0,0,0,0,0,1,0,0,0
odvodni kanal,0,0,0,0,0,0,0,0,0,0
glomazan,0,0,0,0,0,1,0,1,0,0
kumulus,0,0,0,0,0,0,0,0,0,0
lukav,0,0,0,0,0,1,1,0,0,0
kupa,0,0,0,0,0,0,0,0,0,0
ormarić,0,0,0,0,0,0,0,0,0,0
proces puštanja krvi,0,0,1,1,0,1,0,1,0,0
cur,1,0,1,1,0,1,0,0,0,0
izlječiv,0,0,0,0,0,0,1,0,0,1
kustos,0,0,0,0,0,0,0,0,0,0
ljekovito,0,0,0,0,0,0,0,0,0,0
kustos,0,0,0,0,0,0,0,0,0,0
obuzdati,0,0,0,0,0,0,0,0,0,0
skuta,0,0,0,0,0,0,0,0,0,0
policijski sat,0,0,0,0,0,0,0,0,0,0
znatiželja,0,1,0,0,0,0,1,0,1,0
kovrča,0,0,0,0,0,0,1,0,0,0
uvijanje,0,0,0,0,0,0,0,0,0,0
valuta,0,0,0,0,0,0,0,0,0,0
Trenutno,0,0,0,0,0,0,0,0,0,0
nastavni plan i program,0,0,0,0,0,0,0,0,0,0
curry,0,0,0,0,0,0,0,0,0,0
kletva,1,0,1,1,0,1,0,1,0,0
prokleti,1,0,0,1,0,1,0,1,0,0
psujući,1,0,1,0,0,1,0,0,0,0
letimičan,0,0,0,0,0,1,0,0,0,0
osoran,0,0,0,0,0,0,0,0,0,0
skratiti,0,0,0,0,0,0,0,0,0,0
smanjenje,0,0,0,0,0,0,0,0,0,0
zavjesa,0,0,0,0,0,0,0,0,0,0
zakrivljenost,0,0,0,0,0,0,0,0,0,0
zavoj,0,0,0,0,0,0,0,0,0,0
zakrivljen,0,0,0,0,0,0,0,0,0,0
krivolinijski,0,0,0,0,0,0,0,0,0,0
jastuk,0,0,0,0,0,0,1,0,0,0
vrh,0,0,0,0,0,0,0,0,0,0
psovao,1,0,0,0,0,0,0,0,0,0
skrbnik,0,0,0,0,0,0,0,0,0,1
skrbništvo,0,0,0,0,0,0,0,0,0,1
prilagođen,0,0,0,0,0,0,0,0,0,0
uobičajen,0,0,0,0,0,0,0,0,0,0
kupac,0,0,0,0,0,0,1,0,0,0
izrezati,0,0,0,0,0,0,0,0,0,0
kožni,0,0,0,0,0,0,0,0,0,0
sladak,0,0,0,0,0,0,1,0,0,0
zanoktica,0,0,0,0,0,0,0,0,0,0
pribor za jelo,0,0,0,0,0,0,0,0,0,0
rezač,0,0,0,1,0,1,0,0,0,0
rezači,0,0,0,0,0,0,1,0,0,0
koljač,1,0,0,1,0,1,0,0,0,0
rezanje,1,0,1,1,0,1,0,1,0,0
reznice,0,0,0,0,0,0,0,0,0,0
cwt,0,0,0,0,0,0,0,0,0,0
cijanid,0,0,0,1,0,1,0,0,0,0
ciklus,0,0,0,0,0,0,0,0,0,0
ciklički,0,0,0,0,0,0,0,0,0,0
biciklista,0,0,0,0,0,0,0,0,0,0
ciklon,0,0,0,1,0,1,0,0,1,0
cilindar,0,0,0,0,0,0,0,0,0,0
cilindričan,0,0,0,0,0,0,0,0,0,0
činela,0,0,0,0,0,0,0,0,0,0
cinik,0,0,0,0,0,0,0,0,0,0
cista,0,0,0,1,0,1,0,1,0,0
cistična,0,0,1,0,0,0,0,0,0,0
citomegalovirus,0,0,0,0,0,1,0,1,0,0
citoplazma,0,0,0,0,0,0,0,0,0,0
car,0,0,0,0,0,0,0,0,0,0
mrlja,0,0,0,0,0,0,0,0,0,0
petljati se,0,0,0,0,0,0,0,0,0,0
petljanje,1,0,1,0,0,1,0,0,0,0
tata,0,0,0,0,0,0,0,0,0,0
dado,0,0,0,0,0,0,0,0,0,0
demon,1,0,1,1,0,1,0,1,1,0
budalast,0,0,1,0,0,1,0,0,0,0
bodež,0,0,0,1,0,1,0,0,0,0
dnevno,0,1,0,0,0,0,0,0,0,0
poslastica,0,0,0,0,0,0,0,0,0,0
mliječni proizvodi,0,0,0,0,0,0,0,0,0,0
dak,0,0,0,0,0,0,0,0,0,0
dale,0,0,0,0,0,0,0,0,0,0
brana,0,0,0,0,0,0,0,0,0,0
šteta,1,0,1,0,0,1,0,1,0,0
štete,0,0,0,0,0,1,0,1,0,0
dama,1,0,1,0,0,0,1,0,0,1
proklet,1,0,1,0,0,1,0,0,0,0
prokletstvo,1,0,0,1,0,1,0,1,0,0
prokleta,0,0,0,0,0,1,0,0,0,0
vlažna,0,0,0,0,0,0,0,0,0,0
prigušena,0,0,0,0,0,0,0,0,0,0
zaklopka,0,0,0,0,0,1,0,0,0,0
djevojka,0,0,0,0,0,0,0,0,0,0
ples,0,0,0,0,1,0,1,0,0,1
plesač,0,0,0,0,0,0,0,0,0,0
prhut,0,0,0,0,0,1,0,0,0,0
kicoš,0,0,1,0,0,1,0,0,0,0
opasnost,0,0,0,1,0,1,0,1,0,0
opasno,0,0,0,1,0,1,0,0,0,0
viseti,0,0,0,0,0,0,0,0,0,0
vlažan,0,0,1,0,0,0,0,0,0,0
dotjeran,0,0,0,0,0,0,0,0,0,0
usuditi se,0,1,0,0,0,0,0,0,0,1
smion,0,0,0,0,0,0,1,0,0,0
mračno,0,0,0,0,0,0,0,1,0,0
potamniti,0,0,0,1,0,1,0,1,0,0
potamnio,0,0,0,1,0,1,0,1,0,0
mračno,0,0,0,0,0,0,0,0,0,0
tama,1,0,0,1,0,1,0,1,0,0
dragi,0,0,0,0,1,0,1,0,0,1
prokleti,0,0,0,0,0,0,0,0,0,0
strijelica,0,0,0,1,0,0,0,0,0,0
crtica,0,0,0,0,0,0,0,0,0,0
nadzorna ploča,0,0,0,0,0,0,0,0,0,0
isprekidano,1,0,0,1,0,1,0,1,0,0
poletan,0,0,0,0,0,0,1,0,0,0
kukavički,1,0,1,1,0,1,0,0,0,0
podaci,0,0,0,0,0,0,0,0,0,0
baza podataka,0,0,0,0,0,0,0,0,0,0
datum,0,0,0,0,0,0,0,0,0,0
kći,0,0,0,0,1,0,1,0,0,0
zora,0,1,0,0,1,0,1,0,1,1
dan,0,0,0,0,0,0,0,0,0,0
svitanje,0,0,0,0,0,0,0,0,0,0
sanjarenje,0,0,0,0,0,0,0,0,0,0
ošamućenost,0,0,0,0,0,0,0,0,0,0
omamljen,0,0,0,0,0,1,0,0,0,0
blistav,0,0,0,0,0,0,0,0,0,0
đakon,0,0,0,0,0,0,0,0,0,1
deaktivirati,0,0,0,0,0,1,0,0,0,0
zastoj,0,0,0,0,0,1,0,0,0,0
smrtonosan,1,0,1,1,0,1,0,1,0,0
zaglušujući,0,0,0,0,0,0,0,0,0,0
gluhoća,0,0,0,0,0,0,0,0,0,0
Dogovor,0,1,0,0,1,0,1,0,1,1
trgovac,0,0,0,0,0,0,0,0,0,0
bavljenje,0,0,0,0,0,0,0,0,0,0
poslovima,0,0,0,0,0,0,0,0,0,1
dekan,0,0,0,0,0,0,0,0,0,0
draga,0,0,0,0,0,0,1,0,0,0
nestašica,0,0,0,0,0,0,0,0,0,0
smrt,1,1,1,1,0,1,0,1,1,0
debakl,0,0,0,1,0,1,0,1,0,0
sporan,0,0,0,0,0,0,0,0,0,0
rasprava,0,0,0,0,0,0,1,0,0,0
razvrat,0,0,1,1,0,1,0,0,0,0
zadužnica,0,1,0,0,0,0,0,0,0,0
zaduženje,0,0,0,0,0,0,0,0,0,0
krhotine,0,0,1,0,0,1,0,0,0,0
dug,0,0,0,0,0,1,0,1,0,0
dužnik,0,0,0,0,0,1,0,0,0,0
debi,0,0,0,0,0,0,0,0,0,0
desetljeće,0,0,0,0,0,0,0,0,0,0
dekanter,0,0,0,0,0,0,0,0,0,0
propadanje,0,0,0,1,0,1,0,1,0,0
raspadnut,0,0,1,0,0,1,0,1,0,0
umrli,0,0,0,0,0,1,0,1,0,0
prijevara,1,0,1,1,0,1,0,1,1,0
lažljiv,0,0,1,0,0,1,0,1,0,0
prevariti,1,0,1,0,0,1,0,1,0,0
prevareni,1,0,0,0,0,1,0,0,0,0
zavaravajući,0,0,0,0,0,1,0,0,0,1
pristojnost,0,0,0,0,0,0,1,0,0,0
pristojan,0,0,0,0,0,0,1,0,0,0
prijevara,0,0,0,0,0,1,0,0,0,0
varljiv,0,0,0,0,0,1,0,0,0,0
odlučno,0,0,0,0,0,0,0,0,0,0
listopadne,0,0,0,0,0,0,0,0,0,0
decimal,0,0,0,0,0,0,0,0,0,0
dešifrirati,0,0,0,0,0,0,0,0,0,0
odluka,0,0,0,0,0,0,0,0,0,0
odlučujući,0,0,0,0,0,0,0,0,0,0
špil,0,0,0,0,0,0,0,0,0,0
deklaracija,0,0,0,0,0,0,0,0,0,0
deklaratorni,0,0,0,0,0,0,1,0,0,0
proglasiti,0,0,0,0,0,0,0,0,0,0
deklinacija,0,0,0,0,0,1,0,0,0,0
odbiti,0,0,0,0,0,1,0,0,0,0
opadajući,0,0,0,0,0,1,0,0,0,0
razgraditi se,0,0,1,0,0,0,0,0,0,0
razgrađena,0,0,0,0,0,0,0,1,0,0
raspad,0,0,1,1,0,1,0,1,0,0
ukrasiti,0,0,0,0,0,0,0,0,0,0
ukras,0,0,0,0,0,0,0,0,0,0
dekorum,0,0,0,0,0,0,0,0,0,0
mamac,0,0,0,0,0,0,0,0,1,0
smanjenje,0,0,0,0,0,1,0,0,0,0
smanjena,0,0,0,0,0,0,0,0,0,0
smanjujući se,0,0,0,0,0,0,0,0,0,0
dekret,0,0,0,0,0,0,0,0,0,0
smanjenje,0,0,0,0,0,1,0,0,0,0
oronuo,0,0,0,0,0,1,0,0,0,0
osuđivati,1,0,0,0,0,1,0,0,0,0
posveta,0,0,0,0,0,0,1,0,0,0
zaključiti,0,0,0,0,0,0,0,0,0,0
odbiti,0,0,0,0,0,1,0,0,0,0
odbitak,0,0,0,0,0,0,0,0,0,0
djelo,0,0,0,0,0,0,0,0,0,1
produbiti,0,0,0,0,0,0,0,0,0,0
jelen,0,0,0,0,0,0,0,0,0,0
klevetanje,0,0,1,1,0,1,0,0,0,0
klevetnički,1,0,0,0,0,1,0,0,0,0
zadano,0,0,1,1,0,1,0,1,0,0
poraz,0,0,0,0,0,1,0,0,0,0
poraženi,0,0,0,0,0,1,0,1,0,0
mana,1,0,0,0,0,1,0,0,0,0
prebjeg,0,0,0,1,0,1,0,0,0,0
neispravan,0,0,1,0,0,1,0,0,0,0
braniti,0,0,0,1,0,0,1,0,0,0
tuženik,1,0,0,1,0,0,0,1,0,0
branio,0,0,0,0,0,0,1,0,0,1
branitelj,0,0,0,0,0,0,1,0,0,1
braneći se,0,0,0,0,0,0,1,0,0,0
obrana,1,1,0,1,0,0,1,0,0,0
bez obrane,0,0,0,1,0,1,0,1,0,0
branljiv,0,0,0,0,0,0,0,0,0,0
obrambeni,0,0,0,0,0,0,0,0,0,0
odgoditi,0,0,0,0,0,0,0,0,0,0
poštovanje,0,0,0,0,0,0,1,0,0,1
odgoda,0,0,0,0,0,1,0,0,0,0
odgađajući,0,0,0,0,0,0,0,0,0,0
prkos,1,0,1,1,0,1,0,0,0,0
prkosan,1,0,0,0,0,1,0,0,0,0
nedostatak,0,0,0,0,0,1,0,0,0,0
deficit,0,0,0,0,0,1,0,0,0,0
definirati,0,0,0,0,0,0,0,0,0,0
definiran,0,0,0,0,0,0,0,0,0,0
definicija,0,0,0,0,0,0,0,0,0,0
konačan,0,0,0,0,0,0,1,0,0,1
ispuhati,1,0,0,0,0,1,0,1,0,0
deflacija,0,0,0,1,0,1,0,0,0,0
skrenuti,0,0,0,0,0,0,0,0,0,0
otklon,0,0,0,0,0,0,0,0,0,0
defloracija,0,0,0,0,0,0,0,0,0,0
deformirati,0,0,1,0,0,1,0,0,0,0
deformiran,0,0,1,0,0,1,0,1,0,0
deformacija,0,0,1,1,0,1,0,1,0,0
prevariti,1,0,1,0,0,1,0,0,0,0
pokrivati,0,0,0,0,0,0,0,0,0,0
spretan,0,0,0,0,0,0,0,0,0,0
mrtav,0,0,0,0,0,1,0,1,0,0
prkositi,1,0,0,1,0,1,0,1,1,0
izrođenost,1,0,1,0,0,1,0,1,0,0
degenerirati,0,0,0,0,0,1,0,0,0,0
degeneracija,0,0,0,0,0,0,0,0,0,0
degradacija,0,0,0,0,0,1,0,0,0,0
degradirati,0,0,1,0,0,1,0,0,0,0
degradirajući,0,0,1,1,0,1,0,1,0,0
stupanj,0,0,0,0,0,0,1,0,0,0
dehidriran,0,0,0,0,0,0,0,0,0,0
odgoditi,1,0,1,1,0,1,0,1,0,0
odgođeno,0,0,0,0,0,1,0,0,0,0
sladak,0,0,0,0,0,0,1,0,0,0
delegat,0,0,0,0,0,0,1,0,0,1
delegacija,0,0,0,0,0,0,0,0,0,0
štetan,1,0,1,1,0,1,0,0,0,0
brisanje,0,0,0,0,0,1,0,0,0,0
namjerno,0,0,0,0,0,0,1,0,0,0
razmatranje,0,0,0,0,0,0,0,0,0,0
deliberativni,0,0,0,0,0,0,0,0,0,0
poslastica,0,0,0,0,0,0,0,0,0,0
ukusno,0,0,0,0,1,0,1,0,0,0
oduševljenje,0,1,0,0,1,0,1,0,0,0
oduševljena,0,1,0,0,1,0,1,0,1,0
divan,0,1,0,0,1,0,1,0,0,1
ocrtati,0,0,0,0,0,0,0,0,0,0
ocrtavanje,0,0,0,0,0,0,0,0,0,0
delinkvencija,0,0,0,0,0,1,0,0,0,0
delinkvent,1,0,1,0,0,1,0,0,0,0
deliričan,0,0,0,0,0,1,0,1,0,0
delirijum,0,0,1,0,0,1,0,1,0,0
oslobođenje,0,1,0,0,1,0,1,0,0,1
dostava,0,1,0,0,0,0,1,0,0,0
dell,0,0,0,0,0,0,0,0,0,0
delta,0,0,0,0,0,0,0,0,0,0
potop,0,0,0,1,0,1,0,1,1,0
zabluda,1,0,0,1,0,1,0,1,0,0
deluzioni,1,0,0,1,0,1,0,0,0,0
kopati,0,0,0,0,0,0,0,0,0,0
zahtijevajte,1,0,0,0,0,1,0,0,0,0
zahtjevan,0,0,0,0,0,1,0,0,0,0
ponašanje,0,0,0,0,0,0,0,0,0,0
dementan,0,0,0,1,0,1,0,0,0,0
demencija,0,0,0,1,0,1,0,1,0,0
propast,0,0,0,1,0,1,0,1,0,0
demokracija,0,0,0,0,0,0,1,0,0,0
demokrata,0,0,0,0,0,0,0,0,0,0
rušiti,1,0,0,0,0,1,0,1,0,0
rušenje,0,0,0,0,0,1,0,0,0,0
demon,1,0,1,1,0,1,0,1,0,0
demonski,1,0,1,1,0,1,0,1,0,0
dokaziv,0,0,0,0,0,0,1,0,0,0
demonstrirati,0,0,0,0,0,0,0,0,0,0
pokazao,0,0,0,0,0,0,0,0,0,0
demonstrirajući,0,0,0,0,0,0,0,0,0,0
demonstracija,0,0,0,0,0,0,0,0,0,0
demonstrativna,0,0,0,0,1,0,1,1,0,0
demonstrator,0,0,0,0,0,0,0,0,0,0
demoraliziran,0,0,0,1,0,1,0,1,0,0
demonstracije,0,0,0,0,0,0,0,0,0,0
jazbina,0,0,0,0,0,0,0,0,0,0
poricanje,0,0,0,0,0,1,0,0,0,0
odbijeno,0,0,0,0,0,1,0,1,0,0
vjeroispovijest,0,0,0,0,0,0,0,0,0,0
konfesionalni,0,0,0,0,0,0,0,0,0,0
nazivnik,0,0,0,0,0,0,0,0,0,0
označiti,0,0,0,0,0,0,0,0,0,0
otkazati,1,0,1,0,0,1,0,0,0,0
gusta,0,0,0,0,0,0,0,0,0,0
gustoća,0,0,0,0,0,0,0,0,0,0
utiskivati,0,0,0,0,0,0,0,0,0,0
stomatologija,0,0,0,1,0,0,0,0,0,0
denunciranje,1,0,1,1,0,1,0,0,0,0
poricati,1,0,0,0,0,1,0,0,0,0
niječući,0,1,0,0,0,1,0,0,0,0
dezodorans,0,0,0,0,0,0,0,0,0,0
otići,0,1,0,0,0,0,0,1,0,0
otišao,0,0,0,0,0,1,0,1,0,0
odjelu,0,0,0,0,0,0,0,0,0,0
odlazak,0,0,0,0,0,1,0,1,0,0
ovisiti,0,1,0,0,0,0,0,0,0,1
ovisan,0,0,0,0,0,0,0,0,0,0
ovisnost,0,0,0,1,0,1,0,1,0,0
ovisnost,0,0,0,0,0,1,0,0,0,0
ovisan,0,0,0,0,0,1,1,0,0,1
prikazati,0,0,0,0,0,0,0,0,0,0
prikazujući,0,0,0,0,0,0,0,0,0,0
iscrpljenost,0,0,0,0,0,0,0,0,0,0
žalosno,1,0,1,1,0,1,0,1,0,0
žaliti,1,0,1,0,0,1,0,1,0,0
rasporediti,0,0,0,0,0,0,0,0,0,0
deportirati,0,0,0,1,0,1,0,1,0,0
deportacija,1,0,0,1,0,1,0,1,0,0
depozit,0,0,0,0,0,0,0,0,0,0
depozitar,0,0,0,0,0,0,0,0,0,0
taloženje,0,0,0,0,0,0,0,0,0,0
depozitar,0,0,0,0,0,0,0,0,0,1
depo,0,0,0,0,0,0,0,0,0,0
razvratan,1,1,1,1,0,1,0,1,0,0
izopačenost,1,0,1,0,0,1,0,0,0,0
amortizirati,1,0,1,0,0,1,0,0,0,0
amortiziran,1,0,1,1,0,1,0,1,0,0
amortizacija,0,0,0,1,0,1,0,0,0,0
pritisnuti,0,0,0,1,0,1,0,1,0,0
depresivno,1,0,0,1,0,1,0,1,0,0
depresivno,0,0,1,0,0,1,0,1,0,0
depresija,0,0,0,0,0,1,0,1,0,0
depresivno,0,0,0,0,0,1,0,1,0,0
uskraćivanje,1,0,1,1,0,1,0,1,0,0
dubina,0,0,0,0,0,0,1,0,0,1
zamjenik,0,0,0,0,0,0,0,0,0,1
iskočiti iz tračnica,0,0,0,0,0,0,0,0,0,0
poremećen,1,0,1,1,0,1,0,0,0,0
zapuštena,0,0,0,0,0,1,0,0,0,0
ismijavanje,1,0,1,0,0,1,0,0,0,0
izvođenje,0,0,0,0,0,0,0,0,0,0
izvedenica,0,0,0,0,0,0,0,0,0,0
izvesti,0,0,0,0,0,0,0,0,0,0
kožni,0,0,0,0,0,0,0,0,0,0
dermatolog,0,0,0,0,0,0,0,0,0,1
dermatologija,0,0,0,0,0,0,0,0,0,0
derogacija,1,0,1,1,0,1,0,1,0,0
pogrdno,1,0,1,1,0,1,0,1,0,0
spustiti se,0,0,0,0,0,0,0,0,0,0
potomak,0,0,0,0,0,0,0,0,0,0
potomak,0,0,0,0,0,0,0,0,0,0
silazni,0,0,0,0,0,0,0,0,0,0
silazak,0,0,0,1,0,0,0,1,0,0
opisati,0,0,0,0,0,0,0,0,0,0
opis,0,0,0,0,0,0,0,0,0,0
opisni,0,0,0,0,0,0,1,0,0,0
skrnavljenje,1,0,1,1,0,1,0,1,0,0
pustinja,1,0,1,1,0,1,0,1,0,0
napušten,1,0,1,1,0,1,0,1,0,0
dezerterstvo,0,0,0,0,0,1,0,0,0,0
zaslužiti,1,1,0,0,0,0,1,0,0,1
zasluženo,0,0,0,0,0,0,1,0,0,0
zaslužan,0,0,0,0,0,0,0,0,0,0
oblikovati,0,0,0,0,0,0,0,0,0,0
odrediti,0,0,0,0,0,0,0,0,0,0
oznaka,0,0,0,0,0,0,0,0,0,1
dizajnirani,0,0,0,0,0,0,0,0,0,0
dizajner,0,0,0,0,0,0,1,0,0,0
projektiranje,0,0,0,0,0,0,0,0,0,0
poželjnost,0,0,0,0,0,0,0,0,0,0
poželjan,0,0,0,0,0,0,1,0,0,0
željni,0,0,0,0,0,0,1,0,0,0
željna,0,0,0,0,0,0,1,0,0,0
odustati,1,0,1,0,0,1,0,0,0,0
radni stol,0,0,0,0,0,0,0,0,0,0
pustoš,0,0,0,1,0,1,0,1,0,0
očaj,1,0,1,1,0,1,0,1,0,0
očajavajući,0,0,0,1,0,1,0,1,0,0
depeša,0,0,0,0,0,0,0,0,0,0
očajan,0,0,0,0,0,1,0,0,0,0
očaj,0,0,0,0,0,0,0,0,0,0
vrijedan prezira,1,0,1,0,0,1,0,0,0,0
prezirati,1,0,1,0,0,1,0,0,0,0
despotski,0,0,0,1,0,1,0,0,0,0
despotizam,1,0,1,1,0,1,0,1,0,0
desert,0,0,0,0,0,0,0,0,0,0
odredište,0,1,0,1,1,0,1,1,1,0
suđeno,0,1,0,0,0,0,0,0,0,0
sudbina,0,0,0,0,0,0,0,0,0,0
oskudica,0,0,0,1,0,1,0,1,0,0
uništeno,1,0,0,1,0,1,0,1,0,0
razarač,1,0,0,1,0,1,0,0,0,0
uništavajući,1,0,0,1,0,1,0,1,0,0
uništenje,1,0,0,0,0,1,0,0,0,0
destruktivno,1,0,1,1,0,1,0,0,0,0
odvojiti,0,0,0,0,0,0,0,0,0,0
odvojena,0,0,0,0,0,0,0,0,0,0
odvojenost,0,0,0,0,0,1,0,0,0,0
detalj,0,0,0,0,0,0,0,0,0,0
pojedinosti,0,0,0,0,0,0,0,0,0,0
pritvoriti,0,0,0,0,0,1,0,0,0,0
pritvorenik,1,1,0,1,0,1,0,1,0,0
otkriti,0,0,0,0,0,0,1,0,0,0
detektabilan,0,0,0,0,0,0,0,0,0,0
otkrivanje,0,0,0,0,0,0,1,0,0,0
detektiv,0,0,0,0,0,0,0,0,0,0
detektor,0,0,0,0,0,0,0,0,0,0
pritvor,0,0,0,0,0,1,0,1,0,0
odvratiti,0,0,0,0,0,0,0,0,0,0
deterdžent,0,0,0,0,0,0,0,0,0,0
pogoršati,0,0,0,1,0,1,0,1,0,0
pogoršalo se,0,0,1,0,0,1,0,1,0,0
pogoršanje,1,0,1,1,0,1,0,1,0,0
odrediv,0,0,0,0,0,0,0,0,0,0
određen,0,1,0,0,0,0,0,0,0,1
odlučnost,0,0,0,0,0,0,1,0,0,1
odlučan,0,0,0,0,0,0,1,0,0,0
mrziti,1,0,1,0,0,1,0,0,0,0
detonirati,0,0,0,1,0,1,0,0,1,0
detonacija,1,0,0,0,0,0,0,0,0,0
obilaznica,0,0,0,0,0,0,0,0,0,0
umanjiti,1,0,0,0,0,1,0,0,0,0
šteta,0,0,0,0,0,1,0,0,0,0
štetan,0,0,0,0,0,1,0,0,0,0
detritus,0,0,0,0,0,1,0,0,0,0
dvojka,0,0,0,0,0,0,0,0,0,0
opustošiti,1,0,0,1,0,1,0,1,0,0
razoran,1,0,1,1,0,1,0,1,0,1
razaranja,1,0,0,1,0,1,0,1,1,0
razviti,0,1,0,0,0,0,1,0,0,0
razvijanje,0,0,0,0,0,0,0,0,0,0
razvoj,0,0,0,0,0,0,0,0,0,0
odstupati,0,0,0,0,0,0,0,0,0,0
odstupajući,0,0,0,0,0,0,0,0,0,0
odstupanje,0,0,0,0,0,0,0,1,0,0
uređaj,0,0,0,0,0,0,0,0,0,0
vrag,1,1,1,1,0,1,0,1,0,0
đavolski,0,0,1,1,0,1,0,0,0,0
podmukao,0,0,0,0,0,1,0,0,0,0
smisliti,0,0,0,0,0,0,0,0,0,0
lišen,0,0,0,0,0,0,0,0,0,0
devolucija,0,0,0,0,0,1,0,0,0,0
prenijeti,0,0,0,0,0,0,0,0,0,0
posvetiti se,0,0,0,0,0,0,0,0,0,0
ljubitelj,0,0,0,0,0,0,0,0,0,0
pobožno,0,0,0,0,0,0,1,0,0,1
proždirati,0,0,0,0,0,1,0,0,0,0
pobožan,0,1,0,0,1,0,1,0,0,1
rosa,0,0,0,0,0,0,0,0,0,0
dekster,0,0,0,0,0,0,0,0,0,0
spretnost,0,0,0,0,0,0,1,0,0,0
dekstroza,0,0,0,0,0,0,0,0,0,0
dijaboličan,1,0,1,1,0,1,0,0,0,0
dijagnoza,0,1,0,1,0,1,0,0,0,1
dijagnostički,0,0,0,0,0,0,0,0,0,0
dijagnostika,0,0,0,0,0,0,0,0,0,0
dijagram,0,0,0,0,0,0,0,0,0,0
dial,0,0,0,0,0,0,0,0,0,0
dijalekt,0,0,0,0,0,0,0,0,0,0
dijalektika,0,0,0,0,0,0,0,0,0,0
dijalog,0,0,0,0,0,0,0,0,0,0
promjer,0,0,0,0,0,0,0,0,0,0
dijamant,0,0,0,0,1,0,1,0,0,0
dijamant,0,0,0,0,0,0,0,0,0,0
pelena,0,0,1,0,0,0,0,0,0,0
dijafragma,0,0,0,0,0,0,0,0,0,0
proljev,0,0,1,0,0,0,0,0,0,0
dnevnik,0,0,0,0,1,0,1,0,0,1
dijatriba,1,0,1,0,0,1,0,0,0,0
kocke,0,0,0,0,0,0,0,0,0,0
dihotomni,0,0,0,0,0,0,0,0,0,0
Dihotomija,0,0,0,0,0,0,0,0,0,0
diktirati,0,0,0,0,0,0,0,0,0,0
diktat,0,0,0,0,0,0,0,0,0,0
diktator,0,0,0,1,0,1,0,0,0,0
diktatorski,1,0,0,0,0,1,0,0,0,0
diktatura,1,1,1,1,0,1,0,1,0,0
dikcija,0,0,0,0,0,0,0,0,0,0
rječnik,0,0,0,0,0,0,1,0,0,1
izreka,0,0,0,0,0,0,0,0,0,1
didaktički,0,0,0,0,0,0,1,0,0,0
