Danish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
madlavning,0,0,0,0,0,0,0,0,0,0
fedt nok,0,0,0,0,0,0,1,0,0,0
køligere,0,0,0,0,0,0,0,0,0,0
afkøling,0,0,0,0,0,0,0,0,0,0
kølighed,0,0,0,0,0,0,1,0,0,0
samarbejde,1,0,1,0,0,1,0,0,0,0
samarbejde,0,0,0,0,0,0,1,0,0,0
samarbejder,0,0,0,0,0,0,1,0,0,1
samarbejde,0,0,0,0,0,0,1,0,0,1
samarbejdsvillig,0,0,0,0,0,0,1,0,0,1
koordinere,0,0,0,0,0,0,0,0,0,0
betjent,0,0,0,1,0,0,0,0,0,1
rigelige,0,0,0,0,0,0,0,0,0,0
kobber,0,0,0,0,0,0,0,0,0,0
kopi,0,0,0,0,0,1,0,0,0,0
copycat,1,0,1,0,0,1,0,0,0,0
kopiering,0,0,0,0,0,0,0,0,0,0
ophavsret,0,0,0,0,0,0,0,0,0,0
koral,0,0,0,0,0,0,0,0,0,0
snor,0,0,0,0,0,0,0,0,0,0
afspærring,0,0,0,0,0,0,0,0,0,0
fløjlsbukser,0,0,0,0,0,0,0,0,0,0
kerne,0,0,0,0,0,0,1,0,0,0
kork,0,0,0,0,0,0,0,0,0,0
proptrækker,0,0,0,0,0,0,0,0,0,0
majs,0,0,0,0,0,0,0,0,0,0
hornhinde,0,0,0,0,0,0,0,0,0,0
hjørne,0,0,0,0,0,0,0,0,0,0
kornet,0,0,0,0,0,0,0,0,0,0
gesims,0,0,0,0,0,0,0,0,0,0
majsstivelse,0,0,0,0,0,0,0,0,0,0
følge,0,0,0,0,0,0,0,0,0,0
corona,0,0,0,0,0,0,0,0,0,0
kroning,0,0,0,0,1,0,1,0,0,1
retsmediciner,0,0,0,0,0,1,0,0,0,0
korporal,0,0,0,0,0,1,0,0,0,0
corporate,0,0,0,0,0,0,0,0,0,0
virksomhed,0,0,0,0,0,0,1,0,0,1
kropslig,0,0,0,0,0,0,1,0,0,0
korps,0,0,0,0,0,0,0,0,0,0
lig,0,0,1,0,0,1,0,1,0,0
korpus,0,0,0,0,0,0,0,0,0,0
indhegning,0,0,0,0,0,0,0,0,0,0
rettelse,0,0,0,0,0,1,0,0,0,0
korrigerende,0,0,0,0,0,0,1,0,0,0
korrekthed,0,0,0,0,0,0,0,0,0,1
korrelation,0,0,0,0,0,0,0,0,0,0
korrelativ,0,0,0,0,0,0,0,0,0,0
korrespondere,0,0,0,0,0,0,0,0,0,0
korrespondance,0,1,0,0,0,0,1,0,0,0
korrespondent,0,0,0,0,0,0,0,0,0,0
korridor,0,0,0,0,0,0,0,0,0,0
bekræfte,0,0,0,0,0,0,1,0,0,1
bekræftelse,0,0,0,0,0,0,0,0,0,1
korrosion,0,0,0,0,0,1,0,0,0,0
ætsende,0,0,0,1,0,1,0,0,0,0
korrupt,0,0,0,0,0,1,0,0,0,0
korrumperer,1,0,1,1,0,1,0,1,0,0
korruption,0,0,1,0,0,1,0,0,0,0
corse,0,0,0,0,0,0,0,1,0,0
korset,0,0,0,0,0,0,0,0,0,0
cortex,0,0,0,0,0,0,0,0,0,0
kortikal,0,0,0,0,0,0,0,0,0,0
korvet,0,0,0,0,0,0,0,0,0,0
kosmetisk,0,0,0,0,0,0,0,0,0,0
kosmetik,0,0,0,0,0,0,0,0,0,0
kosmisk,0,0,0,0,0,0,0,0,0,0
kosmologi,0,0,0,0,0,0,0,0,0,0
kosmopolitisk,0,0,0,0,0,0,1,0,0,1
kosmos,0,0,0,0,0,0,0,0,0,0
koste,0,0,0,0,0,0,0,0,0,0
kostbar,0,0,0,0,0,0,0,0,0,0
kostume,0,0,0,0,0,0,0,0,0,0
hyggelig,0,0,0,0,0,0,1,0,0,0
barneseng,0,0,0,0,0,0,0,0,0,0
cote,0,0,0,0,0,0,0,0,0,0
sommerhus,0,0,0,0,0,0,0,0,0,0
bomuld,0,0,0,0,0,0,0,0,0,0
sofa,0,0,0,0,0,0,0,1,0,0
Puma,0,0,0,0,0,0,0,0,0,0
hoste,0,0,1,0,0,1,0,0,0,0
råd,0,1,0,0,0,0,1,0,0,1
råd,0,0,0,0,0,0,1,0,0,1
rådgiver,1,0,0,1,0,1,0,0,0,1
rådgiver,0,0,0,0,0,0,1,0,0,1
tælle,0,0,0,0,0,0,1,0,0,1
nedtælling,0,1,0,0,0,0,0,0,0,0
ansigt,0,0,0,0,0,0,0,0,0,0
tæller,0,0,0,0,0,0,0,0,0,0
modvirke,0,0,0,0,0,0,0,0,0,0
modvægt,0,0,0,0,0,0,0,0,0,0
modkrav,0,0,0,0,0,0,0,0,0,0
modpart,0,0,0,0,0,0,0,0,0,0
grevinde,0,0,0,0,0,0,1,0,0,0
utallige,0,0,0,0,0,0,0,0,0,0
Land,0,0,0,0,0,0,0,0,0,0
landsmand,0,0,0,0,0,0,0,0,0,1
tæller,0,0,0,0,0,0,0,0,0,0
amt,0,0,0,0,0,0,0,0,0,1
kup,1,0,0,0,0,0,0,0,1,0
par,0,0,0,0,0,0,0,0,0,0
koblet,0,0,0,0,0,0,0,0,0,0
kupon,0,0,0,0,0,0,0,0,0,0
mod,0,0,0,0,0,0,1,0,0,0
modig,0,0,0,1,0,0,1,0,0,0
kurer,0,0,0,0,0,0,0,0,0,1
kurser,0,0,0,0,0,0,0,0,0,0
kursing,0,0,0,0,0,1,0,0,0,0
ret,1,1,0,1,0,0,0,0,0,0
høflig,0,0,0,0,0,0,1,0,0,0
høflighed,0,0,0,0,0,0,1,0,0,0
retsbygning,0,0,0,0,0,0,0,0,0,0
domstole,0,0,0,0,0,0,0,0,0,0
frieri,0,1,0,0,1,0,1,0,0,1
gårdsplads,0,0,0,0,0,0,0,0,0,0
bugt,0,1,1,1,1,0,1,0,0,0
pagt,0,0,0,0,0,0,1,0,0,1
dække over,0,0,0,0,0,0,0,0,0,1
dækket,0,0,0,0,0,0,0,0,0,0
afdækning,0,0,0,0,0,0,0,0,0,0
skjult,0,0,0,0,0,0,0,0,0,0
begære,0,0,0,0,0,1,0,0,0,0
ko,0,0,0,0,0,0,0,0,0,0
kujon,0,0,1,1,0,1,0,1,0,0
fejhed,0,0,0,1,0,1,0,0,0,0
fej,0,0,0,1,0,1,0,0,0,0
cowboy,0,0,0,0,0,0,0,0,0,0
okseskind,0,0,0,0,0,0,0,0,0,0
cowl,0,0,0,0,0,0,0,0,0,0
medarbejder,0,0,0,0,0,0,0,0,0,0
coy,0,0,0,1,0,0,0,0,0,0
prærieulv,0,0,0,1,0,0,0,0,0,0
krabbe,0,0,0,0,0,0,0,0,0,0
knasende,1,0,0,0,0,1,0,0,0,0
sprække,0,0,0,0,0,1,0,0,0,0
revnet,1,0,0,1,0,1,0,0,0,0
kiks,0,0,0,0,0,0,0,0,0,0
revner,0,0,0,0,0,1,0,0,0,0
knitre,0,0,0,0,0,0,0,0,0,0
vugge,0,1,0,0,1,0,1,0,0,1
håndværk,0,0,0,0,0,0,1,0,0,0
håndværker,0,0,0,0,0,0,1,0,0,0
snu,0,0,0,0,0,0,0,0,0,0
craig,0,0,0,0,0,0,0,0,0,0
proppet,0,0,0,0,0,0,0,0,0,0
krampe,0,1,0,0,0,1,0,0,0,0
trange,0,0,0,0,0,1,0,0,0,0
kran,0,0,0,0,0,0,0,0,0,0
kranium,0,0,0,0,0,0,0,0,0,0
håndsving,0,0,0,0,0,1,0,0,0,0
sur,1,0,0,0,0,1,0,0,0,0
lort,0,0,1,0,0,1,0,0,0,0
craps,0,1,0,0,0,0,0,0,0,0
krak,0,0,0,1,0,1,0,1,1,0
kasse,0,0,0,0,0,0,0,0,0,0
krater,0,0,0,0,0,0,0,0,0,0
higer efter,0,1,0,0,0,0,0,0,0,0
trang,0,1,0,0,0,0,0,0,0,0
languster,0,0,0,0,0,0,0,0,0,0
kravle,0,0,1,0,0,1,0,0,0,0
farveblyanter,0,0,0,0,0,0,0,0,0,0
dille,0,0,0,0,0,0,0,0,0,0
skøre,1,0,0,1,0,1,0,0,0,0
helt vildt,1,0,0,1,0,1,0,1,0,0
knirkende,0,0,0,0,0,1,0,0,0,0
fløde,0,1,0,0,1,0,1,0,1,0
flødekande,0,0,0,0,0,0,0,0,0,0
cremet,0,0,0,0,0,0,0,0,0,0
folder,0,0,0,0,0,0,0,0,0,0
skab,0,0,0,0,1,0,1,0,0,0
skabelse,0,0,0,0,0,0,0,0,0,0
kreativ,0,0,0,0,0,0,1,0,0,0
skaber,0,0,0,0,0,0,0,0,0,0
væsen,0,0,1,1,0,1,0,0,0,0
troværdighed,0,0,0,0,0,0,1,0,0,1
legitimationsoplysninger,0,0,0,0,0,0,1,0,0,1
legitimationsoplysninger,0,0,0,0,0,0,0,0,0,0
troværdighed,0,0,0,0,0,0,1,0,0,1
troværdig,0,0,0,0,0,0,1,0,0,1
kredit,0,0,0,0,0,0,1,0,0,1
kreditværdig,0,0,0,0,0,0,1,0,0,1
krediteret,0,0,0,0,0,0,1,0,0,0
kreditering,0,0,0,0,0,0,0,0,0,0
kreditor,0,0,0,0,0,0,0,0,0,0
trosbekendelse,0,0,0,0,0,0,0,0,0,0
å,0,0,0,0,0,0,0,0,0,0
krybe,0,0,0,0,0,1,0,0,0,0
krybende,0,1,0,0,0,0,0,0,0,0
kremation,0,0,0,0,0,0,0,1,0,0
kreolsk,0,0,0,0,0,0,0,0,0,0
crescendo,0,1,0,0,1,0,1,0,1,1
halvmåne,0,0,0,0,0,0,0,0,0,0
spalte,0,0,0,0,0,0,0,0,0,0
mandskab,0,0,0,0,0,0,0,0,0,1
krybbe,0,0,0,0,0,0,0,0,0,0
cricket,0,0,0,0,0,0,0,0,0,0
forbrydelse,1,0,0,0,0,1,0,0,0,0
kriminel,1,0,1,1,0,1,0,0,0,0
kriminalitet,1,0,1,1,0,1,0,0,0,0
krympe,0,0,0,0,0,0,0,0,0,0
karmosinrød,0,0,0,0,0,0,0,0,0,0
krympe,0,0,1,1,0,1,0,1,0,0
krøbling,0,0,0,1,0,1,0,1,0,0
forkrøblet,0,0,0,0,0,1,0,1,0,0
krise,0,0,0,0,0,1,0,0,0,0
sprøde,0,0,0,0,0,1,0,0,0,1
kriterium,0,0,0,0,0,0,0,0,0,0
kritiker,0,0,0,0,0,1,0,0,0,0
kritik,1,0,0,0,0,1,0,1,0,0
kritisere,1,0,1,1,0,1,0,1,0,0
kritik,0,0,0,0,0,0,1,0,0,0
væsen,0,0,1,0,0,0,0,0,0,0
kvække,0,0,0,0,0,0,0,0,0,0
crock,0,0,0,0,0,0,0,0,0,0
service,0,0,0,0,0,0,0,0,0,0
krokodille,0,0,0,1,0,0,0,0,0,0
torp,0,0,0,0,0,0,0,0,0,0
skurk,0,0,0,0,0,1,0,0,0,0
afgrøde,0,0,0,0,0,0,0,0,0,0
kroket,0,0,0,0,0,0,0,0,0,0
kryds,1,0,0,1,0,1,0,1,0,0
armbrøst,0,0,0,0,0,0,0,0,0,0
krydsede,0,0,0,0,0,0,0,0,0,0
overfart,0,0,0,0,0,0,0,0,0,0
skridt,0,0,0,0,0,0,0,0,0,0
krybe sammen,0,0,0,1,0,0,0,0,0,0
krøb sammen,0,0,0,0,0,0,0,0,0,0
huk,0,0,0,1,0,1,0,0,0,0
croupier,0,0,0,0,0,0,0,0,0,0
krage,0,0,0,0,0,0,0,0,0,0
menneskemængde,0,0,0,0,0,0,0,0,0,0
overfyldt,0,0,0,0,0,0,0,0,0,0
krone,0,0,0,0,0,0,0,0,0,0
kroning,0,1,0,0,1,0,1,0,1,1
afgørende,0,0,0,0,0,0,1,0,0,1
korsfæste,0,0,0,0,0,1,0,0,0,0
krucifiks,0,0,0,0,0,0,0,0,0,0
korsfæstelse,1,0,1,1,0,1,0,1,0,0
rå,0,0,1,0,0,1,0,0,0,0
grusom,1,0,1,1,0,1,0,1,0,0
grusomt,1,0,0,1,0,1,0,0,0,0
grusomhed,1,0,1,1,0,1,0,1,0,0
krydstogt,0,0,0,0,0,0,0,0,0,0
krydser,0,0,0,0,0,0,0,0,0,0
krumme,0,0,0,0,0,0,0,0,0,0
smuldre,0,0,0,0,0,1,0,1,0,0
knas,1,0,0,0,0,1,0,0,0,0
korstog,1,0,0,1,0,1,0,0,0,0
knuse,0,0,0,0,0,0,0,0,0,0
knust,1,0,1,1,0,1,0,1,0,0
knusende,1,0,1,1,0,1,0,0,0,0
skorpe,0,0,0,0,0,0,0,0,0,0
skorpeagtig,0,0,1,0,0,1,0,0,0,0
krykke,0,0,0,0,0,0,0,0,0,0
crux,0,0,0,0,0,0,0,0,0,0
skrig,0,0,0,0,0,1,0,1,0,0
græder,0,0,0,0,0,1,0,1,0,0
krypt,0,0,0,1,0,1,0,1,0,0
kryptisk,0,0,0,0,0,0,0,0,0,0
kryptografi,0,0,0,0,0,0,0,0,0,0
krystal,0,0,0,0,0,0,1,0,0,0
krystallinsk,0,0,0,0,0,0,0,0,0,0
krystallisation,0,0,0,0,0,0,0,0,0,0
unge,0,0,0,0,0,0,0,0,0,0
terning,0,0,0,0,0,0,0,0,0,1
aflukke,0,0,0,0,0,0,0,0,0,0
hanrej,0,0,1,0,0,1,0,0,0,0
gøg,0,0,0,0,0,1,0,0,0,0
kæle,0,0,0,0,1,0,1,0,0,1
stikord,0,1,0,0,0,0,0,0,0,0
manchet,0,0,0,0,0,0,0,0,0,0
køkken,0,0,0,0,0,0,0,0,0,0
kulinarisk,0,0,0,0,0,0,1,0,0,1
aflivning,0,0,0,0,0,1,0,0,0,0
kulminere,0,0,0,0,0,0,0,0,0,0
kulmination,0,0,0,0,0,0,1,0,0,0
skyld,0,0,0,0,0,1,0,0,0,0
skyldig,0,0,0,0,0,1,0,0,0,0
synderen,0,0,0,0,0,1,0,0,0,0
kult,0,0,0,1,0,1,0,0,0,0
dyrke,0,1,0,0,0,0,1,0,0,1
dyrket,0,0,0,0,0,0,1,0,0,0
dyrkning,0,0,0,0,0,0,1,0,0,0
kultur,0,0,0,0,0,0,1,0,0,0
kulvert,0,0,0,0,0,0,0,0,0,0
besværligt,0,0,0,0,0,1,0,1,0,0
cumulus,0,0,0,0,0,0,0,0,0,0
snedig,0,0,0,0,0,1,1,0,0,0
kop,0,0,0,0,0,0,0,0,0,0
skab,0,0,0,0,0,0,0,0,0,0
cupping,0,0,1,1,0,1,0,1,0,0
cur,1,0,1,1,0,1,0,0,0,0
helbredes,0,0,0,0,0,0,1,0,0,1
kuratere,0,0,0,0,0,0,0,0,0,0
helbredende,0,0,0,0,0,0,0,0,0,0
kurator,0,0,0,0,0,0,0,0,0,0
kantsten,0,0,0,0,0,0,0,0,0,0
ostemasse,0,0,0,0,0,0,0,0,0,0
udgangsforbud,0,0,0,0,0,0,0,0,0,0
nysgerrighed,0,1,0,0,0,0,1,0,1,0
krølle,0,0,0,0,0,0,1,0,0,0
curling,0,0,0,0,0,0,0,0,0,0
betalingsmiddel,0,0,0,0,0,0,0,0,0,0
nuværende,0,0,0,0,0,0,0,0,0,0
læseplan,0,0,0,0,0,0,0,0,0,0
karry,0,0,0,0,0,0,0,0,0,0
forbande,1,0,1,1,0,1,0,1,0,0
forbandet,1,0,0,1,0,1,0,1,0,0
forbandelse,1,0,1,0,0,1,0,0,0,0
overfladisk,0,0,0,0,0,1,0,0,0,0
kort,0,0,0,0,0,0,0,0,0,0
indskrænke,0,0,0,0,0,0,0,0,0,0
indskrænkning,0,0,0,0,0,0,0,0,0,0
gardin,0,0,0,0,0,0,0,0,0,0
krumning,0,0,0,0,0,0,0,0,0,0
kurve,0,0,0,0,0,0,0,0,0,0
buet,0,0,0,0,0,0,0,0,0,0
krumlinjet,0,0,0,0,0,0,0,0,0,0
pude,0,0,0,0,0,0,1,0,0,0
spids,0,0,0,0,0,0,0,0,0,0
forbandet,1,0,0,0,0,0,0,0,0,0
formynder,0,0,0,0,0,0,0,0,0,1
forældremyndighed,0,0,0,0,0,0,0,0,0,1
brugerdefinerede,0,0,0,0,0,0,0,0,0,0
sædvanlig,0,0,0,0,0,0,0,0,0,0
kunde,0,0,0,0,0,0,1,0,0,0
skære,0,0,0,0,0,0,0,0,0,0
kutan,0,0,0,0,0,0,0,0,0,0
sød,0,0,0,0,0,0,1,0,0,0
neglebånd,0,0,0,0,0,0,0,0,0,0
bestik,0,0,0,0,0,0,0,0,0,0
kutter,0,0,0,1,0,1,0,0,0,0
kuttere,0,0,0,0,0,0,1,0,0,0
møghals,1,0,0,1,0,1,0,0,0,0
skæring,1,0,1,1,0,1,0,1,0,0
stiklinger,0,0,0,0,0,0,0,0,0,0
cwt,0,0,0,0,0,0,0,0,0,0
cyanid,0,0,0,1,0,1,0,0,0,0
cyklus,0,0,0,0,0,0,0,0,0,0
cyklisk,0,0,0,0,0,0,0,0,0,0
cyklist,0,0,0,0,0,0,0,0,0,0
cyklon,0,0,0,1,0,1,0,0,1,0
cylinder,0,0,0,0,0,0,0,0,0,0
cylindrisk,0,0,0,0,0,0,0,0,0,0
bækken,0,0,0,0,0,0,0,0,0,0
kynisk,0,0,0,0,0,0,0,0,0,0
cyste,0,0,0,1,0,1,0,1,0,0
cystisk,0,0,1,0,0,0,0,0,0,0
cytomegalovirus,0,0,0,0,0,1,0,1,0,0
cytoplasma,0,0,0,0,0,0,0,0,0,0
zar,0,0,0,0,0,0,0,0,0,0
dab,0,0,0,0,0,0,0,0,0,0
tumle,0,0,0,0,0,0,0,0,0,0
dabler,1,0,1,0,0,1,0,0,0,0
far,0,0,0,0,0,0,0,0,0,0
dado,0,0,0,0,0,0,0,0,0,0
dæmon,1,0,1,1,0,1,0,1,1,0
dum,0,0,1,0,0,1,0,0,0,0
dolk,0,0,0,1,0,1,0,0,0,0
daglige,0,1,0,0,0,0,0,0,0,0
yndig,0,0,0,0,0,0,0,0,0,0
mejeri,0,0,0,0,0,0,0,0,0,0
dak,0,0,0,0,0,0,0,0,0,0
dale,0,0,0,0,0,0,0,0,0,0
dæmning,0,0,0,0,0,0,0,0,0,0
skade,1,0,1,0,0,1,0,1,0,0
skader,0,0,0,0,0,1,0,1,0,0
dame,1,0,1,0,0,0,1,0,0,1
for pokker,1,0,1,0,0,1,0,0,0,0
forbandelse,1,0,0,1,0,1,0,1,0,0
forbandet,0,0,0,0,0,1,0,0,0,0
fugtig,0,0,0,0,0,0,0,0,0,0
dæmpet,0,0,0,0,0,0,0,0,0,0
dæmper,0,0,0,0,0,1,0,0,0,0
pige,0,0,0,0,0,0,0,0,0,0
dans,0,0,0,0,1,0,1,0,0,1
danser,0,0,0,0,0,0,0,0,0,0
skæl,0,0,0,0,0,1,0,0,0,0
dandy,0,0,1,0,0,1,0,0,0,0
fare,0,0,0,1,0,1,0,1,0,0
farligt,0,0,0,1,0,1,0,0,0,0
dingle,0,0,0,0,0,0,0,0,0,0
dank,0,0,1,0,0,0,0,0,0,0
dapper,0,0,0,0,0,0,0,0,0,0
turde,0,1,0,0,0,0,0,0,0,1
vovet,0,0,0,0,0,0,1,0,0,0
mørk,0,0,0,0,0,0,0,1,0,0
mørkere,0,0,0,1,0,1,0,1,0,0
formørket,0,0,0,1,0,1,0,1,0,0
mørkt,0,0,0,0,0,0,0,0,0,0
mørke,1,0,0,1,0,1,0,1,0,0
skat,0,0,0,0,1,0,1,0,0,1
helvede,0,0,0,0,0,0,0,0,0,0
dart,0,0,0,1,0,0,0,0,0,0
bindestreg,0,0,0,0,0,0,0,0,0,0
dashboard,0,0,0,0,0,0,0,0,0,0
stiplet,1,0,0,1,0,1,0,1,0,0
flot,0,0,0,0,0,0,1,0,0,0
uhyggeligt,1,0,1,1,0,1,0,0,0,0
data,0,0,0,0,0,0,0,0,0,0
database,0,0,0,0,0,0,0,0,0,0
dato,0,0,0,0,0,0,0,0,0,0
datter,0,0,0,0,1,0,1,0,0,0
daggry,0,1,0,0,1,0,1,0,1,1
dag,0,0,0,0,0,0,0,0,0,0
daggry,0,0,0,0,0,0,0,0,0,0
dagdrømmer,0,0,0,0,0,0,0,0,0,0
døs,0,0,0,0,0,0,0,0,0,0
fortumlet,0,0,0,0,0,1,0,0,0,0
blændende,0,0,0,0,0,0,0,0,0,0
diakon,0,0,0,0,0,0,0,0,0,1
deaktivere,0,0,0,0,0,1,0,0,0,0
dødvande,0,0,0,0,0,1,0,0,0,0
dødelig,1,0,1,1,0,1,0,1,0,0
øredøvende,0,0,0,0,0,0,0,0,0,0
døvhed,0,0,0,0,0,0,0,0,0,0
del,0,1,0,0,1,0,1,0,1,1
forhandler,0,0,0,0,0,0,0,0,0,0
handler,0,0,0,0,0,0,0,0,0,0
handler,0,0,0,0,0,0,0,0,0,1
dekan,0,0,0,0,0,0,0,0,0,0
Kære,0,0,0,0,0,0,1,0,0,0
mangel,0,0,0,0,0,0,0,0,0,0
død,1,1,1,1,0,1,0,1,1,0
debacle,0,0,0,1,0,1,0,1,0,0
diskutabel,0,0,0,0,0,0,0,0,0,0
debat,0,0,0,0,0,0,1,0,0,0
udskejelser,0,0,1,1,0,1,0,0,0,0
gældsbrev,0,1,0,0,0,0,0,0,0,0
debet,0,0,0,0,0,0,0,0,0,0
vragrester,0,0,1,0,0,1,0,0,0,0
gæld,0,0,0,0,0,1,0,1,0,0
debitor,0,0,0,0,0,1,0,0,0,0
debut,0,0,0,0,0,0,0,0,0,0
årti,0,0,0,0,0,0,0,0,0,0
karaffel,0,0,0,0,0,0,0,0,0,0
henfald,0,0,0,1,0,1,0,1,0,0
forfalden,0,0,1,0,0,1,0,1,0,0
afdød,0,0,0,0,0,1,0,1,0,0
bedrag,1,0,1,1,0,1,0,1,1,0
bedragerisk,0,0,1,0,0,1,0,1,0,0
bedrage,1,0,1,0,0,1,0,1,0,0
bedraget,1,0,0,0,0,1,0,0,0,0
bedrager,0,0,0,0,0,1,0,0,0,1
anstændighed,0,0,0,0,0,0,1,0,0,0
anstændig,0,0,0,0,0,0,1,0,0,0
bedrag,0,0,0,0,0,1,0,0,0,0
vildledende,0,0,0,0,0,1,0,0,0,0
bestemt,0,0,0,0,0,0,0,0,0,0
løvfældende,0,0,0,0,0,0,0,0,0,0
decimal,0,0,0,0,0,0,0,0,0,0
dechifrere,0,0,0,0,0,0,0,0,0,0
afgørelse,0,0,0,0,0,0,0,0,0,0
afgørende,0,0,0,0,0,0,0,0,0,0
dæk,0,0,0,0,0,0,0,0,0,0
erklæring,0,0,0,0,0,0,0,0,0,0
deklaratorisk,0,0,0,0,0,0,1,0,0,0
erklære,0,0,0,0,0,0,0,0,0,0
deklination,0,0,0,0,0,1,0,0,0,0
nedgang,0,0,0,0,0,1,0,0,0,0
faldende,0,0,0,0,0,1,0,0,0,0
nedbrydes,0,0,1,0,0,0,0,0,0,0
nedbrudt,0,0,0,0,0,0,0,1,0,0
nedbrydning,0,0,1,1,0,1,0,1,0,0
dekorere,0,0,0,0,0,0,0,0,0,0
dekoration,0,0,0,0,0,0,0,0,0,0
dekorum,0,0,0,0,0,0,0,0,0,0
lokkemiddel,0,0,0,0,0,0,0,0,1,0
formindske,0,0,0,0,0,1,0,0,0,0
er faldet,0,0,0,0,0,0,0,0,0,0
faldende,0,0,0,0,0,0,0,0,0,0
dekret,0,0,0,0,0,0,0,0,0,0
nedsættelse,0,0,0,0,0,1,0,0,0,0
affældig,0,0,0,0,0,1,0,0,0,0
fordømme,1,0,0,0,0,1,0,0,0,0
dedikation,0,0,0,0,0,0,1,0,0,0
udlede,0,0,0,0,0,0,0,0,0,0
fradrage,0,0,0,0,0,1,0,0,0,0
fradrag,0,0,0,0,0,0,0,0,0,0
gerning,0,0,0,0,0,0,0,0,0,1
uddybe,0,0,0,0,0,0,0,0,0,0
hjort,0,0,0,0,0,0,0,0,0,0
ærekrænkelse,0,0,1,1,0,1,0,0,0,0
ærekrænkende,1,0,0,0,0,1,0,0,0,0
Standard,0,0,1,1,0,1,0,1,0,0
nederlag,0,0,0,0,0,1,0,0,0,0
besejret,0,0,0,0,0,1,0,1,0,0
defekt,1,0,0,0,0,1,0,0,0,0
afhoppen,0,0,0,1,0,1,0,0,0,0
defekt,0,0,1,0,0,1,0,0,0,0
forsvare,0,0,0,1,0,0,1,0,0,0
tiltalte,1,0,0,1,0,0,0,1,0,0
forsvarede,0,0,0,0,0,0,1,0,0,1
forsvarer,0,0,0,0,0,0,1,0,0,1
forsvare,0,0,0,0,0,0,1,0,0,0
forsvar,1,1,0,1,0,0,1,0,0,0
forsvarsløse,0,0,0,1,0,1,0,1,0,0
forsvarligt,0,0,0,0,0,0,0,0,0,0
defensiv,0,0,0,0,0,0,0,0,0,0
udsætte,0,0,0,0,0,0,0,0,0,0
respekt,0,0,0,0,0,0,1,0,0,1
udsættelse,0,0,0,0,0,1,0,0,0,0
udsætte,0,0,0,0,0,0,0,0,0,0
trodsighed,1,0,1,1,0,1,0,0,0,0
trodsig,1,0,0,0,0,1,0,0,0,0
mangel,0,0,0,0,0,1,0,0,0,0
underskud,0,0,0,0,0,1,0,0,0,0
Definere,0,0,0,0,0,0,0,0,0,0
defineret,0,0,0,0,0,0,0,0,0,0
definition,0,0,0,0,0,0,0,0,0,0
endeligt,0,0,0,0,0,0,1,0,0,1
tømme luften ud,1,0,0,0,0,1,0,1,0,0
deflation,0,0,0,1,0,1,0,0,0,0
afbøje,0,0,0,0,0,0,0,0,0,0
afbøjning,0,0,0,0,0,0,0,0,0,0
deflorering,0,0,0,0,0,0,0,0,0,0
deformere,0,0,1,0,0,1,0,0,0,0
deform,0,0,1,0,0,1,0,1,0,0
deformitet,0,0,1,1,0,1,0,1,0,0
bedrage,1,0,1,0,0,1,0,0,0,0
afholde,0,0,0,0,0,0,0,0,0,0
behændig,0,0,0,0,0,0,0,0,0,0
nedlagt,0,0,0,0,0,1,0,1,0,0
trodse,1,0,0,1,0,1,0,1,1,0
degeneration,1,0,1,0,0,1,0,1,0,0
degenerere,0,0,0,0,0,1,0,0,0,0
degeneration,0,0,0,0,0,0,0,0,0,0
nedbrydning,0,0,0,0,0,1,0,0,0,0
nedbryde,0,0,1,0,0,1,0,0,0,0
nedværdigende,0,0,1,1,0,1,0,1,0,0
grad,0,0,0,0,0,0,1,0,0,0
dehydreret,0,0,0,0,0,0,0,0,0,0
forsinke,1,0,1,1,0,1,0,1,0,0
forsinket,0,0,0,0,0,1,0,0,0,0
liflig,0,0,0,0,0,0,1,0,0,0
delegeret,0,0,0,0,0,0,1,0,0,1
delegation,0,0,0,0,0,0,0,0,0,0
skadelig,1,0,1,1,0,1,0,0,0,0
sletning,0,0,0,0,0,1,0,0,0,0
bevidst,0,0,0,0,0,0,1,0,0,0
overvejelse,0,0,0,0,0,0,0,0,0,0
overvejende,0,0,0,0,0,0,0,0,0,0
delikatesse,0,0,0,0,0,0,0,0,0,0
lækker,0,0,0,0,1,0,1,0,0,0
glæde,0,1,0,0,1,0,1,0,0,0
glad,0,1,0,0,1,0,1,0,1,0
dejlig,0,1,0,0,1,0,1,0,0,1
afgrænse,0,0,0,0,0,0,0,0,0,0
afgrænsning,0,0,0,0,0,0,0,0,0,0
kriminalitet,0,0,0,0,0,1,0,0,0,0
kriminel,1,0,1,0,0,1,0,0,0,0
delirisk,0,0,0,0,0,1,0,1,0,0
delirium,0,0,1,0,0,1,0,1,0,0
udfrielse,0,1,0,0,1,0,1,0,0,1
levering,0,1,0,0,0,0,1,0,0,0
dell,0,0,0,0,0,0,0,0,0,0
delta,0,0,0,0,0,0,0,0,0,0
syndflod,0,0,0,1,0,1,0,1,1,0
vrangforestilling,1,0,0,1,0,1,0,1,0,0
vrangforestillinger,1,0,0,1,0,1,0,0,0,0
dykke,0,0,0,0,0,0,0,0,0,0
efterspørgsel,1,0,0,0,0,1,0,0,0,0
krævende,0,0,0,0,0,1,0,0,0,0
attitude,0,0,0,0,0,0,0,0,0,0
dement,0,0,0,1,0,1,0,0,0,0
