Belarusian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
распадацца,0,0,1,1,0,1,0,0,0,0
распад,0,0,0,0,0,1,0,0,0,0
бескарыслівы,0,0,0,0,0,1,0,0,0,0
раз'яднацца,0,0,0,0,0,0,0,0,0,0
раз'яднаны,0,0,0,0,0,0,0,0,0,0
раз'яднаўчы,0,0,0,0,0,0,0,0,0,0
дыск,0,0,0,0,0,0,0,0,0,0
дыскета,0,0,0,0,0,0,0,0,0,0
нелюбоў,1,0,1,0,0,1,0,0,0,0
не спадабаўся,1,0,0,0,0,1,0,1,0,0
вывіхнуць,1,0,1,1,0,1,0,1,0,0
вывіх,0,0,0,0,0,0,0,0,0,0
выбіць,0,0,0,0,0,0,0,0,0,0
змрочны,0,0,1,1,0,1,0,1,0,0
расчараванне,1,1,0,1,0,1,0,1,1,0
расчляненне,0,0,1,1,0,1,0,1,0,0
звольніць,0,0,0,0,0,0,0,0,0,0
звальненне,1,0,1,1,0,1,0,1,1,0
спешыцца,0,0,0,0,0,0,0,0,0,0
непаслушэнства,1,0,1,0,0,1,0,0,0,0
непаслухмяны,1,0,0,0,0,1,0,0,0,0
не падпарадкоўвацца,1,0,1,0,0,1,0,0,0,0
засмучэнне,0,0,0,1,0,1,0,0,0,0
бязладна,0,0,0,0,0,1,0,0,0,0
неарганізавана,0,0,0,0,0,1,0,0,0,0
зневажаць,1,0,1,0,0,1,0,1,0,0
грэбліва,1,0,1,0,0,1,0,1,0,0
разрозненыя,0,0,0,0,0,0,0,0,0,0
дыспрапорцыя,1,0,1,0,0,1,0,1,0,0
бесстрасны,0,0,0,0,0,1,0,1,0,0
адпраўка,0,0,0,0,0,0,0,0,0,0
развеяць,0,0,0,0,0,1,0,1,0,0
дыспенсія,0,0,0,0,0,0,0,0,0,0
дазаваць,0,0,0,0,0,0,0,0,0,0
разысціся,0,0,0,0,0,0,0,0,0,0
рассеяны,0,0,0,0,0,0,0,0,0,0
дысперсія,0,0,0,0,0,1,0,0,0,0
выцесніць,0,0,0,0,0,1,0,0,0,0
выцясняецца,1,0,0,1,0,0,0,1,0,0
водазмяшчэнне,0,0,0,0,0,0,0,0,0,0
дысплей,0,0,0,0,0,0,0,0,0,0
незадаволены,1,0,1,1,0,1,0,1,0,0
незадаволенасць,0,0,1,0,0,1,0,0,0,0
утылізацыя,0,0,0,0,0,1,0,0,0,0
распараджацца,0,0,1,0,0,0,0,0,0,0
утылізаваны,0,1,0,0,0,0,1,0,0,1
дыспазіцыя,0,0,0,0,0,0,0,0,0,0
раскулачаны,1,0,0,1,0,1,0,1,0,0
абвяргаць,0,0,0,0,0,0,0,0,0,0
спрэчка,1,0,0,0,0,1,0,0,0,0
дыскваліфікацыя,0,0,0,0,0,1,0,0,0,0
дыскваліфікаваны,1,0,1,0,0,1,0,1,0,0
дыскваліфікаваць,0,0,0,0,0,1,0,1,0,0
ігнараванне,0,0,0,0,0,1,0,0,0,0
ігнараваць,0,0,1,0,0,1,0,0,0,0
несамастойны,1,0,1,1,0,1,0,0,0,0
дрэнная рэпутацыя,0,0,0,0,0,0,0,0,0,0
непавага,1,0,0,0,0,1,0,0,0,0
непаважліва,1,0,1,1,0,1,0,1,0,0
парушэнне,1,0,0,1,0,1,0,0,1,0
незадаволенасць,0,0,0,0,0,1,0,0,0,0
незадаволены,0,0,0,0,0,0,0,0,0,0
рассякаць,0,0,0,0,0,0,0,0,0,0
рассяканне,0,0,1,0,0,0,0,0,0,0
распаўсюджваць,0,0,0,0,0,0,1,0,0,0
распаўсюджванне,0,0,0,0,0,0,0,0,0,0
разлад,1,0,0,0,0,1,0,0,0,0
іншадумства,0,0,0,0,0,0,0,0,0,0
іншадумства,0,0,0,0,0,1,0,0,0,0
дысертацыя,0,0,0,0,0,0,0,0,0,0
мядзведжая паслуга,1,0,1,0,0,1,0,1,0,0
дысідэнт,1,0,0,1,0,1,0,0,0,0
непадобныя,0,0,0,0,0,0,0,0,0,0
рассейвацца,0,0,0,0,0,0,0,0,0,0
рассеяны,0,0,0,0,0,0,0,0,0,0
дысацыяцыя,0,0,0,0,0,0,0,0,0,0
растварэнне,1,0,0,1,0,1,0,1,1,0
раствараць,0,0,0,0,0,0,0,0,0,0
дысананс,1,0,0,0,0,1,0,0,0,0
адгаворваць,0,0,0,0,0,0,0,0,0,0
дыстальны,0,0,0,0,0,0,0,0,0,0
адлегласць,0,0,0,0,0,0,0,0,0,0
далёкі,0,0,0,0,0,0,0,0,0,0
агіда,0,0,1,0,0,1,0,0,0,0
нясмачны,0,0,1,0,0,1,0,0,0,0
дыстылят,0,0,0,0,0,0,0,0,0,0
дыстыляцыі,0,0,0,0,0,0,1,0,0,0
адрозненне,0,0,0,0,0,0,1,0,0,0
адметны,0,0,0,0,0,0,0,0,0,0
адрозніваць,0,0,0,0,0,0,0,0,0,0
адрозны,0,0,0,0,0,0,0,0,0,0
адметны,0,0,0,0,0,0,0,0,0,0
адрозніваючы,0,0,0,0,0,0,0,0,0,0
скажоны,0,0,1,0,0,1,0,0,0,0
скажэнне,0,0,0,0,0,1,0,0,0,0
адцягнуць,0,0,0,0,0,1,0,0,0,0
рассеяны,1,0,0,0,0,1,0,0,0,0
адцягваючы,1,1,0,0,0,1,0,0,0,0
адцягненне ўвагі,0,0,0,0,0,1,0,0,0,0
збянтэжаны,0,0,0,0,0,1,0,1,0,0
пакуты,1,0,1,1,0,1,0,1,1,0
засмучаны,0,0,0,1,0,1,0,0,0,0
засмучае,1,0,0,1,0,1,0,0,0,0
распаўсюджваць,0,0,0,0,0,0,0,0,0,0
размеркаванне,0,0,0,0,0,0,0,0,0,0
раёна,0,0,0,0,0,0,0,0,0,0
недавер,1,0,1,1,0,1,0,0,0,0
парушэнне,1,0,0,1,0,1,0,1,1,0
парушаны,1,0,0,0,0,1,0,1,0,0
неўжыванне,0,0,0,0,0,1,0,0,0,0
выйшлі з ужытку,1,0,0,0,0,1,0,0,0,0
канава,0,0,0,0,0,0,0,0,0,0
гэтак жа,0,0,0,0,0,0,0,0,0,0
частоўка,0,0,0,0,1,0,1,0,0,0
сутачны,0,0,0,0,0,0,0,0,0,0
дыван,0,0,0,0,0,0,0,0,0,1
нырнуць,0,0,0,0,0,0,0,0,0,0
вадалаз,0,0,0,0,0,0,0,0,0,0
разыходзяцца,0,0,0,0,0,0,0,0,0,0
разыходжанне,0,0,0,0,0,0,0,0,0,0
разыходзяцца,0,0,0,0,0,1,0,0,1,0
разбежныя,0,0,0,0,0,0,0,0,0,0
вадалазы,0,0,0,0,0,0,0,0,0,0
разнастайныя,0,0,0,0,0,1,1,0,0,0
разнастайны,0,0,0,0,0,0,1,0,0,0
разнастаіць,0,0,0,0,0,0,0,0,0,0
дыверсія,0,0,0,0,0,0,1,0,1,0
разнастайнасць,0,0,0,0,0,0,0,0,0,0
адвесці,0,0,0,0,0,0,0,0,0,0
адцягваючы,0,0,0,0,0,0,0,0,0,0
пазбавіцца,0,0,0,0,0,0,0,0,0,0
пазбаўлены,0,0,0,0,0,1,0,0,0,0
пазбаўленне інвестыцый,0,0,0,0,0,1,0,0,0,0
падзяліць,0,0,0,0,0,0,0,0,0,0
падзелены,0,0,0,0,0,0,0,0,0,0
дывідэнды,0,0,0,0,0,0,0,0,0,0
варажба,0,1,0,0,0,0,0,0,0,0
чароўны,0,0,0,0,0,0,0,0,0,0
боскасць,0,0,0,0,0,0,1,0,0,0
дзеліма,0,0,0,0,0,0,0,0,0,0
дывізія,0,0,0,0,0,0,0,0,0,0
дзельнік,0,0,0,0,0,0,0,0,0,0
развод,1,0,1,1,0,1,0,1,1,1
раскрываць,0,0,0,0,0,0,0,0,0,0
галавакружэнне,0,0,0,0,0,1,0,0,0,0
кружыцца галава,0,0,0,0,0,1,0,0,0,0
паслухмяны,0,0,0,0,0,0,0,0,0,0
док,0,0,0,0,0,0,0,0,0,0
прыстыкаваны,0,0,0,0,0,1,0,0,0,0
рэестр,0,0,0,0,0,0,0,0,0,0
доктар,0,0,0,0,0,0,1,0,0,1
дактрынальны,0,0,0,0,0,0,0,0,0,0
дактрына,0,0,0,0,0,0,0,0,0,1
дакумент,0,0,0,0,0,0,0,0,0,0
дакументальны,0,0,0,0,0,0,0,0,0,0
ухіляцца,0,0,0,0,0,0,0,0,0,0
ухіленне,0,0,0,0,0,0,0,0,0,0
лань,0,0,0,0,0,0,0,0,0,0
выканаўца,0,0,0,0,0,0,1,0,0,0
сабака,0,0,0,0,0,0,0,0,0,0
упарты,0,0,0,0,0,0,1,0,0,0
догма,0,0,0,0,0,0,0,0,0,1
дагматычны,0,0,0,0,0,0,0,0,0,0
справы,0,0,0,0,0,0,0,0,0,0
рабіць,0,0,0,0,0,1,0,0,0,0
заняпаду,0,0,0,0,0,1,0,1,0,0
дапамога,0,0,0,0,0,1,0,1,0,0
лялька,0,0,0,0,1,0,0,0,0,0
даляр,0,0,0,0,0,0,0,0,0,0
долар,0,0,0,0,0,1,0,1,0,0
дэльфін,0,0,0,0,1,0,1,0,1,1
дамен,0,0,0,0,0,0,0,0,0,0
купал,0,0,0,0,0,0,0,0,0,0
унутраны,0,0,0,0,0,0,0,0,0,0
прыручылі,0,0,0,0,0,0,0,0,0,0
прыручэнне,0,0,0,0,0,0,0,0,0,0
месца жыхарства,0,0,0,0,0,0,0,0,0,0
па месцы жыхарства,0,0,0,0,0,0,0,0,0,0
дамінаванне,0,0,0,0,0,0,0,0,0,0
дамінанта,0,0,0,1,0,1,0,0,0,0
дамінаваць,1,0,0,1,0,1,1,0,0,0
дамінуючы,0,0,0,0,0,0,0,0,0,0
панаванне,1,0,0,1,0,1,0,1,0,0
панаванне,0,0,0,1,0,0,0,0,0,1
даміно,0,0,0,0,0,0,0,0,0,0
Дон,0,0,0,0,0,0,1,0,0,1
ахвяраванне,0,0,0,0,0,0,1,0,0,0
асёл,0,0,1,0,0,1,0,0,0,0
донар,0,0,0,0,0,0,0,0,0,0
дудл,0,0,0,0,0,1,0,0,0,0
пагібель,0,0,0,1,0,1,0,0,0,0
асуджаны,0,0,0,1,0,1,0,1,0,0
судны дзень,1,1,1,1,0,1,0,1,0,0
дзверы,0,0,0,0,0,0,0,0,0,0
званок у дзверы,0,0,0,0,0,0,0,0,0,0
дзвярны праём,0,0,0,0,0,0,0,0,0,0
спячы,0,0,0,0,0,0,0,0,0,0
інтэрнат,0,0,0,0,0,0,0,0,0,0
спінны,0,0,0,0,0,0,0,0,0,0
доза,0,0,0,0,0,0,0,0,0,0
кропка,0,0,0,0,0,0,0,0,0,0
двайны,0,0,0,0,0,0,0,0,0,0
падвоены,0,0,0,0,0,0,0,0,0,0
дублет,0,0,0,0,0,0,0,0,0,0
падваенне,0,0,0,0,0,0,0,0,0,0
сумнявацца,0,0,0,1,0,1,0,1,0,1
сумнеўна,0,0,0,0,0,1,0,0,0,0
сумняваючыся,0,0,0,0,0,1,0,0,0,0
несумненна,0,0,0,0,0,0,1,0,0,1
спрынцавацца,0,0,0,0,0,1,0,0,0,0
цеста,0,0,0,0,0,0,0,0,0,0
пончык,0,0,0,0,0,0,0,0,0,0
суровы,0,0,0,0,0,1,0,0,0,0
голуб,0,1,0,0,1,0,1,0,0,1
паніжаны,0,0,0,0,0,0,0,0,0,0
падзенне,0,0,0,1,0,1,0,1,0,0
спуск,0,0,0,0,0,0,0,0,0,0
лівень,0,0,0,0,0,0,0,0,0,0
наўпрост,0,0,0,0,0,0,0,0,0,1
пуховая,0,0,0,0,0,0,1,0,0,0
пасаг,0,0,0,0,0,0,0,0,0,0
драмаць,0,0,0,0,0,0,0,0,0,0
тузін,0,0,0,0,0,0,0,0,0,0
аднатонны,0,0,0,0,0,1,0,1,0,0
праект,0,1,0,0,0,0,0,0,0,0
перацягнуць,0,0,0,0,0,0,0,0,0,0
цмок,0,0,0,1,0,0,0,0,0,0
зліць,0,0,0,0,0,0,0,0,0,0
дрэнаж,0,0,0,0,0,1,0,0,0,0
асушаны,0,0,0,0,0,0,0,0,0,0
селезень,0,0,0,0,0,0,0,0,0,0
драма,0,0,0,0,0,0,0,0,0,0
драматычны,0,0,0,0,0,0,0,0,0,0
драпіроўка,0,0,0,0,0,0,0,0,0,0
драпіроўкі,0,0,0,0,0,0,0,0,0,0
рэзкае,0,0,0,0,0,0,0,0,0,0
праект,0,0,0,0,0,0,0,0,0,0
маляваць,0,0,0,0,0,0,0,0,0,0
недахоп,0,0,0,0,0,1,0,0,0,0
шуфляда,0,0,0,0,0,0,0,0,0,0
высоўныя скрыні,0,0,0,0,0,0,0,0,0,0
малюнак,0,0,0,0,0,0,0,0,0,0
страх,0,1,0,1,0,1,0,0,0,0
жудасны,1,1,1,1,0,1,0,1,0,0
жудасна,0,0,1,1,0,1,0,1,1,0
мара,0,0,0,0,0,0,0,0,0,0
летуценнік,0,0,0,0,0,0,0,0,0,0
марыць,0,0,0,0,0,0,0,0,0,0
летуценны,0,0,0,0,0,0,0,0,0,0
маркотны,0,0,0,0,0,1,0,1,0,0
земснарад,0,0,0,0,0,0,0,0,0,0
абліты,0,0,0,0,0,0,0,0,0,0
камода,0,0,0,0,0,0,0,0,0,0
дрыблінг,0,0,0,0,0,0,0,0,0,0
высушаныя,0,0,0,0,0,0,0,0,0,0
сушылка,0,0,0,0,0,0,0,0,0,0
дрэйф,0,0,0,0,0,0,0,0,0,0
дрэйфаваў,0,0,0,0,0,0,0,0,0,0
дрыль,0,0,0,0,0,0,0,0,0,0
піць,0,0,0,0,0,0,0,0,0,0
піць,0,0,0,0,0,1,0,0,0,0
капаць,0,0,0,0,0,0,0,0,0,0
капае,0,0,0,0,0,0,0,0,0,0
дурань,0,0,1,0,0,1,0,0,0,0
кіроўца,0,0,0,0,0,0,0,0,0,0
пад'язная дарога,0,0,0,0,0,0,0,0,0,0
дожджык,0,0,0,0,0,0,0,0,0,0
дурань,0,0,0,0,0,0,0,0,0,0
беспілотнік,0,0,0,0,0,1,0,0,0,0
слінацёк,0,0,1,0,0,0,0,0,0,0
панікшым,0,0,0,0,0,1,0,0,0,0
падзенне,0,0,0,0,0,0,0,0,0,0
кропелька,0,0,0,0,0,0,0,0,0,0
засуха,0,0,0,0,0,1,0,0,0,0
ехаў,0,0,0,0,0,0,0,0,0,0
патануць,0,0,0,1,0,1,0,1,0,0
дрымотнасць,0,0,0,0,0,1,0,0,0,0
дрымотнасць,0,0,0,0,0,0,0,0,0,0
катарга,0,0,0,0,0,1,0,0,0,0
наркотык,0,0,0,0,0,0,0,0,0,0
наркатычны,0,0,0,0,0,0,0,1,0,0
аптэка,0,0,0,0,0,0,0,0,0,0
друід,0,0,0,0,0,0,0,0,0,0
барабан,0,0,0,0,0,0,0,0,0,0
бубнач,0,0,0,0,0,0,0,0,0,0
барабанная гульня,0,0,0,0,0,0,0,0,0,0
п'яны,0,0,1,0,0,1,0,0,0,0
п'янства,0,0,0,0,0,1,0,0,0,0
сухія,0,0,0,0,0,0,0,0,0,0
сухасць,0,0,0,0,0,0,0,0,0,0
двайны,0,0,0,0,0,0,0,0,0,0
дуалізм,0,0,0,0,0,0,0,0,0,0
дваістасць,0,0,0,0,0,0,0,0,0,0
дубляж,0,0,0,0,0,0,0,0,0,0
сумніўны,0,0,0,1,0,1,0,0,0,1
качка,0,0,0,0,0,0,0,0,0,0
пратока,0,0,0,0,0,0,0,0,0,0
пластычны,0,0,0,0,0,0,0,0,0,0
дурань,0,0,0,0,0,0,0,0,0,0
з-за,0,0,0,0,0,0,0,0,0,0
дуэль,1,1,0,1,0,0,0,0,0,0
зборы,0,0,0,0,0,0,0,0,0,0
дуэт,0,0,0,0,0,0,1,0,0,0
зямлянка,0,0,0,0,0,0,0,0,0,0
герцаг,0,0,0,0,0,0,1,0,0,0
сумны,0,0,0,0,0,1,0,1,0,0
нямы,0,0,0,0,0,1,0,0,0,0
манекен,0,0,0,0,0,1,0,0,0,0
звалка,0,0,0,0,0,0,0,0,0,0
звалкі,1,0,0,0,0,1,0,1,0,0
Дун,0,0,0,0,0,1,0,0,0,0
дзюна,0,0,0,0,0,0,0,0,0,0
гной,0,0,1,0,0,0,0,0,0,0
падзямелле,0,0,0,1,0,1,0,0,0,0
дуэт,0,0,0,0,0,0,0,0,0,0
падмануць,1,0,0,0,0,1,0,0,0,0
дуплекс,0,0,0,0,0,0,0,0,0,0
дублікат,0,0,0,0,0,0,0,0,0,0
дубляванне,0,0,0,0,0,0,0,0,0,0
двудушнасць,1,0,0,0,0,1,0,0,0,0
даўгавечнасць,0,0,0,0,0,0,1,0,0,1
трывалы,0,0,0,0,0,0,1,0,0,1
працягласць,0,0,0,0,0,0,0,0,0,0
прымус,1,0,1,1,0,1,0,1,0,0
змярканне,0,0,0,0,0,0,0,0,0,0
змрочна,0,0,0,0,0,0,0,0,0,0
пыл,0,0,0,0,0,1,0,0,0,0
пылавік,0,0,0,0,0,0,0,0,0,0
пыльны,0,0,0,0,0,0,0,0,0,0
паслухмяны,0,1,0,0,0,0,1,0,0,1
карлікавы,0,0,0,0,0,0,0,0,0,0
карлікавы,0,0,0,1,0,1,0,1,0,0
пражываць,0,0,0,0,0,0,0,0,0,0
жыхар,0,0,0,0,0,0,0,0,0,0
жыллё,0,0,0,0,0,0,0,0,0,0
фарбавальнік,0,0,0,0,0,0,0,0,0,0
паміраючы,1,0,1,1,0,1,0,1,0,0
дамба,0,0,0,0,0,0,0,0,0,0
дынамічны,0,0,0,0,0,0,0,0,1,0
дынамічны,0,0,0,0,0,0,0,0,0,0
дынаміка,0,0,0,0,0,0,0,0,0,0
дынаміт,0,0,0,0,0,0,0,0,0,0
дынастыя,0,0,0,0,0,0,0,0,0,0
дызентэрыя,0,0,1,0,0,1,0,1,0,0
дыспенсія,0,0,0,0,0,0,0,0,0,0
нецярплівы,0,1,0,0,1,0,1,0,1,1
ахвота,0,1,0,0,1,0,1,0,0,1
арол,0,0,0,0,0,0,0,0,0,1
вуха,0,0,0,0,0,0,0,0,0,0
ярл,0,0,0,0,0,0,1,0,0,0
раней,0,0,0,0,0,0,0,0,0,0
рана,0,0,0,0,0,0,0,0,0,0
зарабіць,0,0,0,0,0,0,1,0,0,0
сур'ёзна,0,0,0,0,0,0,1,0,0,0
шчыра,0,0,0,0,0,0,1,0,0,0
сур'ёзнасць,0,0,0,0,0,0,1,0,0,0
заробак,0,0,0,0,0,0,0,0,0,0
завушніца,0,0,0,0,0,0,0,0,0,0
чутнасць,0,0,0,0,0,0,0,0,0,0
зямля,0,0,0,0,0,0,0,0,0,0
гліняны посуд,0,0,0,0,0,0,0,0,0,0
зямное,0,0,0,0,0,0,0,0,0,0
землятрус,1,0,0,1,0,1,0,1,1,0
земляны,0,0,0,0,0,0,0,0,0,0
лёгкасць,0,0,0,0,0,0,1,0,0,0
мальберт,0,0,0,0,0,0,0,0,0,0
сервітут,0,0,0,0,0,0,1,0,0,0
лёгка,0,0,0,0,0,0,0,0,0,0
лёгкі,0,0,0,0,0,0,0,0,0,0
нязмушаны,0,0,0,0,0,0,1,0,0,0
есці,0,0,0,0,0,0,1,0,0,0
прыём ежы,0,0,0,0,0,0,0,0,0,0
падслухоўванне,0,0,0,0,0,1,0,0,0,0
адліў,0,0,0,0,0,0,0,0,0,0
чорнае дрэва,0,0,0,0,0,0,0,0,0,0
эксцэнтрычны,0,0,0,0,0,0,0,0,0,0
эксцэнтрычнасць,0,0,0,0,0,0,0,0,0,0
царкоўнае,0,0,0,0,0,0,0,0,0,0
рэха,0,0,0,0,0,0,0,0,0,0
эклектыка,0,0,0,0,0,0,0,0,0,0
зацьменне,0,0,0,0,0,0,0,0,0,0
экліптыка,0,0,0,0,0,0,0,0,0,0
эканамічны,0,0,0,0,0,0,0,0,0,0
эканоміка,0,0,0,0,0,0,0,0,0,0
гаспадарка,0,0,0,0,0,0,0,0,0,1
экстаз,0,1,0,0,1,0,1,0,0,0
экстатычны,0,1,0,0,1,0,1,0,1,0
экуменічны,0,0,0,0,0,0,0,0,0,0
віхравы,0,0,0,0,0,0,0,0,0,0
краю,0,0,0,0,0,0,0,0,0,0
акантоўка,0,0,0,0,0,0,0,0,0,0
ядомыя,0,0,0,0,0,0,0,0,0,0
указ,0,0,0,1,0,1,0,0,0,0
павучанне,0,1,0,0,1,0,1,0,0,1
будынак,0,0,0,0,0,0,0,0,0,0
рэдагаваць,0,0,0,0,0,0,0,0,0,0
выданне,0,1,0,0,0,0,0,0,0,0
рэдактар,0,0,0,0,0,0,0,0,0,0
рэдакцыйная,0,0,0,0,0,0,0,0,0,0
выхоўваць,0,0,0,0,0,0,1,0,0,0
адукаваны,0,0,0,0,0,0,1,0,0,0
адукацыі,0,0,0,0,0,0,0,0,0,0
навучальны,0,0,0,0,0,0,1,0,0,1
вугор,0,0,0,1,0,0,0,0,0,0
эфект,0,0,0,0,0,0,0,0,0,0
эфектыўны,0,0,0,0,0,0,1,0,0,1
эфекты,0,0,0,0,0,0,0,0,0,0
эфектыўны,0,0,0,0,0,0,0,0,0,0
эфектыўна,0,0,0,0,0,0,0,0,0,0
ажыццяўляць,0,0,0,0,0,0,0,0,0,0
жаночага роду,0,0,0,0,0,1,0,0,0,0
эфектыўны,0,0,0,0,0,0,0,0,0,0
эфектыўнасць,0,0,0,0,0,0,1,0,0,0
эфектыўнасць,0,0,0,0,0,0,1,0,0,0
эфектыўны,0,1,0,0,0,0,1,0,0,1
пудзіла,1,0,0,0,0,0,0,0,0,0
намаганні,0,0,0,0,0,0,1,0,0,0
выпат,0,0,0,0,0,0,0,0,0,0
яйка,0,0,0,0,0,0,0,0,0,0
эга,0,0,0,0,0,0,0,0,0,0
эгаістычны,0,0,1,0,0,1,0,0,0,0
абуральны,1,0,1,0,0,1,0,0,0,0
выхад,0,0,0,0,0,0,0,0,0,0
восьмы,0,0,0,0,0,0,0,0,0,0
восемдзесят,0,0,0,0,0,0,0,0,0,0
эякулята,0,0,0,0,0,0,0,0,0,0
семявывяржэнне,0,1,0,0,1,0,1,0,1,1
выкідваць,0,0,0,0,0,1,0,0,0,0
выкідванне,0,0,0,0,0,1,0,0,0,0
распрацаваць,0,0,0,0,0,0,0,0,0,0
распрацоўка,0,0,0,0,0,0,1,0,0,0
элан,0,0,0,0,0,0,0,0,0,0
прайсці,0,0,0,0,0,0,0,0,0,0
прайшло,0,0,0,0,0,0,0,0,0,0
эластычны,0,0,0,0,0,0,0,0,0,0
эластычнасць,0,0,0,0,0,0,0,0,0,0
прыўзняты настрой,0,0,0,0,1,0,1,0,0,0
локаць,1,0,0,0,0,0,0,0,0,0
стар,0,0,0,0,0,0,0,0,0,0
старэйшы,0,0,0,0,0,0,1,0,0,1
старасты,0,0,0,0,0,0,1,0,0,1
старэйшы,0,0,0,0,0,0,0,0,0,0
абраны,0,0,0,0,0,0,1,0,0,1
выбары,0,0,0,0,0,0,0,0,0,0
выбаршчык,0,0,0,0,0,0,0,0,0,0
электарат,0,0,0,0,0,0,0,0,0,1
электрычны,0,0,0,0,1,0,1,0,1,0
электрычнасць,0,0,0,0,0,0,1,0,0,0
элегантнасць,0,1,0,0,1,0,1,0,0,1
элегантны,0,0,0,0,1,0,1,0,0,0
элемент,0,0,0,0,0,0,0,0,0,0
элементарны,0,0,0,0,0,0,0,0,0,0
элементы,0,0,0,0,0,0,0,0,0,0
слон,0,0,0,0,0,0,0,0,0,0
падняць,0,0,0,0,0,0,0,0,0,0
ўзвышэнне,0,1,0,1,1,0,1,0,0,1
ліфт,0,0,0,0,0,0,0,0,0,0
адзінаццаць,0,0,0,0,0,0,0,0,0,0
адзінаццаты,0,0,0,0,0,0,0,0,0,0
эльф,1,0,1,1,0,0,0,0,0,0
выклікаць,0,0,0,0,0,0,0,0,0,0
прыдатныя,0,0,0,0,0,0,1,0,0,0
ліквідацыя,1,0,1,1,0,1,0,1,0,0
эліта,0,1,0,0,1,0,1,0,0,1
лось,0,0,0,0,0,0,0,0,0,0
эл,0,0,0,0,0,0,0,0,0,0
эліпс,0,0,0,0,0,0,0,0,0,0
шматкроп'е,0,0,0,0,0,0,0,0,0,0
эліпсоід,0,0,0,0,0,0,0,0,0,0
эліптычны,0,0,0,0,0,0,0,0,0,0
эліптычныя,0,0,0,0,0,0,0,0,0,0
падаўжацца,0,0,0,0,0,0,0,0,0,0
падаўжэнне,0,0,0,0,0,0,0,0,0,0
красамоўства,0,0,0,0,0,0,1,0,0,0
красамоўная,0,0,0,0,0,0,1,0,0,0
высвятляць,0,0,0,0,0,0,1,0,0,1
высвятленне,0,0,0,0,0,0,0,0,0,0
выслізгваць,0,0,0,0,0,0,0,0,0,0
няўлоўны,0,0,0,0,0,1,0,0,1,0
схуднелы,0,0,0,1,0,1,0,1,0,0
зыходзіць,0,0,0,0,0,0,0,0,0,0
эмансіпацыя,0,1,0,0,1,0,1,0,0,0
набярэжная,0,0,0,0,0,0,0,0,0,0
эмбарга,0,0,0,0,0,1,0,0,0,0
пускацца на борт,0,0,0,0,0,0,0,0,0,0
збянтэжыць,0,0,0,0,0,1,0,1,0,0
няёмка,0,0,0,0,0,1,0,0,0,0
збянтэжанасць,0,0,0,1,0,1,0,1,1,0
пасольства,0,0,0,0,0,0,0,0,0,0
ўстаўляць,0,0,0,0,0,0,0,0,0,0
упрыгожваць,0,0,0,0,0,0,0,0,0,0
упрыгожванне,0,0,0,0,0,0,0,0,0,0
вугольчыкі,0,0,0,0,0,0,0,0,0,0
растрата,0,0,0,0,0,1,0,0,0,0
эмблема,0,0,0,0,0,0,0,0,0,0
эмблематычны,0,0,0,0,0,0,0,0,0,0
увасабленне,0,0,0,0,0,0,0,0,0,0
эмбаліі,0,0,0,1,0,1,0,1,0,0
рэльефны,0,0,0,0,0,0,0,0,0,0
абдымаць,0,1,0,0,1,0,1,0,1,1
вышытыя,0,0,0,0,0,0,0,0,0,0
вышыўка,0,0,0,0,0,0,0,0,0,0
ублытаны,0,0,0,0,0,1,0,0,0,0
эмбрыён,0,0,0,0,0,0,0,0,0,0
эмбрыянальны,0,0,0,0,0,0,0,0,0,0
смарагдавы,0,0,0,0,0,0,0,0,0,0
з'явіцца,0,0,0,0,0,0,0,0,0,0
з'яўленне,0,0,0,0,0,0,0,0,0,0
надзвычайная сітуацыя,0,0,0,1,0,1,0,1,1,0
ганаровы,0,0,0,0,0,0,1,0,0,0
эміграваць,0,0,0,0,0,0,0,0,0,0
эміграцыі,0,0,0,0,0,0,0,0,0,0
эмінэнцыя,0,0,0,0,0,0,1,0,0,1
выбітны,0,0,0,0,0,0,1,0,0,0
у вышэйшай ступені,0,0,0,0,0,0,1,0,0,0
эмір,0,0,0,0,0,0,1,0,0,0
выкід,0,0,0,0,0,0,0,0,0,0
выпраменьваць,0,0,0,0,0,0,0,0,0,0
эмоцыя,0,0,0,0,0,0,0,0,0,0
эмацыйны,0,0,0,0,0,0,0,0,0,0
эмацыйны,0,0,0,0,0,0,0,0,0,0
суперажыванне,0,0,0,0,0,0,1,0,0,0
імператар,0,0,0,0,0,0,0,0,0,0
акцэнт,0,0,0,0,0,0,0,0,0,0
падкрэсліць,0,0,0,0,0,0,0,0,0,1
эмфатычны,0,0,0,0,0,0,0,0,0,0
імперыі,0,0,0,0,0,0,0,0,0,0
эмпірычны,0,0,0,0,0,0,0,0,0,0
эмпірызм,0,0,0,0,0,0,0,0,0,0
наняць,0,0,0,0,0,0,0,0,0,1
працадаўца,0,0,0,0,0,0,0,0,0,0
занятасць,0,0,0,0,0,0,0,0,0,0
эмпорыум,0,0,0,0,0,0,0,0,0,0
пашырыць магчымасці,0,0,0,0,0,0,1,0,0,0
імператрыца,0,0,0,0,0,0,0,0,0,0
пустата,0,0,0,0,0,0,0,1,0,0
вызваленне,0,0,0,0,0,0,0,0,0,0
пусты,0,0,0,0,0,0,0,0,0,0
